,,,Value,Symbol
Bolivia,Harvested irrigated temporary crop area: Vegetables,39,22.82,I
Bolivia,Harvested irrigated permanent crop area: Bananas,42,0.854,I
Bolivia,Harvested irrigated permanent crop area: Citrus,45,3.271,I
Bolivia,Harvested irrigated permanent crop area: Cocoa beans,48,1.431,I
Bolivia,Harvested irrigated permanent crop area: Coffee,51,2.452,I
Bolivia,Harvested irrigated temporary crop area: Fodder,54,21.25,I
Bolivia,Harvested irrigated temporary crop area: Groundnuts,57,1.417,I
Bolivia,Harvested irrigated temporary crop area: Sesame,60,0.53,I
Bolivia,Harvested irrigated temporary crop area: Other crops,63,8.285,I
Bolivia,Harvested irrigated permanent crop area: Other crops,66,9.415,I
Botswana,Harvested irrigated temporary crop area: Maize,3,0.35,I
Botswana,Harvested irrigated temporary crop area: Vegetables,9,0.299,I
Botswana,Harvested irrigated permanent crop area: Citrus,15,0.321,I
Botswana,Harvested irrigated temporary crop area: Cotton,21,0.1,I
Botswana,Harvested irrigated temporary crop area: Fodder,27,0.22,I
Botswana,Harvested irrigated permanent crop area: Other crops,33,0.2,I
Brazil,Harvested irrigated temporary crop area: Wheat,1,19.0,I
Brazil,Harvested irrigated temporary crop area: Rice,7,1129.0,I
Brazil,Harvested irrigated temporary crop area: Maize,11,559.0,I
Brazil,Harvested irrigated temporary crop area: Potatoes,15,23.0,I
Brazil,Harvested irrigated temporary crop area: Sugarcane,19,1705.0,I
Brazil,Harvested irrigated temporary crop area: Leguminous crops,23,315.9,I
Brazil,Harvested irrigated temporary crop area: Vegetables,29,151.8,I
Brazil,Harvested irrigated permanent crop area: Bananas,33,27.0,I
Brazil,Harvested irrigated permanent crop area: Citrus,37,157.5,I
Brazil,Harvested irrigated permanent crop area: Coffee,41,262.2,I
Brazil,Harvested irrigated temporary crop area: Tobacco,45,64.0,I
Brazil,Harvested irrigated temporary crop area: Cotton,49,207.0,I
Brazil,Harvested irrigated temporary crop area: Soybeans,53,624.2,I
Brunei Darussalam,Harvested irrigated temporary crop area: Rice,3,0.375,I
Bulgaria,Harvested irrigated temporary crop area: Wheat,1,0.01,I
Bulgaria,Harvested irrigated temporary crop area: Rice,4,10.8,I
Bulgaria,Harvested irrigated temporary crop area: Maize,8,17.0,I
Bulgaria,Harvested irrigated temporary crop area: Potatoes,12,3.7,I
Bulgaria,Harvested irrigated temporary crop area: Sugar beet,16,0.03,I
Bulgaria,Harvested irrigated temporary crop area: Leguminous crops,19,4.3,I
Bulgaria,Harvested irrigated temporary crop area: Vegetables,22,20.2,I
Bulgaria,Harvested irrigated temporary crop area: Tobacco,25,7.0,I
Bulgaria,Harvested irrigated temporary crop area: Cotton,28,1.4,I
Bulgaria,Harvested irrigated temporary crop area: Fodder,32,2.7,I
Bulgaria,Harvested irrigated temporary crop area: Soybeans,36,0.01,I
Bulgaria,Harvested irrigated temporary crop area: Sunflower,40,4.9,I
Bulgaria,Harvested irrigated temporary crop area: Other crops,43,2.2,I
Bulgaria,Harvested irrigated permanent crop area: Other crops,47,5.0,I
Burkina Faso,Harvested irrigated temporary crop area: Rice,3,15.0,I
Burkina Faso,Harvested irrigated temporary crop area: Maize,8,2.73,I
Burkina Faso,Harvested irrigated temporary crop area: Sorghum,14,4.0,I
Burkina Faso,Harvested irrigated temporary crop area: Other cereals,18,0.111,I
Burkina Faso,Harvested irrigated temporary crop area: Potatoes,24,0.061,I
Burkina Faso,Harvested irrigated temporary crop area: Other roots and tubers,27,3.724,I
Burkina Faso,Harvested irrigated temporary crop area: Sugarcane,33,3.9,I
Burkina Faso,Harvested irrigated temporary crop area: Vegetables,39,10.0,I
Burkina Faso,Harvested irrigated temporary crop area: Tobacco,45,0.061,I
Burkina Faso,Harvested irrigated temporary crop area: Other crops,51,0.02,I
Burkina Faso,Harvested irrigated permanent crop area: Other crops,57,1.45,I
Burundi,Harvested irrigated temporary crop area: Rice,2,4.21,I
Burundi,Harvested irrigated temporary crop area: Sugarcane,7,1.45,I
Burundi,Harvested irrigated temporary crop area: Vegetables,12,0.8,I
Burundi,Harvested irrigated permanent crop area: Coffee,18,0.5,I
Cabo Verde,Harvested irrigated temporary crop area: Maize,3,0.1,I
Cabo Verde,Harvested irrigated temporary crop area: Potatoes,7,0.21,I
Cabo Verde,Harvested irrigated temporary crop area: Other roots and tubers,13,0.4,I
Cabo Verde,Harvested irrigated temporary crop area: Sugarcane,19,1.0,I
Cabo Verde,Harvested irrigated temporary crop area: Vegetables,25,0.875,I
Cabo Verde,Harvested irrigated temporary crop area: Flowers,31,0.29,I
Cabo Verde,Harvested irrigated permanent crop area: Other crops,37,0.147,I
Cambodia,Harvested irrigated temporary crop area: Rice,3,373.3,I
Cambodia,Harvested irrigated temporary crop area: Sugarcane,7,9.956,I
Cambodia,Harvested irrigated permanent crop area: Citrus,11,1.244,I
Cameroon,Harvested irrigated temporary crop area: Rice,2,20.39,I
Cameroon,Harvested irrigated temporary crop area: Maize,7,7.546,I
Cameroon,Harvested irrigated permanent crop area: Bananas,12,5.43,I
Cameroon,Harvested irrigated temporary crop area: Other crops,17,1.176,I
Canada,Harvested irrigated temporary crop area: Other cereals,0,465.4,I
Canada,Harvested irrigated temporary crop area: Vegetables,3,36.42,I
Canada,Harvested irrigated temporary crop area: Fodder,6,222.7,I
Canada,Harvested irrigated temporary crop area: Other crops,9,13.7,I
Central African Republic,Harvested irrigated temporary crop area: Rice,3,0.06,I
Central African Republic,Harvested irrigated temporary crop area: Vegetables,9,0.03,I
Chad,Harvested irrigated temporary crop area: Wheat,2,2.0,I
Chad,Harvested irrigated temporary crop area: Rice,7,10.0,I
Chad,Harvested irrigated temporary crop area: Maize,12,6.0,I
Chad,Harvested irrigated temporary crop area: Millet,17,3.0,I
Chad,Harvested irrigated temporary crop area: Sweet potatoes,22,0.05,I
Chad,Harvested irrigated temporary crop area: Sugarcane,27,3.754,I
Chad,Harvested irrigated temporary crop area: Vegetables,32,2.0,I
Chile,Harvested irrigated temporary crop area: Wheat,3,48.24,I
Chile,Harvested irrigated temporary crop area: Rice,9,21.58,I
Chile,Harvested irrigated temporary crop area: Barley,13,1.716,I
Chile,Harvested irrigated temporary crop area: Maize,19,101.1,I
Chile,Harvested irrigated temporary crop area: Other cereals,23,8.429,I
Chile,Harvested irrigated temporary crop area: Potatoes,29,21.84,I
Chile,Harvested irrigated temporary crop area: Sugar beet,35,19.01,I
Chile,Harvested irrigated temporary crop area: Leguminous crops,39,9.93,I
Chile,Harvested irrigated temporary crop area: Vegetables,45,103.5,I
Chile,Harvested irrigated permanent crop area: Citrus,49,16.59,I
Chile,Harvested irrigated temporary crop area: Tobacco,53,2.737,I
Chile,Harvested irrigated temporary crop area: Fodder,58,283.0,I
Chile,Harvested irrigated temporary crop area: Other crops,61,5.741,I
Chile,Harvested irrigated permanent crop area: Other crops,67,284.1,I
China,Harvested irrigated temporary crop area: Wheat,1,22299.0,I
China,Harvested irrigated temporary crop area: Rice,5,29047.0,I
China,Harvested irrigated temporary crop area: Maize,9,12949.0,I
China,Harvested irrigated temporary crop area: Other cereals,13,1352.0,I
China,Harvested irrigated temporary crop area: Other roots and tubers,17,607.0,I
China,Harvested irrigated temporary crop area: Sugarcane,21,500.0,I
China,Harvested irrigated temporary crop area: Sugar beet,25,193.0,I
China,Harvested irrigated temporary crop area: Leguminous crops,29,185.0,I
China,Harvested irrigated temporary crop area: Vegetables,33,9000.0,I
China,Harvested irrigated permanent crop area: Citrus,37,459.0,I
China,Harvested irrigated temporary crop area: Tobacco,41,400.0,I
China,Harvested irrigated temporary crop area: Cotton,45,2189.0,I
China,Harvested irrigated temporary crop area: Soybeans,49,3225.0,I
China,Harvested irrigated temporary crop area: Groundnuts,53,2088.0,I
China,Harvested irrigated temporary crop area: Sunflower,57,315.0,I
China,Harvested irrigated temporary crop area: Sesame,61,255.0,I
China,Harvested irrigated temporary crop area: Other crops,65,6227.0,I
China,Harvested irrigated permanent crop area: Other crops,69,3000.0,I
Colombia,Harvested irrigated temporary crop area: Rice,3,244.9,I
Colombia,Harvested irrigated temporary crop area: Sorghum,9,11.86,I
Colombia,Harvested irrigated temporary crop area: Other cereals,12,34.8,I
Colombia,Harvested irrigated temporary crop area: Potatoes,15,8.709,I
Colombia,Harvested irrigated permanent crop area: Plantains,18,1.6,I
Colombia,Harvested irrigated temporary crop area: Sugarcane,21,168.0,I
Colombia,Harvested irrigated temporary crop area: Vegetables,24,26.77,I
Colombia,Harvested irrigated permanent crop area: Bananas,30,5.804,I
Colombia,Harvested irrigated permanent crop area: Cocoa beans,33,12.08,I
Colombia,Harvested irrigated permanent crop area: Coffee,36,9.427,I
Colombia,Harvested irrigated temporary crop area: Tobacco,39,2.451,I
Colombia,Harvested irrigated temporary crop area: Cotton,45,1.044,I
Colombia,Harvested irrigated temporary crop area: Fodder,51,6.163,I
Colombia,Harvested irrigated temporary crop area: Soybeans,57,7.771,I
Colombia,Harvested irrigated temporary crop area: Other crops,63,6.523,I
Colombia,Harvested irrigated permanent crop area: Other crops,69,9.38,I
Congo,Harvested irrigated temporary crop area: Vegetables,3,0.434,I
Croatia,Harvested irrigated temporary crop area: Maize,0,1.57,I
Croatia,Harvested irrigated temporary crop area: Other cereals,3,0.52,I
Croatia,Harvested irrigated temporary crop area: Potatoes,6,1.34,I
Croatia,Harvested irrigated temporary crop area: Sugar beet,9,0.24,I
Croatia,Harvested irrigated temporary crop area: Leguminous crops,12,0.06,I
Croatia,Harvested irrigated temporary crop area: Vegetables,15,3.04,I
Croatia,Harvested irrigated permanent crop area: Citrus,18,1.49,I
Croatia,Harvested irrigated temporary crop area: Other crops,21,0.75,I
Croatia,Harvested irrigated permanent crop area: Other crops,24,2.75,I
Cyprus,Harvested irrigated temporary crop area: Wheat,3,0.6,I
Cyprus,Harvested irrigated temporary crop area: Barley,9,2.4,I
Cyprus,Harvested irrigated temporary crop area: Maize,13,0.02,I
Cyprus,Harvested irrigated temporary crop area: Other cereals,19,2.7,I
Cyprus,Harvested irrigated temporary crop area: Potatoes,23,5.51,I
Cyprus,Harvested irrigated temporary crop area: Other roots and tubers,29,7.0,I
Cyprus,Harvested irrigated temporary crop area: Sugar beet,33,0.0,I
Cyprus,Harvested irrigated temporary crop area: Leguminous crops,39,1.0,I
Cyprus,Harvested irrigated temporary crop area: Vegetables,45,5.9,I
Cyprus,Harvested irrigated permanent crop area: Citrus,49,4.86,I
Cyprus,Harvested irrigated temporary crop area: Fodder,53,1.42,I
Cyprus,Harvested irrigated permanent crop area: Oil palm,59,0.606,I
Cyprus,Harvested irrigated temporary crop area: Soybeans,63,0.0,I
Cyprus,Harvested irrigated temporary crop area: Sunflower,67,0.0,I
Cyprus,Harvested irrigated temporary crop area: Flowers,73,0.065,I
Cyprus,Harvested irrigated temporary crop area: Other crops,79,2.267,I
Cyprus,Harvested irrigated permanent crop area: Other crops,85,14.7,I
Czech Republic,Harvested irrigated temporary crop area: Potatoes,0,2.8,I
Czech Republic,Harvested irrigated temporary crop area: Sugar beet,3,4.5,I
Czech Republic,Harvested irrigated temporary crop area: Vegetables,6,3.3,I
Czech Republic,Harvested irrigated permanent crop area: Other crops,9,9.3,I
Côte d'Ivoire,Harvested irrigated temporary crop area: Rice,3,3.6,I
Côte d'Ivoire,Harvested irrigated temporary crop area: Sugarcane,9,12.0,I
Côte d'Ivoire,Harvested irrigated temporary crop area: Vegetables,12,3.6,I
Côte d'Ivoire,Harvested irrigated permanent crop area: Bananas,15,13.3,I
Côte d'Ivoire,Harvested irrigated temporary crop area: Other crops,21,21.57,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Wheat,3,74.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Rice,9,470.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Other cereals,15,331.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Potatoes,21,86.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Sweet potatoes,27,19.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Leguminous crops,33,84.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Vegetables,39,147.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Tobacco,45,7.0,I
Democratic People's Republic of Korea,Harvested irrigated temporary crop area: Soybeans,51,94.0,I
Democratic People's Republic of Korea,Harvested irrigated permanent crop area: Other crops,57,39.0,I
Democratic Republic of the Congo,Harvested irrigated temporary crop area: Rice,2,2.3,I
Democratic Republic of the Congo,Harvested irrigated temporary crop area: Sugarcane,7,5.0,I
Democratic Republic of the Congo,Harvested irrigated temporary crop area: Vegetables,10,0.5,I
Denmark,Harvested irrigated temporary crop area: Wheat,1,34.0,I
Denmark,Harvested irrigated temporary crop area: Barley,4,41.1,I
Denmark,Harvested irrigated temporary crop area: Other cereals,7,7.2,I
Denmark,Harvested irrigated temporary crop area: Potatoes,11,25.0,I
Denmark,Harvested irrigated temporary crop area: Sugar beet,15,37.0,I
Denmark,Harvested irrigated temporary crop area: Leguminous crops,18,24.0,I
Denmark,Harvested irrigated temporary crop area: Vegetables,21,6.0,I
Denmark,Harvested irrigated permanent crop area: Citrus,25,0.0,I
Denmark,Harvested irrigated temporary crop area: Fodder,29,74.8,I
Denmark,Harvested irrigated temporary crop area: Soybeans,33,0.0,I
Denmark,Harvested irrigated temporary crop area: Sunflower,37,0.0,I
Denmark,Harvested irrigated temporary crop area: Other crops,40,5.0,I
Denmark,Harvested irrigated permanent crop area: Other crops,44,0.96,I
Djibouti,Harvested irrigated temporary crop area: Other cereals,3,0.002,I
Djibouti,Harvested irrigated temporary crop area: Vegetables,9,0.532,I
Djibouti,Harvested irrigated permanent crop area: Other crops,15,0.05,I
Dominican Republic,Harvested irrigated temporary crop area: Rice,1,160.1,I
Dominican Republic,Harvested irrigated temporary crop area: Maize,5,8.0,I
Dominican Republic,Harvested irrigated temporary crop area: Sorghum,9,2.2,I
Dominican Republic,Harvested irrigated temporary crop area: Potatoes,13,5.485,I
Dominican Republic,Harvested irrigated permanent crop area: Plantains,17,23.74,I
Dominican Republic,Harvested irrigated temporary crop area: Sugarcane,21,12.35,I
Dominican Republic,Harvested irrigated temporary crop area: Vegetables,25,35.6,I
Dominican Republic,Harvested irrigated temporary crop area: Fodder,29,4.0,I
Dominican Republic,Harvested irrigated temporary crop area: Groundnuts,33,1.24,I
Dominican Republic,Harvested irrigated temporary crop area: Other crops,37,27.24,I
Dominican Republic,Harvested irrigated permanent crop area: Other crops,41,8.5,I
Ecuador,Harvested irrigated temporary crop area: Rice,2,153.9,I
Ecuador,Harvested irrigated temporary crop area: Maize,7,60.64,I
Ecuador,Harvested irrigated temporary crop area: Potatoes,12,13.23,I
Ecuador,Harvested irrigated temporary crop area: Sugarcane,17,90.83,I
Ecuador,Harvested irrigated temporary crop area: Vegetables,22,80.74,I
Ecuador,Harvested irrigated permanent crop area: Bananas,27,148.5,I
Ecuador,Harvested irrigated permanent crop area: Citrus,32,7.889,I
Ecuador,Harvested irrigated permanent crop area: Cocoa beans,37,33.34,I
Ecuador,Harvested irrigated permanent crop area: Coffee,42,8.746,I
Ecuador,Harvested irrigated temporary crop area: Other crops,47,10.05,I
Ecuador,Harvested irrigated permanent crop area: Other crops,52,16.31,I
Egypt,Harvested irrigated temporary crop area: Wheat,3,1261.0,I
