,,,Value,Symbol
Afghanistan,Harvested irrigated temporary crop area: Wheat,3,1156.0,
Afghanistan,Harvested irrigated temporary crop area: Rice,6,208.0,I
Afghanistan,Harvested irrigated temporary crop area: Barley,9,116.0,I
Afghanistan,Harvested irrigated temporary crop area: Maize,12,183.0,I
Afghanistan,Harvested irrigated temporary crop area: Potatoes,16,15.0,I
Afghanistan,Harvested irrigated temporary crop area: Sugarcane,20,2.0,I
Afghanistan,Harvested irrigated temporary crop area: Sugar beet,24,2.0,I
Afghanistan,Harvested irrigated temporary crop area: Leguminous crops,28,27.0,I
Afghanistan,Harvested irrigated temporary crop area: Vegetables,31,69.0,I
Afghanistan,Harvested irrigated temporary crop area: Cotton,34,33.0,I
Afghanistan,Harvested irrigated temporary crop area: Sunflower,38,10.0,I
Afghanistan,Harvested irrigated temporary crop area: Sesame,42,10.0,I
Afghanistan,Harvested irrigated permanent crop area: Other crops,45,198.0,I
Afghanistan,Harvested irrigated temporary crop area: Wheat,3,1156.0,
Afghanistan,Harvested irrigated temporary crop area: Rice,6,208.0,I
Afghanistan,Harvested irrigated temporary crop area: Barley,9,116.0,I
Afghanistan,Harvested irrigated temporary crop area: Maize,12,183.0,I
Afghanistan,Harvested irrigated temporary crop area: Potatoes,16,15.0,I
Afghanistan,Harvested irrigated temporary crop area: Sugarcane,20,2.0,I
Afghanistan,Harvested irrigated temporary crop area: Sugar beet,24,2.0,I
Afghanistan,Harvested irrigated temporary crop area: Leguminous crops,28,27.0,I
Afghanistan,Harvested irrigated temporary crop area: Vegetables,31,69.0,I
Afghanistan,Harvested irrigated temporary crop area: Cotton,34,33.0,I
Afghanistan,Harvested irrigated temporary crop area: Sunflower,38,10.0,I
Afghanistan,Harvested irrigated temporary crop area: Sesame,42,10.0,I
Afghanistan,Harvested irrigated permanent crop area: Other crops,45,198.0,I
Albania,Harvested irrigated temporary crop area: Wheat,1,3.1,I
Albania,Harvested irrigated temporary crop area: Maize,5,28.5,I
Albania,Harvested irrigated temporary crop area: Other cereals,9,4.2,I
Albania,Harvested irrigated temporary crop area: Potatoes,13,2.9,I
Albania,Harvested irrigated temporary crop area: Leguminous crops,17,13.1,I
Albania,Harvested irrigated temporary crop area: Vegetables,21,19.5,I
Albania,Harvested irrigated temporary crop area: Fodder,25,14.0,I
Albania,Harvested irrigated temporary crop area: Other crops,29,9.0,I
Albania,Harvested irrigated permanent crop area: Other crops,33,8.3,I
Algeria,Harvested irrigated temporary crop area: Wheat,2,89.3,I
Algeria,Harvested irrigated temporary crop area: Other cereals,8,82.54,I
Algeria,Harvested irrigated temporary crop area: Potatoes,13,79.0,I
Algeria,Harvested irrigated temporary crop area: Vegetables,19,273.2,I
Algeria,Harvested irrigated permanent crop area: Citrus,24,41.88,I
Algeria,Harvested irrigated temporary crop area: Tobacco,29,5.0,I
Algeria,Harvested irrigated permanent crop area: Oil palm,32,140.2,I
Algeria,Harvested irrigated temporary crop area: Other crops,37,24.76,I
Algeria,Harvested irrigated permanent crop area: Other crops,43,145.0,I
Angola,Harvested irrigated temporary crop area: Maize,1,4.799,I
Angola,Harvested irrigated temporary crop area: Potatoes,5,0.203,I
Angola,Harvested irrigated temporary crop area: Sweet potatoes,9,0.786,I
Angola,Harvested irrigated temporary crop area: Cassava,13,0.322,I
Angola,Harvested irrigated temporary crop area: Sugarcane,19,12.5,I
Angola,Harvested irrigated temporary crop area: Leguminous crops,23,1.14,I
Angola,Harvested irrigated temporary crop area: Vegetables,27,2.695,I
Angola,Harvested irrigated permanent crop area: Bananas,33,7.7,I
Angola,Harvested irrigated permanent crop area: Citrus,39,3.5,I
Angola,Harvested irrigated temporary crop area: Tobacco,45,9.1,I
Angola,Harvested irrigated temporary crop area: Groundnuts,49,0.004,I
Angola,Harvested irrigated temporary crop area: Other crops,53,1.573,I
Angola,Harvested irrigated permanent crop area: Other crops,59,11.2,I
Antigua and Barbuda,Harvested irrigated temporary crop area: Vegetables,3,0.2640882353,I
Antigua and Barbuda,Harvested irrigated temporary crop area: Other crops,9,0.01,I
Argentina,Harvested irrigated temporary crop area: Wheat,0,60.0,I
Argentina,Harvested irrigated temporary crop area: Rice,6,164.0,I
Argentina,Harvested irrigated temporary crop area: Maize,12,198.0,I
Argentina,Harvested irrigated temporary crop area: Sorghum,15,108.0,I
Argentina,Harvested irrigated temporary crop area: Potatoes,18,29.0,I
Argentina,Harvested irrigated temporary crop area: Other roots and tubers,24,162.9,I
Argentina,Harvested irrigated temporary crop area: Sugarcane,30,246.0,I
Argentina,Harvested irrigated temporary crop area: Leguminous crops,33,208.0,I
Argentina,Harvested irrigated temporary crop area: Vegetables,39,312.0,I
Argentina,Harvested irrigated permanent crop area: Citrus,42,22.0,I
Argentina,Harvested irrigated temporary crop area: Tobacco,45,10.0,I
Argentina,Harvested irrigated temporary crop area: Cotton,48,17.0,I
Argentina,Harvested irrigated temporary crop area: Fodder,51,380.0,I
Argentina,Harvested irrigated temporary crop area: Flowers,57,2.952,I
Argentina,Harvested irrigated temporary crop area: Other crops,63,9.0,I
Argentina,Harvested irrigated permanent crop area: Other crops,69,493.1,I
Armenia,Harvested irrigated temporary crop area: Wheat,3,35.0,I
Armenia,Harvested irrigated temporary crop area: Barley,9,5.9,I
Armenia,Harvested irrigated temporary crop area: Maize,15,3.1,I
Armenia,Harvested irrigated temporary crop area: Other cereals,19,0.3,I
Armenia,Harvested irrigated temporary crop area: Potatoes,23,24.0,I
Armenia,Harvested irrigated temporary crop area: Other roots and tubers,29,32.6,I
Armenia,Harvested irrigated temporary crop area: Sugar beet,33,0.2,I
Armenia,Harvested irrigated temporary crop area: Leguminous crops,37,2.0,I
Armenia,Harvested irrigated temporary crop area: Vegetables,43,23.2,I
Armenia,Harvested irrigated temporary crop area: Tobacco,47,0.2,I
Armenia,Harvested irrigated temporary crop area: Fodder,51,26.0,I
Armenia,Harvested irrigated temporary crop area: Sunflower,55,0.2,I
Armenia,Harvested irrigated temporary crop area: Other crops,61,5.0,I
Armenia,Harvested irrigated permanent crop area: Other crops,67,50.9,I
Australia,Harvested irrigated temporary crop area: Rice,0,82.0433333333,I
Australia,Harvested irrigated temporary crop area: Other cereals,3,273.0,I
Australia,Harvested irrigated temporary crop area: Sugarcane,6,184.3333333333,I
Australia,Harvested irrigated temporary crop area: Vegetables,9,103.3666666667,I
Australia,Harvested irrigated temporary crop area: Cotton,12,294.6,I
Australia,Harvested irrigated temporary crop area: Fodder,15,189.6666666667,I
Australia,Harvested irrigated temporary crop area: Soybeans,18,29.05,I
Australia,Harvested irrigated temporary crop area: Flowers,21,11.6933333333,I
Australia,Harvested irrigated temporary crop area: Other crops,24,78.8233333333,I
Austria,Harvested irrigated temporary crop area: Wheat,3,2.65,I
Austria,Harvested irrigated temporary crop area: Maize,9,7.4,I
Austria,Harvested irrigated temporary crop area: Other cereals,12,8.5,I
Austria,Harvested irrigated temporary crop area: Potatoes,18,3.2,I
Austria,Harvested irrigated temporary crop area: Sugar beet,24,6.7,I
Austria,Harvested irrigated temporary crop area: Leguminous crops,27,6.5,I
Austria,Harvested irrigated temporary crop area: Vegetables,30,2.2,I
Austria,Harvested irrigated permanent crop area: Citrus,36,0.0,I
Austria,Harvested irrigated temporary crop area: Fodder,42,0.62,I
Austria,Harvested irrigated temporary crop area: Soybeans,48,0.32,I
Austria,Harvested irrigated temporary crop area: Sunflower,54,1.17,I
Austria,Harvested irrigated temporary crop area: Other crops,57,4.2,I
Austria,Harvested irrigated permanent crop area: Other crops,63,1.78,I
Azerbaijan,Harvested irrigated temporary crop area: Wheat,3,610.9,I
Azerbaijan,Harvested irrigated temporary crop area: Rice,9,2.573,I
Azerbaijan,Harvested irrigated temporary crop area: Barley,15,158.9,I
Azerbaijan,Harvested irrigated temporary crop area: Maize,21,33.19,I
Azerbaijan,Harvested irrigated temporary crop area: Other cereals,27,9.302,I
Azerbaijan,Harvested irrigated temporary crop area: Potatoes,31,65.8,I
Azerbaijan,Harvested irrigated temporary crop area: Other roots and tubers,37,6.091,I
Azerbaijan,Harvested irrigated temporary crop area: Sugar beet,41,3.202,I
Azerbaijan,Harvested irrigated temporary crop area: Leguminous crops,47,0.041,I
Azerbaijan,Harvested irrigated temporary crop area: Vegetables,53,77.25,I
Azerbaijan,Harvested irrigated permanent crop area: Tea,57,3.658,I
Azerbaijan,Harvested irrigated temporary crop area: Tobacco,61,2.649,I
Azerbaijan,Harvested irrigated temporary crop area: Cotton,67,78.16,I
Azerbaijan,Harvested irrigated permanent crop area: Oil palm,73,11.14,I
Azerbaijan,Harvested irrigated temporary crop area: Sunflower,77,11.38,I
Azerbaijan,Harvested irrigated temporary crop area: Other crops,81,236.8,I
Azerbaijan,Harvested irrigated permanent crop area: Other crops,87,97.75,I
Bahrain,Harvested irrigated temporary crop area: Vegetables,3,1.015,I
Bahrain,Harvested irrigated temporary crop area: Fodder,9,0.79,I
Bahrain,Harvested irrigated permanent crop area: Other crops,15,2.21,I
Bangladesh,Harvested irrigated temporary crop area: Wheat,3,313.0,I
Bangladesh,Harvested irrigated temporary crop area: Rice,9,4341.0,I
Bangladesh,Harvested irrigated temporary crop area: Barley,12,0.81,I
Bangladesh,Harvested irrigated temporary crop area: Maize,15,90.0,I
Bangladesh,Harvested irrigated temporary crop area: Millet,18,0.4,I
Bangladesh,Harvested irrigated temporary crop area: Sorghum,21,0.1,I
Bangladesh,Harvested irrigated temporary crop area: Other cereals,24,25.0,I
Bangladesh,Harvested irrigated temporary crop area: Potatoes,27,263.0,I
Bangladesh,Harvested irrigated temporary crop area: Sugarcane,33,43.0,I
Bangladesh,Harvested irrigated temporary crop area: Leguminous crops,36,156.0,I
Bangladesh,Harvested irrigated temporary crop area: Vegetables,39,236.0,I
Bangladesh,Harvested irrigated permanent crop area: Tea,42,40.0,I
Bangladesh,Harvested irrigated temporary crop area: Tobacco,45,18.0,I
Bangladesh,Harvested irrigated temporary crop area: Cotton,48,6.5,I
Bangladesh,Harvested irrigated temporary crop area: Sesame,51,30.0,I
Bangladesh,Harvested irrigated temporary crop area: Other crops,57,414.0,I
Bangladesh,Harvested irrigated permanent crop area: Other crops,63,89.13,I
Belarus,Harvested irrigated temporary crop area: Potatoes,0,2.9,I
Belarus,Harvested irrigated temporary crop area: Leguminous crops,3,2.3,I
Belarus,Harvested irrigated temporary crop area: Vegetables,6,3.0,I
Belgium,Harvested irrigated temporary crop area: Barley,0,1.535,I
Belgium,Harvested irrigated temporary crop area: Maize,4,0.36,I
Belgium,Harvested irrigated temporary crop area: Potatoes,8,2.3,I
Belgium,Harvested irrigated temporary crop area: Sugar beet,12,0.6,I
Belgium,Harvested irrigated temporary crop area: Fodder,16,0.23,I
Belgium,Harvested irrigated permanent crop area: Other crops,20,1.23,I
Belize,Harvested irrigated temporary crop area: Rice,3,1.338,I
Belize,Harvested irrigated temporary crop area: Sugarcane,7,0.2,I
Belize,Harvested irrigated temporary crop area: Vegetables,11,0.074,I
Belize,Harvested irrigated permanent crop area: Bananas,15,1.215,I
Belize,Harvested irrigated permanent crop area: Other crops,21,0.6,I
Benin,Harvested irrigated temporary crop area: Rice,3,10.94,I
Benin,Harvested irrigated temporary crop area: Other roots and tubers,6,4.625,I
Benin,Harvested irrigated temporary crop area: Sugarcane,9,3.514,I
Benin,Harvested irrigated temporary crop area: Vegetables,15,2.719,I
Benin,Harvested irrigated permanent crop area: Other crops,21,0.07,I
Bhutan,Harvested irrigated temporary crop area: Rice,2,30.4,I
Bhutan,Harvested irrigated temporary crop area: Potatoes,7,0.5,I
Bolivia,Harvested irrigated temporary crop area: Wheat,0,11.14,I
Bolivia,Harvested irrigated temporary crop area: Rice,3,35.23,I
Bolivia,Harvested irrigated temporary crop area: Barley,6,8.648,I
Bolivia,Harvested irrigated temporary crop area: Maize,9,57.57,I
Bolivia,Harvested irrigated temporary crop area: Sorghum,12,1.302,I
Bolivia,Harvested irrigated temporary crop area: Other cereals,15,6.276,I
Bolivia,Harvested irrigated temporary crop area: Potatoes,18,57.75,I
Bolivia,Harvested irrigated temporary crop area: Sweet potatoes,21,0.421,I
Bolivia,Harvested irrigated temporary crop area: Cassava,24,0.883,I
Bolivia,Harvested irrigated temporary crop area: Other roots and tubers,27,2.428,I
Bolivia,Harvested irrigated permanent crop area: Plantains,30,1.245,I
Bolivia,Harvested irrigated temporary crop area: Sugarcane,33,1.83,I
Bolivia,Harvested irrigated temporary crop area: Leguminous crops,36,27.79,I
