,,Value,Symbol
Total freshwater withdrawal,Greece,9.236,E
Total freshwater withdrawal,Guatemala,2.6067380952,E
Fresh surface water withdrawal,Guinea,0.505125,I
Fresh groundwater withdrawal,Guinea,0.056125,I
Total freshwater withdrawal,Guinea,0.56125,I
Fresh surface water withdrawal,Guinea-Bissau,0.144,I
Fresh groundwater withdrawal,Guinea-Bissau,0.031,I
Total freshwater withdrawal,Guinea-Bissau,0.175,I
Total freshwater withdrawal,Guyana,1.60928,E
Total freshwater withdrawal,Haiti,1.3673,I
Fresh surface water withdrawal,Hungary,5.03,I
Fresh groundwater withdrawal,Hungary,0.73,X
Total freshwater withdrawal,Hungary,5.76,E
Fresh surface water withdrawal,Iceland,0.005,X
Fresh groundwater withdrawal,Iceland,0.16,X
Total freshwater withdrawal,Iceland,0.165,E
Total freshwater withdrawal,India,640.51948,E
Fresh surface water withdrawal,Indonesia,107.2052634193,I
Fresh groundwater withdrawal,Indonesia,19.7353615807,I
Total freshwater withdrawal,Indonesia,126.940625,I
Total freshwater withdrawal,Iran (Islamic Republic of),90.7985,E
Total freshwater withdrawal,Iraq,62.2776571429,I
Fresh surface water withdrawal,Ireland,0.5757272727,I
Fresh groundwater withdrawal,Ireland,0.3260909091,I
Total freshwater withdrawal,Ireland,0.9018181818,I
Fresh surface water withdrawal,Israel,0.5543868442,I
Fresh groundwater withdrawal,Israel,0.9891131558,I
Total freshwater withdrawal,Israel,1.5435,E
Total freshwater withdrawal,Italy,41.7343758242,E
Fresh surface water withdrawal,Jamaica,0.5351428571,I
Fresh groundwater withdrawal,Jamaica,0.6591428571,I
Total freshwater withdrawal,Jamaica,1.1942857143,I
Fresh groundwater withdrawal,Japan,10.64,X
Total freshwater withdrawal,Japan,84.45,E
Total freshwater withdrawal,Jordan,0.7386642857,E
Fresh surface water withdrawal,Kazakhstan,21.1,OF
Fresh groundwater withdrawal,Kazakhstan,1.157,OF
Total freshwater withdrawal,Kazakhstan,22.26,OF
Total freshwater withdrawal,Kenya,2.0666410256,E
Fresh surface water withdrawal,Kuwait,0.0,OF
Total freshwater withdrawal,Kuwait,0.415,E
Fresh surface water withdrawal,Kyrgyzstan,8.7504402451,I
Fresh groundwater withdrawal,Kyrgyzstan,0.5385597549,I
Total freshwater withdrawal,Kyrgyzstan,9.289,I
Total freshwater withdrawal,Lebanon,1.2168,E
Total freshwater withdrawal,Lesotho,0.0438,E
Total freshwater withdrawal,Liberia,0.13684,E
Fresh surface water withdrawal,Libya,0.0244,I
Fresh groundwater withdrawal,Libya,4.515,I
Total freshwater withdrawal,Libya,4.5394,E
Fresh groundwater withdrawal,Lithuania,0.17168,I
Fresh surface water withdrawal,Luxembourg,0.02644,I
Fresh groundwater withdrawal,Luxembourg,0.03022,I
Total freshwater withdrawal,Luxembourg,0.05666,I
Fresh groundwater withdrawal,Madagascar,0.024,I
Total freshwater withdrawal,Madagascar,13.40476,I
Total freshwater withdrawal,Malawi,1.33802,E
Fresh surface water withdrawal,Malaysia,5.5763684211,I
Fresh groundwater withdrawal,Malaysia,0.1419789474,I
Total freshwater withdrawal,Malaysia,5.7183157895,I
Total freshwater withdrawal,Maldives,0.005075,E
Total freshwater withdrawal,Mali,5.1032631579,E
Fresh surface water withdrawal,Malta,0.0,I
Fresh groundwater withdrawal,Malta,0.034,I
Total freshwater withdrawal,Mauritania,1.4711,E
Total freshwater withdrawal,Mauritius,0.6866666667,I
Total freshwater withdrawal,Mexico,72.3,E
Total freshwater withdrawal,Monaco,0.0058,E
Total freshwater withdrawal,Mongolia,0.5055384615,E
Fresh surface water withdrawal,Morocco,11.0909398413,I
Fresh groundwater withdrawal,Morocco,3.7220601587,I
Total freshwater withdrawal,Morocco,14.813,E
Total freshwater withdrawal,Mozambique,0.9500514286,E
Fresh surface water withdrawal,Myanmar,30.24,I
Fresh groundwater withdrawal,Myanmar,2.991,I
Total freshwater withdrawal,Myanmar,33.231,I
Total freshwater withdrawal,Nepal,9.53634,E
Fresh surface water withdrawal,Netherlands,8.5248795053,I
Fresh groundwater withdrawal,Netherlands,1.0486954947,I
Total freshwater withdrawal,Netherlands,9.573575,I
Fresh surface water withdrawal,New Zealand,2.768,I
Fresh groundwater withdrawal,New Zealand,1.1297142857,I
Total freshwater withdrawal,New Zealand,3.8977142857,I
Total freshwater withdrawal,Nicaragua,1.4558285714,E
Fresh surface water withdrawal,Niger,0.0718607059,I
Fresh groundwater withdrawal,Niger,0.8263981176,I
Total freshwater withdrawal,Niger,0.8982588235,I
Total freshwater withdrawal,Nigeria,10.8102,E
Fresh surface water withdrawal,North Macedonia,0.5852,X
Fresh groundwater withdrawal,North Macedonia,0.048,X
Total freshwater withdrawal,North Macedonia,0.6332,E
Total freshwater withdrawal,Norway,2.5540428571,E
Total freshwater withdrawal,Oman,1.2565,E
Total freshwater withdrawal,Pakistan,175.1115,E
Total freshwater withdrawal,Papua New Guinea,0.31968,I
Total freshwater withdrawal,Paraguay,0.823969697,E
Fresh groundwater withdrawal,Poland,2.662,X
Total freshwater withdrawal,Poland,11.719,E
Total freshwater withdrawal,Portugal,10.1979341353,E
Fresh surface water withdrawal,Puerto Rico,0.71848,I
Fresh groundwater withdrawal,Puerto Rico,0.19472,I
Total freshwater withdrawal,Puerto Rico,0.9132,I
Total freshwater withdrawal,Qatar,0.18674,E
Fresh surface water withdrawal,Republic of Korea,25.7,X
Fresh groundwater withdrawal,Republic of Korea,3.468,X
Total freshwater withdrawal,Republic of Korea,29.168,E
Fresh surface water withdrawal,Republic of Moldova,0.734,OF
Fresh groundwater withdrawal,Republic of Moldova,0.132,OF
Total freshwater withdrawal,Republic of Moldova,0.866,OF
Total freshwater withdrawal,Romania,9.222,E
Total freshwater withdrawal,Russian Federation,65.7666666667,E
Total freshwater withdrawal,Rwanda,0.16356,E
Total freshwater withdrawal,Saint Vincent and the Grenadines,0.0094174444,E
Total freshwater withdrawal,Sao Tome and Principe,0.0202652174,I
Total freshwater withdrawal,Saudi Arabia,20.346725,E
Total freshwater withdrawal,Senegal,2.22095,E
Fresh surface water withdrawal,Seychelles,0.0110514718,I
Fresh groundwater withdrawal,Seychelles,0.0002858139,I
Total freshwater withdrawal,Seychelles,0.0113372857,I
Total freshwater withdrawal,Sierra Leone,0.19822,I
Total freshwater withdrawal,Singapore,2.0294715,E
Fresh surface water withdrawal,Slovakia,0.684,X
Fresh groundwater withdrawal,Slovakia,0.4104,X
Total freshwater withdrawal,Slovakia,1.0944,E
Fresh surface water withdrawal,Slovenia,0.6913,X
Fresh groundwater withdrawal,Slovenia,0.2079,X
Total freshwater withdrawal,Slovenia,0.8992,E
Total freshwater withdrawal,Somalia,3.2953,I
Fresh groundwater withdrawal,South Africa,1.154,I
Fresh groundwater withdrawal,Spain,5.897,X
Total freshwater withdrawal,Spain,35.507,E
Total freshwater withdrawal,Sri Lanka,12.98476,I
Total freshwater withdrawal,State of Palestine,0.3236333333,E
Total freshwater withdrawal,Suriname,0.6519666667,I
Fresh surface water withdrawal,Sweden,2.048,X
Fresh groundwater withdrawal,Sweden,0.628,X
Total freshwater withdrawal,Sweden,2.676,E
Fresh surface water withdrawal,Switzerland,1.6516961808,I
Fresh groundwater withdrawal,Switzerland,0.8663038192,I
Total freshwater withdrawal,Switzerland,2.518,E
Total freshwater withdrawal,Syrian Arab Republic,16.359,E
Total freshwater withdrawal,Togo,0.169,E
Total freshwater withdrawal,Trinidad and Tobago,0.3264,E
Fresh surface water withdrawal,Tunisia,0.9267142857,I
Fresh groundwater withdrawal,Tunisia,1.8972857143,I
Total freshwater withdrawal,Tunisia,2.824,I
Fresh surface water withdrawal,Turkey,29.90875,I
Fresh groundwater withdrawal,Turkey,9.9695833333,I
Total freshwater withdrawal,Turkey,39.8783333333,I
Total freshwater withdrawal,Turkmenistan,26.0023666667,E
Total freshwater withdrawal,Uganda,0.36155,E
Total freshwater withdrawal,Ukraine,17.0024,E
Total freshwater withdrawal,United Arab Emirates,2.2499866667,E
Fresh surface water withdrawal,United Kingdom of Great Britain and Northern Ireland,9.8873753395,I
Fresh groundwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2.7541610241,I
Total freshwater withdrawal,United Kingdom of Great Britain and Northern Ireland,12.6415363636,I
Total freshwater withdrawal,United Republic of Tanzania,5.184,E
Fresh surface water withdrawal,United States of America,362.72,I
Fresh groundwater withdrawal,United States of America,112.88,I
Total freshwater withdrawal,United States of America,475.6,E
Fresh surface water withdrawal,Uruguay,3.52,I
Fresh groundwater withdrawal,Uruguay,0.14,I
Total freshwater withdrawal,Uruguay,3.66,I
Total freshwater withdrawal,Uzbekistan,52.595,E
Total freshwater withdrawal,Venezuela (Bolivarian Republic of),13.02778,E
Total freshwater withdrawal,Viet Nam,75.9004,E
Fresh surface water withdrawal,Yemen,1.0081166667,I
Fresh groundwater withdrawal,Yemen,2.4482833333,I
Total freshwater withdrawal,Yemen,3.4564,I
Fresh surface water withdrawal,Zambia,1.5117115054,I
Fresh groundwater withdrawal,Zambia,0.0602884946,I
Fresh surface water withdrawal,Zimbabwe,3.785,E
Fresh groundwater withdrawal,Zimbabwe,0.42,E
Total freshwater withdrawal,Zimbabwe,4.205,E
