,,Value,Symbol
Harvested irrigated temporary crop area: Rice,Mexico,55.9541666667,I
Harvested irrigated temporary crop area: Maize,Mexico,1381.9166666667,I
Harvested irrigated temporary crop area: Sorghum,Mexico,552.125,I
Harvested irrigated temporary crop area: Sugarcane,Mexico,284.7909090909,I
Harvested irrigated temporary crop area: Leguminous crops,Mexico,300.0,I
Harvested irrigated temporary crop area: Fodder,Mexico,243.8,I
Harvested irrigated temporary crop area: Other crops,Mexico,147.5272727273,I
Harvested irrigated temporary crop area: Wheat,Mongolia,8.5,I
Harvested irrigated temporary crop area: Potatoes,Mongolia,4.0,I
Harvested irrigated temporary crop area: Vegetables,Mongolia,3.5,I
Harvested irrigated temporary crop area: Fodder,Mongolia,18.0,I
Harvested irrigated temporary crop area: Wheat,Morocco,362.2,I
Harvested irrigated temporary crop area: Rice,Morocco,8.0,I
Harvested irrigated temporary crop area: Barley,Morocco,95.6,I
Harvested irrigated temporary crop area: Maize,Morocco,55.45,I
Harvested irrigated temporary crop area: Other cereals,Morocco,221.4285714286,I
Harvested irrigated temporary crop area: Potatoes,Morocco,37.55,I
Harvested irrigated temporary crop area: Sugarcane,Morocco,22.8,I
Harvested irrigated temporary crop area: Sugar beet,Morocco,73.55,I
Harvested irrigated temporary crop area: Leguminous crops,Morocco,36.45,I
Harvested irrigated temporary crop area: Vegetables,Morocco,171.55,I
Harvested irrigated permanent crop area: Bananas,Morocco,2.5,I
Harvested irrigated permanent crop area: Citrus,Morocco,75.85,I
Harvested irrigated temporary crop area: Cotton,Morocco,7.7,I
Harvested irrigated temporary crop area: Fodder,Morocco,150.9,I
Harvested irrigated temporary crop area: Soybeans,Morocco,6.9,I
Harvested irrigated temporary crop area: Groundnuts,Morocco,6.6,I
Harvested irrigated temporary crop area: Sunflower,Morocco,11.9,I
Harvested irrigated temporary crop area: Sesame,Morocco,3.2,I
Harvested irrigated temporary crop area: Flowers,Morocco,0.8,I
Harvested irrigated temporary crop area: Other crops,Morocco,62.1090909091,I
Harvested irrigated permanent crop area: Other crops,Morocco,130.8,I
Harvested irrigated temporary crop area: Rice,Mozambique,4.36,I
Harvested irrigated temporary crop area: Maize,Mozambique,5.0,I
Harvested irrigated temporary crop area: Sugarcane,Mozambique,25.3422222222,I
Harvested irrigated temporary crop area: Vegetables,Mozambique,7.4764444444,I
Harvested irrigated permanent crop area: Citrus,Mozambique,0.37,I
Harvested irrigated temporary crop area: Tobacco,Mozambique,0.445,I
Harvested irrigated permanent crop area: Other crops,Mozambique,2.0,I
Harvested irrigated temporary crop area: Wheat,Myanmar,56.6872727273,I
Harvested irrigated temporary crop area: Rice,Myanmar,1799.4545454546,I
Harvested irrigated temporary crop area: Maize,Myanmar,16.2218181818,I
Harvested irrigated temporary crop area: Sugarcane,Myanmar,42.0130909091,I
Harvested irrigated temporary crop area: Leguminous crops,Myanmar,155.0181818182,I
Harvested irrigated temporary crop area: Sesame,Myanmar,76.1672727273,I
Harvested irrigated temporary crop area: Other crops,Myanmar,173.2363636364,I
Harvested irrigated permanent crop area: Other crops,Myanmar,25.0,I
Harvested irrigated permanent crop area: Oil palm,Namibia,0.15,I
Harvested irrigated permanent crop area: Other crops,Namibia,0.15,I
Harvested irrigated temporary crop area: Rice,Nicaragua,31.5514285714,I
Harvested irrigated temporary crop area: Sugarcane,Nicaragua,45.0857142857,I
Harvested irrigated permanent crop area: Bananas,Nicaragua,8.5914285714,I
Harvested irrigated temporary crop area: Fodder,Nicaragua,2.3,I
Harvested irrigated temporary crop area: Wheat,Niger,0.5803571429,I
Harvested irrigated temporary crop area: Rice,Niger,13.9707142857,I
Harvested irrigated temporary crop area: Other cereals,Niger,2.215,I
Harvested irrigated temporary crop area: Vegetables,Niger,0.3265,I
Harvested irrigated temporary crop area: Cotton,Niger,1.2050714286,I
Harvested irrigated temporary crop area: Wheat,Nigeria,19.0,I
Harvested irrigated temporary crop area: Rice,Nigeria,11.2,I
Harvested irrigated temporary crop area: Maize,Nigeria,19.0,I
Harvested irrigated temporary crop area: Potatoes,Nigeria,16.0,I
Harvested irrigated temporary crop area: Sugarcane,Nigeria,22.6,I
Harvested irrigated temporary crop area: Vegetables,Nigeria,95.8,I
Harvested irrigated temporary crop area: Cotton,Nigeria,8.0,I
Harvested irrigated temporary crop area: Other crops,Nigeria,24.0,I
Harvested irrigated temporary crop area: Wheat,Oman,0.3310636364,I
Harvested irrigated temporary crop area: Barley,Oman,1.1592727273,I
Harvested irrigated temporary crop area: Other cereals,Oman,1.6270909091,I
Harvested irrigated temporary crop area: Vegetables,Oman,4.2158181818,I
Harvested irrigated temporary crop area: Fodder,Oman,14.5236363636,I
Harvested irrigated permanent crop area: Other crops,Oman,35.1781818182,I
Harvested irrigated temporary crop area: Wheat,Pakistan,7020.75,I
Harvested irrigated temporary crop area: Rice,Panama,21.4033333333,I
Harvested irrigated temporary crop area: Maize,Panama,4.422,I
Harvested irrigated temporary crop area: Sorghum,Panama,0.042,I
Harvested irrigated temporary crop area: Potatoes,Panama,0.892,I
Harvested irrigated temporary crop area: Sugarcane,Panama,12.3922222222,I
Harvested irrigated temporary crop area: Vegetables,Panama,3.7085555556,I
Harvested irrigated permanent crop area: Bananas,Panama,3.9866666667,I
Harvested irrigated temporary crop area: Fodder,Panama,0.123,I
Harvested irrigated temporary crop area: Other crops,Panama,2.7623333333,I
Harvested irrigated permanent crop area: Other crops,Panama,0.1673333333,I
Harvested irrigated temporary crop area: Rice,Peru,85.59,I
Harvested irrigated temporary crop area: Barley,Peru,15.05,I
Harvested irrigated temporary crop area: Maize,Peru,219.5,I
Harvested irrigated temporary crop area: Other cereals,Peru,26.61,I
Harvested irrigated temporary crop area: Potatoes,Peru,101.5,I
Harvested irrigated temporary crop area: Other roots and tubers,Peru,34.78,I
Harvested irrigated temporary crop area: Sugarcane,Peru,101.3,I
Harvested irrigated temporary crop area: Leguminous crops,Peru,63.53,I
Harvested irrigated temporary crop area: Vegetables,Peru,62.09,I
Harvested irrigated permanent crop area: Bananas,Peru,18.2,I
Harvested irrigated permanent crop area: Citrus,Peru,26.06,I
Harvested irrigated permanent crop area: Coffee,Peru,8.34,I
Harvested irrigated temporary crop area: Cotton,Peru,83.53,I
Harvested irrigated temporary crop area: Fodder,Peru,160.7,I
Harvested irrigated temporary crop area: Other crops,Peru,20.83,I
Harvested irrigated temporary crop area: Rice,Philippines,2142.2857142857,I
Harvested irrigated temporary crop area: Wheat,Portugal,13.6523076923,I
Harvested irrigated temporary crop area: Maize,Portugal,107.2692307692,I
Harvested irrigated temporary crop area: Potatoes,Portugal,23.1169230769,I
Harvested irrigated temporary crop area: Sugar beet,Portugal,4.3592307692,I
Harvested irrigated permanent crop area: Citrus,Portugal,17.4238461538,I
Harvested irrigated temporary crop area: Soybeans,Portugal,0.12,I
Harvested irrigated temporary crop area: Sunflower,Portugal,7.9846153846,I
Harvested irrigated permanent crop area: Other crops,Portugal,43.5838461538,I
Harvested irrigated temporary crop area: Wheat,Qatar,0.0202,I
Harvested irrigated temporary crop area: Barley,Qatar,1.0524,I
Harvested irrigated temporary crop area: Maize,Qatar,0.0798,I
Harvested irrigated temporary crop area: Other cereals,Qatar,0.2036666667,I
Harvested irrigated temporary crop area: Other roots and tubers,Qatar,0.055,I
Harvested irrigated temporary crop area: Leguminous crops,Qatar,0.029,I
Harvested irrigated temporary crop area: Vegetables,Qatar,1.5426,I
Harvested irrigated temporary crop area: Fodder,Qatar,1.0878,I
Harvested irrigated permanent crop area: Other crops,Qatar,1.7174,I
Harvested irrigated temporary crop area: Rice,Republic of Korea,932.72,I
Harvested irrigated temporary crop area: Rice,Russian Federation,112.3333333333,I
Harvested irrigated temporary crop area: Other cereals,Russian Federation,294.6666666667,I
Harvested irrigated temporary crop area: Sugar beet,Russian Federation,60.3333333333,I
Harvested irrigated temporary crop area: Leguminous crops,Russian Federation,60.6666666667,I
Harvested irrigated temporary crop area: Vegetables,Russian Federation,107.3333333333,I
Harvested irrigated temporary crop area: Fodder,Russian Federation,772.0666666667,I
Harvested irrigated permanent crop area: Cocoa beans,Sao Tome and Principe,9.5,I
Harvested irrigated temporary crop area: Other crops,Sao Tome and Principe,0.2,I
Harvested irrigated temporary crop area: Wheat,Saudi Arabia,609.4428571429,I
Harvested irrigated temporary crop area: Barley,Saudi Arabia,33.1214285714,I
Harvested irrigated temporary crop area: Maize,Saudi Arabia,9.3428571429,I
Harvested irrigated temporary crop area: Other cereals,Saudi Arabia,494.0857142857,I
Harvested irrigated temporary crop area: Other roots and tubers,Saudi Arabia,4.9,I
Harvested irrigated temporary crop area: Vegetables,Saudi Arabia,100.1057142857,I
Harvested irrigated permanent crop area: Citrus,Saudi Arabia,9.2374285714,I
Harvested irrigated temporary crop area: Fodder,Saudi Arabia,224.9571428571,I
Harvested irrigated permanent crop area: Oil palm,Saudi Arabia,2.7,I
Harvested irrigated permanent crop area: Other crops,Saudi Arabia,182.0571428571,I
Harvested irrigated temporary crop area: Maize,Senegal,2.97,I
Harvested irrigated temporary crop area: Other cereals,Senegal,1.16,I
Harvested irrigated temporary crop area: Cassava,Senegal,0.06,I
Harvested irrigated temporary crop area: Other crops,Senegal,0.948,I
Harvested irrigated temporary crop area: Vegetables,Seychelles,0.208,I
Harvested irrigated temporary crop area: Sugarcane,Sierra Leone,0.5,I
Harvested irrigated temporary crop area: Vegetables,Sierra Leone,0.5,I
Harvested irrigated temporary crop area: Rice,Somalia,1.3,I
Harvested irrigated temporary crop area: Maize,Somalia,26.4631578947,I
Harvested irrigated temporary crop area: Sugarcane,Somalia,2.1263157895,I
Harvested irrigated permanent crop area: Bananas,Somalia,3.0,I
Harvested irrigated permanent crop area: Other crops,Somalia,2.8,I
Harvested irrigated temporary crop area: Wheat,South Africa,216.6,I
Harvested irrigated temporary crop area: Rice,South Africa,0.0,I
Harvested irrigated temporary crop area: Barley,South Africa,0.6,I
Harvested irrigated temporary crop area: Maize,South Africa,154.35,I
Harvested irrigated temporary crop area: Millet,South Africa,0.0,I
Harvested irrigated temporary crop area: Sorghum,South Africa,4.3,I
Harvested irrigated temporary crop area: Other cereals,South Africa,20.1225,I
Harvested irrigated temporary crop area: Potatoes,South Africa,44.8,I
Harvested irrigated temporary crop area: Sweet potatoes,South Africa,4.1,I
Harvested irrigated temporary crop area: Other roots and tubers,South Africa,28.0,I
Harvested irrigated temporary crop area: Sugarcane,South Africa,90.0,I
Harvested irrigated temporary crop area: Leguminous crops,South Africa,140.4,I
Harvested irrigated temporary crop area: Vegetables,South Africa,136.2,I
Harvested irrigated permanent crop area: Bananas,South Africa,13.3,I
Harvested irrigated permanent crop area: Citrus,South Africa,67.1,I
Harvested irrigated permanent crop area: Coffee,South Africa,2.5,I
Harvested irrigated permanent crop area: Tea,South Africa,1.5,I
Harvested irrigated temporary crop area: Tobacco,South Africa,32.6,I
Harvested irrigated temporary crop area: Cotton,South Africa,75.0,I
Harvested irrigated temporary crop area: Fodder,South Africa,326.705,I
Harvested irrigated permanent crop area: Oil palm,South Africa,0.0,I
Harvested irrigated temporary crop area: Soybeans,South Africa,4.0,I
Harvested irrigated temporary crop area: Groundnuts,South Africa,23.6,I
Harvested irrigated temporary crop area: Sunflower,South Africa,15.3215,I
Harvested irrigated temporary crop area: Sesame,South Africa,1.5,I
Harvested irrigated permanent crop area: Other crops,South Africa,233.9,I
Harvested irrigated temporary crop area: Wheat,Spain,71.4366666667,I
Harvested irrigated temporary crop area: Maize,Spain,434.6333333333,I
Harvested irrigated temporary crop area: Potatoes,Spain,44.2466666667,I
Harvested irrigated temporary crop area: Sugar beet,Spain,89.9333333333,I
Harvested irrigated permanent crop area: Citrus,Spain,273.3333333333,I
Harvested irrigated temporary crop area: Fodder,Spain,98.2,I
Harvested irrigated temporary crop area: Soybeans,Spain,1.43,I
Harvested irrigated temporary crop area: Sunflower,Spain,107.5533333333,I
Harvested irrigated permanent crop area: Other crops,Spain,252.6,I
Harvested irrigated temporary crop area: Rice,Sri Lanka,687.1666666667,I
Harvested irrigated temporary crop area: Vegetables,State of Palestine,12.76,I
Harvested irrigated permanent crop area: Bananas,State of Palestine,0.577,I
Harvested irrigated permanent crop area: Citrus,State of Palestine,6.261,I
Harvested irrigated temporary crop area: Other crops,State of Palestine,2.839,I
Harvested irrigated permanent crop area: Other crops,State of Palestine,1.585,I
Harvested irrigated temporary crop area: Wheat,Syrian Arab Republic,694.5,I
Harvested irrigated temporary crop area: Barley,Syrian Arab Republic,9.036,I
Harvested irrigated temporary crop area: Maize,Syrian Arab Republic,62.77,I
Harvested irrigated temporary crop area: Other cereals,Syrian Arab Republic,2.242,I
Harvested irrigated temporary crop area: Other roots and tubers,Syrian Arab Republic,19.36,I
Harvested irrigated temporary crop area: Sugar beet,Syrian Arab Republic,27.47,I
Harvested irrigated temporary crop area: Leguminous crops,Syrian Arab Republic,7.271,I
Harvested irrigated temporary crop area: Vegetables,Syrian Arab Republic,87.51,I
Harvested irrigated permanent crop area: Citrus,Syrian Arab Republic,27.34,I
Harvested irrigated temporary crop area: Cotton,Syrian Arab Republic,270.3,I
Harvested irrigated temporary crop area: Fodder,Syrian Arab Republic,101.0,I
Harvested irrigated permanent crop area: Oil palm,Syrian Arab Republic,27.14,I
Harvested irrigated temporary crop area: Other crops,Syrian Arab Republic,26.06,I
Harvested irrigated permanent crop area: Other crops,Syrian Arab Republic,92.88,I
Harvested irrigated temporary crop area: Wheat,Tajikistan,125.7066666667,I
Harvested irrigated temporary crop area: Rice,Tajikistan,11.8433333333,I
Harvested irrigated temporary crop area: Barley,Tajikistan,18.944,I
Harvested irrigated temporary crop area: Maize,Tajikistan,21.5533333333,I
Harvested irrigated temporary crop area: Other cereals,Tajikistan,14.4602666667,I
Harvested irrigated temporary crop area: Other roots and tubers,Tajikistan,11.57,I
Harvested irrigated temporary crop area: Vegetables,Tajikistan,30.58,I
Harvested irrigated temporary crop area: Cotton,Tajikistan,258.38,I
Harvested irrigated temporary crop area: Fodder,Tajikistan,26.8809333333,I
Harvested irrigated temporary crop area: Other crops,Tajikistan,58.46,I
Harvested irrigated permanent crop area: Other crops,Tajikistan,90.3453333333,I
Harvested irrigated temporary crop area: Rice,Timor-Leste,24.0,E
Harvested irrigated temporary crop area: Maize,Timor-Leste,7.0,E
Harvested irrigated temporary crop area: Potatoes,Timor-Leste,2.0,E
Harvested irrigated temporary crop area: Vegetables,Timor-Leste,1.0,E
Harvested irrigated temporary crop area: Rice,Togo,0.314,I
Harvested irrigated temporary crop area: Sugarcane,Togo,0.933,I
Harvested irrigated temporary crop area: Other crops,Togo,0.085,I
Harvested irrigated permanent crop area: Other crops,Togo,0.47,I
Harvested irrigated temporary crop area: Wheat,Tunisia,48.92,I
Harvested irrigated temporary crop area: Barley,Tunisia,13.7872727273,I
Harvested irrigated temporary crop area: Other cereals,Tunisia,2.7490909091,I
Harvested irrigated temporary crop area: Potatoes,Tunisia,20.0309090909,I
Harvested irrigated temporary crop area: Sugar beet,Tunisia,3.9963636364,I
Harvested irrigated temporary crop area: Leguminous crops,Tunisia,2.0854545455,I
Harvested irrigated temporary crop area: Vegetables,Tunisia,92.5672727273,I
Harvested irrigated permanent crop area: Citrus,Tunisia,17.74,I
Harvested irrigated permanent crop area: Oil palm,Tunisia,18.0,I
Harvested irrigated temporary crop area: Other crops,Tunisia,15.1,I
Harvested irrigated permanent crop area: Other crops,Tunisia,133.0,I
Harvested irrigated temporary crop area: Wheat,Turkmenistan,801.6333333333,I
Harvested irrigated temporary crop area: Rice,Turkmenistan,23.2333333333,I
Harvested irrigated temporary crop area: Barley,Turkmenistan,35.6,I
Harvested irrigated temporary crop area: Maize,Turkmenistan,44.1,I
Harvested irrigated temporary crop area: Vegetables,Turkmenistan,28.0,I
Harvested irrigated temporary crop area: Cotton,Turkmenistan,620.5,I
Harvested irrigated temporary crop area: Fodder,Turkmenistan,97.1333333333,I
Harvested irrigated temporary crop area: Other crops,Turkmenistan,77.4333333333,I
Harvested irrigated permanent crop area: Other crops,Turkmenistan,120.9666666667,I
Harvested irrigated temporary crop area: Sugarcane,Uganda,3.0771428571,I
Harvested irrigated temporary crop area: Wheat,United Arab Emirates,0.06183,I
Harvested irrigated temporary crop area: Potatoes,United Arab Emirates,0.26067,I
Harvested irrigated temporary crop area: Vegetables,United Arab Emirates,8.3247,I
Harvested irrigated temporary crop area: Fodder,United Arab Emirates,27.9788,I
Harvested irrigated temporary crop area: Other crops,United Arab Emirates,0.07335,I
Harvested irrigated permanent crop area: Other crops,United Arab Emirates,171.043,I
Harvested irrigated temporary crop area: Rice,United Republic of Tanzania,89.0,OF
Harvested irrigated temporary crop area: Maize,United Republic of Tanzania,57.0,OF
Harvested irrigated temporary crop area: Sugarcane,United Republic of Tanzania,11.8285,I
Harvested irrigated temporary crop area: Other crops,United Republic of Tanzania,81.0,OF
Harvested irrigated temporary crop area: Rice,Uruguay,175.8777777778,I
Harvested irrigated temporary crop area: Maize,Uruguay,3.811,I
Harvested irrigated temporary crop area: Other cereals,Uruguay,4.005,I
Harvested irrigated temporary crop area: Vegetables,Uruguay,10.8388888889,I
Harvested irrigated permanent crop area: Citrus,Uruguay,6.753,I
Harvested irrigated temporary crop area: Fodder,Uruguay,3.0515555556,I
Harvested irrigated temporary crop area: Other crops,Uruguay,1.6297777778,I
Harvested irrigated permanent crop area: Other crops,Uruguay,5.399,I
Harvested irrigated temporary crop area: Wheat,Uzbekistan,1085.675,I
Harvested irrigated temporary crop area: Rice,Uzbekistan,73.725,I
Harvested irrigated temporary crop area: Maize,Uzbekistan,75.8,I
Harvested irrigated temporary crop area: Other cereals,Uzbekistan,40.5,I
Harvested irrigated temporary crop area: Other roots and tubers,Uzbekistan,26.1,I
Harvested irrigated temporary crop area: Vegetables,Uzbekistan,207.5,I
Harvested irrigated temporary crop area: Cotton,Uzbekistan,1478.0,I
Harvested irrigated temporary crop area: Fodder,Uzbekistan,370.175,I
Harvested irrigated permanent crop area: Oil palm,Uzbekistan,11.2,I
Harvested irrigated temporary crop area: Other crops,Uzbekistan,190.85,I
Harvested irrigated permanent crop area: Other crops,Uzbekistan,316.725,I
Harvested irrigated temporary crop area: Rice,Viet Nam,6323.75,I
Harvested irrigated temporary crop area: Vegetables,Viet Nam,340.0,I
Harvested irrigated temporary crop area: Wheat,Yemen,34.976,I
Harvested irrigated temporary crop area: Barley,Yemen,10.342,I
Harvested irrigated temporary crop area: Maize,Yemen,18.784,I
Harvested irrigated temporary crop area: Other cereals,Yemen,18.0,I
Harvested irrigated temporary crop area: Other roots and tubers,Yemen,13.0,I
Harvested irrigated temporary crop area: Leguminous crops,Yemen,26.71,I
Harvested irrigated temporary crop area: Cotton,Yemen,16.354,I
Harvested irrigated temporary crop area: Sesame,Yemen,15.634,I
Harvested irrigated permanent crop area: Other crops,Yemen,125.896,I
Harvested irrigated temporary crop area: Wheat,Zambia,12.2,OF
Harvested irrigated temporary crop area: Barley,Zambia,1.0,I
Harvested irrigated temporary crop area: Sugarcane,Zambia,18.42,OF
Harvested irrigated temporary crop area: Vegetables,Zambia,3.0,OF
Harvested irrigated permanent crop area: Citrus,Zambia,2.21,OF
Harvested irrigated permanent crop area: Coffee,Zambia,5.16,OF
Harvested irrigated permanent crop area: Tea,Zambia,0.52,
Harvested irrigated temporary crop area: Cotton,Zambia,0.035,
Harvested irrigated temporary crop area: Other crops,Zambia,1.344,OF
Harvested irrigated temporary crop area: Wheat,Zimbabwe,49.1,I
Harvested irrigated temporary crop area: Barley,Zimbabwe,5.7,I
Harvested irrigated temporary crop area: Maize,Zimbabwe,18.0,I
Harvested irrigated temporary crop area: Sorghum,Zimbabwe,0.5,I
Harvested irrigated temporary crop area: Potatoes,Zimbabwe,2.1,I
Harvested irrigated temporary crop area: Sugarcane,Zimbabwe,33.7,I
Harvested irrigated temporary crop area: Leguminous crops,Zimbabwe,3.1,I
Harvested irrigated temporary crop area: Vegetables,Zimbabwe,3.7,I
Harvested irrigated permanent crop area: Coffee,Zimbabwe,5.2,I
Harvested irrigated permanent crop area: Tea,Zimbabwe,3.5,I
Harvested irrigated temporary crop area: Tobacco,Zimbabwe,12.15,I
Harvested irrigated temporary crop area: Cotton,Zimbabwe,27.3,I
Harvested irrigated temporary crop area: Fodder,Zimbabwe,8.6,I
Harvested irrigated temporary crop area: Soybeans,Zimbabwe,19.4,I
Harvested irrigated temporary crop area: Groundnuts,Zimbabwe,4.2,I
Harvested irrigated temporary crop area: Sunflower,Zimbabwe,0.4,I
Harvested irrigated temporary crop area: Flowers,Zimbabwe,0.8,I
Harvested irrigated temporary crop area: Other crops,Zimbabwe,44.79,I
Harvested irrigated permanent crop area: Other crops,Zimbabwe,4.98,I
