,,Value,Symbol
Total internal renewable water resources (IRWR),India,1446.0,E
Total internal renewable water resources per capita,India,1444.6997269048,E
Total renewable surface water,India,1868.9,E
Total renewable groundwater,India,432.0,E
Water resources: total external renewable,India,464.9,E
Total renewable water resources,India,1910.9,E
Total renewable water resources per capita,India,1909.1816792133,E
Total internal renewable water resources (IRWR),Indonesia,2018.7,E
Total internal renewable water resources per capita,Indonesia,9952.8441177735,E
Total renewable surface water,Indonesia,1973.0,E
Total renewable groundwater,Indonesia,457.4,E
Water resources: total external renewable,Indonesia,0.0,E
Total renewable water resources,Indonesia,2018.7,E
Total renewable water resources per capita,Indonesia,9952.8441177735,E
Total internal renewable water resources (IRWR),Iran (Islamic Republic of),128.5,E
Total internal renewable water resources per capita,Iran (Islamic Republic of),2035.2788423879,E
Total renewable surface water,Iran (Islamic Republic of),105.845,E
Total renewable groundwater,Iran (Islamic Republic of),49.3,E
Water resources: total external renewable,Iran (Islamic Republic of),8.545,E
Total renewable water resources,Iran (Islamic Republic of),137.045,E
Total renewable water resources per capita,Iran (Islamic Republic of),2170.6209257202,E
Total internal renewable water resources (IRWR),Iraq,35.2,E
Total internal renewable water resources per capita,Iraq,1641.8236668322,E
Total renewable surface water,Iraq,88.58,E
Total renewable groundwater,Iraq,3.28,E
Water resources: total external renewable,Iraq,54.66,E
Total renewable water resources,Iraq,89.86,E
Total renewable water resources per capita,Iraq,4191.3146222028,E
Total internal renewable water resources (IRWR),Ireland,49.0,E
Total internal renewable water resources per capita,Ireland,13420.6276690616,E
Total renewable surface water,Ireland,51.2,E
Total renewable groundwater,Ireland,10.8,E
Total exploitable water resources,Ireland,43.0,E
Water resources: total external renewable,Ireland,3.0,E
Total renewable water resources,Ireland,52.0,E
Total renewable water resources per capita,Ireland,14242.2987508408,E
Total internal renewable water resources (IRWR),Israel,0.75,E
Total internal renewable water resources per capita,Israel,134.733290063,E
Total renewable surface water,Israel,0.555,E
Total renewable groundwater,Israel,1.225,E
Total exploitable water resources,Israel,1.636,E
Water resources: total external renewable,Israel,1.03,E
Total renewable water resources,Israel,1.78,E
Total renewable water resources per capita,Israel,319.7670084162,E
Total internal renewable water resources (IRWR),Italy,182.5,E
Total internal renewable water resources per capita,Italy,3207.1762017333,E
Total renewable surface water,Italy,179.3,E
Total renewable groundwater,Italy,43.0,E
Total exploitable water resources,Italy,123.0,E
Water resources: total external renewable,Italy,8.8,E
Total renewable water resources,Italy,191.3,E
Total renewable water resources per capita,Italy,3361.8236021457,E
Total internal renewable water resources (IRWR),Jamaica,10.823,E
Total internal renewable water resources per capita,Jamaica,4188.6036542984,E
Total renewable surface water,Jamaica,9.111,E
Total renewable groundwater,Jamaica,5.472,E
Total exploitable water resources,Jamaica,3.852,E
Water resources: total external renewable,Jamaica,0.0,E
Total renewable water resources,Jamaica,10.823,E
Total renewable water resources per capita,Jamaica,4188.6036542984,E
Total internal renewable water resources (IRWR),Japan,430.0,E
Total internal renewable water resources per capita,Japan,3388.6887995119,E
Total renewable surface water,Japan,420.0,E
Total renewable groundwater,Japan,27.0,E
Water resources: total external renewable,Japan,0.0,E
Total renewable water resources,Japan,430.0,E
Total renewable water resources per capita,Japan,3388.6887995119,E
Total internal renewable water resources (IRWR),Jordan,0.682,E
Total internal renewable water resources per capita,Jordan,140.6608709713,E
Total renewable surface water,Jordan,0.65,E
Total renewable groundwater,Jordan,0.54,E
Water resources: total external renewable,Jordan,0.255,E
Total renewable water resources,Jordan,0.937,E
Total renewable water resources per capita,Jordan,193.254011877,E
Total internal renewable water resources (IRWR),Kazakhstan,64.35,E
Total internal renewable water resources per capita,Kazakhstan,4176.9432344002,E
Total renewable surface water,Kazakhstan,100.56,E
Total renewable groundwater,Kazakhstan,33.85,E
Water resources: total external renewable,Kazakhstan,44.06,E
Total renewable water resources,Kazakhstan,108.41,E
Total renewable water resources per capita,Kazakhstan,7036.8673821497,E
Total internal renewable water resources (IRWR),Kenya,20.7,E
Total internal renewable water resources per capita,Kenya,703.7068249941,E
Total renewable surface water,Kenya,30.2,E
Total renewable groundwater,Kenya,3.5,E
Total exploitable water resources,Kenya,0.6,E
Water resources: total external renewable,Kenya,10.0,E
Total renewable water resources,Kenya,30.7,E
Total renewable water resources per capita,Kenya,1043.661812914,E
Total renewable surface water,Kiribati,0.0,E
Total renewable groundwater,Kiribati,0.0,E
Water resources: total external renewable,Kiribati,0.0,E
Total renewable water resources,Kiribati,0.0,E
Total renewable water resources per capita,Kiribati,0.0,E
Total internal renewable water resources (IRWR),Kuwait,0.0,E
Total internal renewable water resources per capita,Kuwait,0.0,E
Total renewable surface water,Kuwait,0.0,E
Total renewable groundwater,Kuwait,0.02,E
Water resources: total external renewable,Kuwait,0.02,E
Total renewable water resources,Kuwait,0.02,E
Total renewable water resources per capita,Kuwait,11.6941557287,E
Total internal renewable water resources (IRWR),Kyrgyzstan,48.93,E
Total internal renewable water resources per capita,Kyrgyzstan,10398.1494566632,E
Total renewable surface water,Kyrgyzstan,21.148,E
Total renewable groundwater,Kyrgyzstan,13.69,E
Water resources: total external renewable,Kyrgyzstan,-25.312,E
Total renewable water resources,Kyrgyzstan,23.618,E
Total renewable water resources per capita,Kyrgyzstan,5019.0781497542,E
Total internal renewable water resources (IRWR),Lao People's Democratic Republic,190.4,E
Total internal renewable water resources per capita,Lao People's Democratic Republic,37700.6186742807,E
Total renewable surface water,Lao People's Democratic Republic,333.5,E
Total renewable groundwater,Lao People's Democratic Republic,37.9,E
Water resources: total external renewable,Lao People's Democratic Republic,143.1,E
Total renewable water resources,Lao People's Democratic Republic,333.5,E
Total renewable water resources per capita,Lao People's Democratic Republic,66035.4849152974,E
Total internal renewable water resources (IRWR),Latvia,16.94,E
Total internal renewable water resources per capita,Latvia,6904.9654201451,E
Total renewable surface water,Latvia,34.54,E
Total renewable groundwater,Latvia,4.7,E
Total exploitable water resources,Latvia,1.8,E
Water resources: total external renewable,Latvia,18.0,E
Total renewable water resources,Latvia,34.94,E
Total renewable water resources per capita,Latvia,14242.0006953879,E
Total internal renewable water resources (IRWR),Lebanon,4.8,E
Total internal renewable water resources per capita,Lebanon,1312.0403758558,E
Total renewable surface water,Lebanon,3.803,E
Total renewable groundwater,Lebanon,3.2,E
Total exploitable water resources,Lebanon,2.08,E
Water resources: total external renewable,Lebanon,-0.297,E
Total renewable water resources,Lebanon,4.503,E
Total renewable water resources per capita,Lebanon,1230.8578775998,E
Total internal renewable water resources (IRWR),Lesotho,5.23,E
Total internal renewable water resources per capita,Lesotho,2657.4609104268,E
Total renewable surface water,Lesotho,3.022,E
Total renewable groundwater,Lesotho,0.5,E
Water resources: total external renewable,Lesotho,-2.208,E
Total renewable water resources,Lesotho,3.022,E
Total renewable water resources per capita,Lesotho,1535.534774629,E
Total internal renewable water resources (IRWR),Liberia,200.0,E
Total internal renewable water resources per capita,Liberia,85977.0561627924,E
Total renewable surface water,Liberia,232.0,E
Total renewable groundwater,Liberia,45.0,E
Water resources: total external renewable,Liberia,32.0,E
Total renewable water resources,Liberia,232.0,E
Total renewable water resources per capita,Liberia,99733.3851488392,E
Total internal renewable water resources (IRWR),Libya,0.7,E
Total internal renewable water resources per capita,Libya,136.7719895655,E
Total renewable surface water,Libya,0.2,E
Total renewable groundwater,Libya,0.6,E
Total exploitable water resources,Libya,0.635,E
Water resources: total external renewable,Libya,0.0,E
Total renewable water resources,Libya,0.7,E
Total renewable water resources per capita,Libya,136.7719895655,E
Total renewable surface water,Liechtenstein,0.0,E
Water resources: total external renewable,Liechtenstein,0.0,E
Total renewable water resources,Liechtenstein,0.0,E
Total renewable water resources per capita,Liechtenstein,0.0,E
Total internal renewable water resources (IRWR),Lithuania,15.46,E
Total internal renewable water resources per capita,Lithuania,4318.5443209466,E
Total renewable surface water,Lithuania,24.4,E
Total renewable groundwater,Lithuania,1.1,E
Water resources: total external renewable,Lithuania,9.04,E
Total renewable water resources,Lithuania,24.5,E
Total renewable water resources per capita,Lithuania,6843.7474685118,E
Total internal renewable water resources (IRWR),Luxembourg,1.0,E
Total internal renewable water resources per capita,Luxembourg,2310.5360443623,E
Total renewable surface water,Luxembourg,3.5,E
Total renewable groundwater,Luxembourg,0.08,E
Total exploitable water resources,Luxembourg,2.0,E
Water resources: total external renewable,Luxembourg,2.5,E
Total renewable water resources,Luxembourg,3.5,E
Total renewable water resources per capita,Luxembourg,8086.876155268,E
Total internal renewable water resources (IRWR),Madagascar,337.0,E
Total internal renewable water resources per capita,Madagascar,23487.8330933671,E
Total renewable surface water,Madagascar,332.0,E
Total renewable groundwater,Madagascar,55.0,E
Water resources: total external renewable,Madagascar,0.0,E
Total renewable water resources,Madagascar,337.0,E
Total renewable water resources per capita,Madagascar,23487.8330933671,E
Total internal renewable water resources (IRWR),Malawi,16.14,E
Total internal renewable water resources per capita,Malawi,1572.347569476,E
Total renewable surface water,Malawi,17.28,E
Total renewable groundwater,Malawi,2.5,E
Water resources: total external renewable,Malawi,1.14,E
Total renewable water resources,Malawi,17.28,E
Total renewable water resources per capita,Malawi,1683.405576242,E
Total internal renewable water resources (IRWR),Malaysia,580.0,E
Total internal renewable water resources per capita,Malaysia,26898.1852211817,E
Total renewable surface water,Malaysia,566.0,E
Total renewable groundwater,Malaysia,64.0,E
Water resources: total external renewable,Malaysia,0.0,E
Total renewable water resources,Malaysia,580.0,E
Total renewable water resources per capita,Malaysia,26898.1852211817,E
Total internal renewable water resources (IRWR),Maldives,0.03,E
Total internal renewable water resources per capita,Maldives,113.7044140054,E
Total renewable surface water,Maldives,0.0,E
Total renewable groundwater,Maldives,0.03,E
Water resources: total external renewable,Maldives,0.0,E
Total renewable water resources,Maldives,0.03,E
Total renewable water resources per capita,Maldives,113.7044140054,E
Total internal renewable water resources (IRWR),Mali,60.0,E
Total internal renewable water resources per capita,Mali,5943.9085240403,E
Total renewable surface water,Mali,110.0,E
Total renewable groundwater,Mali,20.0,E
Water resources: total external renewable,Mali,60.0,E
Total renewable water resources,Mali,120.0,E
Total renewable water resources per capita,Mali,11887.8170480807,E
Total internal renewable water resources (IRWR),Malta,0.0505,E
Total internal renewable water resources per capita,Malta,131.5926620805,E
Total renewable surface water,Malta,0.0005,E
Total renewable groundwater,Malta,0.05,E
Total exploitable water resources,Malta,0.015,OF
Water resources: total external renewable,Malta,0.0,E
Total renewable water resources,Malta,0.0505,E
Total renewable water resources per capita,Malta,131.5926620805,E
Total renewable surface water,Marshall Islands,0.0,E
Total renewable groundwater,Marshall Islands,0.0,E
Water resources: total external renewable,Marshall Islands,0.0,E
Total renewable water resources,Marshall Islands,0.0,E
Total renewable water resources per capita,Marshall Islands,0.0,E
Total internal renewable water resources (IRWR),Mauritania,0.4,E
Total internal renewable water resources per capita,Mauritania,164.368048002,E
Total renewable surface water,Mauritania,11.1,E
Total renewable groundwater,Mauritania,0.3,E
Total exploitable water resources,Mauritania,0.88,E
Water resources: total external renewable,Mauritania,11.0,E
Total renewable water resources,Mauritania,11.4,E
Total renewable water resources per capita,Mauritania,4684.4893680583,E
Total internal renewable water resources (IRWR),Mauritius,2.751,E
Total internal renewable water resources per capita,Mauritius,2383.5929783215,E
Total renewable surface water,Mauritius,2.358,E
Total renewable groundwater,Mauritius,0.893,E
Total exploitable water resources,Mauritius,1.083,E
Water resources: total external renewable,Mauritius,0.0,E
Total renewable water resources,Mauritius,2.751,E
Total renewable water resources per capita,Mauritius,2383.5929783215,E
Total internal renewable water resources (IRWR),Mexico,409.0,E
Total internal renewable water resources per capita,Mexico,4322.9644687623,E
Total renewable surface water,Mexico,402.888,E
Total renewable groundwater,Mexico,150.0,E
Water resources: total external renewable,Mexico,52.888,E
Total renewable water resources,Mexico,461.888,E
Total renewable water resources per capita,Mexico,4881.969223833,E
Total renewable surface water,Micronesia (Federated States of),0.0,E
Total renewable groundwater,Micronesia (Federated States of),0.0,E
Water resources: total external renewable,Micronesia (Federated States of),0.0,E
Total renewable water resources,Micronesia (Federated States of),0.0,E
Total renewable water resources per capita,Micronesia (Federated States of),0.0,E
Total internal renewable water resources (IRWR),Mongolia,34.8,E
Total internal renewable water resources per capita,Mongolia,14898.9568161443,E
Total renewable surface water,Mongolia,32.7,E
Total renewable groundwater,Mongolia,6.1,E
Water resources: total external renewable,Mongolia,0.0,E
Total renewable water resources,Mongolia,34.8,E
Total renewable water resources per capita,Mongolia,14898.9568161443,E
Total internal renewable water resources (IRWR),Morocco,29.0,E
Total internal renewable water resources per capita,Morocco,1044.8729328225,E
Total renewable surface water,Morocco,22.0,E
Total renewable groundwater,Morocco,10.0,E
Total exploitable water resources,Morocco,20.0,E
Water resources: total external renewable,Morocco,0.0,E
Total renewable water resources,Morocco,29.0,E
Total renewable water resources per capita,Morocco,1044.8729328225,E
Total internal renewable water resources (IRWR),Mozambique,100.3,E
Total internal renewable water resources per capita,Mozambique,6116.9043487531,E
Total renewable surface water,Mozambique,214.1,E
Total renewable groundwater,Mozambique,17.0,E
Water resources: total external renewable,Mozambique,116.8,E
Total renewable water resources,Mozambique,217.1,E
Total renewable water resources per capita,Mozambique,13240.0791038314,E
Total internal renewable water resources (IRWR),Myanmar,1002.8,E
Total internal renewable water resources per capita,Myanmar,22270.9665503985,E
Total renewable surface water,Myanmar,1157.1,E
Total renewable groundwater,Myanmar,453.7,E
Water resources: total external renewable,Myanmar,165.0,E
Total renewable water resources,Myanmar,1167.8,E
Total renewable water resources per capita,Myanmar,25935.4155739483,E
Total internal renewable water resources (IRWR),Namibia,6.16,E
Total internal renewable water resources per capita,Namibia,3627.72904162,E
Total renewable surface water,Namibia,37.85,E
Total renewable groundwater,Namibia,2.1,E
Total exploitable water resources,Namibia,0.65,E
Water resources: total external renewable,Namibia,33.75,E
Total renewable water resources,Namibia,39.91,E
Total renewable water resources per capita,Namibia,23503.6795537422,E
Total internal renewable water resources (IRWR),Nauru,0.01,E
Total internal renewable water resources per capita,Nauru,939.2317084625,E
Total renewable surface water,Nauru,0.0,E
Total renewable groundwater,Nauru,0.01,E
Water resources: total external renewable,Nauru,0.0,E
Total renewable water resources,Nauru,0.01,E
Total renewable water resources per capita,Nauru,939.2317084625,E
Total internal renewable water resources (IRWR),Nepal,198.2,E
Total internal renewable water resources per capita,Nepal,8775.8235359883,E
Total renewable surface water,Nepal,210.2,E
Total renewable groundwater,Nepal,20.0,E
Water resources: total external renewable,Nepal,12.0,E
Total renewable water resources,Nepal,210.2,E
Total renewable water resources per capita,Nepal,9307.1549307,E
Total internal renewable water resources (IRWR),Netherlands,11.0,E
Total internal renewable water resources per capita,Netherlands,702.6295912452,E
Total renewable surface water,Netherlands,91.0,E
Total renewable groundwater,Netherlands,4.5,E
Total exploitable water resources,Netherlands,1.9,E
Water resources: total external renewable,Netherlands,80.0,E
Total renewable water resources,Netherlands,91.0,E
Total renewable water resources per capita,Netherlands,5812.6629821197,E
Total internal renewable water resources (IRWR),New Zealand,327.0,
Total internal renewable water resources per capita,New Zealand,87145.1101999221,E
Total renewable surface water,New Zealand,0.0,E
Total renewable groundwater,New Zealand,0.0,E
Water resources: total external renewable,New Zealand,0.0,E
Total renewable water resources,New Zealand,327.0,
Total renewable water resources per capita,New Zealand,87145.1101999221,E
Total internal renewable water resources (IRWR),Nicaragua,156.21,E
Total internal renewable water resources per capita,Nicaragua,32357.2844075009,E
Total renewable surface water,Nicaragua,160.91,E
Total renewable groundwater,Nicaragua,59.0,E
Water resources: total external renewable,Nicaragua,8.31,E
Total renewable water resources,Nicaragua,164.52,E
Total renewable water resources per capita,Nicaragua,34078.6148820309,E
Total internal renewable water resources (IRWR),Niger,3.5,E
Total internal renewable water resources per capita,Niger,343.8721636564,E
Total renewable surface water,Niger,31.55,E
Total renewable groundwater,Niger,2.5,E
Total exploitable water resources,Niger,5.0,OF
Water resources: total external renewable,Niger,30.55,E
Total renewable water resources,Niger,34.05,E
Total renewable water resources per capita,Niger,3345.384906429,E
Total internal renewable water resources (IRWR),Nigeria,221.0,E
Total internal renewable water resources per capita,Nigeria,1947.8631425715,E
Total renewable surface water,Nigeria,279.2,E
Total renewable groundwater,Nigeria,87.0,E
Total exploitable water resources,Nigeria,59.51,E
Water resources: total external renewable,Nigeria,65.2,E
Total renewable water resources,Nigeria,286.2,E
Total renewable water resources per capita,Nigeria,2522.526838932,E
Total renewable surface water,Niue,0.0,E
Total renewable groundwater,Niue,0.0,E
Water resources: total external renewable,Niue,0.0,E
Total renewable water resources,Niue,0.0,E
Total renewable water resources per capita,Niue,0.0,E
Total internal renewable water resources (IRWR),North Macedonia,5.4,OF
Total internal renewable water resources per capita,North Macedonia,2700.5428091046,E
Total renewable surface water,North Macedonia,6.4,E
Total renewable groundwater,North Macedonia,0.0,E
Total exploitable water resources,North Macedonia,3.0,OF
Water resources: total external renewable,North Macedonia,1.0,E
Total renewable water resources,North Macedonia,6.4,OF
Total renewable water resources per capita,North Macedonia,3200.6433293092,E
Total internal renewable water resources (IRWR),Norway,382.0,E
Total internal renewable water resources per capita,Norway,86420.2167201854,E
Total renewable surface water,Norway,387.0,E
Total renewable groundwater,Norway,96.0,E
Total exploitable water resources,Norway,275.0,E
Water resources: total external renewable,Norway,11.0,E
Total renewable water resources,Norway,393.0,E
Total renewable water resources per capita,Norway,88908.7569922326,E
Total internal renewable water resources (IRWR),Oman,1.4,E
Total internal renewable water resources per capita,Oman,622.2880464689,E
Total renewable surface water,Oman,1.05,E
Total renewable groundwater,Oman,1.3,E
Total exploitable water resources,Oman,0.0,E
Water resources: total external renewable,Oman,0.0,E
Total renewable water resources,Oman,1.4,E
Total renewable water resources per capita,Oman,622.2880464689,E
Total internal renewable water resources (IRWR),Pakistan,55.0,E
Total internal renewable water resources per capita,Pakistan,419.6633459113,E
Total renewable surface water,Pakistan,239.2,E
Total renewable groundwater,Pakistan,55.0,E
Water resources: total external renewable,Pakistan,191.8,E
Total renewable water resources,Pakistan,246.8,E
Total renewable water resources per capita,Pakistan,1883.1438867438,E
Total renewable surface water,Palau,0.0,E
Total renewable groundwater,Palau,0.0,E
Water resources: total external renewable,Palau,0.0,E
Total renewable water resources,Palau,0.0,E
Total renewable water resources per capita,Palau,0.0,E
Total internal renewable water resources (IRWR),Panama,136.6,E
Total internal renewable water resources per capita,Panama,47864.107980867,E
Total renewable surface water,Panama,135.904,E
Total renewable groundwater,Panama,21.0,E
Water resources: total external renewable,Panama,2.704,E
Total renewable water resources,Panama,139.304,E
Total renewable water resources per capita,Panama,48811.5790495366,E
Total internal renewable water resources (IRWR),Papua New Guinea,801.0,E
Total internal renewable water resources per capita,Papua New Guinea,147063.116515298,E
Total renewable surface water,Papua New Guinea,801.0,E
Total renewable groundwater,Papua New Guinea,211.6,E
Water resources: total external renewable,Papua New Guinea,0.0,E
Total renewable water resources,Papua New Guinea,801.0,E
Total renewable water resources per capita,Papua New Guinea,147063.116515298,E
Total internal renewable water resources (IRWR),Paraguay,117.0,E
Total internal renewable water resources per capita,Paraguay,23408.8953802445,E
Total renewable surface water,Paraguay,387.77,E
Total renewable groundwater,Paraguay,41.64,E
Water resources: total external renewable,Paraguay,270.77,E
Total renewable water resources,Paraguay,387.77,E
Total renewable water resources per capita,Paraguay,77583.4817230547,E
Total internal renewable water resources (IRWR),Peru,1641.0,E
Total internal renewable water resources per capita,Peru,65090.7538048739,E
Total renewable surface water,Peru,1879.8,E
Total renewable groundwater,Peru,303.0,E
Water resources: total external renewable,Peru,238.8,E
Total renewable water resources,Peru,1879.8,E
Total renewable water resources per capita,Peru,74562.8269362595,E
Total internal renewable water resources (IRWR),Philippines,479.0,E
Total internal renewable water resources per capita,Philippines,6558.8689847983,E
Total renewable surface water,Philippines,444.0,E
Total renewable groundwater,Philippines,180.0,E
Water resources: total external renewable,Philippines,0.0,E
Total renewable water resources,Philippines,479.0,E
Total renewable water resources per capita,Philippines,6558.8689847983,E
Total internal renewable water resources (IRWR),Poland,53.6,E
Total internal renewable water resources per capita,Poland,1390.5881723575,E
Total renewable surface water,Poland,60.0,E
Total renewable groundwater,Poland,12.5,E
Total exploitable water resources,Poland,33.0,OF
Water resources: total external renewable,Poland,6.9,E
Total renewable water resources,Poland,60.5,E
Total renewable water resources per capita,Poland,1569.6004557393,E
Total internal renewable water resources (IRWR),Portugal,38.0,E
Total internal renewable water resources per capita,Portugal,3734.8041385168,E
Total renewable surface water,Portugal,77.4,E
Total renewable groundwater,Portugal,4.0,E
Total exploitable water resources,Portugal,13.0,E
Water resources: total external renewable,Portugal,39.4,E
Total renewable water resources,Portugal,77.4,E
Total renewable water resources per capita,Portugal,7607.2063242421,E
Total internal renewable water resources (IRWR),Puerto Rico,7.1,OF
Total internal renewable water resources per capita,Puerto Rico,1960.2976228768,E
Total renewable surface water,Puerto Rico,0.0,E
Total renewable groundwater,Puerto Rico,0.0,E
Water resources: total external renewable,Puerto Rico,0.0,E
Total renewable water resources,Puerto Rico,7.1,OF
Total renewable water resources per capita,Puerto Rico,1960.2976228768,E
Total internal renewable water resources (IRWR),Qatar,0.056,E
Total internal renewable water resources per capita,Qatar,104.6101311176,E
Total renewable surface water,Qatar,0.0,E
Total renewable groundwater,Qatar,0.058,E
Water resources: total external renewable,Qatar,0.002,E
Total renewable water resources,Qatar,0.058,E
Total renewable water resources per capita,Qatar,108.3462072289,E
Total internal renewable water resources (IRWR),Republic of Korea,64.85,E
Total internal renewable water resources per capita,Republic of Korea,1403.7995539619,E
Total renewable surface water,Republic of Korea,67.1,E
Total renewable groundwater,Republic of Korea,13.3,E
Water resources: total external renewable,Republic of Korea,4.85,E
Total renewable water resources,Republic of Korea,69.7,E
Total renewable water resources per capita,Republic of Korea,1508.7868760392,E
Total internal renewable water resources (IRWR),Republic of Moldova,1.62,E
Total internal renewable water resources per capita,Republic of Moldova,377.9331814135,E
Total renewable surface water,Republic of Moldova,11.97,E
Total renewable groundwater,Republic of Moldova,1.3,E
Water resources: total external renewable,Republic of Moldova,10.65,E
Total renewable water resources,Republic of Moldova,12.27,E
Total renewable water resources per capita,Republic of Moldova,2862.4939110765,E
Total internal renewable water resources (IRWR),Romania,42.38,E
Total internal renewable water resources per capita,Romania,1872.1062529409,E
Total renewable surface water,Romania,211.55,E
Total renewable groundwater,Romania,8.46,E
Total exploitable water resources,Romania,123.0,E
Water resources: total external renewable,Romania,169.63,E
Total renewable water resources,Romania,212.01,E
Total renewable water resources per capita,Romania,9365.3904361963,E
Total internal renewable water resources (IRWR),Russian Federation,4312.0,E
Total internal renewable water resources per capita,Russian Federation,29188.3804604398,E
Total renewable surface water,Russian Federation,4249.445,E
Total renewable groundwater,Russian Federation,788.0,E
Water resources: total external renewable,Russian Federation,213.445,E
Total renewable water resources,Russian Federation,4525.445,E
Total renewable water resources per capita,Russian Federation,30633.2120623365,E
Total internal renewable water resources (IRWR),Rwanda,9.5,E
Total internal renewable water resources per capita,Rwanda,1479.7735977549,E
Total renewable surface water,Rwanda,13.3,E
Total renewable groundwater,Rwanda,7.0,E
Water resources: total external renewable,Rwanda,3.8,E
Total renewable water resources,Rwanda,13.3,E
Total renewable water resources per capita,Rwanda,2071.6830368568,E
Total internal renewable water resources (IRWR),Saint Kitts and Nevis,0.024,E
Total internal renewable water resources per capita,Saint Kitts and Nevis,560.0410696784,E
Total renewable surface water,Saint Kitts and Nevis,0.004,E
Total renewable groundwater,Saint Kitts and Nevis,0.02,E
Water resources: total external renewable,Saint Kitts and Nevis,0.0,E
Total renewable water resources,Saint Kitts and Nevis,0.024,E
Total renewable water resources per capita,Saint Kitts and Nevis,560.0410696784,E
Total internal renewable water resources per capita,Saint Lucia,1987.9003134256,E
Total renewable surface water,Saint Lucia,0.0,E
Total renewable groundwater,Saint Lucia,0.0,E
Water resources: total external renewable,Saint Lucia,0.0,E
Total renewable water resources,Saint Lucia,0.3,E
Total renewable water resources per capita,Saint Lucia,1987.9003134256,E
Total internal renewable water resources per capita,Saint Vincent and the Grenadines,926.827007739,E
Total renewable surface water,Saint Vincent and the Grenadines,0.0,E
Total renewable groundwater,Saint Vincent and the Grenadines,0.0,E
Water resources: total external renewable,Saint Vincent and the Grenadines,0.0,E
Total renewable water resources,Saint Vincent and the Grenadines,0.1,E
Total renewable water resources per capita,Saint Vincent and the Grenadines,926.827007739,E
Total renewable surface water,Samoa,0.0,E
Total renewable groundwater,Samoa,0.0,E
Water resources: total external renewable,Samoa,0.0,E
Total renewable water resources,Samoa,0.0,E
Total renewable water resources per capita,Samoa,0.0,E
Total internal renewable water resources (IRWR),Sao Tome and Principe,2.18,OF
Total internal renewable water resources per capita,Sao Tome and Principe,16049.2372931268,E
Total renewable surface water,Sao Tome and Principe,0.0,E
Total renewable groundwater,Sao Tome and Principe,0.0,E
Water resources: total external renewable,Sao Tome and Principe,0.0,E
Total renewable water resources,Sao Tome and Principe,2.18,OF
Total renewable water resources per capita,Sao Tome and Principe,16049.2372931268,E
Total internal renewable water resources (IRWR),Saudi Arabia,2.4,E
Total internal renewable water resources per capita,Saudi Arabia,123.6658133382,E
Total renewable surface water,Saudi Arabia,2.2,E
Total renewable groundwater,Saudi Arabia,2.2,E
Water resources: total external renewable,Saudi Arabia,0.0,E
Total renewable water resources,Saudi Arabia,2.4,E
Total renewable water resources per capita,Saudi Arabia,123.6658133382,E
Total internal renewable water resources (IRWR),Senegal,25.8,E
Total internal renewable water resources per capita,Senegal,2825.5774335806,E
Total renewable surface water,Senegal,36.97,E
Total renewable groundwater,Senegal,3.5,E
Water resources: total external renewable,Senegal,13.17,E
Total renewable water resources,Senegal,38.97,E
Total renewable water resources per capita,Senegal,4267.9361467688,E
Total renewable surface water,Seychelles,0.0,E
Total renewable groundwater,Seychelles,0.0,E
Water resources: total external renewable,Seychelles,0.0,E
Total renewable water resources,Seychelles,0.0,E
Total renewable water resources per capita,Seychelles,0.0,E
Total internal renewable water resources (IRWR),Sierra Leone,160.0,E
Total internal renewable water resources per capita,Sierra Leone,36906.3186154779,E
Total renewable surface water,Sierra Leone,150.0,E
Total renewable groundwater,Sierra Leone,25.0,E
Water resources: total external renewable,Sierra Leone,0.0,E
Total renewable water resources,Sierra Leone,160.0,E
Total renewable water resources per capita,Sierra Leone,36906.3186154779,E
Total internal renewable water resources (IRWR),Singapore,0.6,OF
Total internal renewable water resources per capita,Singapore,159.9087454093,E
Total renewable surface water,Singapore,0.0,E
Total renewable groundwater,Singapore,0.0,E
Water resources: total external renewable,Singapore,0.0,E
Total renewable water resources,Singapore,0.6,OF
Total renewable water resources per capita,Singapore,159.9087454093,E
Total internal renewable water resources (IRWR),Slovakia,12.6,E
Total internal renewable water resources per capita,Slovakia,2337.1402751593,E
Total renewable surface water,Slovakia,50.1,E
Total renewable groundwater,Slovakia,1.73,E
Water resources: total external renewable,Slovakia,37.5,E
Total renewable water resources,Slovakia,50.1,E
Total renewable water resources per capita,Slovakia,9292.9149036097,E
Total internal renewable water resources (IRWR),Slovenia,18.67,E
Total internal renewable water resources per capita,Slovenia,9393.9233844288,E
Total renewable surface water,Slovenia,31.72,E
Total renewable groundwater,Slovenia,13.5,E
Water resources: total external renewable,Slovenia,13.2,E
Total renewable water resources,Slovenia,31.87,E
Total renewable water resources per capita,Slovenia,16035.5831955944,E
Total internal renewable water resources (IRWR),Solomon Islands,44.7,E
Total internal renewable water resources per capita,Solomon Islands,117631.88850497,E
Total renewable surface water,Solomon Islands,44.7,E
Total renewable groundwater,Solomon Islands,11.92,E
Water resources: total external renewable,Solomon Islands,0.0,E
Total renewable water resources,Solomon Islands,44.7,E
Total renewable water resources per capita,Solomon Islands,117631.88850497,E
Total internal renewable water resources (IRWR),Somalia,6.0,E
Total internal renewable water resources per capita,Somalia,756.0362882298,E
Total renewable surface water,Somalia,14.4,E
Total renewable groundwater,Somalia,3.3,E
Total exploitable water resources,Somalia,0.6,E
Water resources: total external renewable,Somalia,8.7,E
