,,Value,Symbol
Harvested irrigated permanent crop area: Oil palm,Saudi Arabia,2.7,I
Harvested irrigated permanent crop area: Other crops,Saudi Arabia,152.6428571429,I
Harvested irrigated temporary crop area: Rice,Senegal,56.41,
Harvested irrigated temporary crop area: Maize,Senegal,2.97,I
Harvested irrigated temporary crop area: Other cereals,Senegal,1.16,I
Harvested irrigated temporary crop area: Potatoes,Senegal,0.805,
Harvested irrigated temporary crop area: Cassava,Senegal,0.06,
Harvested irrigated temporary crop area: Sugarcane,Senegal,7.5,
Harvested irrigated temporary crop area: Vegetables,Senegal,8.514,
Harvested irrigated temporary crop area: Other crops,Senegal,0.948,
Harvested irrigated temporary crop area: Vegetables,Seychelles,0.208,I
Harvested irrigated temporary crop area: Sugarcane,Sierra Leone,0.5,I
Harvested irrigated temporary crop area: Vegetables,Sierra Leone,0.5,I
Harvested irrigated temporary crop area: Rice,Somalia,1.3,I
Harvested irrigated temporary crop area: Maize,Somalia,60.7789473684,I
Harvested irrigated temporary crop area: Sugarcane,Somalia,4.2578947368,I
Harvested irrigated permanent crop area: Bananas,Somalia,3.0,I
Harvested irrigated permanent crop area: Other crops,Somalia,2.8,I
Harvested irrigated temporary crop area: Wheat,South Africa,204.95,I
Harvested irrigated temporary crop area: Maize,South Africa,123.1,I
Harvested irrigated temporary crop area: Other roots and tubers,South Africa,28.0,I
Harvested irrigated temporary crop area: Sugarcane,South Africa,85.25,I
Harvested irrigated temporary crop area: Cotton,South Africa,67.05,I
Harvested irrigated temporary crop area: Fodder,South Africa,389.175,I
Harvested irrigated permanent crop area: Other crops,South Africa,225.815,I
Harvested irrigated temporary crop area: Wheat,Spain,67.12,X
Harvested irrigated temporary crop area: Maize,Spain,451.6,X
Harvested irrigated temporary crop area: Potatoes,Spain,45.7,X
Harvested irrigated temporary crop area: Sugar beet,Spain,119.4,X
Harvested irrigated permanent crop area: Citrus,Spain,277.6,X
Harvested irrigated temporary crop area: Soybeans,Spain,2.64,X
Harvested irrigated temporary crop area: Sunflower,Spain,149.2,X
Harvested irrigated permanent crop area: Other crops,Spain,246.3,X
Harvested irrigated temporary crop area: Rice,Sri Lanka,671.25,I
Harvested irrigated temporary crop area: Vegetables,State of Palestine,12.76,OF
Harvested irrigated permanent crop area: Bananas,State of Palestine,0.577,OF
Harvested irrigated permanent crop area: Citrus,State of Palestine,6.261,OF
Harvested irrigated temporary crop area: Other crops,State of Palestine,2.839,OF
Harvested irrigated permanent crop area: Other crops,State of Palestine,1.585,OF
Harvested irrigated temporary crop area: Wheat,Syrian Arab Republic,668.1666666667,I
Harvested irrigated temporary crop area: Barley,Syrian Arab Republic,9.036,I
Harvested irrigated temporary crop area: Maize,Syrian Arab Republic,62.77,I
Harvested irrigated temporary crop area: Other cereals,Syrian Arab Republic,2.242,I
Harvested irrigated temporary crop area: Other roots and tubers,Syrian Arab Republic,19.36,I
Harvested irrigated temporary crop area: Sugar beet,Syrian Arab Republic,29.5666666667,I
Harvested irrigated temporary crop area: Leguminous crops,Syrian Arab Republic,8.5,I
Harvested irrigated temporary crop area: Vegetables,Syrian Arab Republic,98.3333333333,I
Harvested irrigated permanent crop area: Citrus,Syrian Arab Republic,26.3,I
Harvested irrigated temporary crop area: Cotton,Syrian Arab Republic,251.1666666667,I
Harvested irrigated temporary crop area: Fodder,Syrian Arab Republic,122.2666666667,I
Harvested irrigated permanent crop area: Oil palm,Syrian Arab Republic,27.14,I
Harvested irrigated temporary crop area: Other crops,Syrian Arab Republic,32.5333333333,I
Harvested irrigated permanent crop area: Other crops,Syrian Arab Republic,89.0333333333,I
Harvested irrigated temporary crop area: Wheat,Tajikistan,87.14,I
Harvested irrigated temporary crop area: Rice,Tajikistan,10.21,I
Harvested irrigated temporary crop area: Barley,Tajikistan,19.604,I
Harvested irrigated temporary crop area: Maize,Tajikistan,26.42,I
Harvested irrigated temporary crop area: Other cereals,Tajikistan,19.7976,I
Harvested irrigated temporary crop area: Other roots and tubers,Tajikistan,11.57,I
Harvested irrigated temporary crop area: Vegetables,Tajikistan,25.88,I
Harvested irrigated temporary crop area: Cotton,Tajikistan,273.58,I
Harvested irrigated temporary crop area: Fodder,Tajikistan,40.1366,I
Harvested irrigated temporary crop area: Other crops,Tajikistan,58.46,I
Harvested irrigated permanent crop area: Other crops,Tajikistan,84.192,I
Harvested irrigated temporary crop area: Rice,Togo,0.314,I
Harvested irrigated temporary crop area: Sugarcane,Togo,0.933,I
Harvested irrigated temporary crop area: Other crops,Togo,0.085,I
Harvested irrigated permanent crop area: Other crops,Togo,0.47,I
Harvested irrigated temporary crop area: Wheat,Tunisia,42.9375,I
Harvested irrigated temporary crop area: Vegetables,Tunisia,97.8125,I
Harvested irrigated permanent crop area: Oil palm,Tunisia,18.0,I
Harvested irrigated temporary crop area: Other crops,Tunisia,23.3125,I
Harvested irrigated permanent crop area: Other crops,Tunisia,125.125,I
Harvested irrigated temporary crop area: Wheat,Turkmenistan,657.425,I
Harvested irrigated temporary crop area: Rice,Turkmenistan,38.525,I
Harvested irrigated temporary crop area: Barley,Turkmenistan,35.6,I
Harvested irrigated temporary crop area: Maize,Turkmenistan,44.1,I
Harvested irrigated temporary crop area: Vegetables,Turkmenistan,26.25,I
Harvested irrigated temporary crop area: Cotton,Turkmenistan,581.125,I
Harvested irrigated temporary crop area: Fodder,Turkmenistan,102.3,I
Harvested irrigated temporary crop area: Other crops,Turkmenistan,49.1,I
Harvested irrigated permanent crop area: Other crops,Turkmenistan,190.925,I
Harvested irrigated temporary crop area: Sugarcane,Uganda,3.58,I
Harvested irrigated temporary crop area: Wheat,United Arab Emirates,0.34248,I
Harvested irrigated temporary crop area: Potatoes,United Arab Emirates,0.21252,I
Harvested irrigated temporary crop area: Vegetables,United Arab Emirates,10.8832,I
Harvested irrigated temporary crop area: Fodder,United Arab Emirates,16.7728,I
Harvested irrigated temporary crop area: Other crops,United Arab Emirates,0.1476,I
Harvested irrigated permanent crop area: Other crops,United Arab Emirates,94.258,I
Harvested irrigated temporary crop area: Sugarcane,United Republic of Tanzania,11.146,I
Harvested irrigated temporary crop area: Wheat,Uzbekistan,736.8,I
Harvested irrigated temporary crop area: Rice,Uzbekistan,109.9333333333,I
Harvested irrigated temporary crop area: Maize,Uzbekistan,75.8,I
Harvested irrigated temporary crop area: Other cereals,Uzbekistan,40.5,I
Harvested irrigated temporary crop area: Other roots and tubers,Uzbekistan,26.1,I
Harvested irrigated temporary crop area: Vegetables,Uzbekistan,207.5,I
Harvested irrigated temporary crop area: Cotton,Uzbekistan,1598.0,I
Harvested irrigated temporary crop area: Fodder,Uzbekistan,487.1333333333,I
Harvested irrigated permanent crop area: Oil palm,Uzbekistan,11.2,I
Harvested irrigated temporary crop area: Other crops,Uzbekistan,97.2666666667,I
Harvested irrigated permanent crop area: Other crops,Uzbekistan,511.2666666667,I
Harvested irrigated temporary crop area: Rice,Viet Nam,5460.0,OF
Harvested irrigated temporary crop area: Vegetables,Viet Nam,340.0,OF
Harvested irrigated temporary crop area: Wheat,Yemen,17.666,I
Harvested irrigated temporary crop area: Barley,Yemen,8.147,I
Harvested irrigated temporary crop area: Maize,Yemen,17.669,I
Harvested irrigated temporary crop area: Other cereals,Yemen,18.0,I
Harvested irrigated temporary crop area: Other roots and tubers,Yemen,13.0,I
Harvested irrigated temporary crop area: Leguminous crops,Yemen,26.41,I
Harvested irrigated temporary crop area: Cotton,Yemen,14.114,I
Harvested irrigated temporary crop area: Sesame,Yemen,18.619,I
Harvested irrigated permanent crop area: Other crops,Yemen,52.136,I
Harvested irrigated temporary crop area: Wheat,Zambia,13.2454545455,I
Harvested irrigated temporary crop area: Rice,Zambia,8.6818181818,I
Harvested irrigated temporary crop area: Barley,Zambia,1.0,I
Harvested irrigated temporary crop area: Sugarcane,Zambia,15.6836363636,I
Harvested irrigated temporary crop area: Vegetables,Zambia,4.1818181818,I
Harvested irrigated temporary crop area: Other crops,Zambia,2.2785454545,I
Harvested irrigated temporary crop area: Wheat,Zimbabwe,48.78,I
Harvested irrigated temporary crop area: Sugarcane,Zimbabwe,33.314,I
Harvested irrigated temporary crop area: Cotton,Zimbabwe,29.738,I
Harvested irrigated temporary crop area: Soybeans,Zimbabwe,18.52,I
Harvested irrigated temporary crop area: Other crops,Zimbabwe,44.79,I
