,Variable Name,Variable Id,Year,Value,Symbol
514,SDG 6.4.1. Industrial Water Use Efficiency,4553,1977,3.9565180978,E
515,SDG 6.4.1. Industrial Water Use Efficiency,4553,1982,6.1718913337,E
516,SDG 6.4.1. Industrial Water Use Efficiency,4553,1987,7.72336801,E
517,SDG 6.4.1. Industrial Water Use Efficiency,4553,1992,8.6037271518,E
518,SDG 6.4.1. Industrial Water Use Efficiency,4553,1997,14.5915588954,E
519,SDG 6.4.1. Industrial Water Use Efficiency,4553,2002,18.8005118338,E
520,SDG 6.4.1. Industrial Water Use Efficiency,4553,2007,25.0621109898,E
521,SDG 6.4.1. Industrial Water Use Efficiency,4553,2009,25.6210324708,E
522,SDG 6.4.1. Industrial Water Use Efficiency,4553,2015,31.4628235294,E
523,SDG 6.4.1. Services Water Use Efficiency,4554,1977,6.9601468426,E
524,SDG 6.4.1. Services Water Use Efficiency,4554,1982,6.8912349875,E
525,SDG 6.4.1. Services Water Use Efficiency,4554,1987,6.9726238565,E
526,SDG 6.4.1. Services Water Use Efficiency,4554,1992,6.7075380174,E
527,SDG 6.4.1. Services Water Use Efficiency,4554,1997,7.5117798287,E
528,SDG 6.4.1. Services Water Use Efficiency,4554,2002,9.0083328298,E
529,SDG 6.4.1. Services Water Use Efficiency,4554,2007,11.580386346,E
530,SDG 6.4.1. Services Water Use Efficiency,4554,2009,12.7527174187,E
531,SDG 6.4.1. Services Water Use Efficiency,4554,2015,19.2503571429,E
532,Area salinized by irrigation,4400,1992,3300.0,I
533,Area salinized by irrigation,4400,1997,3300.0,I
534,Area salinized by irrigation,4400,2002,3300.0,I
535,Area salinized by irrigation,4400,2007,3300.0,I
536,Area salinized by irrigation,4400,2012,3300.0,I
537,Area salinized by irrigation,4400,2017,3300.0,I
538,Area salinized by irrigation,4400,2018,3300.0,I
539,Area waterlogged by irrigation,4401,1992,5107.5,I
540,Area waterlogged by irrigation,4401,1997,2901.25,I
541,Area waterlogged by irrigation,4401,2002,2460.0,I
542,Area waterlogged by irrigation,4401,2007,2460.0,I
543,Area waterlogged by irrigation,4401,2012,2460.0,I
544,Area waterlogged by irrigation,4401,2017,2460.0,I
545,Area waterlogged by irrigation,4401,2018,2460.0,I
546,Harvested irrigated temporary crop area: Wheat,4345,1962,4300.0,
547,Harvested irrigated temporary crop area: Wheat,4345,1967,6200.0,
548,Harvested irrigated temporary crop area: Wheat,4345,1972,10400.0,
549,Harvested irrigated temporary crop area: Wheat,4345,1977,13600.0,
550,Harvested irrigated temporary crop area: Wheat,4345,1982,15700.0,
551,Harvested irrigated temporary crop area: Wheat,4345,1987,17876.0,
552,Harvested irrigated temporary crop area: Wheat,4345,1992,19500.0,
553,Harvested irrigated temporary crop area: Wheat,4345,1997,21688.1818181818,I
554,Harvested irrigated temporary crop area: Wheat,4345,2002,22980.9090909091,I
555,Harvested irrigated temporary crop area: Wheat,4345,2007,25161.0,I
556,Harvested irrigated temporary crop area: Wheat,4345,2012,27932.6666666667,I
557,Harvested irrigated temporary crop area: Wheat,4345,2017,28487.0,I
558,Harvested irrigated temporary crop area: Wheat,4345,2018,28487.0,I
559,Harvested irrigated temporary crop area: Rice,4346,1962,13000.0,
560,Harvested irrigated temporary crop area: Rice,4346,1967,13400.0,
561,Harvested irrigated temporary crop area: Rice,4346,1972,14000.0,
562,Harvested irrigated temporary crop area: Rice,4346,1977,14800.0,
563,Harvested irrigated temporary crop area: Rice,4346,1982,16900.0,
564,Harvested irrigated temporary crop area: Rice,4346,1987,17843.0,
565,Harvested irrigated temporary crop area: Rice,4346,1992,19400.0,
566,Harvested irrigated temporary crop area: Rice,4346,1997,20649.3636363636,I
567,Harvested irrigated temporary crop area: Rice,4346,2002,21919.8181818182,I
568,Harvested irrigated temporary crop area: Rice,4346,2007,23260.0,I
569,Harvested irrigated temporary crop area: Rice,4346,2012,24646.6666666667,I
570,Harvested irrigated temporary crop area: Rice,4346,2017,24924.0,I
571,Harvested irrigated temporary crop area: Rice,4346,2018,24924.0,I
572,Harvested irrigated temporary crop area: Barley,4347,1962,1330.4,I
573,Harvested irrigated temporary crop area: Barley,4347,1967,1318.4,I
574,Harvested irrigated temporary crop area: Barley,4347,1972,1367.2,I
575,Harvested irrigated temporary crop area: Barley,4347,1977,1401.2,I
576,Harvested irrigated temporary crop area: Barley,4347,1982,826.0,I
577,Harvested irrigated temporary crop area: Barley,4347,1987,668.0,
578,Harvested irrigated temporary crop area: Barley,4347,1992,585.5,I
579,Harvested irrigated temporary crop area: Barley,4347,1997,533.7272727273,I
580,Harvested irrigated temporary crop area: Barley,4347,2002,489.6363636364,I
581,Harvested irrigated temporary crop area: Barley,4347,2007,493.6666666667,I
582,Harvested irrigated temporary crop area: Barley,4347,2012,529.7777777778,I
583,Harvested irrigated temporary crop area: Barley,4347,2017,537.0,I
584,Harvested irrigated temporary crop area: Barley,4347,2018,537.0,I
585,Harvested irrigated temporary crop area: Maize,4348,1962,400.0,
586,Harvested irrigated temporary crop area: Maize,4348,1967,800.0,
587,Harvested irrigated temporary crop area: Maize,4348,1972,800.0,
588,Harvested irrigated temporary crop area: Maize,4348,1977,1100.0,
589,Harvested irrigated temporary crop area: Maize,4348,1982,1200.0,
590,Harvested irrigated temporary crop area: Maize,4348,1987,1233.0,
591,Harvested irrigated temporary crop area: Maize,4348,1992,1257.0,I
592,Harvested irrigated temporary crop area: Maize,4348,1997,1349.2727272727,I
593,Harvested irrigated temporary crop area: Maize,4348,2002,1393.3636363636,I
594,Harvested irrigated temporary crop area: Maize,4348,2007,1667.0,I
595,Harvested irrigated temporary crop area: Maize,4348,2012,2093.6666666667,I
596,Harvested irrigated temporary crop area: Maize,4348,2017,2179.0,I
597,Harvested irrigated temporary crop area: Maize,4348,2018,2179.0,I
598,Harvested irrigated temporary crop area: Millet,4349,2017,699.0,I
599,Harvested irrigated temporary crop area: Millet,4349,2018,699.0,I
600,Harvested irrigated temporary crop area: Sorghum,4350,2007,669.0,I
601,Harvested irrigated temporary crop area: Sorghum,4350,2012,619.0,I
602,Harvested irrigated temporary crop area: Sorghum,4350,2017,609.0,I
603,Harvested irrigated temporary crop area: Sorghum,4350,2018,609.0,I
604,Harvested irrigated temporary crop area: Other cereals,4351,1962,1525.35,I
605,Harvested irrigated temporary crop area: Other cereals,4351,1967,1552.1,I
606,Harvested irrigated temporary crop area: Other cereals,4351,1972,1578.85,I
607,Harvested irrigated temporary crop area: Other cereals,4351,1977,1605.6,I
608,Harvested irrigated temporary crop area: Other cereals,4351,1982,1597.0,I
609,Harvested irrigated temporary crop area: Other cereals,4351,1987,1696.0,
610,Harvested irrigated temporary crop area: Other cereals,4351,1992,1676.0,I
611,Harvested irrigated temporary crop area: Other cereals,4351,1997,1355.2727272727,I
612,Harvested irrigated temporary crop area: Other cereals,4351,2002,959.3636363636,I
613,Harvested irrigated temporary crop area: Other cereals,4351,2007,572.6666666667,I
614,Harvested irrigated temporary crop area: Other cereals,4351,2012,192.1111111111,I
615,Harvested irrigated temporary crop area: Other cereals,4351,2017,116.0,I
616,Harvested irrigated temporary crop area: Other cereals,4351,2018,116.0,I
617,Harvested irrigated temporary crop area: Sugarcane,4357,1962,1742.0,I
618,Harvested irrigated temporary crop area: Sugarcane,4357,1967,1986.0,I
619,Harvested irrigated temporary crop area: Sugarcane,4357,1972,1944.8,I
620,Harvested irrigated temporary crop area: Sugarcane,4357,1977,2240.2,I
621,Harvested irrigated temporary crop area: Sugarcane,4357,1982,2390.3333333333,I
622,Harvested irrigated temporary crop area: Sugarcane,4357,1987,2586.0,
623,Harvested irrigated temporary crop area: Sugarcane,4357,1992,3397.0,I
624,Harvested irrigated temporary crop area: Sugarcane,4357,1997,3770.0,I
625,Harvested irrigated temporary crop area: Sugarcane,4357,2002,3965.0,I
626,Harvested irrigated temporary crop area: Sugarcane,4357,2007,4420.3333333333,I
627,Harvested irrigated temporary crop area: Sugarcane,4357,2012,5049.2222222222,I
628,Harvested irrigated temporary crop area: Sugarcane,4357,2017,5175.0,I
629,Harvested irrigated temporary crop area: Sugarcane,4357,2018,5175.0,I
630,Harvested irrigated temporary crop area: Leguminous crops,4359,1962,1905.4,I
631,Harvested irrigated temporary crop area: Leguminous crops,4359,1967,1937.4,I
632,Harvested irrigated temporary crop area: Leguminous crops,4359,1972,1969.4,I
633,Harvested irrigated temporary crop area: Leguminous crops,4359,1977,2001.4,I
634,Harvested irrigated temporary crop area: Leguminous crops,4359,1982,1924.0,I
635,Harvested irrigated temporary crop area: Leguminous crops,4359,1987,2288.0,
636,Harvested irrigated temporary crop area: Leguminous crops,4359,1992,2475.5,I
637,Harvested irrigated temporary crop area: Leguminous crops,4359,1997,2762.8181818182,I
638,Harvested irrigated temporary crop area: Leguminous crops,4359,2002,3165.0909090909,I
639,Harvested irrigated temporary crop area: Leguminous crops,4359,2007,3577.6666666667,I
640,Harvested irrigated temporary crop area: Leguminous crops,4359,2012,3997.1111111111,I
641,Harvested irrigated temporary crop area: Leguminous crops,4359,2017,4081.0,I
642,Harvested irrigated temporary crop area: Leguminous crops,4359,2018,4081.0,I
643,Harvested irrigated temporary crop area: Vegetables,4360,1997,2715.0,I
644,Harvested irrigated temporary crop area: Vegetables,4360,2002,2715.0,I
645,Harvested irrigated temporary crop area: Vegetables,4360,2007,2715.0,I
646,Harvested irrigated temporary crop area: Vegetables,4360,2012,2715.0,I
647,Harvested irrigated temporary crop area: Vegetables,4360,2017,2715.0,I
648,Harvested irrigated temporary crop area: Vegetables,4360,2018,2715.0,I
649,Harvested irrigated temporary crop area: Tobacco,4366,2007,221.3333333333,I
650,Harvested irrigated temporary crop area: Tobacco,4366,2012,231.8888888889,I
651,Harvested irrigated temporary crop area: Tobacco,4366,2017,234.0,I
652,Harvested irrigated temporary crop area: Tobacco,4366,2018,234.0,I
653,Harvested irrigated temporary crop area: Cotton,4367,2007,3065.6666666667,I
654,Harvested irrigated temporary crop area: Cotton,4367,2012,3856.7777777778,I
655,Harvested irrigated temporary crop area: Cotton,4367,2017,4015.0,I
656,Harvested irrigated temporary crop area: Cotton,4367,2018,4015.0,I
657,Harvested irrigated permanent crop area: Oil palm,4370,2007,5442.0,I
658,Harvested irrigated permanent crop area: Oil palm,4370,2012,5442.0,I
659,Harvested irrigated permanent crop area: Oil palm,4370,2017,5442.0,I
660,Harvested irrigated permanent crop area: Oil palm,4370,2018,5442.0,I
661,Harvested irrigated temporary crop area: Groundnuts,4372,2007,1052.0,I
662,Harvested irrigated temporary crop area: Groundnuts,4372,2012,1052.0,I
663,Harvested irrigated temporary crop area: Groundnuts,4372,2017,1052.0,I
664,Harvested irrigated temporary crop area: Groundnuts,4372,2018,1052.0,I
