,Variable Name,Variable Id,Year,Value,Symbol
490,Harvested irrigated temporary crop area: Leguminous crops,4359,2012,35.0,I
491,Harvested irrigated temporary crop area: Leguminous crops,4359,2017,35.0,I
492,Harvested irrigated temporary crop area: Leguminous crops,4359,2018,35.0,I
493,Harvested irrigated temporary crop area: Vegetables,4360,2007,269.0,I
494,Harvested irrigated temporary crop area: Vegetables,4360,2012,269.0,I
495,Harvested irrigated temporary crop area: Vegetables,4360,2017,269.0,I
496,Harvested irrigated temporary crop area: Vegetables,4360,2018,269.0,I
497,Harvested irrigated temporary crop area: Cotton,4367,2007,267.0,I
498,Harvested irrigated temporary crop area: Cotton,4367,2012,267.0,I
499,Harvested irrigated temporary crop area: Cotton,4367,2017,267.0,I
500,Harvested irrigated temporary crop area: Cotton,4367,2018,267.0,I
501,Harvested irrigated temporary crop area: Soybeans,4371,2007,71.0,I
502,Harvested irrigated temporary crop area: Soybeans,4371,2012,71.0,I
503,Harvested irrigated temporary crop area: Soybeans,4371,2017,71.0,I
504,Harvested irrigated temporary crop area: Soybeans,4371,2018,71.0,I
