,,Year,Value,Symbol
Harvested irrigated permanent crop area: Other crops,Mauritania,1997,4.751,I
Harvested irrigated permanent crop area: Other crops,Mauritania,2002,4.751,I
Harvested irrigated permanent crop area: Other crops,Mauritania,2007,4.751,I
Harvested irrigated permanent crop area: Other crops,Mauritania,2012,4.751,I
Harvested irrigated permanent crop area: Other crops,Mauritania,2017,4.751,I
Harvested irrigated permanent crop area: Other crops,Mauritania,2018,4.751,I
Harvested irrigated temporary crop area: Maize,Mauritius,2002,0.038,OF
Harvested irrigated temporary crop area: Maize,Mauritius,2007,0.038,I
Harvested irrigated temporary crop area: Maize,Mauritius,2012,0.038,I
Harvested irrigated temporary crop area: Maize,Mauritius,2017,0.038,I
Harvested irrigated temporary crop area: Maize,Mauritius,2018,0.038,I
Harvested irrigated temporary crop area: Vegetables,Mauritius,2002,0.758,OF
Harvested irrigated temporary crop area: Vegetables,Mauritius,2007,0.758,I
Harvested irrigated temporary crop area: Vegetables,Mauritius,2012,0.758,I
Harvested irrigated temporary crop area: Vegetables,Mauritius,2017,0.758,I
Harvested irrigated temporary crop area: Vegetables,Mauritius,2018,0.758,I
Harvested irrigated permanent crop area: Citrus,Mauritius,2002,0.042,OF
Harvested irrigated permanent crop area: Citrus,Mauritius,2007,0.042,I
Harvested irrigated permanent crop area: Citrus,Mauritius,2012,0.042,I
Harvested irrigated permanent crop area: Citrus,Mauritius,2017,0.042,I
Harvested irrigated permanent crop area: Citrus,Mauritius,2018,0.042,I
Harvested irrigated temporary crop area: Tobacco,Mauritius,2002,0.34,OF
Harvested irrigated temporary crop area: Tobacco,Mauritius,2007,0.34,I
Harvested irrigated temporary crop area: Tobacco,Mauritius,2012,0.34,I
Harvested irrigated temporary crop area: Tobacco,Mauritius,2017,0.34,I
Harvested irrigated temporary crop area: Tobacco,Mauritius,2018,0.34,I
Harvested irrigated temporary crop area: Groundnuts,Mauritius,2002,0.116,OF
Harvested irrigated temporary crop area: Groundnuts,Mauritius,2007,0.116,I
Harvested irrigated temporary crop area: Groundnuts,Mauritius,2012,0.116,I
Harvested irrigated temporary crop area: Groundnuts,Mauritius,2017,0.116,I
Harvested irrigated temporary crop area: Groundnuts,Mauritius,2018,0.116,I
Harvested irrigated temporary crop area: Flowers,Mauritius,2002,0.135,OF
Harvested irrigated temporary crop area: Flowers,Mauritius,2007,0.135,I
Harvested irrigated temporary crop area: Flowers,Mauritius,2012,0.135,I
Harvested irrigated temporary crop area: Flowers,Mauritius,2017,0.135,I
Harvested irrigated temporary crop area: Flowers,Mauritius,2018,0.135,I
Harvested irrigated temporary crop area: Wheat,Mexico,1997,642.75,I
Harvested irrigated temporary crop area: Wheat,Mexico,2002,619.875,I
Harvested irrigated temporary crop area: Wheat,Mexico,2007,597.0,E
Harvested irrigated temporary crop area: Wheat,Mexico,2012,597.0,I
Harvested irrigated temporary crop area: Wheat,Mexico,2017,597.0,I
Harvested irrigated temporary crop area: Wheat,Mexico,2018,597.0,I
Harvested irrigated temporary crop area: Rice,Mexico,1997,45.9083333333,I
Harvested irrigated temporary crop area: Rice,Mexico,2002,55.9541666667,I
Harvested irrigated temporary crop area: Rice,Mexico,2007,66.0,E
Harvested irrigated temporary crop area: Rice,Mexico,2012,66.0,I
Harvested irrigated temporary crop area: Rice,Mexico,2017,66.0,I
Harvested irrigated temporary crop area: Rice,Mexico,2018,66.0,I
Harvested irrigated temporary crop area: Barley,Mexico,2007,195.0,E
Harvested irrigated temporary crop area: Barley,Mexico,2012,195.0,I
Harvested irrigated temporary crop area: Barley,Mexico,2017,195.0,I
Harvested irrigated temporary crop area: Barley,Mexico,2018,195.0,I
Harvested irrigated temporary crop area: Maize,Mexico,1997,1414.8333333333,I
Harvested irrigated temporary crop area: Maize,Mexico,2002,1381.9166666667,I
Harvested irrigated temporary crop area: Maize,Mexico,2007,1349.0,E
Harvested irrigated temporary crop area: Maize,Mexico,2012,1349.0,I
Harvested irrigated temporary crop area: Maize,Mexico,2017,1349.0,I
Harvested irrigated temporary crop area: Maize,Mexico,2018,1349.0,I
Harvested irrigated temporary crop area: Sorghum,Mexico,1997,386.25,I
Harvested irrigated temporary crop area: Sorghum,Mexico,2002,552.125,I
Harvested irrigated temporary crop area: Sorghum,Mexico,2007,718.0,E
Harvested irrigated temporary crop area: Sorghum,Mexico,2012,718.0,I
Harvested irrigated temporary crop area: Sorghum,Mexico,2017,718.0,I
Harvested irrigated temporary crop area: Sorghum,Mexico,2018,718.0,I
Harvested irrigated temporary crop area: Other cereals,Mexico,2007,55.0,E
Harvested irrigated temporary crop area: Other cereals,Mexico,2012,3208.0,I
Harvested irrigated temporary crop area: Other cereals,Mexico,2017,3208.0,I
Harvested irrigated temporary crop area: Other cereals,Mexico,2018,3208.0,I
Harvested irrigated temporary crop area: Sugarcane,Mexico,1997,239.1545454545,I
Harvested irrigated temporary crop area: Sugarcane,Mexico,2002,284.7909090909,I
Harvested irrigated temporary crop area: Sugarcane,Mexico,2007,300.3666666667,I
Harvested irrigated temporary crop area: Sugarcane,Mexico,2012,258.5,I
Harvested irrigated temporary crop area: Sugarcane,Mexico,2017,258.5,I
Harvested irrigated temporary crop area: Sugarcane,Mexico,2018,258.5,I
Harvested irrigated temporary crop area: Leguminous crops,Mexico,1997,300.0,I
Harvested irrigated temporary crop area: Leguminous crops,Mexico,2002,300.0,I
Harvested irrigated temporary crop area: Leguminous crops,Mexico,2007,300.0,I
Harvested irrigated temporary crop area: Leguminous crops,Mexico,2012,300.0,I
Harvested irrigated temporary crop area: Leguminous crops,Mexico,2017,300.0,I
Harvested irrigated temporary crop area: Leguminous crops,Mexico,2018,300.0,I
Harvested irrigated temporary crop area: Vegetables,Mexico,2007,546.1,I
Harvested irrigated temporary crop area: Vegetables,Mexico,2012,513.9,I
Harvested irrigated temporary crop area: Vegetables,Mexico,2017,513.9,I
Harvested irrigated temporary crop area: Vegetables,Mexico,2018,513.9,I
Harvested irrigated permanent crop area: Citrus,Mexico,2007,190.7666666667,I
Harvested irrigated permanent crop area: Citrus,Mexico,2012,182.3,I
Harvested irrigated permanent crop area: Citrus,Mexico,2017,182.3,I
Harvested irrigated permanent crop area: Citrus,Mexico,2018,182.3,I
Harvested irrigated temporary crop area: Cotton,Mexico,2007,126.5333333333,I
Harvested irrigated temporary crop area: Cotton,Mexico,2012,157.8,I
Harvested irrigated temporary crop area: Cotton,Mexico,2017,157.8,I
Harvested irrigated temporary crop area: Cotton,Mexico,2018,157.8,I
Harvested irrigated temporary crop area: Fodder,Mexico,1997,243.8,I
Harvested irrigated temporary crop area: Fodder,Mexico,2002,243.8,I
Harvested irrigated temporary crop area: Fodder,Mexico,2007,243.8,I
Harvested irrigated temporary crop area: Fodder,Mexico,2012,243.8,I
Harvested irrigated temporary crop area: Fodder,Mexico,2017,243.8,I
Harvested irrigated temporary crop area: Fodder,Mexico,2018,243.8,I
Harvested irrigated temporary crop area: Soybeans,Mexico,2007,82.7533333333,I
Harvested irrigated temporary crop area: Soybeans,Mexico,2012,76.84,I
Harvested irrigated temporary crop area: Soybeans,Mexico,2017,76.84,I
Harvested irrigated temporary crop area: Soybeans,Mexico,2018,76.84,I
Harvested irrigated temporary crop area: Flowers,Mexico,2007,8.9936666667,I
Harvested irrigated temporary crop area: Flowers,Mexico,2012,8.033,I
Harvested irrigated temporary crop area: Flowers,Mexico,2017,8.033,I
Harvested irrigated temporary crop area: Flowers,Mexico,2018,8.033,I
Harvested irrigated temporary crop area: Other crops,Mexico,1997,199.9363636364,I
Harvested irrigated temporary crop area: Other crops,Mexico,2002,147.5272727273,I
Harvested irrigated temporary crop area: Other crops,Mexico,2007,91.0766666667,I
Harvested irrigated temporary crop area: Other crops,Mexico,2012,62.03,I
Harvested irrigated temporary crop area: Other crops,Mexico,2017,62.03,I
Harvested irrigated temporary crop area: Other crops,Mexico,2018,62.03,I
Harvested irrigated temporary crop area: Wheat,Mongolia,1997,8.5,I
Harvested irrigated temporary crop area: Wheat,Mongolia,2002,8.5,I
Harvested irrigated temporary crop area: Wheat,Mongolia,2007,8.5,I
Harvested irrigated temporary crop area: Wheat,Mongolia,2012,8.5,I
Harvested irrigated temporary crop area: Wheat,Mongolia,2017,8.5,I
Harvested irrigated temporary crop area: Wheat,Mongolia,2018,8.5,I
Harvested irrigated temporary crop area: Potatoes,Mongolia,1997,4.0,I
Harvested irrigated temporary crop area: Potatoes,Mongolia,2002,4.0,I
Harvested irrigated temporary crop area: Potatoes,Mongolia,2007,4.0,I
Harvested irrigated temporary crop area: Potatoes,Mongolia,2012,4.0,I
Harvested irrigated temporary crop area: Potatoes,Mongolia,2017,4.0,I
Harvested irrigated temporary crop area: Potatoes,Mongolia,2018,4.0,I
Harvested irrigated temporary crop area: Vegetables,Mongolia,1997,3.5,I
Harvested irrigated temporary crop area: Vegetables,Mongolia,2002,3.5,I
Harvested irrigated temporary crop area: Vegetables,Mongolia,2007,3.5,I
Harvested irrigated temporary crop area: Vegetables,Mongolia,2012,3.5,I
Harvested irrigated temporary crop area: Vegetables,Mongolia,2017,3.5,I
Harvested irrigated temporary crop area: Vegetables,Mongolia,2018,3.5,I
Harvested irrigated temporary crop area: Fodder,Mongolia,1997,18.0,I
Harvested irrigated temporary crop area: Fodder,Mongolia,2002,18.0,I
Harvested irrigated temporary crop area: Fodder,Mongolia,2007,18.0,I
Harvested irrigated temporary crop area: Fodder,Mongolia,2012,18.0,I
Harvested irrigated temporary crop area: Fodder,Mongolia,2017,18.0,I
Harvested irrigated temporary crop area: Fodder,Mongolia,2018,18.0,I
Harvested irrigated temporary crop area: Other crops,Montenegro,2012,0.009,I
Harvested irrigated temporary crop area: Other crops,Montenegro,2017,0.009,I
Harvested irrigated temporary crop area: Other crops,Montenegro,2018,0.009,I
Harvested irrigated temporary crop area: Wheat,Morocco,2002,362.2,I
Harvested irrigated temporary crop area: Wheat,Morocco,2007,360.2857142857,I
Harvested irrigated temporary crop area: Wheat,Morocco,2012,370.0,I
Harvested irrigated temporary crop area: Wheat,Morocco,2017,370.0,I
Harvested irrigated temporary crop area: Wheat,Morocco,2018,370.0,I
Harvested irrigated temporary crop area: Rice,Morocco,2002,8.0,I
Harvested irrigated temporary crop area: Rice,Morocco,2007,13.0285714286,I
Harvested irrigated temporary crop area: Rice,Morocco,2012,20.0,I
Harvested irrigated temporary crop area: Rice,Morocco,2017,20.0,I
Harvested irrigated temporary crop area: Rice,Morocco,2018,20.0,I
Harvested irrigated temporary crop area: Barley,Morocco,2002,95.6,I
Harvested irrigated temporary crop area: Barley,Morocco,2007,93.2,I
Harvested irrigated temporary crop area: Barley,Morocco,2012,93.2,I
Harvested irrigated temporary crop area: Barley,Morocco,2017,93.2,I
Harvested irrigated temporary crop area: Barley,Morocco,2018,93.2,I
Harvested irrigated temporary crop area: Maize,Morocco,2002,55.45,I
Harvested irrigated temporary crop area: Maize,Morocco,2007,64.1714285714,I
Harvested irrigated temporary crop area: Maize,Morocco,2012,70.0,I
Harvested irrigated temporary crop area: Maize,Morocco,2017,70.0,I
Harvested irrigated temporary crop area: Maize,Morocco,2018,70.0,I
Harvested irrigated temporary crop area: Other cereals,Morocco,1997,300.0,I
Harvested irrigated temporary crop area: Other cereals,Morocco,2002,221.4285714286,I
Harvested irrigated temporary crop area: Other cereals,Morocco,2007,142.8571428571,I
Harvested irrigated temporary crop area: Other cereals,Morocco,2012,80.0,I
Harvested irrigated temporary crop area: Other cereals,Morocco,2017,80.0,I
Harvested irrigated temporary crop area: Other cereals,Morocco,2018,80.0,I
Harvested irrigated temporary crop area: Potatoes,Morocco,2002,37.55,I
Harvested irrigated temporary crop area: Potatoes,Morocco,2007,36.6,I
Harvested irrigated temporary crop area: Potatoes,Morocco,2012,36.6,I
Harvested irrigated temporary crop area: Potatoes,Morocco,2017,36.6,I
Harvested irrigated temporary crop area: Potatoes,Morocco,2018,36.6,I
Harvested irrigated temporary crop area: Sugarcane,Morocco,1997,20.88,I
Harvested irrigated temporary crop area: Sugarcane,Morocco,2002,22.8,I
Harvested irrigated temporary crop area: Sugarcane,Morocco,2007,17.4,I
Harvested irrigated temporary crop area: Sugarcane,Morocco,2012,11.0,I
Harvested irrigated temporary crop area: Sugarcane,Morocco,2017,11.0,I
Harvested irrigated temporary crop area: Sugarcane,Morocco,2018,11.0,I
Harvested irrigated temporary crop area: Sugar beet,Morocco,2002,73.55,I
Harvested irrigated temporary crop area: Sugar beet,Morocco,2007,59.8285714286,I
Harvested irrigated temporary crop area: Sugar beet,Morocco,2012,44.0,I
Harvested irrigated temporary crop area: Sugar beet,Morocco,2017,44.0,I
Harvested irrigated temporary crop area: Sugar beet,Morocco,2018,44.0,I
Harvested irrigated temporary crop area: Leguminous crops,Morocco,1997,52.88,I
Harvested irrigated temporary crop area: Leguminous crops,Morocco,2002,36.45,I
Harvested irrigated temporary crop area: Leguminous crops,Morocco,2007,26.7142857143,I
Harvested irrigated temporary crop area: Leguminous crops,Morocco,2012,15.0,I
Harvested irrigated temporary crop area: Leguminous crops,Morocco,2017,15.0,I
Harvested irrigated temporary crop area: Leguminous crops,Morocco,2018,15.0,I
Harvested irrigated temporary crop area: Vegetables,Morocco,1997,140.98,I
Harvested irrigated temporary crop area: Vegetables,Morocco,2002,171.55,I
Harvested irrigated temporary crop area: Vegetables,Morocco,2007,204.8285714286,I
Harvested irrigated temporary crop area: Vegetables,Morocco,2012,209.0,I
Harvested irrigated temporary crop area: Vegetables,Morocco,2017,209.0,I
Harvested irrigated temporary crop area: Vegetables,Morocco,2018,209.0,I
Harvested irrigated permanent crop area: Bananas,Morocco,2002,2.5,I
Harvested irrigated permanent crop area: Bananas,Morocco,2007,2.5,I
Harvested irrigated permanent crop area: Bananas,Morocco,2012,2.5,I
Harvested irrigated permanent crop area: Bananas,Morocco,2017,2.5,I
Harvested irrigated permanent crop area: Bananas,Morocco,2018,2.5,I
Harvested irrigated permanent crop area: Citrus,Morocco,2002,75.85,I
Harvested irrigated permanent crop area: Citrus,Morocco,2007,85.5142857143,I
Harvested irrigated permanent crop area: Citrus,Morocco,2012,101.0,I
Harvested irrigated permanent crop area: Citrus,Morocco,2017,101.0,I
Harvested irrigated permanent crop area: Citrus,Morocco,2018,101.0,I
Harvested irrigated temporary crop area: Cotton,Morocco,1997,10.33,I
Harvested irrigated temporary crop area: Cotton,Morocco,2002,7.7,I
Harvested irrigated temporary crop area: Cotton,Morocco,2007,7.5,I
Harvested irrigated temporary crop area: Cotton,Morocco,2012,7.5,I
Harvested irrigated temporary crop area: Cotton,Morocco,2017,7.5,I
Harvested irrigated temporary crop area: Cotton,Morocco,2018,7.5,I
Harvested irrigated temporary crop area: Fodder,Morocco,1997,135.63,I
Harvested irrigated temporary crop area: Fodder,Morocco,2002,150.9,I
Harvested irrigated temporary crop area: Fodder,Morocco,2007,171.9428571429,I
Harvested irrigated temporary crop area: Fodder,Morocco,2012,200.0,I
Harvested irrigated temporary crop area: Fodder,Morocco,2017,200.0,I
Harvested irrigated temporary crop area: Fodder,Morocco,2018,200.0,I
Harvested irrigated permanent crop area: Oil palm,Morocco,2012,70.0,I
Harvested irrigated permanent crop area: Oil palm,Morocco,2017,70.0,I
Harvested irrigated permanent crop area: Oil palm,Morocco,2018,70.0,I
Harvested irrigated temporary crop area: Soybeans,Morocco,2002,6.9,I
Harvested irrigated temporary crop area: Soybeans,Morocco,2007,6.9,I
Harvested irrigated temporary crop area: Soybeans,Morocco,2012,6.9,I
Harvested irrigated temporary crop area: Soybeans,Morocco,2017,6.9,I
Harvested irrigated temporary crop area: Soybeans,Morocco,2018,6.9,I
Harvested irrigated temporary crop area: Groundnuts,Morocco,2002,6.6,I
Harvested irrigated temporary crop area: Groundnuts,Morocco,2007,6.6,I
Harvested irrigated temporary crop area: Groundnuts,Morocco,2012,6.6,I
Harvested irrigated temporary crop area: Groundnuts,Morocco,2017,6.6,I
Harvested irrigated temporary crop area: Groundnuts,Morocco,2018,6.6,I
Harvested irrigated temporary crop area: Sunflower,Morocco,2002,11.9,I
Harvested irrigated temporary crop area: Sunflower,Morocco,2007,11.6,I
Harvested irrigated temporary crop area: Sunflower,Morocco,2012,11.6,I
Harvested irrigated temporary crop area: Sunflower,Morocco,2017,11.6,I
Harvested irrigated temporary crop area: Sunflower,Morocco,2018,11.6,I
Harvested irrigated temporary crop area: Sesame,Morocco,2002,3.2,I
Harvested irrigated temporary crop area: Sesame,Morocco,2007,3.2,I
Harvested irrigated temporary crop area: Sesame,Morocco,2012,3.2,I
Harvested irrigated temporary crop area: Sesame,Morocco,2017,3.2,I
Harvested irrigated temporary crop area: Sesame,Morocco,2018,3.2,I
Harvested irrigated temporary crop area: Flowers,Morocco,2002,0.8,I
Harvested irrigated temporary crop area: Flowers,Morocco,2007,0.8,I
Harvested irrigated temporary crop area: Flowers,Morocco,2012,0.8,I
Harvested irrigated temporary crop area: Flowers,Morocco,2017,0.8,I
Harvested irrigated temporary crop area: Flowers,Morocco,2018,0.8,I
Harvested irrigated temporary crop area: Other crops,Morocco,1997,84.66,I
Harvested irrigated temporary crop area: Other crops,Morocco,2002,62.1090909091,I
Harvested irrigated temporary crop area: Other crops,Morocco,2007,40.3818181818,I
Harvested irrigated temporary crop area: Other crops,Morocco,2012,23.0,I
Harvested irrigated temporary crop area: Other crops,Morocco,2017,23.0,I
Harvested irrigated temporary crop area: Other crops,Morocco,2018,23.0,I
Harvested irrigated permanent crop area: Other crops,Morocco,1997,147.36,I
Harvested irrigated permanent crop area: Other crops,Morocco,2002,130.8,I
Harvested irrigated permanent crop area: Other crops,Morocco,2007,130.8,I
Harvested irrigated permanent crop area: Other crops,Morocco,2012,130.8,I
Harvested irrigated permanent crop area: Other crops,Morocco,2017,130.8,I
Harvested irrigated permanent crop area: Other crops,Morocco,2018,130.8,I
Harvested irrigated temporary crop area: Rice,Mozambique,1997,13.3766666667,I
Harvested irrigated temporary crop area: Rice,Mozambique,2002,4.36,I
Harvested irrigated temporary crop area: Rice,Mozambique,2007,5.51,I
Harvested irrigated temporary crop area: Rice,Mozambique,2012,6.2,I
Harvested irrigated temporary crop area: Rice,Mozambique,2017,6.2,I
Harvested irrigated temporary crop area: Rice,Mozambique,2018,6.2,I
Harvested irrigated temporary crop area: Maize,Mozambique,1997,8.3333333333,I
Harvested irrigated temporary crop area: Maize,Mozambique,2002,5.0,I
Harvested irrigated temporary crop area: Maize,Mozambique,2007,5.0,I
Harvested irrigated temporary crop area: Maize,Mozambique,2012,5.0,I
Harvested irrigated temporary crop area: Maize,Mozambique,2017,5.0,I
Harvested irrigated temporary crop area: Maize,Mozambique,2018,5.0,I
Harvested irrigated temporary crop area: Sugarcane,Mozambique,1997,21.145,I
Harvested irrigated temporary crop area: Sugarcane,Mozambique,2002,25.3422222222,I
Harvested irrigated temporary crop area: Sugarcane,Mozambique,2007,32.7533333333,I
Harvested irrigated temporary crop area: Sugarcane,Mozambique,2012,37.2,I
Harvested irrigated temporary crop area: Sugarcane,Mozambique,2017,37.2,I
Harvested irrigated temporary crop area: Sugarcane,Mozambique,2018,37.2,I
Harvested irrigated temporary crop area: Vegetables,Mozambique,2002,7.4764444444,I
Harvested irrigated temporary crop area: Vegetables,Mozambique,2007,9.8036666667,I
Harvested irrigated temporary crop area: Vegetables,Mozambique,2012,11.2,I
Harvested irrigated temporary crop area: Vegetables,Mozambique,2017,11.2,I
Harvested irrigated temporary crop area: Vegetables,Mozambique,2018,11.2,I
Harvested irrigated permanent crop area: Citrus,Mozambique,2002,0.37,I
Harvested irrigated permanent crop area: Citrus,Mozambique,2007,0.37,I
Harvested irrigated permanent crop area: Citrus,Mozambique,2012,0.37,I
Harvested irrigated permanent crop area: Citrus,Mozambique,2017,0.37,I
Harvested irrigated permanent crop area: Citrus,Mozambique,2018,0.37,I
Harvested irrigated temporary crop area: Tobacco,Mozambique,2002,0.445,I
Harvested irrigated temporary crop area: Tobacco,Mozambique,2007,0.445,I
Harvested irrigated temporary crop area: Tobacco,Mozambique,2012,0.445,I
Harvested irrigated temporary crop area: Tobacco,Mozambique,2017,0.445,I
Harvested irrigated temporary crop area: Tobacco,Mozambique,2018,0.445,I
Harvested irrigated temporary crop area: Other crops,Mozambique,2012,7.4,I
Harvested irrigated temporary crop area: Other crops,Mozambique,2017,7.4,I
Harvested irrigated temporary crop area: Other crops,Mozambique,2018,7.4,I
Harvested irrigated permanent crop area: Other crops,Mozambique,1997,2.0,I
Harvested irrigated permanent crop area: Other crops,Mozambique,2002,2.0,I
Harvested irrigated permanent crop area: Other crops,Mozambique,2007,2.0,I
Harvested irrigated permanent crop area: Other crops,Mozambique,2012,2.0,I
Harvested irrigated permanent crop area: Other crops,Mozambique,2017,2.0,I
Harvested irrigated permanent crop area: Other crops,Mozambique,2018,2.0,I
Harvested irrigated temporary crop area: Wheat,Myanmar,1997,31.2963636364,I
Harvested irrigated temporary crop area: Wheat,Myanmar,2002,56.6872727273,I
Harvested irrigated temporary crop area: Wheat,Myanmar,2007,77.0,I
Harvested irrigated temporary crop area: Wheat,Myanmar,2012,77.0,I
Harvested irrigated temporary crop area: Wheat,Myanmar,2017,77.0,I
Harvested irrigated temporary crop area: Wheat,Myanmar,2018,77.0,I
Harvested irrigated temporary crop area: Rice,Myanmar,1997,1651.2727272727,I
Harvested irrigated temporary crop area: Rice,Myanmar,2002,1799.4545454546,I
Harvested irrigated temporary crop area: Rice,Myanmar,2007,1918.0,I
Harvested irrigated temporary crop area: Rice,Myanmar,2012,1918.0,I
Harvested irrigated temporary crop area: Rice,Myanmar,2017,1918.0,I
Harvested irrigated temporary crop area: Rice,Myanmar,2018,1918.0,I
Harvested irrigated temporary crop area: Maize,Myanmar,1997,8.9990909091,I
Harvested irrigated temporary crop area: Maize,Myanmar,2002,16.2218181818,I
Harvested irrigated temporary crop area: Maize,Myanmar,2007,22.0,I
Harvested irrigated temporary crop area: Maize,Myanmar,2012,22.0,I
Harvested irrigated temporary crop area: Maize,Myanmar,2017,22.0,I
Harvested irrigated temporary crop area: Maize,Myanmar,2018,22.0,I
Harvested irrigated temporary crop area: Potatoes,Myanmar,2007,6.0,I
Harvested irrigated temporary crop area: Potatoes,Myanmar,2012,6.0,I
Harvested irrigated temporary crop area: Potatoes,Myanmar,2017,6.0,I
Harvested irrigated temporary crop area: Potatoes,Myanmar,2018,6.0,I
Harvested irrigated temporary crop area: Sugarcane,Myanmar,1997,17.0294545455,I
Harvested irrigated temporary crop area: Sugarcane,Myanmar,2002,42.0130909091,I
Harvested irrigated temporary crop area: Sugarcane,Myanmar,2007,62.0,I
Harvested irrigated temporary crop area: Sugarcane,Myanmar,2012,62.0,I
Harvested irrigated temporary crop area: Sugarcane,Myanmar,2017,62.0,I
Harvested irrigated temporary crop area: Sugarcane,Myanmar,2018,62.0,I
Harvested irrigated temporary crop area: Leguminous crops,Myanmar,1997,73.7909090909,I
Harvested irrigated temporary crop area: Leguminous crops,Myanmar,2002,155.0181818182,I
Harvested irrigated temporary crop area: Leguminous crops,Myanmar,2007,220.0,I
Harvested irrigated temporary crop area: Leguminous crops,Myanmar,2012,220.0,I
Harvested irrigated temporary crop area: Leguminous crops,Myanmar,2017,220.0,I
Harvested irrigated temporary crop area: Leguminous crops,Myanmar,2018,220.0,I
Harvested irrigated temporary crop area: Vegetables,Myanmar,2007,50.0,I
Harvested irrigated temporary crop area: Vegetables,Myanmar,2012,50.0,I
Harvested irrigated temporary crop area: Vegetables,Myanmar,2017,50.0,I
Harvested irrigated temporary crop area: Vegetables,Myanmar,2018,50.0,I
Harvested irrigated temporary crop area: Tobacco,Myanmar,2007,2.0,I
Harvested irrigated temporary crop area: Tobacco,Myanmar,2012,2.0,I
Harvested irrigated temporary crop area: Tobacco,Myanmar,2017,2.0,I
Harvested irrigated temporary crop area: Tobacco,Myanmar,2018,2.0,I
Harvested irrigated temporary crop area: Cotton,Myanmar,2007,108.0,I
Harvested irrigated temporary crop area: Cotton,Myanmar,2012,108.0,I
Harvested irrigated temporary crop area: Cotton,Myanmar,2017,108.0,I
Harvested irrigated temporary crop area: Cotton,Myanmar,2018,108.0,I
Harvested irrigated temporary crop area: Sesame,Myanmar,1997,72.6263636364,I
Harvested irrigated temporary crop area: Sesame,Myanmar,2002,76.1672727273,I
Harvested irrigated temporary crop area: Sesame,Myanmar,2007,79.0,I
Harvested irrigated temporary crop area: Sesame,Myanmar,2012,79.0,I
Harvested irrigated temporary crop area: Sesame,Myanmar,2017,79.0,I
Harvested irrigated temporary crop area: Sesame,Myanmar,2018,79.0,I
Harvested irrigated temporary crop area: Other crops,Myanmar,1997,139.7818181818,I
Harvested irrigated temporary crop area: Other crops,Myanmar,2002,173.2363636364,I
Harvested irrigated temporary crop area: Other crops,Myanmar,2007,200.0,I
Harvested irrigated temporary crop area: Other crops,Myanmar,2012,200.0,I
Harvested irrigated temporary crop area: Other crops,Myanmar,2017,200.0,I
Harvested irrigated temporary crop area: Other crops,Myanmar,2018,200.0,I
Harvested irrigated permanent crop area: Other crops,Myanmar,1997,16.6666666667,I
Harvested irrigated permanent crop area: Other crops,Myanmar,2002,25.0,I
Harvested irrigated permanent crop area: Other crops,Myanmar,2007,25.0,I
Harvested irrigated permanent crop area: Other crops,Myanmar,2012,25.0,I
Harvested irrigated permanent crop area: Other crops,Myanmar,2017,25.0,I
Harvested irrigated permanent crop area: Other crops,Myanmar,2018,25.0,I
Harvested irrigated temporary crop area: Wheat,Namibia,1997,1.2636363636,I
Harvested irrigated temporary crop area: Wheat,Namibia,2007,1.4,I
Harvested irrigated temporary crop area: Wheat,Namibia,2012,1.4,I
Harvested irrigated temporary crop area: Wheat,Namibia,2017,1.4,I
Harvested irrigated temporary crop area: Wheat,Namibia,2018,1.4,I
Harvested irrigated temporary crop area: Maize,Namibia,1997,2.4727272727,I
Harvested irrigated temporary crop area: Maize,Namibia,2007,2.7,I
Harvested irrigated temporary crop area: Maize,Namibia,2012,2.7,I
Harvested irrigated temporary crop area: Maize,Namibia,2017,2.7,I
Harvested irrigated temporary crop area: Maize,Namibia,2018,2.7,I
Harvested irrigated temporary crop area: Vegetables,Namibia,1997,0.4954545455,I
Harvested irrigated temporary crop area: Vegetables,Namibia,2007,0.7,I
Harvested irrigated temporary crop area: Vegetables,Namibia,2012,0.7,I
Harvested irrigated temporary crop area: Vegetables,Namibia,2017,0.7,I
Harvested irrigated temporary crop area: Vegetables,Namibia,2018,0.7,I
Harvested irrigated temporary crop area: Cotton,Namibia,1997,0.6216363636,I
Harvested irrigated temporary crop area: Cotton,Namibia,2007,0.673,I
Harvested irrigated temporary crop area: Cotton,Namibia,2012,0.673,I
Harvested irrigated temporary crop area: Cotton,Namibia,2017,0.673,I
Harvested irrigated temporary crop area: Cotton,Namibia,2018,0.673,I
Harvested irrigated temporary crop area: Fodder,Namibia,1997,1.5636363636,I
Harvested irrigated temporary crop area: Fodder,Namibia,2007,1.7,I
Harvested irrigated temporary crop area: Fodder,Namibia,2012,1.7,I
Harvested irrigated temporary crop area: Fodder,Namibia,2017,1.7,I
Harvested irrigated temporary crop area: Fodder,Namibia,2018,1.7,I
Harvested irrigated permanent crop area: Oil palm,Namibia,1997,0.15,I
Harvested irrigated permanent crop area: Oil palm,Namibia,2002,0.15,I
Harvested irrigated permanent crop area: Oil palm,Namibia,2007,0.15,I
Harvested irrigated permanent crop area: Oil palm,Namibia,2012,0.15,I
Harvested irrigated permanent crop area: Oil palm,Namibia,2017,0.15,I
Harvested irrigated permanent crop area: Oil palm,Namibia,2018,0.15,I
Harvested irrigated temporary crop area: Other crops,Namibia,1997,0.3690909091,I
Harvested irrigated temporary crop area: Other crops,Namibia,2007,0.4,I
Harvested irrigated temporary crop area: Other crops,Namibia,2012,0.4,I
Harvested irrigated temporary crop area: Other crops,Namibia,2017,0.4,I
