,,Year,Value,Symbol
Harvested irrigated temporary crop area: Other cereals,China,2012,1352.0,I
Harvested irrigated temporary crop area: Other cereals,China,2017,1352.0,I
Harvested irrigated temporary crop area: Other cereals,China,2018,1352.0,I
Harvested irrigated temporary crop area: Other roots and tubers,China,2007,607.0,I
Harvested irrigated temporary crop area: Other roots and tubers,China,2012,607.0,I
Harvested irrigated temporary crop area: Other roots and tubers,China,2017,607.0,I
Harvested irrigated temporary crop area: Other roots and tubers,China,2018,607.0,I
Harvested irrigated temporary crop area: Sugarcane,China,2007,500.0,I
Harvested irrigated temporary crop area: Sugarcane,China,2012,500.0,I
Harvested irrigated temporary crop area: Sugarcane,China,2017,500.0,I
Harvested irrigated temporary crop area: Sugarcane,China,2018,500.0,I
Harvested irrigated temporary crop area: Sugar beet,China,2007,193.0,I
Harvested irrigated temporary crop area: Sugar beet,China,2012,193.0,I
Harvested irrigated temporary crop area: Sugar beet,China,2017,193.0,I
Harvested irrigated temporary crop area: Sugar beet,China,2018,193.0,I
Harvested irrigated temporary crop area: Leguminous crops,China,2007,185.0,I
Harvested irrigated temporary crop area: Leguminous crops,China,2012,185.0,I
Harvested irrigated temporary crop area: Leguminous crops,China,2017,185.0,I
Harvested irrigated temporary crop area: Leguminous crops,China,2018,185.0,I
Harvested irrigated temporary crop area: Vegetables,China,2007,9000.0,I
Harvested irrigated temporary crop area: Vegetables,China,2012,9000.0,I
Harvested irrigated temporary crop area: Vegetables,China,2017,9000.0,I
Harvested irrigated temporary crop area: Vegetables,China,2018,9000.0,I
Harvested irrigated permanent crop area: Citrus,China,2007,459.0,I
Harvested irrigated permanent crop area: Citrus,China,2012,459.0,I
Harvested irrigated permanent crop area: Citrus,China,2017,459.0,I
Harvested irrigated permanent crop area: Citrus,China,2018,459.0,I
Harvested irrigated temporary crop area: Tobacco,China,2007,400.0,I
Harvested irrigated temporary crop area: Tobacco,China,2012,400.0,I
Harvested irrigated temporary crop area: Tobacco,China,2017,400.0,I
Harvested irrigated temporary crop area: Tobacco,China,2018,400.0,I
Harvested irrigated temporary crop area: Cotton,China,2007,2189.0,I
Harvested irrigated temporary crop area: Cotton,China,2012,2189.0,I
Harvested irrigated temporary crop area: Cotton,China,2017,2189.0,I
Harvested irrigated temporary crop area: Cotton,China,2018,2189.0,I
Harvested irrigated temporary crop area: Soybeans,China,2007,3225.0,I
Harvested irrigated temporary crop area: Soybeans,China,2012,3225.0,I
Harvested irrigated temporary crop area: Soybeans,China,2017,3225.0,I
Harvested irrigated temporary crop area: Soybeans,China,2018,3225.0,I
Harvested irrigated temporary crop area: Groundnuts,China,2007,2088.0,I
Harvested irrigated temporary crop area: Groundnuts,China,2012,2088.0,I
Harvested irrigated temporary crop area: Groundnuts,China,2017,2088.0,I
Harvested irrigated temporary crop area: Groundnuts,China,2018,2088.0,I
Harvested irrigated temporary crop area: Sunflower,China,2007,315.0,I
Harvested irrigated temporary crop area: Sunflower,China,2012,315.0,I
Harvested irrigated temporary crop area: Sunflower,China,2017,315.0,I
Harvested irrigated temporary crop area: Sunflower,China,2018,315.0,I
Harvested irrigated temporary crop area: Sesame,China,2007,255.0,I
Harvested irrigated temporary crop area: Sesame,China,2012,255.0,I
Harvested irrigated temporary crop area: Sesame,China,2017,255.0,I
Harvested irrigated temporary crop area: Sesame,China,2018,255.0,I
Harvested irrigated temporary crop area: Other crops,China,2007,6227.0,I
Harvested irrigated temporary crop area: Other crops,China,2012,6227.0,I
Harvested irrigated temporary crop area: Other crops,China,2017,6227.0,I
Harvested irrigated temporary crop area: Other crops,China,2018,6227.0,I
Harvested irrigated permanent crop area: Other crops,China,2007,3000.0,I
Harvested irrigated permanent crop area: Other crops,China,2012,3000.0,I
Harvested irrigated permanent crop area: Other crops,China,2017,3000.0,I
Harvested irrigated permanent crop area: Other crops,China,2018,3000.0,I
Harvested irrigated temporary crop area: Rice,Colombia,1997,102.3552941176,I
Harvested irrigated temporary crop area: Rice,Colombia,2002,153.2641176471,I
Harvested irrigated temporary crop area: Rice,Colombia,2007,204.1729411765,I
Harvested irrigated temporary crop area: Rice,Colombia,2012,244.9,I
Harvested irrigated temporary crop area: Rice,Colombia,2017,244.9,I
Harvested irrigated temporary crop area: Rice,Colombia,2018,244.9,I
Harvested irrigated temporary crop area: Sorghum,Colombia,1997,11.86,I
Harvested irrigated temporary crop area: Sorghum,Colombia,2002,11.86,I
Harvested irrigated temporary crop area: Sorghum,Colombia,2007,11.86,I
Harvested irrigated temporary crop area: Sorghum,Colombia,2012,11.86,I
Harvested irrigated temporary crop area: Sorghum,Colombia,2017,11.86,I
Harvested irrigated temporary crop area: Sorghum,Colombia,2018,11.86,I
Harvested irrigated temporary crop area: Other cereals,Colombia,2012,34.8,I
Harvested irrigated temporary crop area: Other cereals,Colombia,2017,34.8,I
Harvested irrigated temporary crop area: Other cereals,Colombia,2018,34.8,I
Harvested irrigated temporary crop area: Potatoes,Colombia,2012,8.709,I
Harvested irrigated temporary crop area: Potatoes,Colombia,2017,8.709,I
Harvested irrigated temporary crop area: Potatoes,Colombia,2018,8.709,I
Harvested irrigated permanent crop area: Plantains,Colombia,2012,1.6,I
Harvested irrigated permanent crop area: Plantains,Colombia,2017,1.6,I
Harvested irrigated permanent crop area: Plantains,Colombia,2018,1.6,I
Harvested irrigated temporary crop area: Sugarcane,Colombia,2012,168.0,I
Harvested irrigated temporary crop area: Sugarcane,Colombia,2017,168.0,I
Harvested irrigated temporary crop area: Sugarcane,Colombia,2018,168.0,I
Harvested irrigated temporary crop area: Vegetables,Colombia,2012,26.77,I
Harvested irrigated temporary crop area: Vegetables,Colombia,2017,26.77,I
Harvested irrigated temporary crop area: Vegetables,Colombia,2018,26.77,I
Harvested irrigated permanent crop area: Bananas,Colombia,1997,5.804,I
Harvested irrigated permanent crop area: Bananas,Colombia,2002,5.804,I
Harvested irrigated permanent crop area: Bananas,Colombia,2007,5.804,I
Harvested irrigated permanent crop area: Bananas,Colombia,2012,5.804,I
Harvested irrigated permanent crop area: Bananas,Colombia,2017,5.804,I
Harvested irrigated permanent crop area: Bananas,Colombia,2018,5.804,I
Harvested irrigated permanent crop area: Cocoa beans,Colombia,2012,12.08,I
Harvested irrigated permanent crop area: Cocoa beans,Colombia,2017,12.08,I
Harvested irrigated permanent crop area: Cocoa beans,Colombia,2018,12.08,I
Harvested irrigated permanent crop area: Coffee,Colombia,2012,9.427,I
Harvested irrigated permanent crop area: Coffee,Colombia,2017,9.427,I
Harvested irrigated permanent crop area: Coffee,Colombia,2018,9.427,I
Harvested irrigated temporary crop area: Tobacco,Colombia,2012,2.451,I
Harvested irrigated temporary crop area: Tobacco,Colombia,2017,2.451,I
Harvested irrigated temporary crop area: Tobacco,Colombia,2018,2.451,I
Harvested irrigated temporary crop area: Cotton,Colombia,1997,4.6098823529,I
Harvested irrigated temporary crop area: Cotton,Colombia,2002,3.3363529412,I
Harvested irrigated temporary crop area: Cotton,Colombia,2007,2.0628235294,I
Harvested irrigated temporary crop area: Cotton,Colombia,2012,1.044,I
Harvested irrigated temporary crop area: Cotton,Colombia,2017,1.044,I
Harvested irrigated temporary crop area: Cotton,Colombia,2018,1.044,I
Harvested irrigated temporary crop area: Fodder,Colombia,1997,6.163,I
Harvested irrigated temporary crop area: Fodder,Colombia,2002,6.163,I
Harvested irrigated temporary crop area: Fodder,Colombia,2007,6.163,I
Harvested irrigated temporary crop area: Fodder,Colombia,2012,6.163,I
Harvested irrigated temporary crop area: Fodder,Colombia,2017,6.163,I
Harvested irrigated temporary crop area: Fodder,Colombia,2018,6.163,I
Harvested irrigated temporary crop area: Soybeans,Colombia,1997,7.771,I
Harvested irrigated temporary crop area: Soybeans,Colombia,2002,7.771,I
Harvested irrigated temporary crop area: Soybeans,Colombia,2007,7.771,I
Harvested irrigated temporary crop area: Soybeans,Colombia,2012,7.771,I
Harvested irrigated temporary crop area: Soybeans,Colombia,2017,7.771,I
Harvested irrigated temporary crop area: Soybeans,Colombia,2018,7.771,I
Harvested irrigated temporary crop area: Other crops,Colombia,1997,6.523,I
Harvested irrigated temporary crop area: Other crops,Colombia,2002,6.523,I
Harvested irrigated temporary crop area: Other crops,Colombia,2007,6.523,I
Harvested irrigated temporary crop area: Other crops,Colombia,2012,6.523,I
Harvested irrigated temporary crop area: Other crops,Colombia,2017,6.523,I
Harvested irrigated temporary crop area: Other crops,Colombia,2018,6.523,I
Harvested irrigated permanent crop area: Other crops,Colombia,1997,9.38,I
Harvested irrigated permanent crop area: Other crops,Colombia,2002,9.38,I
Harvested irrigated permanent crop area: Other crops,Colombia,2007,9.38,I
Harvested irrigated permanent crop area: Other crops,Colombia,2012,9.38,I
Harvested irrigated permanent crop area: Other crops,Colombia,2017,9.38,I
Harvested irrigated permanent crop area: Other crops,Colombia,2018,9.38,I
Harvested irrigated temporary crop area: Vegetables,Congo,1997,0.434,I
Harvested irrigated temporary crop area: Vegetables,Congo,2002,0.434,I
Harvested irrigated temporary crop area: Vegetables,Congo,2007,0.434,I
Harvested irrigated temporary crop area: Vegetables,Congo,2012,0.434,I
Harvested irrigated temporary crop area: Vegetables,Congo,2017,0.434,I
Harvested irrigated temporary crop area: Vegetables,Congo,2018,0.434,I
Harvested irrigated temporary crop area: Rice,Costa Rica,2017,61.33,I
Harvested irrigated temporary crop area: Rice,Costa Rica,2018,61.33,I
Harvested irrigated temporary crop area: Maize,Costa Rica,2017,0.046,I
Harvested irrigated temporary crop area: Maize,Costa Rica,2018,0.046,I
Harvested irrigated temporary crop area: Potatoes,Costa Rica,2017,0.123,I
Harvested irrigated temporary crop area: Potatoes,Costa Rica,2018,0.123,I
Harvested irrigated temporary crop area: Other roots and tubers,Costa Rica,2017,0.224,I
Harvested irrigated temporary crop area: Other roots and tubers,Costa Rica,2018,0.224,I
Harvested irrigated permanent crop area: Plantains,Costa Rica,2017,0.001,I
Harvested irrigated permanent crop area: Plantains,Costa Rica,2018,0.001,I
Harvested irrigated temporary crop area: Sugarcane,Costa Rica,2017,17.68,I
Harvested irrigated temporary crop area: Sugarcane,Costa Rica,2018,17.68,I
Harvested irrigated temporary crop area: Leguminous crops,Costa Rica,2017,0.014,I
Harvested irrigated temporary crop area: Leguminous crops,Costa Rica,2018,0.014,I
Harvested irrigated temporary crop area: Vegetables,Costa Rica,2017,1.001,I
Harvested irrigated temporary crop area: Vegetables,Costa Rica,2018,1.001,I
Harvested irrigated permanent crop area: Citrus,Costa Rica,2017,0.193,I
Harvested irrigated permanent crop area: Citrus,Costa Rica,2018,0.193,I
Harvested irrigated permanent crop area: Coffee,Costa Rica,2017,0.272,I
Harvested irrigated permanent crop area: Coffee,Costa Rica,2018,0.272,I
Harvested irrigated temporary crop area: Cotton,Costa Rica,2017,0.025,I
Harvested irrigated temporary crop area: Cotton,Costa Rica,2018,0.025,I
Harvested irrigated temporary crop area: Fodder,Costa Rica,2017,2.703,I
Harvested irrigated temporary crop area: Fodder,Costa Rica,2018,2.703,I
Harvested irrigated temporary crop area: Flowers,Costa Rica,2017,0.658,I
Harvested irrigated temporary crop area: Flowers,Costa Rica,2018,0.658,I
Harvested irrigated temporary crop area: Other crops,Costa Rica,2017,0.2609,I
Harvested irrigated temporary crop area: Other crops,Costa Rica,2018,0.2609,I
Harvested irrigated permanent crop area: Other crops,Costa Rica,2017,1.778,I
Harvested irrigated permanent crop area: Other crops,Costa Rica,2018,1.778,I
Harvested irrigated temporary crop area: Maize,Croatia,2012,1.57,I
Harvested irrigated temporary crop area: Maize,Croatia,2017,1.57,I
Harvested irrigated temporary crop area: Maize,Croatia,2018,1.57,I
Harvested irrigated temporary crop area: Other cereals,Croatia,2012,0.52,I
Harvested irrigated temporary crop area: Other cereals,Croatia,2017,0.52,I
Harvested irrigated temporary crop area: Other cereals,Croatia,2018,0.52,I
Harvested irrigated temporary crop area: Potatoes,Croatia,2012,1.34,I
Harvested irrigated temporary crop area: Potatoes,Croatia,2017,1.34,I
Harvested irrigated temporary crop area: Potatoes,Croatia,2018,1.34,I
Harvested irrigated temporary crop area: Sugar beet,Croatia,2012,0.24,I
Harvested irrigated temporary crop area: Sugar beet,Croatia,2017,0.24,I
Harvested irrigated temporary crop area: Sugar beet,Croatia,2018,0.24,I
Harvested irrigated temporary crop area: Leguminous crops,Croatia,2012,0.06,I
Harvested irrigated temporary crop area: Leguminous crops,Croatia,2017,0.06,I
Harvested irrigated temporary crop area: Leguminous crops,Croatia,2018,0.06,I
Harvested irrigated temporary crop area: Vegetables,Croatia,2012,3.04,I
Harvested irrigated temporary crop area: Vegetables,Croatia,2017,3.04,I
Harvested irrigated temporary crop area: Vegetables,Croatia,2018,3.04,I
Harvested irrigated permanent crop area: Citrus,Croatia,2012,1.49,I
Harvested irrigated permanent crop area: Citrus,Croatia,2017,1.49,I
Harvested irrigated permanent crop area: Citrus,Croatia,2018,1.49,I
Harvested irrigated temporary crop area: Other crops,Croatia,2012,0.75,I
Harvested irrigated temporary crop area: Other crops,Croatia,2017,0.75,I
Harvested irrigated temporary crop area: Other crops,Croatia,2018,0.75,I
Harvested irrigated permanent crop area: Other crops,Croatia,2012,2.75,I
Harvested irrigated permanent crop area: Other crops,Croatia,2017,2.75,I
Harvested irrigated permanent crop area: Other crops,Croatia,2018,2.75,I
Harvested irrigated temporary crop area: Rice,Cuba,2017,202.7,I
Harvested irrigated temporary crop area: Rice,Cuba,2018,202.7,I
Harvested irrigated temporary crop area: Maize,Cuba,2017,18.2,I
Harvested irrigated temporary crop area: Maize,Cuba,2018,18.2,I
Harvested irrigated temporary crop area: Potatoes,Cuba,2017,5.6,I
Harvested irrigated temporary crop area: Potatoes,Cuba,2018,5.6,I
Harvested irrigated temporary crop area: Other roots and tubers,Cuba,2017,34.9,I
Harvested irrigated temporary crop area: Other roots and tubers,Cuba,2018,34.9,I
Harvested irrigated permanent crop area: Plantains,Cuba,2017,6.6,I
Harvested irrigated permanent crop area: Plantains,Cuba,2018,6.6,I
Harvested irrigated temporary crop area: Sugarcane,Cuba,2017,62.6,I
Harvested irrigated temporary crop area: Sugarcane,Cuba,2018,62.6,I
Harvested irrigated temporary crop area: Leguminous crops,Cuba,2017,66.5,I
Harvested irrigated temporary crop area: Leguminous crops,Cuba,2018,66.5,I
Harvested irrigated temporary crop area: Vegetables,Cuba,2017,13.6,I
Harvested irrigated temporary crop area: Vegetables,Cuba,2018,13.6,I
Harvested irrigated permanent crop area: Bananas,Cuba,2017,18.5,I
Harvested irrigated permanent crop area: Bananas,Cuba,2018,18.5,I
Harvested irrigated permanent crop area: Citrus,Cuba,2017,18.8,I
Harvested irrigated permanent crop area: Citrus,Cuba,2018,18.8,I
Harvested irrigated temporary crop area: Tobacco,Cuba,2017,16.1,I
Harvested irrigated temporary crop area: Tobacco,Cuba,2018,16.1,I
Harvested irrigated temporary crop area: Soybeans,Cuba,2017,3.5,I
Harvested irrigated temporary crop area: Soybeans,Cuba,2018,3.5,I
Harvested irrigated permanent crop area: Other crops,Cuba,2017,1.3,I
Harvested irrigated permanent crop area: Other crops,Cuba,2018,1.3,I
Harvested irrigated temporary crop area: Wheat,Cyprus,1997,0.488,I
Harvested irrigated temporary crop area: Wheat,Cyprus,2002,0.5813333333,I
Harvested irrigated temporary crop area: Wheat,Cyprus,2007,0.6,I
Harvested irrigated temporary crop area: Wheat,Cyprus,2012,0.6,I
Harvested irrigated temporary crop area: Wheat,Cyprus,2017,0.6,I
Harvested irrigated temporary crop area: Wheat,Cyprus,2018,0.6,I
Harvested irrigated temporary crop area: Barley,Cyprus,1997,2.4,I
Harvested irrigated temporary crop area: Barley,Cyprus,2002,2.4,I
Harvested irrigated temporary crop area: Barley,Cyprus,2007,2.4,I
Harvested irrigated temporary crop area: Barley,Cyprus,2012,2.4,I
Harvested irrigated temporary crop area: Barley,Cyprus,2017,2.4,I
Harvested irrigated temporary crop area: Barley,Cyprus,2018,2.4,I
Harvested irrigated temporary crop area: Maize,Cyprus,2007,0.02,I
Harvested irrigated temporary crop area: Maize,Cyprus,2012,0.02,I
Harvested irrigated temporary crop area: Maize,Cyprus,2017,0.02,I
Harvested irrigated temporary crop area: Maize,Cyprus,2018,0.02,I
Harvested irrigated temporary crop area: Other cereals,Cyprus,1997,0.5911428571,I
Harvested irrigated temporary crop area: Other cereals,Cyprus,2002,1.5497142857,I
Harvested irrigated temporary crop area: Other cereals,Cyprus,2007,2.5082857143,I
Harvested irrigated temporary crop area: Other cereals,Cyprus,2012,2.7,I
Harvested irrigated temporary crop area: Other cereals,Cyprus,2017,2.7,I
Harvested irrigated temporary crop area: Other cereals,Cyprus,2018,2.7,I
Harvested irrigated temporary crop area: Potatoes,Cyprus,2007,5.51,I
Harvested irrigated temporary crop area: Potatoes,Cyprus,2012,5.51,I
Harvested irrigated temporary crop area: Potatoes,Cyprus,2017,5.51,I
Harvested irrigated temporary crop area: Potatoes,Cyprus,2018,5.51,I
Harvested irrigated temporary crop area: Other roots and tubers,Cyprus,1997,7.4792857143,I
Harvested irrigated temporary crop area: Other roots and tubers,Cyprus,2002,7.2614285714,I
Harvested irrigated temporary crop area: Other roots and tubers,Cyprus,2007,7.0435714286,I
Harvested irrigated temporary crop area: Other roots and tubers,Cyprus,2012,7.0,I
Harvested irrigated temporary crop area: Other roots and tubers,Cyprus,2017,7.0,I
Harvested irrigated temporary crop area: Other roots and tubers,Cyprus,2018,7.0,I
Harvested irrigated temporary crop area: Sugar beet,Cyprus,2007,0.0,I
Harvested irrigated temporary crop area: Sugar beet,Cyprus,2012,0.0,I
Harvested irrigated temporary crop area: Sugar beet,Cyprus,2017,0.0,I
Harvested irrigated temporary crop area: Sugar beet,Cyprus,2018,0.0,I
Harvested irrigated temporary crop area: Leguminous crops,Cyprus,1997,1.1021428571,I
Harvested irrigated temporary crop area: Leguminous crops,Cyprus,2002,1.0557142857,I
Harvested irrigated temporary crop area: Leguminous crops,Cyprus,2007,1.0092857143,I
Harvested irrigated temporary crop area: Leguminous crops,Cyprus,2012,1.0,I
Harvested irrigated temporary crop area: Leguminous crops,Cyprus,2017,1.0,I
Harvested irrigated temporary crop area: Leguminous crops,Cyprus,2018,1.0,I
Harvested irrigated temporary crop area: Vegetables,Cyprus,1997,4.0237142857,I
Harvested irrigated temporary crop area: Vegetables,Cyprus,2002,4.8765714286,I
Harvested irrigated temporary crop area: Vegetables,Cyprus,2007,5.7294285714,I
Harvested irrigated temporary crop area: Vegetables,Cyprus,2012,5.9,I
Harvested irrigated temporary crop area: Vegetables,Cyprus,2017,5.9,I
Harvested irrigated temporary crop area: Vegetables,Cyprus,2018,5.9,I
Harvested irrigated permanent crop area: Citrus,Cyprus,2007,4.86,I
Harvested irrigated permanent crop area: Citrus,Cyprus,2012,4.86,I
Harvested irrigated permanent crop area: Citrus,Cyprus,2017,4.86,I
Harvested irrigated permanent crop area: Citrus,Cyprus,2018,4.86,I
Harvested irrigated temporary crop area: Fodder,Cyprus,2007,1.42,I
Harvested irrigated temporary crop area: Fodder,Cyprus,2012,1.42,I
Harvested irrigated temporary crop area: Fodder,Cyprus,2017,1.42,I
Harvested irrigated temporary crop area: Fodder,Cyprus,2018,1.42,I
Harvested irrigated permanent crop area: Oil palm,Cyprus,1997,0.606,I
Harvested irrigated permanent crop area: Oil palm,Cyprus,2002,0.606,I
Harvested irrigated permanent crop area: Oil palm,Cyprus,2007,0.606,I
Harvested irrigated permanent crop area: Oil palm,Cyprus,2012,0.606,I
Harvested irrigated permanent crop area: Oil palm,Cyprus,2017,0.606,I
Harvested irrigated permanent crop area: Oil palm,Cyprus,2018,0.606,I
Harvested irrigated temporary crop area: Soybeans,Cyprus,2007,0.0,I
Harvested irrigated temporary crop area: Soybeans,Cyprus,2012,0.0,I
Harvested irrigated temporary crop area: Soybeans,Cyprus,2017,0.0,I
Harvested irrigated temporary crop area: Soybeans,Cyprus,2018,0.0,I
Harvested irrigated temporary crop area: Sunflower,Cyprus,2007,0.0,I
Harvested irrigated temporary crop area: Sunflower,Cyprus,2012,0.0,I
Harvested irrigated temporary crop area: Sunflower,Cyprus,2017,0.0,I
Harvested irrigated temporary crop area: Sunflower,Cyprus,2018,0.0,I
Harvested irrigated temporary crop area: Flowers,Cyprus,1997,0.065,I
Harvested irrigated temporary crop area: Flowers,Cyprus,2002,0.065,I
Harvested irrigated temporary crop area: Flowers,Cyprus,2007,0.065,I
Harvested irrigated temporary crop area: Flowers,Cyprus,2012,0.065,I
Harvested irrigated temporary crop area: Flowers,Cyprus,2017,0.065,I
Harvested irrigated temporary crop area: Flowers,Cyprus,2018,0.065,I
Harvested irrigated temporary crop area: Other crops,Cyprus,1997,2.267,I
Harvested irrigated temporary crop area: Other crops,Cyprus,2002,2.267,I
Harvested irrigated temporary crop area: Other crops,Cyprus,2007,2.267,I
Harvested irrigated temporary crop area: Other crops,Cyprus,2012,2.267,I
Harvested irrigated temporary crop area: Other crops,Cyprus,2017,2.267,I
Harvested irrigated temporary crop area: Other crops,Cyprus,2018,2.267,I
Harvested irrigated permanent crop area: Other crops,Cyprus,1997,12.3533333333,I
Harvested irrigated permanent crop area: Other crops,Cyprus,2002,6.2922222222,I
Harvested irrigated permanent crop area: Other crops,Cyprus,2007,12.776,I
Harvested irrigated permanent crop area: Other crops,Cyprus,2012,14.7,I
Harvested irrigated permanent crop area: Other crops,Cyprus,2017,14.7,I
Harvested irrigated permanent crop area: Other crops,Cyprus,2018,14.7,I
Harvested irrigated temporary crop area: Potatoes,Czechia,2012,2.8,I
Harvested irrigated temporary crop area: Potatoes,Czechia,2017,2.8,I
Harvested irrigated temporary crop area: Potatoes,Czechia,2018,2.8,I
Harvested irrigated temporary crop area: Sugar beet,Czechia,2012,4.5,I
Harvested irrigated temporary crop area: Sugar beet,Czechia,2017,4.5,I
Harvested irrigated temporary crop area: Sugar beet,Czechia,2018,4.5,I
Harvested irrigated temporary crop area: Vegetables,Czechia,2012,3.3,I
Harvested irrigated temporary crop area: Vegetables,Czechia,2017,3.3,I
Harvested irrigated temporary crop area: Vegetables,Czechia,2018,3.3,I
Harvested irrigated permanent crop area: Other crops,Czechia,2012,9.3,I
Harvested irrigated permanent crop area: Other crops,Czechia,2017,9.3,I
Harvested irrigated permanent crop area: Other crops,Czechia,2018,9.3,I
Harvested irrigated temporary crop area: Rice,Côte d’Ivoire,1997,2.1464285714,I
Harvested irrigated temporary crop area: Rice,Côte d’Ivoire,2002,2.8071428571,I
Harvested irrigated temporary crop area: Rice,Côte d’Ivoire,2007,3.4678571429,I
Harvested irrigated temporary crop area: Rice,Côte d’Ivoire,2012,3.6,I
Harvested irrigated temporary crop area: Rice,Côte d’Ivoire,2017,3.6,I
Harvested irrigated temporary crop area: Rice,Côte d’Ivoire,2018,3.6,I
Harvested irrigated temporary crop area: Sugarcane,Côte d’Ivoire,1997,17.1784615385,I
Harvested irrigated temporary crop area: Sugarcane,Côte d’Ivoire,2002,14.8246153846,I
Harvested irrigated temporary crop area: Sugarcane,Côte d’Ivoire,2007,12.4707692308,I
Harvested irrigated temporary crop area: Sugarcane,Côte d’Ivoire,2012,12.0,I
Harvested irrigated temporary crop area: Sugarcane,Côte d’Ivoire,2017,12.0,I
Harvested irrigated temporary crop area: Sugarcane,Côte d’Ivoire,2018,12.0,I
Harvested irrigated temporary crop area: Vegetables,Côte d’Ivoire,2012,3.6,I
Harvested irrigated temporary crop area: Vegetables,Côte d’Ivoire,2017,3.6,I
Harvested irrigated temporary crop area: Vegetables,Côte d’Ivoire,2018,3.6,I
Harvested irrigated permanent crop area: Bananas,Côte d’Ivoire,2012,13.3,I
Harvested irrigated permanent crop area: Bananas,Côte d’Ivoire,2017,13.3,I
Harvested irrigated permanent crop area: Bananas,Côte d’Ivoire,2018,13.3,I
Harvested irrigated temporary crop area: Other crops,Côte d’Ivoire,1997,21.57,I
Harvested irrigated temporary crop area: Other crops,Côte d’Ivoire,2002,21.57,I
Harvested irrigated temporary crop area: Other crops,Côte d’Ivoire,2007,21.57,I
Harvested irrigated temporary crop area: Other crops,Côte d’Ivoire,2012,21.57,I
Harvested irrigated temporary crop area: Other crops,Côte d’Ivoire,2017,21.57,I
Harvested irrigated temporary crop area: Other crops,Côte d’Ivoire,2018,21.57,I
Harvested irrigated temporary crop area: Wheat,Democratic People's Republic of Korea,1997,74.0,I
Harvested irrigated temporary crop area: Wheat,Democratic People's Republic of Korea,2002,74.0,I
Harvested irrigated temporary crop area: Wheat,Democratic People's Republic of Korea,2007,74.0,I
Harvested irrigated temporary crop area: Wheat,Democratic People's Republic of Korea,2012,74.0,I
Harvested irrigated temporary crop area: Wheat,Democratic People's Republic of Korea,2017,74.0,I
Harvested irrigated temporary crop area: Wheat,Democratic People's Republic of Korea,2018,74.0,I
Harvested irrigated temporary crop area: Rice,Democratic People's Republic of Korea,1997,470.0,I
Harvested irrigated temporary crop area: Rice,Democratic People's Republic of Korea,2002,470.0,I
Harvested irrigated temporary crop area: Rice,Democratic People's Republic of Korea,2007,470.0,I
Harvested irrigated temporary crop area: Rice,Democratic People's Republic of Korea,2012,470.0,I
Harvested irrigated temporary crop area: Rice,Democratic People's Republic of Korea,2017,470.0,I
Harvested irrigated temporary crop area: Rice,Democratic People's Republic of Korea,2018,470.0,I
Harvested irrigated temporary crop area: Other cereals,Democratic People's Republic of Korea,1997,331.0,I
Harvested irrigated temporary crop area: Other cereals,Democratic People's Republic of Korea,2002,331.0,I
Harvested irrigated temporary crop area: Other cereals,Democratic People's Republic of Korea,2007,331.0,I
Harvested irrigated temporary crop area: Other cereals,Democratic People's Republic of Korea,2012,331.0,I
Harvested irrigated temporary crop area: Other cereals,Democratic People's Republic of Korea,2017,331.0,I
Harvested irrigated temporary crop area: Other cereals,Democratic People's Republic of Korea,2018,331.0,I
Harvested irrigated temporary crop area: Potatoes,Democratic People's Republic of Korea,1997,86.0,I
Harvested irrigated temporary crop area: Potatoes,Democratic People's Republic of Korea,2002,86.0,I
Harvested irrigated temporary crop area: Potatoes,Democratic People's Republic of Korea,2007,86.0,I
Harvested irrigated temporary crop area: Potatoes,Democratic People's Republic of Korea,2012,86.0,I
Harvested irrigated temporary crop area: Potatoes,Democratic People's Republic of Korea,2017,86.0,I
Harvested irrigated temporary crop area: Potatoes,Democratic People's Republic of Korea,2018,86.0,I
Harvested irrigated temporary crop area: Sweet potatoes,Democratic People's Republic of Korea,1997,19.0,I
Harvested irrigated temporary crop area: Sweet potatoes,Democratic People's Republic of Korea,2002,19.0,I
Harvested irrigated temporary crop area: Sweet potatoes,Democratic People's Republic of Korea,2007,19.0,I
Harvested irrigated temporary crop area: Sweet potatoes,Democratic People's Republic of Korea,2012,19.0,I
Harvested irrigated temporary crop area: Sweet potatoes,Democratic People's Republic of Korea,2017,19.0,I
Harvested irrigated temporary crop area: Sweet potatoes,Democratic People's Republic of Korea,2018,19.0,I
Harvested irrigated temporary crop area: Leguminous crops,Democratic People's Republic of Korea,1997,84.0,I
Harvested irrigated temporary crop area: Leguminous crops,Democratic People's Republic of Korea,2002,84.0,I
Harvested irrigated temporary crop area: Leguminous crops,Democratic People's Republic of Korea,2007,84.0,I
Harvested irrigated temporary crop area: Leguminous crops,Democratic People's Republic of Korea,2012,84.0,I
Harvested irrigated temporary crop area: Leguminous crops,Democratic People's Republic of Korea,2017,84.0,I
Harvested irrigated temporary crop area: Leguminous crops,Democratic People's Republic of Korea,2018,84.0,I
Harvested irrigated temporary crop area: Vegetables,Democratic People's Republic of Korea,1997,147.0,I
Harvested irrigated temporary crop area: Vegetables,Democratic People's Republic of Korea,2002,147.0,I
Harvested irrigated temporary crop area: Vegetables,Democratic People's Republic of Korea,2007,147.0,I
Harvested irrigated temporary crop area: Vegetables,Democratic People's Republic of Korea,2012,147.0,I
