,,Year,Value,Symbol
Treated municipal wastewater discharged (secondary water),Israel,2002,0.0535,I
Treated municipal wastewater discharged (secondary water),Israel,2007,0.032,I
Treated municipal wastewater discharged (secondary water),Israel,2012,0.032,I
Treated municipal wastewater discharged (secondary water),Israel,2017,0.032,I
Treated municipal wastewater discharged (secondary water),Israel,2018,0.032,I
Desalinated water produced,Italy,1997,0.0973,I
Desalinated water produced,Italy,2002,0.0973,I
Desalinated water produced,Italy,2007,0.0973,I
Desalinated water produced,Italy,2012,0.0973,I
Desalinated water produced,Italy,2017,0.0973,I
Desalinated water produced,Italy,2018,0.0973,I
Direct use of treated municipal wastewater,Italy,2002,0.139,I
Direct use of treated municipal wastewater,Italy,2007,0.045,I
Direct use of treated municipal wastewater,Italy,2012,0.045,I
Direct use of treated municipal wastewater,Italy,2017,0.045,I
Direct use of treated municipal wastewater,Italy,2018,0.045,I
Produced municipal wastewater,Italy,2002,2.4,OF
Produced municipal wastewater,Italy,2012,3.926,I
Produced municipal wastewater,Italy,2017,3.926,I
Produced municipal wastewater,Italy,2018,3.926,I
Not treated municipal wastewater,Italy,2007,0.024,OF
Not treated municipal wastewater,Italy,2012,0.024,I
Not treated municipal wastewater,Italy,2017,0.024,I
Not treated municipal wastewater,Italy,2018,0.024,I
Treated municipal wastewater,Italy,1997,2.0672666667,I
Treated municipal wastewater,Italy,2002,2.8296,I
Treated municipal wastewater,Italy,2012,3.902,I
Treated municipal wastewater,Italy,2017,3.902,I
Treated municipal wastewater,Italy,2018,3.902,I
Desalinated water produced,Jamaica,1997,0.0005,I
Desalinated water produced,Jamaica,2002,0.0005,I
Desalinated water produced,Jamaica,2007,0.0005,E
Desalinated water produced,Jamaica,2012,0.0005,I
Desalinated water produced,Jamaica,2017,0.0005,I
Desalinated water produced,Jamaica,2018,0.0005,I
Desalinated water produced,Japan,1997,0.04,I
Desalinated water produced,Japan,2002,0.04,I
Desalinated water produced,Japan,2007,0.04,E
Desalinated water produced,Japan,2012,0.04,I
Desalinated water produced,Japan,2017,0.04,I
Desalinated water produced,Japan,2018,0.04,I
Direct use of treated municipal wastewater,Japan,2002,0.165,I
Direct use of treated municipal wastewater,Japan,2007,0.191,I
Direct use of treated municipal wastewater,Japan,2012,0.195,I
Direct use of treated municipal wastewater,Japan,2017,0.195,I
Direct use of treated municipal wastewater,Japan,2018,0.195,I
Produced municipal wastewater,Japan,2007,14.9766666667,I
Produced municipal wastewater,Japan,2012,16.93,I
Produced municipal wastewater,Japan,2017,16.93,I
Produced municipal wastewater,Japan,2018,16.93,I
Collected municipal wastewater,Japan,2007,10.4466666667,I
Collected municipal wastewater,Japan,2012,12.02,I
Collected municipal wastewater,Japan,2017,12.02,I
Collected municipal wastewater,Japan,2018,12.02,I
Not treated municipal wastewater,Japan,2007,5.9713333333,I
Not treated municipal wastewater,Japan,2012,5.37,I
Not treated municipal wastewater,Japan,2017,5.37,I
Not treated municipal wastewater,Japan,2018,5.37,I
Treated municipal wastewater,Japan,2007,9.0053333333,I
Treated municipal wastewater,Japan,2012,11.56,I
Treated municipal wastewater,Japan,2017,11.56,I
Treated municipal wastewater,Japan,2018,11.56,I
Treated municipal wastewater discharged (secondary water),Japan,2007,8.8153333333,I
Treated municipal wastewater discharged (secondary water),Japan,2012,11.37,I
Treated municipal wastewater discharged (secondary water),Japan,2017,11.37,I
Treated municipal wastewater discharged (secondary water),Japan,2018,11.37,I
Desalinated water produced,Jordan,1997,0.0046,I
Desalinated water produced,Jordan,2002,0.00785,I
Desalinated water produced,Jordan,2007,0.0371777778,I
Desalinated water produced,Jordan,2012,0.1056222222,I
Desalinated water produced,Jordan,2017,0.1363,I
Desalinated water produced,Jordan,2018,0.1363,I
Direct use of treated municipal wastewater,Jordan,1997,0.05,OF
Direct use of treated municipal wastewater,Jordan,2002,0.0564857143,I
Direct use of treated municipal wastewater,Jordan,2007,0.03545,I
Direct use of treated municipal wastewater,Jordan,2012,0.0144142857,I
Direct use of treated municipal wastewater,Jordan,2017,0.0042,I
Direct use of treated municipal wastewater,Jordan,2018,0.0042,I
Produced municipal wastewater,Jordan,2002,0.18,OF
Produced municipal wastewater,Jordan,2007,0.18,I
Produced municipal wastewater,Jordan,2012,0.18,I
Produced municipal wastewater,Jordan,2017,0.18,I
Produced municipal wastewater,Jordan,2018,0.18,I
Collected municipal wastewater,Jordan,2002,0.085,OF
Collected municipal wastewater,Jordan,2007,0.1095,I
Collected municipal wastewater,Jordan,2012,0.115,OF
Collected municipal wastewater,Jordan,2017,0.115,I
Collected municipal wastewater,Jordan,2018,0.115,I
Not treated municipal wastewater,Jordan,2007,0.105,I
Not treated municipal wastewater,Jordan,2012,0.105,I
Not treated municipal wastewater,Jordan,2017,0.105,I
Not treated municipal wastewater,Jordan,2018,0.105,I
Treated municipal wastewater,Jordan,1997,0.069,I
Treated municipal wastewater,Jordan,2002,0.075,OF
Treated municipal wastewater,Jordan,2007,0.098,OF
Treated municipal wastewater,Jordan,2012,0.113,OF
Treated municipal wastewater,Jordan,2017,0.1467,I
Treated municipal wastewater,Jordan,2018,0.1467,I
Treated municipal wastewater discharged (secondary water),Jordan,2002,0.0071,I
Treated municipal wastewater discharged (secondary water),Jordan,2007,0.0071,I
Treated municipal wastewater discharged (secondary water),Jordan,2012,0.0071,I
Treated municipal wastewater discharged (secondary water),Jordan,2017,0.0071,I
Treated municipal wastewater discharged (secondary water),Jordan,2018,0.0071,I
Desalinated water produced,Kazakhstan,1997,1.328,I
Desalinated water produced,Kazakhstan,2002,0.64,OF
Desalinated water produced,Kazakhstan,2007,0.64,E
Desalinated water produced,Kazakhstan,2012,0.9665,I
Direct use of treated municipal wastewater,Kazakhstan,2002,0.15,OF
Direct use of treated municipal wastewater,Kazakhstan,2007,0.1775,I
Produced municipal wastewater,Kazakhstan,2012,0.33,I
Produced municipal wastewater,Kazakhstan,2017,0.33,I
Produced municipal wastewater,Kazakhstan,2018,0.33,I
Produced municipal wastewater,Kenya,2017,0.0805,I
Produced municipal wastewater,Kenya,2018,0.0805,I
Treated municipal wastewater,Kenya,2017,0.0424,I
Treated municipal wastewater,Kenya,2018,0.0424,I
Desalinated water produced,Kuwait,1997,0.3150888889,I
Desalinated water produced,Kuwait,2007,0.4202,I
Desalinated water produced,Kuwait,2012,0.4202,I
Desalinated water produced,Kuwait,2017,0.4202,I
Desalinated water produced,Kuwait,2018,0.4202,I
Direct use of treated municipal wastewater,Kuwait,1997,0.073,I
Direct use of treated municipal wastewater,Kuwait,2002,0.078,OF
Direct use of treated municipal wastewater,Kuwait,2007,0.078,I
Direct use of treated municipal wastewater,Kuwait,2012,0.078,I
Direct use of treated municipal wastewater,Kuwait,2017,0.078,I
Direct use of treated municipal wastewater,Kuwait,2018,0.078,I
Produced municipal wastewater,Kuwait,1997,0.179,OF
Produced municipal wastewater,Kuwait,2002,0.2331666667,I
Produced municipal wastewater,Kuwait,2007,0.252,I
Produced municipal wastewater,Kuwait,2012,0.292,I
Produced municipal wastewater,Kuwait,2017,0.292,I
Produced municipal wastewater,Kuwait,2018,0.292,I
Collected municipal wastewater,Kuwait,1997,0.136625,I
Collected municipal wastewater,Kuwait,2002,0.166,I
Collected municipal wastewater,Kuwait,2007,0.195375,I
Collected municipal wastewater,Kuwait,2012,0.283,OF
Collected municipal wastewater,Kuwait,2017,0.319,I
Collected municipal wastewater,Kuwait,2018,0.319,I
Not treated municipal wastewater,Kuwait,2002,0.076,I
Not treated municipal wastewater,Kuwait,2007,0.076,I
Not treated municipal wastewater,Kuwait,2012,0.076,I
Not treated municipal wastewater,Kuwait,2017,0.076,I
Not treated municipal wastewater,Kuwait,2018,0.076,I
Treated municipal wastewater,Kuwait,1997,0.103,OF
Treated municipal wastewater,Kuwait,2002,0.152,OF
Treated municipal wastewater,Kuwait,2007,0.2264,I
Treated municipal wastewater,Kuwait,2012,0.219,OF
Treated municipal wastewater,Kuwait,2017,0.289,I
Treated municipal wastewater,Kuwait,2018,0.289,I
Treated municipal wastewater discharged (secondary water),Kuwait,1997,0.059625,I
Treated municipal wastewater discharged (secondary water),Kuwait,2007,0.074,I
Treated municipal wastewater discharged (secondary water),Kuwait,2012,0.074,I
Treated municipal wastewater discharged (secondary water),Kuwait,2017,0.074,I
Treated municipal wastewater discharged (secondary water),Kuwait,2018,0.074,I
Direct use of treated municipal wastewater,Kyrgyzstan,1997,0.0001,I
Direct use of treated municipal wastewater,Kyrgyzstan,2002,0.0001,I
Direct use of treated municipal wastewater,Kyrgyzstan,2007,0.0001,I
Direct use of treated municipal wastewater,Kyrgyzstan,2012,0.0001,I
Direct use of treated municipal wastewater,Kyrgyzstan,2017,0.0001,I
Direct use of treated municipal wastewater,Kyrgyzstan,2018,0.0001,I
Produced municipal wastewater,Kyrgyzstan,2007,0.042,I
Produced municipal wastewater,Kyrgyzstan,2012,0.0658,I
Produced municipal wastewater,Kyrgyzstan,2017,0.0658,I
Produced municipal wastewater,Kyrgyzstan,2018,0.0658,I
Treated municipal wastewater,Kyrgyzstan,1997,0.0002,I
Treated municipal wastewater,Kyrgyzstan,2002,0.0002,I
Treated municipal wastewater,Kyrgyzstan,2007,0.0002,I
Treated municipal wastewater,Kyrgyzstan,2012,0.0002,I
Treated municipal wastewater,Kyrgyzstan,2017,0.0002,I
Treated municipal wastewater,Kyrgyzstan,2018,0.0002,I
Treated municipal wastewater discharged (secondary water),Kyrgyzstan,1997,0.0001,I
Treated municipal wastewater discharged (secondary water),Kyrgyzstan,2002,0.0001,I
Treated municipal wastewater discharged (secondary water),Kyrgyzstan,2007,0.0001,I
Treated municipal wastewater discharged (secondary water),Kyrgyzstan,2012,0.0001,I
Treated municipal wastewater discharged (secondary water),Kyrgyzstan,2017,0.0001,I
Treated municipal wastewater discharged (secondary water),Kyrgyzstan,2018,0.0001,I
Produced municipal wastewater,Lao People's Democratic Republic,2012,0.0836,I
Produced municipal wastewater,Lao People's Democratic Republic,2017,0.0836,I
Produced municipal wastewater,Lao People's Democratic Republic,2018,0.0836,I
Collected municipal wastewater,Lao People's Democratic Republic,2002,0.546,I
Collected municipal wastewater,Lao People's Democratic Republic,2007,0.546,I
Collected municipal wastewater,Lao People's Democratic Republic,2012,0.546,I
Collected municipal wastewater,Lao People's Democratic Republic,2017,0.546,I
Collected municipal wastewater,Lao People's Democratic Republic,2018,0.546,I
Treated municipal wastewater,Lao People's Democratic Republic,1997,0.0,I
Treated municipal wastewater,Lao People's Democratic Republic,2002,0.0,I
Treated municipal wastewater,Lao People's Democratic Republic,2007,0.0,I
Treated municipal wastewater,Lao People's Democratic Republic,2012,0.0,I
Treated municipal wastewater,Lao People's Democratic Republic,2017,0.0,I
Treated municipal wastewater,Lao People's Democratic Republic,2018,0.0,I
Direct use of treated municipal wastewater,Latvia,1997,0.01184,I
Direct use of treated municipal wastewater,Latvia,2002,0.0119066667,I
Direct use of treated municipal wastewater,Latvia,2007,0.0119733333,I
Produced municipal wastewater,Latvia,1997,0.2176,I
Produced municipal wastewater,Latvia,2007,0.21,OF
Produced municipal wastewater,Latvia,2012,0.234,OF
Produced municipal wastewater,Latvia,2017,0.1764,OF
Not treated municipal wastewater,Latvia,1997,0.13888,I
Not treated municipal wastewater,Latvia,2002,0.1218466667,I
Not treated municipal wastewater,Latvia,2007,0.1048133333,I
Not treated municipal wastewater,Latvia,2012,0.098,I
Not treated municipal wastewater,Latvia,2017,0.098,I
Not treated municipal wastewater,Latvia,2018,0.098,I
Treated municipal wastewater,Latvia,1997,0.07896,I
Treated municipal wastewater,Latvia,2002,0.0993933333,I
Treated municipal wastewater,Latvia,2007,0.1198266667,I
Treated municipal wastewater,Latvia,2012,0.12752,I
Treated municipal wastewater discharged (secondary water),Latvia,1997,0.06712,I
Treated municipal wastewater discharged (secondary water),Latvia,2002,0.0874866667,I
Treated municipal wastewater discharged (secondary water),Latvia,2007,0.1078533333,I
Treated municipal wastewater discharged (secondary water),Latvia,2012,0.116,I
Treated municipal wastewater discharged (secondary water),Latvia,2017,0.116,I
Treated municipal wastewater discharged (secondary water),Latvia,2018,0.116,I
Desalinated water produced,Lebanon,2007,0.0473,I
Desalinated water produced,Lebanon,2012,0.0473,I
Desalinated water produced,Lebanon,2017,0.0473,I
Desalinated water produced,Lebanon,2018,0.0473,I
Direct use of treated municipal wastewater,Lebanon,1997,0.002,I
Direct use of treated municipal wastewater,Lebanon,2002,0.002,I
Direct use of treated municipal wastewater,Lebanon,2007,0.002,I
Direct use of treated municipal wastewater,Lebanon,2012,0.002,I
Direct use of treated municipal wastewater,Lebanon,2017,0.002,I
Direct use of treated municipal wastewater,Lebanon,2018,0.002,I
Produced municipal wastewater,Lebanon,1997,0.2154,I
Produced municipal wastewater,Lebanon,2002,0.249,I
Produced municipal wastewater,Lebanon,2007,0.2751428571,I
Produced municipal wastewater,Lebanon,2012,0.31,I
Produced municipal wastewater,Lebanon,2017,0.31,I
Produced municipal wastewater,Lebanon,2018,0.31,I
Collected municipal wastewater,Lebanon,2002,0.085,I
Collected municipal wastewater,Lebanon,2007,0.1086,I
Collected municipal wastewater,Lebanon,2012,0.103,I
Collected municipal wastewater,Lebanon,2017,0.103,I
Collected municipal wastewater,Lebanon,2018,0.103,I
Not treated municipal wastewater,Lebanon,1997,0.1802,I
Not treated municipal wastewater,Lebanon,2002,0.193,I
Not treated municipal wastewater,Lebanon,2007,0.193,I
Not treated municipal wastewater,Lebanon,2012,0.193,I
Not treated municipal wastewater,Lebanon,2017,0.193,I
Not treated municipal wastewater,Lebanon,2018,0.193,I
Treated municipal wastewater,Lebanon,1997,0.0144,I
Treated municipal wastewater,Lebanon,2002,0.056,I
Treated municipal wastewater,Lebanon,2007,0.056,I
Treated municipal wastewater,Lebanon,2012,0.056,I
Treated municipal wastewater,Lebanon,2017,0.056,I
Treated municipal wastewater,Lebanon,2018,0.056,I
Treated municipal wastewater discharged (secondary water),Lebanon,1997,0.002,I
Treated municipal wastewater discharged (secondary water),Lebanon,2002,0.002,I
Treated municipal wastewater discharged (secondary water),Lebanon,2007,0.002,I
Treated municipal wastewater discharged (secondary water),Lebanon,2012,0.002,I
Treated municipal wastewater discharged (secondary water),Lebanon,2017,0.002,I
Treated municipal wastewater discharged (secondary water),Lebanon,2018,0.002,I
Desalinated water produced,Libya,2002,0.0296,I
Desalinated water produced,Libya,2007,0.0535714286,I
Desalinated water produced,Libya,2012,0.07,OF
Desalinated water produced,Libya,2017,0.07,I
Desalinated water produced,Libya,2018,0.07,I
Produced municipal wastewater,Libya,2002,0.5363076923,I
Produced municipal wastewater,Libya,2007,0.5201538462,I
Produced municipal wastewater,Libya,2012,0.504,
Produced municipal wastewater,Libya,2017,0.504,I
Produced municipal wastewater,Libya,2018,0.504,I
Collected municipal wastewater,Libya,2012,0.167,I
Collected municipal wastewater,Libya,2017,0.167,I
Collected municipal wastewater,Libya,2018,0.167,I
Not treated municipal wastewater,Libya,2002,0.506,I
Not treated municipal wastewater,Libya,2007,0.506,I
Not treated municipal wastewater,Libya,2012,0.506,I
Not treated municipal wastewater,Libya,2017,0.506,I
Not treated municipal wastewater,Libya,2018,0.506,I
Treated municipal wastewater,Libya,2002,0.04,I
Treated municipal wastewater,Libya,2007,0.04,I
Treated municipal wastewater,Libya,2012,0.04,I
Treated municipal wastewater,Libya,2017,0.04,I
Treated municipal wastewater,Libya,2018,0.04,I
Treated municipal wastewater,Liechtenstein,2017,0.0105,OF
Treated municipal wastewater,Liechtenstein,2018,0.0105,I
Direct use of treated municipal wastewater,Lithuania,1997,0.0048285714,I
Direct use of treated municipal wastewater,Lithuania,2002,0.0049,I
Direct use of treated municipal wastewater,Lithuania,2007,0.0049714286,I
Produced municipal wastewater,Lithuania,2017,0.2466,OF
Collected municipal wastewater,Lithuania,2017,0.2288,OF
Treated municipal wastewater,Lithuania,1997,0.0850571429,I
Treated municipal wastewater,Lithuania,2002,0.10295,I
Treated municipal wastewater,Lithuania,2007,0.1208428571,I
Treated municipal wastewater,Lithuania,2012,0.14372,I
Treated municipal wastewater,Lithuania,2017,0.1901,OF
Treated municipal wastewater discharged (secondary water),Lithuania,1997,0.0802285714,I
Treated municipal wastewater discharged (secondary water),Lithuania,2002,0.09805,I
Treated municipal wastewater discharged (secondary water),Lithuania,2007,0.1158714286,I
Treated municipal wastewater discharged (secondary water),Lithuania,2012,0.123,I
Treated municipal wastewater discharged (secondary water),Lithuania,2017,0.123,I
Treated municipal wastewater discharged (secondary water),Lithuania,2018,0.123,I
Produced municipal wastewater,Luxembourg,1997,0.0208,I
Produced municipal wastewater,Luxembourg,2002,0.0208,I
Produced municipal wastewater,Luxembourg,2007,0.0208,I
Produced municipal wastewater,Luxembourg,2012,0.0208,I
Produced municipal wastewater,Luxembourg,2017,0.0208,I
Produced municipal wastewater,Luxembourg,2018,0.0208,I
Collected municipal wastewater,Luxembourg,2007,0.0396666667,I
Collected municipal wastewater,Luxembourg,2012,0.04,I
Collected municipal wastewater,Luxembourg,2017,0.04,I
Collected municipal wastewater,Luxembourg,2018,0.04,I
Treated municipal wastewater,Luxembourg,2007,0.0396666667,I
Treated municipal wastewater,Luxembourg,2012,0.04,I
Treated municipal wastewater,Luxembourg,2017,0.04,I
Treated municipal wastewater,Luxembourg,2018,0.04,I
Treated municipal wastewater discharged (secondary water),Luxembourg,2007,0.0396666667,I
Treated municipal wastewater discharged (secondary water),Luxembourg,2012,0.04,I
Treated municipal wastewater discharged (secondary water),Luxembourg,2017,0.04,I
Treated municipal wastewater discharged (secondary water),Luxembourg,2018,0.04,I
Desalinated water produced,Malaysia,1997,0.0043,I
Desalinated water produced,Malaysia,2002,0.0043,I
Desalinated water produced,Malaysia,2007,0.0043,I
Desalinated water produced,Malaysia,2012,0.0043,I
Desalinated water produced,Malaysia,2017,0.0043,I
Desalinated water produced,Malaysia,2018,0.0043,I
Produced municipal wastewater,Malaysia,2012,4.227,I
Produced municipal wastewater,Malaysia,2017,4.227,I
Produced municipal wastewater,Malaysia,2018,4.227,I
Not treated municipal wastewater,Malaysia,2012,1.624,I
Not treated municipal wastewater,Malaysia,2017,1.624,I
Not treated municipal wastewater,Malaysia,2018,1.624,I
Treated municipal wastewater,Malaysia,2012,2.603,I
Treated municipal wastewater,Malaysia,2017,2.603,I
Treated municipal wastewater,Malaysia,2018,2.603,I
Desalinated water produced,Maldives,1997,0.000775,I
Desalinated water produced,Maldives,2002,0.0012,I
Desalinated water produced,Maldives,2007,0.0012,I
Desalinated water produced,Maldives,2012,0.0085714286,I
Desalinated water produced,Maldives,2017,0.0153,OF
Desalinated water produced,Maldives,2018,0.0153,I
Produced municipal wastewater,Maldives,2002,0.0037,I
Produced municipal wastewater,Maldives,2007,0.0037,I
Produced municipal wastewater,Maldives,2012,0.0037,I
Produced municipal wastewater,Maldives,2017,0.0037,I
Produced municipal wastewater,Maldives,2018,0.0037,I
Produced municipal wastewater,Mali,2012,0.0967,I
Produced municipal wastewater,Mali,2017,0.0967,I
Produced municipal wastewater,Mali,2018,0.0967,I
Desalinated water produced,Malta,1997,0.0245,OF
Desalinated water produced,Malta,2002,0.0179,OF
Desalinated water produced,Malta,2007,0.0189,I
Desalinated water produced,Malta,2012,0.0189,I
Desalinated water produced,Malta,2017,0.0202,OF
Direct use of treated municipal wastewater,Malta,1997,0.0027272727,I
Direct use of treated municipal wastewater,Malta,2002,0.0036363636,I
Direct use of treated municipal wastewater,Malta,2007,0.00313,I
Direct use of treated municipal wastewater,Malta,2012,0.00168,I
Direct use of treated municipal wastewater,Malta,2017,0.0006,OF
Produced municipal wastewater,Malta,2012,0.0212,OF
Treated municipal wastewater,Malta,1997,0.0056952381,I
Treated municipal wastewater,Malta,2002,0.0103142857,I
Treated municipal wastewater,Malta,2007,0.0149333333,I
Treated municipal wastewater,Malta,2012,0.019552381,I
Treated municipal wastewater discharged (secondary water),Malta,1997,0.0,I
Treated municipal wastewater discharged (secondary water),Malta,2002,0.0,I
Treated municipal wastewater discharged (secondary water),Malta,2007,0.0,I
Treated municipal wastewater discharged (secondary water),Malta,2012,0.0,I
Treated municipal wastewater discharged (secondary water),Malta,2017,0.0,I
Treated municipal wastewater discharged (secondary water),Malta,2018,0.0,I
Desalinated water produced,Marshall Islands,1997,0.0007,I
Desalinated water produced,Marshall Islands,2002,0.0007,I
Desalinated water produced,Marshall Islands,2007,0.0007,I
Desalinated water produced,Marshall Islands,2012,0.0007,I
Desalinated water produced,Marshall Islands,2017,0.0007,I
Desalinated water produced,Marshall Islands,2018,0.0007,I
Desalinated water produced,Mauritania,1997,0.002,I
Desalinated water produced,Mauritania,2002,0.002,I
Desalinated water produced,Mauritania,2007,0.002,I
Desalinated water produced,Mauritania,2012,0.002,I
Desalinated water produced,Mauritania,2017,0.002,I
Desalinated water produced,Mauritania,2018,0.002,I
Produced municipal wastewater,Mauritania,2012,0.0214,I
Produced municipal wastewater,Mauritania,2017,0.0214,I
Produced municipal wastewater,Mauritania,2018,0.0214,I
Treated municipal wastewater,Mauritania,2002,0.0007,I
Treated municipal wastewater,Mauritania,2007,0.0007,I
Treated municipal wastewater,Mauritania,2012,0.0007,I
Treated municipal wastewater,Mauritania,2017,0.0007,I
Treated municipal wastewater,Mauritania,2018,0.0007,I
Direct use of treated municipal wastewater,Mauritius,2017,0.006,OF
Treated municipal wastewater,Mauritius,2002,0.0206,OF
Treated municipal wastewater,Mauritius,2007,0.0335,I
Treated municipal wastewater,Mauritius,2012,0.036,OF
Treated municipal wastewater,Mauritius,2017,0.051,I
Treated municipal wastewater,Mauritius,2018,0.051,I
Desalinated water produced,Mexico,1997,0.0307,I
Desalinated water produced,Mexico,2002,0.0191,I
Desalinated water produced,Mexico,2007,0.0191,E
Direct use of treated municipal wastewater,Mexico,2002,0.416,I
Direct use of treated municipal wastewater,Mexico,2007,0.586,I
Direct use of treated municipal wastewater,Mexico,2012,0.7646666667,I
Produced municipal wastewater,Mexico,1997,7.320625,I
Produced municipal wastewater,Mexico,2002,7.355,I
Produced municipal wastewater,Mexico,2007,7.389375,I
Produced municipal wastewater,Mexico,2012,7.359,I
Produced municipal wastewater,Mexico,2017,7.41,OF
Collected municipal wastewater,Mexico,1997,5.764,I
Collected municipal wastewater,Mexico,2002,6.204,I
Collected municipal wastewater,Mexico,2007,6.528,OF
Collected municipal wastewater,Mexico,2012,6.643,I
Not treated municipal wastewater,Mexico,1997,6.336875,I
Not treated municipal wastewater,Mexico,2002,5.615,I
Not treated municipal wastewater,Mexico,2007,4.893125,I
Not treated municipal wastewater,Mexico,2012,4.1485,I
Not treated municipal wastewater,Mexico,2017,3.92,I
Not treated municipal wastewater,Mexico,2018,3.92,I
Treated municipal wastewater,Mexico,1997,1.92,OF
Treated municipal wastewater,Mexico,2002,2.596,OF
Treated municipal wastewater,Mexico,2007,2.48,OF
Treated municipal wastewater,Mexico,2012,3.2105,I
Treated municipal wastewater,Mexico,2017,4.28,OF
Treated municipal wastewater discharged (secondary water),Mexico,2002,1.8873333333,I
Treated municipal wastewater discharged (secondary water),Mexico,2007,2.1215,I
Treated municipal wastewater discharged (secondary water),Mexico,2012,2.277,I
Treated municipal wastewater discharged (secondary water),Mexico,2017,2.277,I
Treated municipal wastewater discharged (secondary water),Mexico,2018,2.277,I
Not treated municipal wastewater discharged (secondary water),Mexico,1997,6.8,I
Not treated municipal wastewater discharged (secondary water),Mexico,2002,6.8,I
Not treated municipal wastewater discharged (secondary water),Mexico,2007,6.8,I
Not treated municipal wastewater discharged (secondary water),Mexico,2012,6.8,I
Not treated municipal wastewater discharged (secondary water),Mexico,2017,6.8,I
Not treated municipal wastewater discharged (secondary water),Mexico,2018,6.8,I
Direct use of not treated municipal wastewater for irrigation purposes,Mexico,2007,4.33,I
Direct use of not treated municipal wastewater for irrigation purposes,Mexico,2012,4.33,I
Direct use of not treated municipal wastewater for irrigation purposes,Mexico,2017,4.33,I
Direct use of not treated municipal wastewater for irrigation purposes,Mexico,2018,4.33,I
Produced municipal wastewater,Monaco,2012,0.008,I
Produced municipal wastewater,Monaco,2017,0.008,I
Produced municipal wastewater,Monaco,2018,0.008,I
Not treated municipal wastewater,Monaco,2012,0.002,I
Not treated municipal wastewater,Monaco,2017,0.002,I
Not treated municipal wastewater,Monaco,2018,0.002,I
Treated municipal wastewater,Monaco,2012,0.006,I
Treated municipal wastewater,Monaco,2017,0.006,I
Treated municipal wastewater,Monaco,2018,0.006,I
Desalinated water produced,Mongolia,2007,0.0,I
Desalinated water produced,Mongolia,2012,0.0,I
Desalinated water produced,Mongolia,2017,0.0,I
Desalinated water produced,Mongolia,2018,0.0,I
Produced municipal wastewater,Mongolia,2007,0.136,I
Produced municipal wastewater,Mongolia,2017,0.146,I
Produced municipal wastewater,Mongolia,2018,0.146,I
Not treated municipal wastewater,Mongolia,2007,0.08,I
Not treated municipal wastewater,Mongolia,2012,0.08,I
Not treated municipal wastewater,Mongolia,2017,0.08,I
Not treated municipal wastewater,Mongolia,2018,0.08,I
Treated municipal wastewater,Mongolia,2002,0.083,OF
Treated municipal wastewater,Mongolia,2007,0.12,I
Treated municipal wastewater,Mongolia,2012,0.12,I
Treated municipal wastewater,Mongolia,2017,0.12,I
Treated municipal wastewater,Mongolia,2018,0.12,I
Not treated municipal wastewater discharged (secondary water),Mongolia,2007,0.08,I
Not treated municipal wastewater discharged (secondary water),Mongolia,2012,0.08,I
Not treated municipal wastewater discharged (secondary water),Mongolia,2017,0.08,I
Not treated municipal wastewater discharged (secondary water),Mongolia,2018,0.08,I
Produced municipal wastewater,Montenegro,2007,0.0343333333,I
Produced municipal wastewater,Montenegro,2012,0.031,I
Produced municipal wastewater,Montenegro,2017,0.031,I
Produced municipal wastewater,Montenegro,2018,0.031,I
Not treated municipal wastewater,Montenegro,2007,0.0216666667,I
Not treated municipal wastewater,Montenegro,2012,0.0221,I
Not treated municipal wastewater,Montenegro,2017,0.0215,I
Not treated municipal wastewater,Montenegro,2018,0.0215,I
Treated municipal wastewater,Montenegro,2007,0.0126666667,I
Treated municipal wastewater,Montenegro,2012,0.0089,I
Treated municipal wastewater,Montenegro,2017,0.0095,I
Treated municipal wastewater,Montenegro,2018,0.0095,I
Desalinated water produced,Morocco,1997,0.00484,I
Desalinated water produced,Morocco,2002,0.003,OF
Desalinated water produced,Morocco,2007,0.0055,I
Desalinated water produced,Morocco,2012,0.007,I
Desalinated water produced,Morocco,2017,0.007,I
Desalinated water produced,Morocco,2018,0.007,I
Direct use of treated municipal wastewater,Morocco,2012,0.07,I
Direct use of treated municipal wastewater,Morocco,2017,0.07,I
Direct use of treated municipal wastewater,Morocco,2018,0.07,I
Produced municipal wastewater,Morocco,1997,0.4054,I
Produced municipal wastewater,Morocco,2002,0.65,OF
Produced municipal wastewater,Morocco,2007,0.6438125,I
Produced municipal wastewater,Morocco,2012,0.7,OF
Produced municipal wastewater,Morocco,2017,0.7,I
Produced municipal wastewater,Morocco,2018,0.7,I
Not treated municipal wastewater,Morocco,2002,0.5042,I
Not treated municipal wastewater,Morocco,2007,0.4897,I
Not treated municipal wastewater,Morocco,2012,0.501,I
Not treated municipal wastewater,Morocco,2017,0.501,I
Not treated municipal wastewater,Morocco,2018,0.501,I
Treated municipal wastewater,Morocco,1997,0.0315,I
Treated municipal wastewater,Morocco,2002,0.064,I
Treated municipal wastewater,Morocco,2007,0.124,I
Treated municipal wastewater,Morocco,2012,0.166,I
Treated municipal wastewater,Morocco,2017,0.166,I
Treated municipal wastewater,Morocco,2018,0.166,I
Not treated municipal wastewater discharged (secondary water),Morocco,2002,0.25,I
Not treated municipal wastewater discharged (secondary water),Morocco,2007,0.25,I
Not treated municipal wastewater discharged (secondary water),Morocco,2012,0.25,I
Not treated municipal wastewater discharged (secondary water),Morocco,2017,0.25,I
