,,Year,Value,Symbol
Produced municipal wastewater,Croatia,2012,0.329,OF
Not treated municipal wastewater,Croatia,2007,0.0711,OF
Not treated municipal wastewater,Croatia,2012,0.0694,OF
Not treated municipal wastewater,Croatia,2017,0.0954,I
Not treated municipal wastewater,Croatia,2018,0.0954,I
Treated municipal wastewater,Croatia,2007,0.14,OF
Treated municipal wastewater discharged (secondary water),Croatia,2012,0.209,I
Treated municipal wastewater discharged (secondary water),Croatia,2017,0.209,I
Treated municipal wastewater discharged (secondary water),Croatia,2018,0.209,I
Not treated municipal wastewater discharged (secondary water),Croatia,2012,0.133,I
Not treated municipal wastewater discharged (secondary water),Croatia,2017,0.133,I
Not treated municipal wastewater discharged (secondary water),Croatia,2018,0.133,I
Desalinated water produced,Cuba,2002,0.0004,I
Desalinated water produced,Cuba,2007,0.0004,I
Desalinated water produced,Cuba,2012,0.0004,I
Desalinated water produced,Cuba,2017,0.0004,I
Desalinated water produced,Cuba,2018,0.0004,I
Produced municipal wastewater,Cuba,1997,0.5651875,I
Produced municipal wastewater,Cuba,2002,0.6705,I
Produced municipal wastewater,Cuba,2007,0.7758125,I
Produced municipal wastewater,Cuba,2012,0.839,I
Produced municipal wastewater,Cuba,2017,0.839,I
Produced municipal wastewater,Cuba,2018,0.839,I
Collected municipal wastewater,Cuba,2007,0.622,OF
Collected municipal wastewater,Cuba,2012,0.725,OF
Collected municipal wastewater,Cuba,2017,0.725,I
Collected municipal wastewater,Cuba,2018,0.725,I
Not treated municipal wastewater,Cuba,1997,0.393,I
Not treated municipal wastewater,Cuba,2002,0.393,I
Not treated municipal wastewater,Cuba,2007,0.393,I
Not treated municipal wastewater,Cuba,2012,0.393,I
Not treated municipal wastewater,Cuba,2017,0.393,I
Not treated municipal wastewater,Cuba,2018,0.393,I
Treated municipal wastewater,Cuba,1997,0.1373846154,I
Treated municipal wastewater,Cuba,2002,0.1846923077,I
Treated municipal wastewater,Cuba,2007,0.232,OF
Treated municipal wastewater,Cuba,2012,0.223,I
Treated municipal wastewater,Cuba,2017,0.223,I
Treated municipal wastewater,Cuba,2018,0.223,I
Desalinated water produced,Cyprus,1997,0.0204285714,I
Desalinated water produced,Cyprus,2002,0.0335,I
Desalinated water produced,Cyprus,2007,0.0335,E
Desalinated water produced,Cyprus,2012,0.0335,I
Direct use of treated municipal wastewater,Cyprus,2002,0.0093333333,I
Direct use of treated municipal wastewater,Cyprus,2007,0.019,OF
Direct use of treated municipal wastewater,Cyprus,2012,0.0173142857,I
Direct use of treated municipal wastewater,Cyprus,2017,0.0154,OF
Not treated municipal wastewater,Cyprus,2007,0.004,I
Not treated municipal wastewater,Cyprus,2012,0.004,I
Not treated municipal wastewater,Cyprus,2017,0.004,I
Not treated municipal wastewater,Cyprus,2018,0.004,I
Treated municipal wastewater,Cyprus,2007,0.02,OF
Treated municipal wastewater,Cyprus,2012,0.02555,I
Treated municipal wastewater,Cyprus,2017,0.0302,OF
Treated municipal wastewater discharged (secondary water),Cyprus,2012,0.0,I
Treated municipal wastewater discharged (secondary water),Cyprus,2017,0.0,I
Treated municipal wastewater discharged (secondary water),Cyprus,2018,0.0,I
Desalinated water produced,Czechia,1997,0.0002,E
Desalinated water produced,Czechia,2002,0.0002,I
Desalinated water produced,Czechia,2007,0.0002,E
Desalinated water produced,Czechia,2012,0.0002,I
Desalinated water produced,Czechia,2017,0.0002,I
Desalinated water produced,Czechia,2018,0.0002,I
Produced municipal wastewater,Czechia,2012,1.196,OF
Collected municipal wastewater,Czechia,2007,0.3408,OF
Collected municipal wastewater,Czechia,2012,0.3238,OF
Treated municipal wastewater,Côte d’Ivoire,1997,0.0001,I
Treated municipal wastewater,Côte d’Ivoire,2002,0.0001,I
Treated municipal wastewater,Côte d’Ivoire,2007,0.0001,I
Treated municipal wastewater,Côte d’Ivoire,2012,0.0001,I
Treated municipal wastewater,Côte d’Ivoire,2017,0.0001,I
Treated municipal wastewater,Côte d’Ivoire,2018,0.0001,I
Desalinated water produced,Denmark,1997,0.015,E
Desalinated water produced,Denmark,2002,0.015,I
Desalinated water produced,Denmark,2007,0.015,E
Desalinated water produced,Denmark,2012,0.015,I
Desalinated water produced,Denmark,2017,0.015,I
Desalinated water produced,Denmark,2018,0.015,I
Desalinated water produced,Djibouti,1997,0.0001,I
Desalinated water produced,Djibouti,2002,0.0001,I
Desalinated water produced,Djibouti,2007,0.0001,I
Desalinated water produced,Djibouti,2012,0.0001,I
Desalinated water produced,Djibouti,2017,0.0001,I
Desalinated water produced,Djibouti,2018,0.0001,I
Direct use of treated municipal wastewater,Djibouti,2002,0.0001,I
Direct use of treated municipal wastewater,Djibouti,2007,0.0001,I
Direct use of treated municipal wastewater,Djibouti,2012,0.0001,I
Direct use of treated municipal wastewater,Djibouti,2017,0.0001,I
Direct use of treated municipal wastewater,Djibouti,2018,0.0001,I
Produced municipal wastewater,Dominican Republic,2012,0.427,I
Produced municipal wastewater,Dominican Republic,2017,0.427,I
Produced municipal wastewater,Dominican Republic,2018,0.427,I
Collected municipal wastewater,Dominican Republic,2012,0.041,I
Collected municipal wastewater,Dominican Republic,2017,0.041,I
Collected municipal wastewater,Dominican Republic,2018,0.041,I
Not treated municipal wastewater,Dominican Republic,2012,0.419,I
Not treated municipal wastewater,Dominican Republic,2017,0.419,I
Not treated municipal wastewater,Dominican Republic,2018,0.419,I
Treated municipal wastewater,Dominican Republic,2012,0.008,I
Treated municipal wastewater,Dominican Republic,2017,0.008,I
Treated municipal wastewater,Dominican Republic,2018,0.008,I
Desalinated water produced,Ecuador,1997,0.0022,E
Desalinated water produced,Ecuador,2002,0.0022,I
Desalinated water produced,Ecuador,2007,0.0022,I
Desalinated water produced,Ecuador,2012,0.0022,I
Desalinated water produced,Ecuador,2017,0.0022,I
Desalinated water produced,Ecuador,2018,0.0022,I
Produced municipal wastewater,Ecuador,2012,0.4575,I
Produced municipal wastewater,Ecuador,2017,0.4575,I
Produced municipal wastewater,Ecuador,2018,0.4575,I
Not treated municipal wastewater,Ecuador,2002,0.473,I
Not treated municipal wastewater,Ecuador,2007,0.473,I
Not treated municipal wastewater,Ecuador,2012,0.473,I
Not treated municipal wastewater,Ecuador,2017,0.473,I
Not treated municipal wastewater,Ecuador,2018,0.473,I
Treated municipal wastewater,Ecuador,2002,0.158,I
Treated municipal wastewater,Ecuador,2007,0.158,I
Treated municipal wastewater,Ecuador,2012,0.158,I
Treated municipal wastewater,Ecuador,2017,0.158,I
Treated municipal wastewater,Ecuador,2018,0.158,I
Desalinated water produced,Egypt,1997,0.0678571429,I
Desalinated water produced,Egypt,2002,0.1,OF
Desalinated water produced,Egypt,2007,0.1625,I
Desalinated water produced,Egypt,2012,0.2,I
Desalinated water produced,Egypt,2017,0.2,I
Desalinated water produced,Egypt,2018,0.2,I
Direct use of treated municipal wastewater,Egypt,1997,0.48,I
Direct use of treated municipal wastewater,Egypt,2002,0.83,I
Direct use of treated municipal wastewater,Egypt,2007,1.3,OF
Direct use of treated municipal wastewater,Egypt,2012,1.3,I
Direct use of treated municipal wastewater,Egypt,2017,1.2,I
Direct use of treated municipal wastewater,Egypt,2018,1.2,I
Produced municipal wastewater,Egypt,1997,3.632,I
Produced municipal wastewater,Egypt,2002,4.12,I
Produced municipal wastewater,Egypt,2007,5.92,I
Produced municipal wastewater,Egypt,2017,7.078,I
Produced municipal wastewater,Egypt,2018,7.078,I
Collected municipal wastewater,Egypt,2012,6.497,OF
Collected municipal wastewater,Egypt,2017,6.497,I
Collected municipal wastewater,Egypt,2018,6.497,I
Not treated municipal wastewater,Egypt,1997,2.82125,I
Not treated municipal wastewater,Egypt,2002,2.4275,I
Not treated municipal wastewater,Egypt,2007,2.03375,I
Not treated municipal wastewater,Egypt,2017,3.065,I
Not treated municipal wastewater,Egypt,2018,3.065,I
Treated municipal wastewater,Egypt,1997,0.9925,I
Treated municipal wastewater,Egypt,2007,1.9,I
Treated municipal wastewater,Egypt,2017,4.282,OF
Treated municipal wastewater,Egypt,2018,4.282,I
Treated municipal wastewater discharged (secondary water),Egypt,1997,0.4928571429,I
Treated municipal wastewater discharged (secondary water),Egypt,2002,0.5464285714,I
Treated municipal wastewater discharged (secondary water),Egypt,2012,3.011,OF
Treated municipal wastewater discharged (secondary water),Egypt,2017,3.011,I
Treated municipal wastewater discharged (secondary water),Egypt,2018,3.011,I
Not treated municipal wastewater discharged (secondary water),Egypt,2002,1.0,I
Not treated municipal wastewater discharged (secondary water),Egypt,2007,1.0,I
Not treated municipal wastewater discharged (secondary water),Egypt,2012,1.0,I
Not treated municipal wastewater discharged (secondary water),Egypt,2017,1.0,I
Not treated municipal wastewater discharged (secondary water),Egypt,2018,1.0,I
Desalinated water produced,El Salvador,1997,0.0001,I
Desalinated water produced,El Salvador,2002,0.0001,I
Desalinated water produced,El Salvador,2007,0.0001,I
Desalinated water produced,El Salvador,2012,0.0001,I
Desalinated water produced,El Salvador,2017,0.0001,I
Desalinated water produced,El Salvador,2018,0.0001,I
Produced municipal wastewater,El Salvador,2012,0.097,I
Produced municipal wastewater,El Salvador,2017,0.097,I
Produced municipal wastewater,El Salvador,2018,0.097,I
Not treated municipal wastewater,El Salvador,2012,0.096,I
Not treated municipal wastewater,El Salvador,2017,0.096,I
Not treated municipal wastewater,El Salvador,2018,0.096,I
Treated municipal wastewater,El Salvador,2012,0.001,I
Treated municipal wastewater,El Salvador,2017,0.001,I
Treated municipal wastewater,El Salvador,2018,0.001,I
Produced municipal wastewater,Eritrea,2002,0.018,I
Produced municipal wastewater,Eritrea,2007,0.018,I
Produced municipal wastewater,Eritrea,2012,0.018,I
Produced municipal wastewater,Eritrea,2017,0.018,I
Produced municipal wastewater,Eritrea,2018,0.018,I
Produced municipal wastewater,Estonia,2007,0.301,OF
Produced municipal wastewater,Estonia,2012,0.36,OF
Produced municipal wastewater,Estonia,2017,0.129224,I
Collected municipal wastewater,Estonia,2012,0.311,I
Collected municipal wastewater,Estonia,2017,0.311,I
Collected municipal wastewater,Estonia,2018,0.311,I
Not treated municipal wastewater,Estonia,1997,0.0257142857,I
Not treated municipal wastewater,Estonia,2002,0.045,I
Not treated municipal wastewater,Estonia,2007,0.0642857143,I
Not treated municipal wastewater,Estonia,2012,0.072,I
Not treated municipal wastewater,Estonia,2017,0.072,I
Not treated municipal wastewater,Estonia,2018,0.072,I
Treated municipal wastewater,Estonia,1997,0.3678571429,I
Treated municipal wastewater,Estonia,2002,0.3425,I
Treated municipal wastewater,Estonia,2007,0.3171428571,I
Treated municipal wastewater,Estonia,2012,0.23438,I
Treated municipal wastewater,Estonia,2017,0.1133466667,I
Produced municipal wastewater,Eswatini,1997,0.0124545455,I
Produced municipal wastewater,Eswatini,2002,0.012,
Produced municipal wastewater,Eswatini,2007,0.012125,I
Produced municipal wastewater,Eswatini,2012,0.0129,OF
Produced municipal wastewater,Eswatini,2017,0.0132,I
Produced municipal wastewater,Eswatini,2018,0.0132,I
Not treated municipal wastewater,Eswatini,2007,0.003,I
Not treated municipal wastewater,Eswatini,2012,0.003,I
Not treated municipal wastewater,Eswatini,2017,0.003,I
Not treated municipal wastewater,Eswatini,2018,0.003,I
Treated municipal wastewater,Eswatini,2002,0.009,OF
Treated municipal wastewater,Eswatini,2007,0.009,I
Treated municipal wastewater,Eswatini,2012,0.009,I
Treated municipal wastewater,Eswatini,2017,0.009,I
Treated municipal wastewater,Eswatini,2018,0.009,I
Direct use of treated municipal wastewater,Ethiopia,2002,0.0,
Direct use of treated municipal wastewater,Ethiopia,2007,0.0,I
Direct use of treated municipal wastewater,Ethiopia,2012,0.0,I
Direct use of treated municipal wastewater,Ethiopia,2017,0.0,I
Direct use of treated municipal wastewater,Ethiopia,2018,0.0,I
Treated municipal wastewater,Ethiopia,2002,0.0,E
Treated municipal wastewater,Ethiopia,2007,0.0,I
Treated municipal wastewater,Ethiopia,2012,0.0,I
Treated municipal wastewater,Ethiopia,2017,0.0,I
Treated municipal wastewater,Ethiopia,2018,0.0,I
Treated municipal wastewater discharged (secondary water),Ethiopia,2007,0.0,I
Treated municipal wastewater discharged (secondary water),Ethiopia,2012,0.0,I
Treated municipal wastewater discharged (secondary water),Ethiopia,2017,0.0,I
Treated municipal wastewater discharged (secondary water),Ethiopia,2018,0.0,I
Desalinated water produced,Finland,1997,0.0001,I
Desalinated water produced,Finland,2002,0.0001,I
Produced municipal wastewater,Finland,2017,0.4,OF
Collected municipal wastewater,Finland,2017,0.4,OF
Treated municipal wastewater,Finland,2017,0.5,OF
Desalinated water produced,France,1997,0.0117,E
Desalinated water produced,France,2002,0.0117,I
Desalinated water produced,France,2007,0.0117,E
Desalinated water produced,France,2012,0.0117,I
Desalinated water produced,France,2017,0.0117,I
Desalinated water produced,France,2018,0.0117,I
Direct use of treated municipal wastewater,France,2007,0.411,I
Direct use of treated municipal wastewater,France,2012,0.411,I
Direct use of treated municipal wastewater,France,2017,0.411,I
Direct use of treated municipal wastewater,France,2018,0.411,I
Produced municipal wastewater,France,2002,3.4652,I
Produced municipal wastewater,France,2007,3.73,I
Produced municipal wastewater,France,2012,4.0,OF
Produced municipal wastewater,France,2017,4.0,I
Produced municipal wastewater,France,2018,4.0,I
Collected municipal wastewater,France,2002,2.701,I
Collected municipal wastewater,France,2007,3.58125,I
Collected municipal wastewater,France,2012,3.77,I
Collected municipal wastewater,France,2017,3.77,I
Collected municipal wastewater,France,2018,3.77,I
Not treated municipal wastewater,France,2002,0.5685714286,I
Not treated municipal wastewater,France,2007,0.1114285714,I
Not treated municipal wastewater,France,2012,0.02,I
Not treated municipal wastewater,France,2017,0.02,I
Not treated municipal wastewater,France,2018,0.02,I
Treated municipal wastewater,France,2012,3.77,I
Treated municipal wastewater,France,2017,3.77,I
Treated municipal wastewater,France,2018,3.77,I
Treated municipal wastewater discharged (secondary water),France,2012,3.359,I
Treated municipal wastewater discharged (secondary water),France,2017,3.359,I
Treated municipal wastewater discharged (secondary water),France,2018,3.359,I
Direct use of treated municipal wastewater,Germany,2002,0.042,I
Direct use of treated municipal wastewater,Germany,2007,0.042,I
Direct use of treated municipal wastewater,Germany,2012,0.042,I
Direct use of treated municipal wastewater,Germany,2017,0.042,I
Direct use of treated municipal wastewater,Germany,2018,0.042,I
Produced municipal wastewater,Germany,2002,5.3116666667,I
Produced municipal wastewater,Germany,2012,4.1497777778,I
Produced municipal wastewater,Germany,2017,3.24,I
Produced municipal wastewater,Germany,2018,3.24,I
Collected municipal wastewater,Germany,1997,4.634,I
Collected municipal wastewater,Germany,2002,5.2373333333,I
Collected municipal wastewater,Germany,2012,5.213,I
Collected municipal wastewater,Germany,2017,5.213,I
Collected municipal wastewater,Germany,2018,5.213,I
Not treated municipal wastewater,Germany,2002,0.1206666667,I
Not treated municipal wastewater,Germany,2012,0.104,I
Not treated municipal wastewater,Germany,2017,0.104,I
Not treated municipal wastewater,Germany,2018,0.104,I
Treated municipal wastewater,Germany,2002,5.191,I
Treated municipal wastewater,Germany,2007,5.183,OF
Treated municipal wastewater,Germany,2012,5.183,I
Treated municipal wastewater,Germany,2017,5.183,I
Treated municipal wastewater,Germany,2018,5.183,I
Desalinated water produced,Ghana,2017,0.016,I
Desalinated water produced,Ghana,2018,0.016,I
Produced municipal wastewater,Ghana,2002,0.275,I
Produced municipal wastewater,Ghana,2007,0.28,I
Produced municipal wastewater,Ghana,2012,0.28,I
Produced municipal wastewater,Ghana,2017,0.28,I
Produced municipal wastewater,Ghana,2018,0.28,I
Collected municipal wastewater,Ghana,2007,0.028,I
Collected municipal wastewater,Ghana,2012,0.028,I
Collected municipal wastewater,Ghana,2017,0.028,I
Collected municipal wastewater,Ghana,2018,0.028,I
Not treated municipal wastewater,Ghana,2007,0.258,I
Not treated municipal wastewater,Ghana,2012,0.258,I
Not treated municipal wastewater,Ghana,2017,0.258,I
Not treated municipal wastewater,Ghana,2018,0.258,I
Treated municipal wastewater,Ghana,2007,0.022,I
Treated municipal wastewater,Ghana,2012,0.022,I
Treated municipal wastewater,Ghana,2017,0.022,I
Treated municipal wastewater,Ghana,2018,0.022,I
Desalinated water produced,Greece,1997,0.01,E
Desalinated water produced,Greece,2002,0.01,I
Desalinated water produced,Greece,2007,0.01,E
Desalinated water produced,Greece,2012,0.01,I
Desalinated water produced,Greece,2017,0.01,I
Desalinated water produced,Greece,2018,0.01,I
Direct use of treated municipal wastewater,Greece,2002,0.023,OF
Direct use of treated municipal wastewater,Greece,2007,0.071,I
Direct use of treated municipal wastewater,Greece,2012,0.104,I
Direct use of treated municipal wastewater,Greece,2017,0.104,I
Direct use of treated municipal wastewater,Greece,2018,0.104,I
Collected municipal wastewater,Greece,2012,0.568,I
Collected municipal wastewater,Greece,2017,0.568,I
Collected municipal wastewater,Greece,2018,0.568,I
Not treated municipal wastewater,Greece,2007,0.002,OF
Not treated municipal wastewater,Greece,2012,0.002,I
Not treated municipal wastewater,Greece,2017,0.002,I
Not treated municipal wastewater,Greece,2018,0.002,I
Treated municipal wastewater,Greece,2012,0.566,I
Treated municipal wastewater,Greece,2017,0.566,I
Treated municipal wastewater,Greece,2018,0.566,I
Treated municipal wastewater discharged (secondary water),Greece,2007,0.504,I
Treated municipal wastewater discharged (secondary water),Greece,2012,0.504,I
Treated municipal wastewater discharged (secondary water),Greece,2017,0.504,I
Treated municipal wastewater discharged (secondary water),Greece,2018,0.504,I
Produced municipal wastewater,Grenada,2017,0.011,I
Produced municipal wastewater,Grenada,2018,0.011,I
Collected municipal wastewater,Grenada,2017,0.001,I
Collected municipal wastewater,Grenada,2018,0.001,I
Produced municipal wastewater,Guatemala,2002,0.5165,I
Produced municipal wastewater,Guatemala,2007,0.668,I
Produced municipal wastewater,Guatemala,2012,0.668,I
Produced municipal wastewater,Guatemala,2017,0.668,I
Produced municipal wastewater,Guatemala,2018,0.668,I
Treated municipal wastewater,Guatemala,1997,0.0065,I
Treated municipal wastewater,Guatemala,2002,0.0065,I
Treated municipal wastewater,Guatemala,2007,0.0065,I
Treated municipal wastewater,Guatemala,2012,0.0065,I
Treated municipal wastewater,Guatemala,2017,0.0065,I
Treated municipal wastewater,Guatemala,2018,0.0065,I
Desalinated water produced,Honduras,1997,0.0002,I
Desalinated water produced,Honduras,2002,0.0002,I
Desalinated water produced,Honduras,2007,0.0002,I
Desalinated water produced,Honduras,2012,0.0002,I
Desalinated water produced,Honduras,2017,0.0002,I
Desalinated water produced,Honduras,2018,0.0002,I
Collected municipal wastewater,Honduras,2007,0.426,
Collected municipal wastewater,Honduras,2012,0.426,I
Collected municipal wastewater,Honduras,2017,0.426,I
Collected municipal wastewater,Honduras,2018,0.426,I
Treated municipal wastewater,Honduras,2007,0.043,OF
Treated municipal wastewater,Honduras,2012,0.043,I
Treated municipal wastewater,Honduras,2017,0.043,I
Treated municipal wastewater,Honduras,2018,0.043,I
Desalinated water produced,Hungary,1997,0.0002,I
Desalinated water produced,Hungary,2002,0.0002,I
Desalinated water produced,Hungary,2007,0.0002,E
Desalinated water produced,Hungary,2012,0.0002,E
Desalinated water produced,Hungary,2017,0.0002,I
Desalinated water produced,Hungary,2018,0.0002,I
Produced municipal wastewater,Hungary,2007,0.2167,OF
Collected municipal wastewater,Hungary,2012,0.4357,OF
Collected municipal wastewater,Hungary,2017,0.5525,OF
Treated municipal wastewater,Hungary,2012,0.4316,OF
Treated municipal wastewater,Hungary,2017,0.5393,OF
Desalinated water produced,India,1997,0.0005,I
Desalinated water produced,India,2002,0.00052,I
Desalinated water produced,India,2007,0.00057,I
Desalinated water produced,India,2012,0.0006,I
Desalinated water produced,India,2017,0.0006,I
Desalinated water produced,India,2018,0.0006,I
Produced municipal wastewater,India,1997,7.7893333333,I
Produced municipal wastewater,India,2002,9.861,I
Produced municipal wastewater,India,2007,12.86575,I
Produced municipal wastewater,India,2012,15.45,I
Produced municipal wastewater,India,2017,15.45,I
Produced municipal wastewater,India,2018,15.45,I
Not treated municipal wastewater,India,1997,6.2483333333,I
Not treated municipal wastewater,India,2002,7.9166666667,I
Not treated municipal wastewater,India,2007,8.9965,I
Not treated municipal wastewater,India,2012,11.03,I
Not treated municipal wastewater,India,2017,11.03,I
Not treated municipal wastewater,India,2018,11.03,I
Treated municipal wastewater,India,1997,1.3713636364,I
Treated municipal wastewater,India,2002,2.0125714286,I
Treated municipal wastewater,India,2007,3.9204285714,I
Treated municipal wastewater,India,2012,4.416,I
Treated municipal wastewater,India,2017,4.416,I
Treated municipal wastewater,India,2018,4.416,I
Not treated municipal wastewater discharged (secondary water),India,1997,6.2493333333,I
Not treated municipal wastewater discharged (secondary water),India,2002,8.556,I
Not treated municipal wastewater discharged (secondary water),India,2007,9.476,I
Not treated municipal wastewater discharged (secondary water),India,2012,9.66,I
Not treated municipal wastewater discharged (secondary water),India,2017,9.66,I
Not treated municipal wastewater discharged (secondary water),India,2018,9.66,I
Direct use of not treated municipal wastewater for irrigation purposes,India,1997,1.23,I
Direct use of not treated municipal wastewater for irrigation purposes,India,2002,1.23,I
Direct use of not treated municipal wastewater for irrigation purposes,India,2007,1.23,I
Direct use of not treated municipal wastewater for irrigation purposes,India,2012,1.23,I
Direct use of not treated municipal wastewater for irrigation purposes,India,2017,1.23,I
Direct use of not treated municipal wastewater for irrigation purposes,India,2018,1.23,I
Desalinated water produced,Indonesia,1997,0.01891,I
Desalinated water produced,Indonesia,2002,0.019,I
Desalinated water produced,Indonesia,2007,0.019,I
Desalinated water produced,Indonesia,2012,0.019,I
Desalinated water produced,Indonesia,2017,0.019,I
Desalinated water produced,Indonesia,2018,0.019,I
Produced municipal wastewater,Indonesia,2002,3.707,OF
Produced municipal wastewater,Indonesia,2007,7.524375,I
Produced municipal wastewater,Indonesia,2017,14.29,I
Produced municipal wastewater,Indonesia,2018,14.29,I
Desalinated water produced,Iran (Islamic Republic of),1997,0.003,I
Desalinated water produced,Iran (Islamic Republic of),2002,0.1015,I
Desalinated water produced,Iran (Islamic Republic of),2007,0.2,I
Desalinated water produced,Iran (Islamic Republic of),2012,0.2,I
Desalinated water produced,Iran (Islamic Republic of),2017,0.2,I
Desalinated water produced,Iran (Islamic Republic of),2018,0.2,I
Produced municipal wastewater,Iran (Islamic Republic of),1997,3.184,I
Produced municipal wastewater,Iran (Islamic Republic of),2002,3.324,I
Produced municipal wastewater,Iran (Islamic Republic of),2007,3.464,I
Produced municipal wastewater,Iran (Islamic Republic of),2012,3.548,I
Produced municipal wastewater,Iran (Islamic Republic of),2017,3.548,I
Produced municipal wastewater,Iran (Islamic Republic of),2018,3.548,I
Collected municipal wastewater,Iran (Islamic Republic of),2012,1.162,I
Collected municipal wastewater,Iran (Islamic Republic of),2017,1.162,I
Collected municipal wastewater,Iran (Islamic Republic of),2018,1.162,I
Not treated municipal wastewater,Iran (Islamic Republic of),1997,2.9049375,I
Not treated municipal wastewater,Iran (Islamic Republic of),2002,2.8365,I
Not treated municipal wastewater,Iran (Islamic Republic of),2007,2.7680625,I
Not treated municipal wastewater,Iran (Islamic Republic of),2012,2.727,I
Not treated municipal wastewater,Iran (Islamic Republic of),2017,2.727,I
Not treated municipal wastewater,Iran (Islamic Republic of),2018,2.727,I
Treated municipal wastewater,Iran (Islamic Republic of),1997,0.2790625,I
Treated municipal wastewater,Iran (Islamic Republic of),2002,0.4875,I
Treated municipal wastewater,Iran (Islamic Republic of),2007,0.6959375,I
Treated municipal wastewater,Iran (Islamic Republic of),2012,0.885,OF
Treated municipal wastewater,Iran (Islamic Republic of),2017,0.885,I
Treated municipal wastewater,Iran (Islamic Republic of),2018,0.885,I
Direct use of not treated municipal wastewater for irrigation purposes,Iran (Islamic Republic of),2007,0.244,I
Direct use of not treated municipal wastewater for irrigation purposes,Iran (Islamic Republic of),2012,0.244,I
Direct use of not treated municipal wastewater for irrigation purposes,Iran (Islamic Republic of),2017,0.244,I
Direct use of not treated municipal wastewater for irrigation purposes,Iran (Islamic Republic of),2018,0.244,I
Desalinated water produced,Iraq,1997,0.0074,
Desalinated water produced,Iraq,2002,0.0080571429,I
Desalinated water produced,Iraq,2007,0.0097,I
Desalinated water produced,Iraq,2012,0.0113428571,I
Direct use of treated municipal wastewater,Iraq,2012,0.005,OF
Direct use of treated municipal wastewater,Iraq,2017,0.005,I
Direct use of treated municipal wastewater,Iraq,2018,0.005,I
Produced municipal wastewater,Iraq,2017,0.94,I
Collected municipal wastewater,Iraq,2012,0.579,I
Collected municipal wastewater,Iraq,2017,0.579,I
Collected municipal wastewater,Iraq,2018,0.579,I
Treated municipal wastewater,Iraq,2002,0.428,I
Treated municipal wastewater,Iraq,2007,0.433,I
Treated municipal wastewater,Iraq,2012,0.438,I
Treated municipal wastewater,Iraq,2017,0.485,I
Not treated municipal wastewater discharged (secondary water),Iraq,2007,0.182,I
Not treated municipal wastewater discharged (secondary water),Iraq,2012,0.182,I
Not treated municipal wastewater discharged (secondary water),Iraq,2017,0.182,I
Not treated municipal wastewater discharged (secondary water),Iraq,2018,0.182,I
Direct use of not treated municipal wastewater for irrigation purposes,Iraq,2012,1.03,OF
Direct use of not treated municipal wastewater for irrigation purposes,Iraq,2017,1.03,I
Direct use of not treated municipal wastewater for irrigation purposes,Iraq,2018,1.03,I
Desalinated water produced,Ireland,1997,0.0002,I
Desalinated water produced,Ireland,2002,0.0002,I
Desalinated water produced,Ireland,2007,0.0002,E
Produced municipal wastewater,Ireland,2012,0.783,I
Produced municipal wastewater,Ireland,2017,0.783,I
Produced municipal wastewater,Ireland,2018,0.783,I
Collected municipal wastewater,Ireland,2007,0.318,
Collected municipal wastewater,Ireland,2012,0.757,I
Collected municipal wastewater,Ireland,2017,0.757,I
Collected municipal wastewater,Ireland,2018,0.757,I
Not treated municipal wastewater,Ireland,2007,0.028,OF
Not treated municipal wastewater,Ireland,2012,0.06,I
Not treated municipal wastewater,Ireland,2017,0.06,I
Not treated municipal wastewater,Ireland,2018,0.06,I
Treated municipal wastewater,Ireland,2012,0.723,I
Treated municipal wastewater,Ireland,2017,0.723,I
Treated municipal wastewater,Ireland,2018,0.723,I
Treated municipal wastewater discharged (secondary water),Ireland,2012,0.29,I
Treated municipal wastewater discharged (secondary water),Ireland,2017,0.29,I
Treated municipal wastewater discharged (secondary water),Ireland,2018,0.29,I
Not treated municipal wastewater discharged (secondary water),Ireland,2007,0.028,OF
Not treated municipal wastewater discharged (secondary water),Ireland,2012,0.028,I
Not treated municipal wastewater discharged (secondary water),Ireland,2017,0.028,I
Not treated municipal wastewater discharged (secondary water),Ireland,2018,0.028,I
Desalinated water produced,Israel,1997,0.0256,I
Desalinated water produced,Israel,2002,0.0256,E
Desalinated water produced,Israel,2007,0.14,OF
Desalinated water produced,Israel,2012,0.3596,I
Direct use of treated municipal wastewater,Israel,1997,0.2522,I
Direct use of treated municipal wastewater,Israel,2002,0.2619,OF
Direct use of treated municipal wastewater,Israel,2007,0.37625,I
Direct use of treated municipal wastewater,Israel,2012,0.44,I
Produced municipal wastewater,Israel,1997,0.38,I
Produced municipal wastewater,Israel,2002,0.4455,I
Produced municipal wastewater,Israel,2012,0.5,I
Produced municipal wastewater,Israel,2017,0.5,I
Produced municipal wastewater,Israel,2018,0.5,I
Not treated municipal wastewater,Israel,1997,0.0791,I
Not treated municipal wastewater,Israel,2002,0.052,I
Not treated municipal wastewater,Israel,2012,0.05,I
Not treated municipal wastewater,Israel,2017,0.05,I
Not treated municipal wastewater,Israel,2018,0.05,I
Treated municipal wastewater,Israel,1997,0.3009,I
Treated municipal wastewater,Israel,2002,0.3935,I
Treated municipal wastewater,Israel,2007,0.45,OF
Treated municipal wastewater,Israel,2012,0.45,I
Treated municipal wastewater,Israel,2017,0.45,I
Treated municipal wastewater,Israel,2018,0.45,I
Treated municipal wastewater discharged (secondary water),Israel,1997,0.0487,I
