,,Year,Value,Symbol
Area waterlogged by irrigation,Gambia,2002,0.2077,I
Area waterlogged by irrigation,Gambia,2007,0.2077,I
Area waterlogged by irrigation,Gambia,2012,0.2077,I
Area waterlogged by irrigation,Gambia,2017,0.2077,I
Area waterlogged by irrigation,Gambia,2018,0.2077,I
Area salinized by irrigation,Georgia,2002,113.6,OF
Area salinized by irrigation,Georgia,2007,113.6,I
Area salinized by irrigation,Georgia,2012,113.6,I
Area salinized by irrigation,Georgia,2017,113.6,I
Area salinized by irrigation,Georgia,2018,113.6,I
Area salinized by irrigation,Ghana,1997,1.48,I
Area salinized by irrigation,Ghana,2002,1.48,I
Area salinized by irrigation,Ghana,2007,1.48,I
Area salinized by irrigation,Ghana,2012,1.48,I
Area salinized by irrigation,Ghana,2017,1.48,I
Area salinized by irrigation,Ghana,2018,1.48,I
Area salinized by irrigation,Guatemala,1997,5.0,I
Area salinized by irrigation,Guatemala,2002,5.0,I
Area salinized by irrigation,Guatemala,2007,5.0,I
Area salinized by irrigation,Guatemala,2012,5.0,I
Area salinized by irrigation,Guatemala,2017,5.0,I
Area salinized by irrigation,Guatemala,2018,5.0,I
Area salinized by irrigation,India,1997,3300.0,I
Area salinized by irrigation,India,2002,3300.0,I
Area salinized by irrigation,India,2007,3300.0,I
Area salinized by irrigation,India,2012,3300.0,I
Area salinized by irrigation,India,2017,3300.0,I
Area salinized by irrigation,India,2018,3300.0,I
Area waterlogged by irrigation,India,1997,2901.25,I
Area waterlogged by irrigation,India,2002,2460.0,I
Area waterlogged by irrigation,India,2007,2460.0,I
Area waterlogged by irrigation,India,2012,2460.0,I
Area waterlogged by irrigation,India,2017,2460.0,I
Area waterlogged by irrigation,India,2018,2460.0,I
Area salinized by irrigation,Indonesia,2002,400.0,I
Area salinized by irrigation,Indonesia,2007,400.0,I
Area salinized by irrigation,Indonesia,2012,400.0,I
Area salinized by irrigation,Indonesia,2017,400.0,I
Area salinized by irrigation,Indonesia,2018,400.0,I
Area waterlogged by irrigation,Indonesia,1997,2150.0,I
Area waterlogged by irrigation,Indonesia,2002,2150.0,I
Area waterlogged by irrigation,Indonesia,2007,2150.0,I
Area waterlogged by irrigation,Indonesia,2012,2150.0,I
Area waterlogged by irrigation,Indonesia,2017,2150.0,I
Area waterlogged by irrigation,Indonesia,2018,2150.0,I
Area salinized by irrigation,Iran (Islamic Republic of),1997,2100.0,I
Area salinized by irrigation,Iran (Islamic Republic of),2002,2100.0,I
Area salinized by irrigation,Iran (Islamic Republic of),2007,2100.0,I
Area salinized by irrigation,Iran (Islamic Republic of),2012,2100.0,I
Area salinized by irrigation,Iran (Islamic Republic of),2017,2100.0,I
Area salinized by irrigation,Iran (Islamic Republic of),2018,2100.0,I
Area waterlogged by irrigation,Iran (Islamic Republic of),1997,1000.0,I
Area waterlogged by irrigation,Iran (Islamic Republic of),2002,1000.0,I
Area waterlogged by irrigation,Iran (Islamic Republic of),2007,1000.0,I
Area waterlogged by irrigation,Iran (Islamic Republic of),2012,1000.0,I
Area waterlogged by irrigation,Iran (Islamic Republic of),2017,1000.0,I
Area waterlogged by irrigation,Iran (Islamic Republic of),2018,1000.0,I
Area salinized by irrigation,Iraq,1997,1988.625,I
Area salinized by irrigation,Iraq,2002,2150.5,I
Area salinized by irrigation,Iraq,2007,2312.375,I
Area salinized by irrigation,Iraq,2012,2474.25,I
Area salinized by irrigation,Iraq,2017,2636.125,I
Area salinized by irrigation,Israel,1997,27.82,I
Area salinized by irrigation,Israel,2002,27.82,I
Area salinized by irrigation,Israel,2007,27.82,I
Area salinized by irrigation,Israel,2012,27.82,I
Area salinized by irrigation,Israel,2017,27.82,I
Area salinized by irrigation,Israel,2018,27.82,I
Area salinized by irrigation,Jordan,1997,2.277,I
Area salinized by irrigation,Jordan,2002,2.277,I
Area salinized by irrigation,Jordan,2007,2.277,I
Area salinized by irrigation,Jordan,2012,2.277,I
Area salinized by irrigation,Jordan,2017,2.277,I
Area salinized by irrigation,Jordan,2018,2.277,I
Area waterlogged by irrigation,Jordan,1997,1.5,I
Area waterlogged by irrigation,Jordan,2002,1.5,I
Area waterlogged by irrigation,Jordan,2007,1.5,I
Area waterlogged by irrigation,Jordan,2012,1.5,I
Area waterlogged by irrigation,Jordan,2017,1.5,I
Area waterlogged by irrigation,Jordan,2018,1.5,I
Area salinized by irrigation,Kazakhstan,1997,280.1882352941,I
Area salinized by irrigation,Kazakhstan,2002,327.9235294118,I
Area salinized by irrigation,Kazakhstan,2007,375.6588235294,I
Area salinized by irrigation,Kenya,2002,30.0,I
Area salinized by irrigation,Kenya,2007,30.0,I
Area salinized by irrigation,Kenya,2012,30.0,I
Area salinized by irrigation,Kenya,2017,30.0,I
Area salinized by irrigation,Kenya,2018,30.0,I
Area salinized by irrigation,Kuwait,1997,4.08,I
Area salinized by irrigation,Kuwait,2002,4.08,I
Area salinized by irrigation,Kuwait,2007,4.08,I
Area salinized by irrigation,Kuwait,2012,4.08,I
Area salinized by irrigation,Kuwait,2017,4.08,I
Area salinized by irrigation,Kuwait,2018,4.08,I
Area salinized by irrigation,Kyrgyzstan,1997,57.9,I
Area salinized by irrigation,Kyrgyzstan,2002,52.65,I
Area salinized by irrigation,Kyrgyzstan,2007,49.5,I
Area salinized by irrigation,Kyrgyzstan,2012,49.5,I
Area salinized by irrigation,Kyrgyzstan,2017,49.5,I
Area salinized by irrigation,Kyrgyzstan,2018,49.5,I
Area waterlogged by irrigation,Kyrgyzstan,2007,35.4,I
Area waterlogged by irrigation,Kyrgyzstan,2012,35.4,I
Area waterlogged by irrigation,Kyrgyzstan,2017,35.4,I
Area waterlogged by irrigation,Kyrgyzstan,2018,35.4,I
Area salinized by irrigation,Lebanon,2002,1.0,I
Area salinized by irrigation,Lebanon,2007,1.0,I
Area salinized by irrigation,Lebanon,2012,1.0,I
Area salinized by irrigation,Lebanon,2017,1.0,I
Area salinized by irrigation,Lebanon,2018,1.0,I
Area waterlogged by irrigation,Lebanon,1997,3.0,I
Area waterlogged by irrigation,Lebanon,2002,3.0,I
Area waterlogged by irrigation,Lebanon,2007,3.0,I
Area waterlogged by irrigation,Lebanon,2012,3.0,I
Area waterlogged by irrigation,Lebanon,2017,3.0,I
Area waterlogged by irrigation,Lebanon,2018,3.0,I
Area salinized by irrigation,Libya,2002,190.0,I
Area salinized by irrigation,Libya,2007,190.0,I
Area salinized by irrigation,Libya,2012,190.0,I
Area salinized by irrigation,Libya,2017,190.0,I
Area salinized by irrigation,Libya,2018,190.0,I
Area waterlogged by irrigation,Libya,2002,190.0,I
Area waterlogged by irrigation,Libya,2007,190.0,I
Area waterlogged by irrigation,Libya,2012,190.0,I
Area waterlogged by irrigation,Libya,2017,190.0,I
Area waterlogged by irrigation,Libya,2018,190.0,I
Area salinized by irrigation,Malta,1997,0.0,I
Area salinized by irrigation,Malta,2002,0.0,I
Area salinized by irrigation,Malta,2007,0.0,I
Area salinized by irrigation,Malta,2012,0.0,I
Area waterlogged by irrigation,Mauritania,1997,19.3,I
Area waterlogged by irrigation,Mauritania,2002,19.3,I
Area waterlogged by irrigation,Mauritania,2007,19.3,I
Area waterlogged by irrigation,Mauritania,2012,19.3,I
Area waterlogged by irrigation,Mauritania,2017,19.3,I
Area waterlogged by irrigation,Mauritania,2018,19.3,I
Area salinized by irrigation,Mauritius,2002,0.0,OF
Area salinized by irrigation,Mauritius,2007,0.0,I
Area salinized by irrigation,Mauritius,2012,0.0,I
Area waterlogged by irrigation,Mauritius,2002,0.0,OF
Area waterlogged by irrigation,Mauritius,2007,0.0,I
Area waterlogged by irrigation,Mauritius,2012,0.0,I
Area salinized by irrigation,Mexico,1997,384.2,I
Area salinized by irrigation,Mexico,2002,384.2,I
Area salinized by irrigation,Mexico,2007,384.2,I
Area salinized by irrigation,Mexico,2012,384.2,I
Area salinized by irrigation,Mexico,2017,384.2,I
Area salinized by irrigation,Mexico,2018,384.2,I
Area salinized by irrigation,Morocco,2002,150.0,I
Area salinized by irrigation,Morocco,2007,150.0,I
Area salinized by irrigation,Morocco,2012,150.0,I
Area salinized by irrigation,Morocco,2017,150.0,I
Area salinized by irrigation,Morocco,2018,150.0,I
Area salinized by irrigation,Mozambique,1997,2.0,I
Area salinized by irrigation,Mozambique,2002,2.0,I
Area salinized by irrigation,Mozambique,2007,2.0,I
Area salinized by irrigation,Mozambique,2012,2.0,I
Area salinized by irrigation,Mozambique,2017,2.0,I
Area salinized by irrigation,Mozambique,2018,2.0,I
Area salinized by irrigation,Namibia,1997,1.3,I
Area salinized by irrigation,Namibia,2002,1.3,I
Area salinized by irrigation,Namibia,2007,1.3,I
Area salinized by irrigation,Namibia,2012,1.3,I
Area salinized by irrigation,Namibia,2017,1.3,I
Area salinized by irrigation,Namibia,2018,1.3,I
Area waterlogged by irrigation,Namibia,1997,2.0,I
Area waterlogged by irrigation,Namibia,2002,2.0,I
Area waterlogged by irrigation,Namibia,2007,2.0,I
Area waterlogged by irrigation,Namibia,2012,2.0,I
Area waterlogged by irrigation,Namibia,2017,2.0,I
Area waterlogged by irrigation,Namibia,2018,2.0,I
Area salinized by irrigation,Niger,2002,0.35,I
Area salinized by irrigation,Niger,2007,0.35,I
Area salinized by irrigation,Niger,2012,0.35,I
Area salinized by irrigation,Niger,2017,0.35,I
Area salinized by irrigation,Niger,2018,0.35,I
Area salinized by irrigation,Nigeria,2002,100.0,I
Area salinized by irrigation,Nigeria,2007,100.0,I
Area salinized by irrigation,Nigeria,2012,100.0,I
Area salinized by irrigation,Nigeria,2017,100.0,I
Area salinized by irrigation,Nigeria,2018,100.0,I
Area salinized by irrigation,Pakistan,2007,7003.0,I
Area salinized by irrigation,Pakistan,2012,7003.0,I
Area salinized by irrigation,Pakistan,2017,7003.0,I
Area salinized by irrigation,Pakistan,2018,7003.0,I
Area waterlogged by irrigation,Pakistan,1997,4439.5,I
Area waterlogged by irrigation,Pakistan,2002,5902.0,I
Area waterlogged by irrigation,Pakistan,2007,7072.0,I
Area waterlogged by irrigation,Pakistan,2012,7072.0,I
Area waterlogged by irrigation,Pakistan,2017,7072.0,I
Area waterlogged by irrigation,Pakistan,2018,7072.0,I
Area salinized by irrigation,Peru,1997,300.0,I
Area salinized by irrigation,Peru,2002,300.0,I
Area salinized by irrigation,Peru,2007,300.0,I
Area salinized by irrigation,Peru,2012,300.0,I
Area salinized by irrigation,Peru,2017,300.0,I
Area salinized by irrigation,Peru,2018,300.0,I
Area salinized by irrigation,Philippines,2002,300.0,I
Area salinized by irrigation,Philippines,2007,300.0,I
Area salinized by irrigation,Philippines,2012,300.0,I
Area salinized by irrigation,Philippines,2017,300.0,I
Area salinized by irrigation,Philippines,2018,300.0,I
Area salinized by irrigation,Romania,1997,400.0,I
Area salinized by irrigation,Romania,2002,400.0,I
Area salinized by irrigation,Romania,2007,400.0,I
Area salinized by irrigation,Romania,2012,400.0,I
Area salinized by irrigation,Romania,2017,400.0,I
Area salinized by irrigation,Romania,2018,400.0,I
Area waterlogged by irrigation,Romania,1997,900.0,I
Area waterlogged by irrigation,Romania,2002,900.0,I
Area waterlogged by irrigation,Romania,2007,900.0,I
Area waterlogged by irrigation,Romania,2012,900.0,I
Area waterlogged by irrigation,Romania,2017,900.0,I
Area waterlogged by irrigation,Romania,2018,900.0,I
Area waterlogged by irrigation,Saudi Arabia,1997,15.0,I
Area waterlogged by irrigation,Saudi Arabia,2002,15.0,I
Area waterlogged by irrigation,Saudi Arabia,2007,15.0,I
Area waterlogged by irrigation,Saudi Arabia,2012,15.0,I
Area waterlogged by irrigation,Saudi Arabia,2017,15.0,I
Area waterlogged by irrigation,Saudi Arabia,2018,15.0,I
Area salinized by irrigation,Seychelles,2007,0.0,I
Area salinized by irrigation,Seychelles,2012,0.0,I
Area salinized by irrigation,Seychelles,2017,0.0,I
Area salinized by irrigation,Seychelles,2018,0.0,I
Area waterlogged by irrigation,Seychelles,2007,0.0,I
Area waterlogged by irrigation,Seychelles,2012,0.0,I
Area waterlogged by irrigation,Seychelles,2017,0.0,I
Area waterlogged by irrigation,Seychelles,2018,0.0,I
Area salinized by irrigation,South Africa,1997,100.0,I
Area salinized by irrigation,South Africa,2002,100.0,I
Area salinized by irrigation,South Africa,2007,100.0,I
Area salinized by irrigation,South Africa,2012,100.0,I
Area salinized by irrigation,South Africa,2017,100.0,I
Area salinized by irrigation,South Africa,2018,100.0,I
Area salinized by irrigation,Switzerland,2018,0.0,I
Area salinized by irrigation,Syrian Arab Republic,1997,60.0,I
Area salinized by irrigation,Syrian Arab Republic,2002,60.0,I
Area salinized by irrigation,Syrian Arab Republic,2007,60.0,I
Area salinized by irrigation,Syrian Arab Republic,2012,60.0,I
Area salinized by irrigation,Syrian Arab Republic,2017,60.0,I
Area salinized by irrigation,Syrian Arab Republic,2018,60.0,I
Area salinized by irrigation,Tajikistan,1997,96.646,I
Area salinized by irrigation,Tajikistan,2002,66.056,I
Area salinized by irrigation,Tajikistan,2007,35.466,I
Area salinized by irrigation,Tajikistan,2012,23.23,I
Area salinized by irrigation,Tajikistan,2017,23.23,I
Area salinized by irrigation,Tajikistan,2018,23.23,I
Area waterlogged by irrigation,Tajikistan,2012,25.74,I
Area waterlogged by irrigation,Tajikistan,2017,25.74,I
Area waterlogged by irrigation,Tajikistan,2018,25.74,I
Area salinized by irrigation,Thailand,2002,400.0,I
Area salinized by irrigation,Thailand,2007,400.0,I
Area salinized by irrigation,Thailand,2012,400.0,I
Area salinized by irrigation,Thailand,2017,400.0,I
Area salinized by irrigation,Thailand,2018,400.0,I
Area salinized by irrigation,Tunisia,2002,92.7058823529,I
Area salinized by irrigation,Tunisia,2007,126.2352941176,I
Area salinized by irrigation,Tunisia,2012,159.7647058824,I
Area salinized by irrigation,Tunisia,2017,193.2941176471,I
Area waterlogged by irrigation,Tunisia,2002,54.4444444444,I
Area waterlogged by irrigation,Tunisia,2007,65.5555555556,I
Area waterlogged by irrigation,Tunisia,2012,76.6666666667,I
Area waterlogged by irrigation,Tunisia,2017,87.7777777778,I
Area salinized by irrigation,Turkey,2007,1519.0,I
Area salinized by irrigation,Turkey,2012,1519.0,I
Area salinized by irrigation,Turkey,2017,1519.0,I
Area salinized by irrigation,Turkey,2018,1519.0,I
Area salinized by irrigation,Turkmenistan,1997,915.4375,I
Area salinized by irrigation,Turkmenistan,2002,1354.0,
Area salinized by irrigation,Turkmenistan,2007,1354.0,I
Area salinized by irrigation,Turkmenistan,2012,1354.0,I
Area salinized by irrigation,Turkmenistan,2017,1354.0,I
Area salinized by irrigation,Turkmenistan,2018,1354.0,I
Area waterlogged by irrigation,Turkmenistan,2002,756.5,OF
Area waterlogged by irrigation,Turkmenistan,2007,756.5,I
Area waterlogged by irrigation,Turkmenistan,2012,756.5,I
Area waterlogged by irrigation,Turkmenistan,2017,756.5,I
Area waterlogged by irrigation,Turkmenistan,2018,756.5,I
Area salinized by irrigation,United Republic of Tanzania,2002,50.0,I
Area salinized by irrigation,United Republic of Tanzania,2007,50.0,I
Area salinized by irrigation,United Republic of Tanzania,2012,50.0,I
Area salinized by irrigation,United Republic of Tanzania,2017,50.0,I
Area salinized by irrigation,United Republic of Tanzania,2018,50.0,I
Area salinized by irrigation,United States of America,1997,4200.0,I
Area salinized by irrigation,United States of America,2002,4200.0,I
Area salinized by irrigation,United States of America,2007,4200.0,I
Area salinized by irrigation,United States of America,2012,4200.0,I
Area salinized by irrigation,United States of America,2017,4200.0,I
Area salinized by irrigation,United States of America,2018,4200.0,I
Area salinized by irrigation,Uzbekistan,1997,2126.6,I
Area salinized by irrigation,Uzbekistan,2002,2102.6,I
Area salinized by irrigation,Uzbekistan,2007,2078.6,I
Area salinized by irrigation,Uzbekistan,2012,2054.6,I
Area salinized by irrigation,Uzbekistan,2017,1175.0,OF
Area salinized by irrigation,Uzbekistan,2018,1175.0,I
Area salinized by irrigation,Viet Nam,2002,300.0,I
Area salinized by irrigation,Viet Nam,2007,300.0,I
Area salinized by irrigation,Viet Nam,2012,300.0,I
Area salinized by irrigation,Viet Nam,2017,300.0,I
Area salinized by irrigation,Viet Nam,2018,300.0,I
