,,Year,Value,Symbol
Total renewable groundwater,Poland,2017,12.5,E
Total renewable groundwater,Poland,2018,12.5,E
Total exploitable water resources,Poland,1997,33.0,OF
Total exploitable water resources,Poland,2002,33.0,OF
Total exploitable water resources,Poland,2007,33.0,OF
Total exploitable water resources,Poland,2012,33.0,OF
Water resources: total external renewable,Poland,1997,6.9,E
Water resources: total external renewable,Poland,2002,6.9,E
Water resources: total external renewable,Poland,2007,6.9,E
Water resources: total external renewable,Poland,2012,6.9,E
Water resources: total external renewable,Poland,2017,6.9,E
Water resources: total external renewable,Poland,2018,6.9,E
Total renewable water resources,Poland,1997,60.5,E
Total renewable water resources,Poland,2002,60.5,E
Total renewable water resources,Poland,2007,60.5,E
Total renewable water resources,Poland,2012,60.5,E
Total renewable water resources,Poland,2017,60.5,E
Total renewable water resources,Poland,2018,60.5,E
Total renewable water resources per capita,Poland,1997,1569.6004557393,E
Total renewable water resources per capita,Poland,2002,1571.8920958692,E
Total renewable water resources per capita,Poland,2007,1577.4376665728,E
Total renewable water resources per capita,Poland,2012,1582.6491841744,E
Total renewable water resources per capita,Poland,2017,1594.0693243623,E
Total renewable water resources per capita,Poland,2018,1595.3971552671,E
Total internal renewable water resources (IRWR),Portugal,1997,38.0,E
Total internal renewable water resources (IRWR),Portugal,2002,38.0,E
Total internal renewable water resources (IRWR),Portugal,2007,38.0,E
Total internal renewable water resources (IRWR),Portugal,2012,38.0,E
Total internal renewable water resources (IRWR),Portugal,2017,38.0,E
Total internal renewable water resources (IRWR),Portugal,2018,38.0,E
Total internal renewable water resources per capita,Portugal,1997,3734.8041385168,E
Total internal renewable water resources per capita,Portugal,2002,3658.7760027044,E
Total internal renewable water resources per capita,Portugal,2007,3594.0117333134,E
Total internal renewable water resources per capita,Portugal,2012,3610.002671402,E
Total internal renewable water resources per capita,Portugal,2017,3693.4344440171,E
Total internal renewable water resources per capita,Portugal,2018,3705.078482825,E
Total renewable surface water,Portugal,1997,77.4,E
Total renewable surface water,Portugal,2002,77.4,E
Total renewable surface water,Portugal,2007,77.4,E
Total renewable surface water,Portugal,2012,77.4,E
Total renewable surface water,Portugal,2017,77.4,E
Total renewable surface water,Portugal,2018,77.4,E
Total renewable groundwater,Portugal,1997,4.0,E
Total renewable groundwater,Portugal,2002,4.0,E
Total renewable groundwater,Portugal,2007,4.0,E
Total renewable groundwater,Portugal,2012,4.0,E
Total renewable groundwater,Portugal,2017,4.0,E
Total renewable groundwater,Portugal,2018,4.0,E
Total exploitable water resources,Portugal,1997,13.0,E
Total exploitable water resources,Portugal,2002,13.0,E
Total exploitable water resources,Portugal,2007,13.0,E
Total exploitable water resources,Portugal,2012,13.0,E
Total exploitable water resources,Portugal,2017,13.0,E
Total exploitable water resources,Portugal,2018,13.0,E
Water resources: total external renewable,Portugal,1997,39.4,E
Water resources: total external renewable,Portugal,2002,39.4,E
Water resources: total external renewable,Portugal,2007,39.4,E
Water resources: total external renewable,Portugal,2012,39.4,E
Water resources: total external renewable,Portugal,2017,39.4,E
Water resources: total external renewable,Portugal,2018,39.4,E
Total renewable water resources,Portugal,1997,77.4,E
Total renewable water resources,Portugal,2002,77.4,E
Total renewable water resources,Portugal,2007,77.4,E
Total renewable water resources,Portugal,2012,77.4,E
Total renewable water resources,Portugal,2017,77.4,E
Total renewable water resources,Portugal,2018,77.4,E
Total renewable water resources per capita,Portugal,1997,7607.2063242421,E
Total renewable water resources per capita,Portugal,2002,7452.3490160348,E
Total renewable water resources per capita,Portugal,2007,7320.4344252225,E
Total renewable water resources per capita,Portugal,2012,7353.005441224,E
Total renewable water resources per capita,Portugal,2017,7522.9427886033,E
Total renewable water resources per capita,Portugal,2018,7546.6598571224,E
Total internal renewable water resources (IRWR),Puerto Rico,1997,7.1,OF
Total internal renewable water resources (IRWR),Puerto Rico,2002,7.1,OF
Total internal renewable water resources (IRWR),Puerto Rico,2007,7.1,OF
Total internal renewable water resources (IRWR),Puerto Rico,2012,7.1,OF
Total internal renewable water resources (IRWR),Puerto Rico,2017,7.1,OF
Total internal renewable water resources per capita,Puerto Rico,1997,1960.2976228768,E
Total internal renewable water resources per capita,Puerto Rico,2002,1937.5994725363,E
Total internal renewable water resources per capita,Puerto Rico,2007,1963.3109718666,E
Total internal renewable water resources per capita,Puerto Rico,2012,2007.5937942166,E
Total internal renewable water resources per capita,Puerto Rico,2017,2244.2311406352,E
Total internal renewable water resources per capita,Puerto Rico,2018,2335.8367361978,E
Total renewable surface water,Puerto Rico,1997,0.0,E
Total renewable surface water,Puerto Rico,2002,0.0,E
Total renewable surface water,Puerto Rico,2007,0.0,E
Total renewable surface water,Puerto Rico,2012,0.0,E
Total renewable surface water,Puerto Rico,2017,0.0,E
Total renewable surface water,Puerto Rico,2018,0.0,E
Total renewable groundwater,Puerto Rico,1997,0.0,E
Total renewable groundwater,Puerto Rico,2002,0.0,E
Total renewable groundwater,Puerto Rico,2007,0.0,E
Total renewable groundwater,Puerto Rico,2012,0.0,E
Total renewable groundwater,Puerto Rico,2017,0.0,E
Total renewable groundwater,Puerto Rico,2018,0.0,E
Water resources: total external renewable,Puerto Rico,1997,0.0,E
Water resources: total external renewable,Puerto Rico,2002,0.0,E
Water resources: total external renewable,Puerto Rico,2007,0.0,E
Water resources: total external renewable,Puerto Rico,2012,0.0,E
Water resources: total external renewable,Puerto Rico,2017,0.0,E
Water resources: total external renewable,Puerto Rico,2018,0.0,E
Total renewable water resources,Puerto Rico,1997,7.1,OF
Total renewable water resources,Puerto Rico,2002,7.1,OF
Total renewable water resources,Puerto Rico,2007,7.1,OF
Total renewable water resources,Puerto Rico,2012,7.1,OF
Total renewable water resources,Puerto Rico,2017,7.1,OF
Total renewable water resources per capita,Puerto Rico,1997,1960.2976228768,E
Total renewable water resources per capita,Puerto Rico,2002,1937.5994725363,E
Total renewable water resources per capita,Puerto Rico,2007,1963.3109718666,E
Total renewable water resources per capita,Puerto Rico,2012,2007.5937942166,E
Total renewable water resources per capita,Puerto Rico,2017,2244.2311406352,E
Total renewable water resources per capita,Puerto Rico,2018,2335.8367361978,E
Total internal renewable water resources (IRWR),Qatar,1997,0.056,E
Total internal renewable water resources (IRWR),Qatar,2002,0.056,E
Total internal renewable water resources (IRWR),Qatar,2007,0.056,E
Total internal renewable water resources (IRWR),Qatar,2012,0.056,E
Total internal renewable water resources (IRWR),Qatar,2017,0.056,E
Total internal renewable water resources (IRWR),Qatar,2018,0.056,E
Total internal renewable water resources per capita,Qatar,1997,104.6101311176,E
Total internal renewable water resources per capita,Qatar,2002,87.3814888557,E
Total internal renewable water resources per capita,Qatar,2007,45.9606347164,E
Total internal renewable water resources per capita,Qatar,2012,25.5000630671,E
Total internal renewable water resources per capita,Qatar,2017,20.5525101955,E
Total internal renewable water resources per capita,Qatar,2018,20.1317044867,E
Total renewable surface water,Qatar,1997,0.0,E
Total renewable surface water,Qatar,2002,0.0,E
Total renewable surface water,Qatar,2007,0.0,E
Total renewable surface water,Qatar,2012,0.0,E
Total renewable surface water,Qatar,2017,0.0,E
Total renewable surface water,Qatar,2018,0.0,E
Total renewable groundwater,Qatar,1997,0.058,E
Total renewable groundwater,Qatar,2002,0.058,E
Total renewable groundwater,Qatar,2007,0.058,E
Total renewable groundwater,Qatar,2012,0.058,E
Total renewable groundwater,Qatar,2017,0.058,E
Total renewable groundwater,Qatar,2018,0.058,E
Water resources: total external renewable,Qatar,1997,0.002,E
Water resources: total external renewable,Qatar,2002,0.002,E
Water resources: total external renewable,Qatar,2007,0.002,E
Water resources: total external renewable,Qatar,2012,0.002,E
Water resources: total external renewable,Qatar,2017,0.002,E
Water resources: total external renewable,Qatar,2018,0.002,E
Total renewable water resources,Qatar,1997,0.058,E
Total renewable water resources,Qatar,2002,0.058,E
Total renewable water resources,Qatar,2007,0.058,E
Total renewable water resources,Qatar,2012,0.058,E
Total renewable water resources,Qatar,2017,0.058,E
Total renewable water resources,Qatar,2018,0.058,E
Total renewable water resources per capita,Qatar,1997,108.3462072289,E
Total renewable water resources per capita,Qatar,2002,90.5022563149,E
Total renewable water resources per capita,Qatar,2007,47.6020859562,E
Total renewable water resources per capita,Qatar,2012,26.4107796052,E
Total renewable water resources per capita,Qatar,2017,21.2865284168,E
Total renewable water resources per capita,Qatar,2018,20.8506939327,E
Total internal renewable water resources (IRWR),Republic of Korea,1997,64.85,E
Total internal renewable water resources (IRWR),Republic of Korea,2002,64.85,E
Total internal renewable water resources (IRWR),Republic of Korea,2007,64.85,E
Total internal renewable water resources (IRWR),Republic of Korea,2012,64.85,E
Total internal renewable water resources (IRWR),Republic of Korea,2017,64.85,E
Total internal renewable water resources (IRWR),Republic of Korea,2018,64.85,E
Total internal renewable water resources per capita,Republic of Korea,1997,1403.7995539619,E
Total internal renewable water resources per capita,Republic of Korea,2002,1351.0544172427,E
Total internal renewable water resources per capita,Republic of Korea,2007,1322.5298517523,E
Total internal renewable water resources per capita,Republic of Korea,2012,1295.4289297026,E
Total internal renewable water resources per capita,Republic of Korea,2017,1269.1692753787,E
Total internal renewable water resources per capita,Republic of Korea,2018,1267.3018953091,E
Total renewable surface water,Republic of Korea,1997,67.1,E
Total renewable surface water,Republic of Korea,2002,67.1,E
Total renewable surface water,Republic of Korea,2007,67.1,E
Total renewable surface water,Republic of Korea,2012,67.1,E
Total renewable surface water,Republic of Korea,2017,67.1,E
Total renewable surface water,Republic of Korea,2018,67.1,E
Total renewable groundwater,Republic of Korea,1997,13.3,E
Total renewable groundwater,Republic of Korea,2002,13.3,E
Total renewable groundwater,Republic of Korea,2007,13.3,E
Total renewable groundwater,Republic of Korea,2012,13.3,E
Total renewable groundwater,Republic of Korea,2017,13.3,E
Total renewable groundwater,Republic of Korea,2018,13.3,E
Water resources: total external renewable,Republic of Korea,1997,4.85,E
Water resources: total external renewable,Republic of Korea,2002,4.85,E
Water resources: total external renewable,Republic of Korea,2007,4.85,E
Water resources: total external renewable,Republic of Korea,2012,4.85,E
Water resources: total external renewable,Republic of Korea,2017,4.85,E
Water resources: total external renewable,Republic of Korea,2018,4.85,E
Total renewable water resources,Republic of Korea,1997,69.7,E
Total renewable water resources,Republic of Korea,2002,69.7,E
Total renewable water resources,Republic of Korea,2007,69.7,E
Total renewable water resources,Republic of Korea,2012,69.7,E
Total renewable water resources,Republic of Korea,2017,69.7,E
Total renewable water resources,Republic of Korea,2018,69.7,E
Total renewable water resources per capita,Republic of Korea,1997,1508.7868760392,E
Total renewable water resources per capita,Republic of Korea,2002,1452.0970374991,E
Total renewable water resources per capita,Republic of Korea,2007,1421.4391775965,E
Total renewable water resources per capita,Republic of Korea,2012,1392.3114325408,E
Total renewable water resources per capita,Republic of Korea,2017,1364.0878719182,E
Total renewable water resources per capita,Republic of Korea,2018,1362.0808342798,E
Total internal renewable water resources (IRWR),Republic of Moldova,1997,1.62,E
Total internal renewable water resources (IRWR),Republic of Moldova,2002,1.62,E
Total internal renewable water resources (IRWR),Republic of Moldova,2007,1.62,E
Total internal renewable water resources (IRWR),Republic of Moldova,2012,1.62,E
Total internal renewable water resources (IRWR),Republic of Moldova,2017,1.62,E
Total internal renewable water resources (IRWR),Republic of Moldova,2018,1.62,E
Total internal renewable water resources per capita,Republic of Moldova,1997,377.9331814135,E
Total internal renewable water resources per capita,Republic of Moldova,2002,387.7239883874,E
Total internal renewable water resources per capita,Republic of Moldova,2007,392.2388996391,E
Total internal renewable water resources per capita,Republic of Moldova,2012,397.4672015954,E
Total internal renewable water resources per capita,Republic of Moldova,2017,399.0458370652,E
Total internal renewable water resources per capita,Republic of Moldova,2018,399.8080921158,E
Total renewable surface water,Republic of Moldova,1997,11.97,E
Total renewable surface water,Republic of Moldova,2002,11.97,E
Total renewable surface water,Republic of Moldova,2007,11.97,E
Total renewable surface water,Republic of Moldova,2012,11.97,E
Total renewable surface water,Republic of Moldova,2017,11.97,E
Total renewable surface water,Republic of Moldova,2018,11.97,E
Total renewable groundwater,Republic of Moldova,1997,1.3,E
Total renewable groundwater,Republic of Moldova,2002,1.3,E
Total renewable groundwater,Republic of Moldova,2007,1.3,E
Total renewable groundwater,Republic of Moldova,2012,1.3,E
Total renewable groundwater,Republic of Moldova,2017,1.3,E
Total renewable groundwater,Republic of Moldova,2018,1.3,E
Water resources: total external renewable,Republic of Moldova,1997,10.65,E
Water resources: total external renewable,Republic of Moldova,2002,10.65,E
Water resources: total external renewable,Republic of Moldova,2007,10.65,E
Water resources: total external renewable,Republic of Moldova,2012,10.65,E
Water resources: total external renewable,Republic of Moldova,2017,10.65,E
Water resources: total external renewable,Republic of Moldova,2018,10.65,E
Total renewable water resources,Republic of Moldova,1997,12.27,E
Total renewable water resources,Republic of Moldova,2002,12.27,E
Total renewable water resources,Republic of Moldova,2007,12.27,E
Total renewable water resources,Republic of Moldova,2012,12.27,E
Total renewable water resources,Republic of Moldova,2017,12.27,E
Total renewable water resources,Republic of Moldova,2018,12.27,E
Total renewable water resources per capita,Republic of Moldova,1997,2862.4939110765,E
Total renewable water resources per capita,Republic of Moldova,2002,2936.6502083418,E
Total renewable water resources per capita,Republic of Moldova,2007,2970.8464806002,E
Total renewable water resources per capita,Republic of Moldova,2012,3010.4460268982,E
Total renewable water resources per capita,Republic of Moldova,2017,3022.4027288824,E
Total renewable water resources per capita,Republic of Moldova,2018,3028.1761050992,E
Total internal renewable water resources (IRWR),Republic of Serbia,2007,8.407,X
Total internal renewable water resources (IRWR),Republic of Serbia,2012,8.407,X
Total internal renewable water resources (IRWR),Republic of Serbia,2017,8.407,X
Total internal renewable water resources per capita,Republic of Serbia,2007,923.7258664668,E
Total internal renewable water resources per capita,Republic of Serbia,2012,940.3684271105,E
Total internal renewable water resources per capita,Republic of Serbia,2017,952.1352428438,E
Total internal renewable water resources per capita,Republic of Serbia,2018,955.0420243483,E
Total renewable water resources,Republic of Serbia,2007,162.2,X
Total renewable water resources,Republic of Serbia,2012,162.2,X
Total renewable water resources,Republic of Serbia,2017,162.2,X
Total renewable water resources per capita,Republic of Serbia,2007,17821.855066126,E
Total renewable water resources per capita,Republic of Serbia,2012,18142.9474101726,E
Total renewable water resources per capita,Republic of Serbia,2017,18369.9698333837,E
Total renewable water resources per capita,Republic of Serbia,2018,18426.0516651948,E
Total internal renewable water resources (IRWR),Romania,1997,42.38,E
Total internal renewable water resources (IRWR),Romania,2002,42.38,E
Total internal renewable water resources (IRWR),Romania,2007,42.38,E
Total internal renewable water resources (IRWR),Romania,2012,42.38,E
Total internal renewable water resources (IRWR),Romania,2017,42.38,E
Total internal renewable water resources (IRWR),Romania,2018,42.38,E
Total internal renewable water resources per capita,Romania,1997,1872.1062529409,E
Total internal renewable water resources per capita,Romania,2002,1939.2976054434,E
Total internal renewable water resources per capita,Romania,2007,2014.8150232937,E
Total internal renewable water resources per capita,Romania,2012,2095.170681018,E
Total internal renewable water resources per capita,Romania,2017,2156.3074613581,E
Total internal renewable water resources per capita,Romania,2018,2172.6521233291,E
Total renewable surface water,Romania,1997,211.55,E
Total renewable surface water,Romania,2002,211.55,E
Total renewable surface water,Romania,2007,211.55,E
Total renewable surface water,Romania,2012,211.55,E
Total renewable surface water,Romania,2017,211.55,E
Total renewable surface water,Romania,2018,211.55,E
Total renewable groundwater,Romania,1997,8.46,E
Total renewable groundwater,Romania,2002,8.46,E
Total renewable groundwater,Romania,2007,8.46,E
Total renewable groundwater,Romania,2012,8.46,E
Total renewable groundwater,Romania,2017,8.46,E
Total renewable groundwater,Romania,2018,8.46,E
Total exploitable water resources,Romania,1997,123.0,E
Total exploitable water resources,Romania,2002,123.0,E
Total exploitable water resources,Romania,2007,123.0,E
Total exploitable water resources,Romania,2012,123.0,E
Water resources: total external renewable,Romania,1997,169.63,E
Water resources: total external renewable,Romania,2002,169.63,E
Water resources: total external renewable,Romania,2007,169.63,E
Water resources: total external renewable,Romania,2012,169.63,E
Water resources: total external renewable,Romania,2017,169.63,E
Water resources: total external renewable,Romania,2018,169.63,E
Total renewable water resources,Romania,1997,212.01,E
Total renewable water resources,Romania,2002,212.01,E
Total renewable water resources,Romania,2007,212.01,E
Total renewable water resources,Romania,2012,212.01,E
Total renewable water resources,Romania,2017,212.01,E
Total renewable water resources,Romania,2018,212.01,E
Total renewable water resources per capita,Romania,1997,9365.3904361963,E
Total renewable water resources per capita,Romania,2002,9701.5215981606,E
Total renewable water resources per capita,Romania,2007,10079.3046976995,E
Total renewable water resources per capita,Romania,2012,10481.2915545687,E
Total renewable water resources per capita,Romania,2017,10787.1341406919,E
Total renewable water resources per capita,Romania,2018,10868.8998741625,E
Total internal renewable water resources (IRWR),Russian Federation,1997,4312.0,E
Total internal renewable water resources (IRWR),Russian Federation,2002,4312.0,E
Total internal renewable water resources (IRWR),Russian Federation,2007,4312.0,E
Total internal renewable water resources (IRWR),Russian Federation,2012,4312.0,E
Total internal renewable water resources (IRWR),Russian Federation,2017,4312.0,E
Total internal renewable water resources (IRWR),Russian Federation,2018,4312.0,E
Total internal renewable water resources per capita,Russian Federation,1997,29188.3804604398,E
Total internal renewable water resources per capita,Russian Federation,2002,29693.7590081513,E
Total internal renewable water resources per capita,Russian Federation,2007,30097.8153872038,E
Total internal renewable water resources per capita,Russian Federation,2012,29945.7146418405,E
Total internal renewable water resources per capita,Russian Federation,2017,29629.6129345959,E
Total internal renewable water resources per capita,Russian Federation,2018,29588.1460445088,E
Total renewable surface water,Russian Federation,1997,4249.445,E
Total renewable surface water,Russian Federation,2002,4249.445,E
Total renewable surface water,Russian Federation,2007,4249.445,E
Total renewable surface water,Russian Federation,2012,4249.445,E
Total renewable surface water,Russian Federation,2017,4249.445,E
Total renewable surface water,Russian Federation,2018,4249.445,E
Total renewable groundwater,Russian Federation,1997,788.0,E
Total renewable groundwater,Russian Federation,2002,788.0,E
Total renewable groundwater,Russian Federation,2007,788.0,E
Total renewable groundwater,Russian Federation,2012,788.0,E
Total renewable groundwater,Russian Federation,2017,788.0,E
Total renewable groundwater,Russian Federation,2018,788.0,E
Water resources: total external renewable,Russian Federation,1997,213.445,E
Water resources: total external renewable,Russian Federation,2002,213.445,E
Water resources: total external renewable,Russian Federation,2007,213.445,E
Water resources: total external renewable,Russian Federation,2012,213.445,E
Water resources: total external renewable,Russian Federation,2017,213.445,E
Water resources: total external renewable,Russian Federation,2018,213.445,E
Total renewable water resources,Russian Federation,1997,4525.445,E
Total renewable water resources,Russian Federation,2002,4525.445,E
Total renewable water resources,Russian Federation,2007,4525.445,E
Total renewable water resources,Russian Federation,2012,4525.445,E
Total renewable water resources,Russian Federation,2017,4525.445,E
Total renewable water resources,Russian Federation,2018,4525.445,E
Total renewable water resources per capita,Russian Federation,1997,30633.2120623365,E
Total renewable water resources per capita,Russian Federation,2002,31163.6069653626,E
Total renewable water resources per capita,Russian Federation,2007,31587.6642288832,E
Total renewable water resources per capita,Russian Federation,2012,31428.0344613506,E
Total renewable water resources per capita,Russian Federation,2017,31096.28564629,E
Total renewable water resources per capita,Russian Federation,2018,31052.766135527,E
Total internal renewable water resources (IRWR),Rwanda,1997,9.5,E
Total internal renewable water resources (IRWR),Rwanda,2002,9.5,E
Total internal renewable water resources (IRWR),Rwanda,2007,9.5,E
Total internal renewable water resources (IRWR),Rwanda,2012,9.5,E
Total internal renewable water resources (IRWR),Rwanda,2017,9.5,E
Total internal renewable water resources (IRWR),Rwanda,2018,9.5,E
Total internal renewable water resources per capita,Rwanda,1997,1479.7735977549,E
Total internal renewable water resources per capita,Rwanda,2002,1127.3207975261,E
Total internal renewable water resources per capita,Rwanda,2007,1024.396045745,E
Total internal renewable water resources per capita,Rwanda,2012,900.5018449387,E
Total internal renewable water resources per capita,Rwanda,2017,792.9247077926,E
Total internal renewable water resources per capita,Rwanda,2018,772.2340405642,E
Total renewable surface water,Rwanda,1997,13.3,E
Total renewable surface water,Rwanda,2002,13.3,E
Total renewable surface water,Rwanda,2007,13.3,E
Total renewable surface water,Rwanda,2012,13.3,E
Total renewable surface water,Rwanda,2017,13.3,E
Total renewable surface water,Rwanda,2018,13.3,E
Total renewable groundwater,Rwanda,1997,7.0,E
Total renewable groundwater,Rwanda,2002,7.0,E
Total renewable groundwater,Rwanda,2007,7.0,E
Total renewable groundwater,Rwanda,2012,7.0,E
Total renewable groundwater,Rwanda,2017,7.0,E
Total renewable groundwater,Rwanda,2018,7.0,E
Water resources: total external renewable,Rwanda,1997,3.8,E
Water resources: total external renewable,Rwanda,2002,3.8,E
Water resources: total external renewable,Rwanda,2007,3.8,E
Water resources: total external renewable,Rwanda,2012,3.8,E
Water resources: total external renewable,Rwanda,2017,3.8,E
Water resources: total external renewable,Rwanda,2018,3.8,E
Total renewable water resources,Rwanda,1997,13.3,E
Total renewable water resources,Rwanda,2002,13.3,E
Total renewable water resources,Rwanda,2007,13.3,E
Total renewable water resources,Rwanda,2012,13.3,E
Total renewable water resources,Rwanda,2017,13.3,E
Total renewable water resources,Rwanda,2018,13.3,E
Total renewable water resources per capita,Rwanda,1997,2071.6830368568,E
Total renewable water resources per capita,Rwanda,2002,1578.2491165365,E
Total renewable water resources per capita,Rwanda,2007,1434.154464043,E
Total renewable water resources per capita,Rwanda,2012,1260.7025829142,E
Total renewable water resources per capita,Rwanda,2017,1110.0945909097,E
Total renewable water resources per capita,Rwanda,2018,1081.1276567899,E
Total internal renewable water resources (IRWR),Saint Kitts and Nevis,1997,0.024,E
Total internal renewable water resources (IRWR),Saint Kitts and Nevis,2002,0.024,E
Total internal renewable water resources (IRWR),Saint Kitts and Nevis,2007,0.024,E
Total internal renewable water resources (IRWR),Saint Kitts and Nevis,2012,0.024,E
Total internal renewable water resources (IRWR),Saint Kitts and Nevis,2017,0.024,E
Total internal renewable water resources (IRWR),Saint Kitts and Nevis,2018,0.024,E
Total internal renewable water resources per capita,Saint Kitts and Nevis,1997,560.0410696784,E
Total internal renewable water resources per capita,Saint Kitts and Nevis,2002,531.3849219528,E
Total internal renewable water resources per capita,Saint Kitts and Nevis,2007,502.3232450082,E
Total internal renewable water resources per capita,Saint Kitts and Nevis,2012,481.0872572013,E
Total internal renewable water resources per capita,Saint Kitts and Nevis,2017,461.1393985974,E
Total internal renewable water resources per capita,Saint Kitts and Nevis,2018,457.6571766366,E
Total renewable surface water,Saint Kitts and Nevis,1997,0.004,E
Total renewable surface water,Saint Kitts and Nevis,2002,0.004,E
Total renewable surface water,Saint Kitts and Nevis,2007,0.004,E
Total renewable surface water,Saint Kitts and Nevis,2012,0.004,E
Total renewable surface water,Saint Kitts and Nevis,2017,0.004,E
Total renewable surface water,Saint Kitts and Nevis,2018,0.004,E
Total renewable groundwater,Saint Kitts and Nevis,1997,0.02,E
Total renewable groundwater,Saint Kitts and Nevis,2002,0.02,E
Total renewable groundwater,Saint Kitts and Nevis,2007,0.02,E
Total renewable groundwater,Saint Kitts and Nevis,2012,0.02,E
Total renewable groundwater,Saint Kitts and Nevis,2017,0.02,E
Total renewable groundwater,Saint Kitts and Nevis,2018,0.02,E
Water resources: total external renewable,Saint Kitts and Nevis,1997,0.0,E
Water resources: total external renewable,Saint Kitts and Nevis,2002,0.0,E
Water resources: total external renewable,Saint Kitts and Nevis,2007,0.0,E
Water resources: total external renewable,Saint Kitts and Nevis,2012,0.0,E
Water resources: total external renewable,Saint Kitts and Nevis,2017,0.0,E
Water resources: total external renewable,Saint Kitts and Nevis,2018,0.0,E
Total renewable water resources,Saint Kitts and Nevis,1997,0.024,E
Total renewable water resources,Saint Kitts and Nevis,2002,0.024,E
Total renewable water resources,Saint Kitts and Nevis,2007,0.024,E
Total renewable water resources,Saint Kitts and Nevis,2012,0.024,E
Total renewable water resources,Saint Kitts and Nevis,2017,0.024,E
Total renewable water resources,Saint Kitts and Nevis,2018,0.024,E
Total renewable water resources per capita,Saint Kitts and Nevis,1997,560.0410696784,E
Total renewable water resources per capita,Saint Kitts and Nevis,2002,531.3849219528,E
Total renewable water resources per capita,Saint Kitts and Nevis,2007,502.3232450082,E
Total renewable water resources per capita,Saint Kitts and Nevis,2012,481.0872572013,E
Total renewable water resources per capita,Saint Kitts and Nevis,2017,461.1393985974,E
Total renewable water resources per capita,Saint Kitts and Nevis,2018,457.6571766366,E
Total internal renewable water resources (IRWR),Saint Lucia,2017,0.3,E
Total internal renewable water resources per capita,Saint Lucia,1997,1987.9003134256,E
Total internal renewable water resources per capita,Saint Lucia,2002,1882.1521782774,E
Total internal renewable water resources per capita,Saint Lucia,2007,1789.5597086597,E
Total internal renewable water resources per capita,Saint Lucia,2012,1698.3118779933,E
Total internal renewable water resources per capita,Saint Lucia,2017,1657.8799031798,E
Total internal renewable water resources per capita,Saint Lucia,2018,1649.3575752244,E
Total renewable surface water,Saint Lucia,1997,0.0,E
Total renewable surface water,Saint Lucia,2002,0.0,E
Total renewable surface water,Saint Lucia,2007,0.0,E
Total renewable surface water,Saint Lucia,2012,0.0,E
Total renewable surface water,Saint Lucia,2017,0.0,E
Total renewable surface water,Saint Lucia,2018,0.0,E
Total renewable groundwater,Saint Lucia,1997,0.0,E
Total renewable groundwater,Saint Lucia,2002,0.0,E
Total renewable groundwater,Saint Lucia,2007,0.0,E
Total renewable groundwater,Saint Lucia,2012,0.0,E
Total renewable groundwater,Saint Lucia,2017,0.0,E
Total renewable groundwater,Saint Lucia,2018,0.0,E
Water resources: total external renewable,Saint Lucia,1997,0.0,E
Water resources: total external renewable,Saint Lucia,2002,0.0,E
Water resources: total external renewable,Saint Lucia,2007,0.0,E
Water resources: total external renewable,Saint Lucia,2012,0.0,E
Water resources: total external renewable,Saint Lucia,2017,0.0,E
Water resources: total external renewable,Saint Lucia,2018,0.0,E
Total renewable water resources,Saint Lucia,1997,0.3,E
Total renewable water resources,Saint Lucia,2002,0.3,E
Total renewable water resources,Saint Lucia,2007,0.3,E
Total renewable water resources,Saint Lucia,2012,0.3,E
Total renewable water resources,Saint Lucia,2017,0.3,E
Total renewable water resources per capita,Saint Lucia,1997,1987.9003134256,E
Total renewable water resources per capita,Saint Lucia,2002,1882.1521782774,E
Total renewable water resources per capita,Saint Lucia,2007,1789.5597086597,E
Total renewable water resources per capita,Saint Lucia,2012,1698.3118779933,E
Total renewable water resources per capita,Saint Lucia,2017,1657.8799031798,E
Total renewable water resources per capita,Saint Lucia,2018,1649.3575752244,E
Total internal renewable water resources (IRWR),Saint Vincent and the Grenadines,2017,0.1,E
Total internal renewable water resources per capita,Saint Vincent and the Grenadines,1997,926.827007739,E
Total internal renewable water resources per capita,Saint Vincent and the Grenadines,2002,925.0950535167,E
Total internal renewable water resources per capita,Saint Vincent and the Grenadines,2007,921.5061095855,E
Total internal renewable water resources per capita,Saint Vincent and the Grenadines,2012,922.2114630885,E
Total internal renewable water resources per capita,Saint Vincent and the Grenadines,2017,910.5229133091,E
Total internal renewable water resources per capita,Saint Vincent and the Grenadines,2018,907.3504459627,E
Total renewable surface water,Saint Vincent and the Grenadines,1997,0.0,E
Total renewable surface water,Saint Vincent and the Grenadines,2002,0.0,E
Total renewable surface water,Saint Vincent and the Grenadines,2007,0.0,E
Total renewable surface water,Saint Vincent and the Grenadines,2012,0.0,E
Total renewable surface water,Saint Vincent and the Grenadines,2017,0.0,E
Total renewable surface water,Saint Vincent and the Grenadines,2018,0.0,E
Total renewable groundwater,Saint Vincent and the Grenadines,1997,0.0,E
Total renewable groundwater,Saint Vincent and the Grenadines,2002,0.0,E
Total renewable groundwater,Saint Vincent and the Grenadines,2007,0.0,E
Total renewable groundwater,Saint Vincent and the Grenadines,2012,0.0,E
Total renewable groundwater,Saint Vincent and the Grenadines,2017,0.0,E
Total renewable groundwater,Saint Vincent and the Grenadines,2018,0.0,E
Water resources: total external renewable,Saint Vincent and the Grenadines,1997,0.0,E
Water resources: total external renewable,Saint Vincent and the Grenadines,2002,0.0,E
