,,Year,Value,Symbol
Water resources: total external renewable,Cambodia,2002,355.5,E
Water resources: total external renewable,Cambodia,2007,355.5,E
Water resources: total external renewable,Cambodia,2012,355.5,E
Water resources: total external renewable,Cambodia,2017,355.5,E
Water resources: total external renewable,Cambodia,2018,355.5,E
Total renewable water resources,Cambodia,1997,476.1,E
Total renewable water resources,Cambodia,2002,476.1,E
Total renewable water resources,Cambodia,2007,476.1,E
Total renewable water resources,Cambodia,2012,476.1,E
Total renewable water resources,Cambodia,2017,476.1,E
Total renewable water resources,Cambodia,2018,476.1,E
Total renewable water resources per capita,Cambodia,1997,42137.9639955393,E
Total renewable water resources per capita,Cambodia,2002,37672.9138079973,E
Total renewable water resources per capita,Cambodia,2007,34802.7282531925,E
Total renewable water resources per capita,Cambodia,2012,32211.4598103685,E
Total renewable water resources per capita,Cambodia,2017,29738.7617494187,E
Total renewable water resources per capita,Cambodia,2018,29298.8365635696,E
Total internal renewable water resources (IRWR),Cameroon,1997,273.0,E
Total internal renewable water resources (IRWR),Cameroon,2002,273.0,E
Total internal renewable water resources (IRWR),Cameroon,2007,273.0,E
Total internal renewable water resources (IRWR),Cameroon,2012,273.0,E
Total internal renewable water resources (IRWR),Cameroon,2017,273.0,E
Total internal renewable water resources (IRWR),Cameroon,2018,273.0,E
Total internal renewable water resources per capita,Cameroon,1997,19031.7522827123,E
Total internal renewable water resources per capita,Cameroon,2002,16689.4878601399,E
Total internal renewable water resources per capita,Cameroon,2007,14575.3278033935,E
Total internal renewable water resources per capita,Cameroon,2012,12706.3827232292,E
Total internal renewable water resources per capita,Cameroon,2017,11112.887273436,E
Total internal renewable water resources per capita,Cameroon,2018,10826.3447559466,E
Total renewable surface water,Cameroon,1997,278.15,E
Total renewable surface water,Cameroon,2002,278.15,E
Total renewable surface water,Cameroon,2007,278.15,E
Total renewable surface water,Cameroon,2012,278.15,E
Total renewable surface water,Cameroon,2017,278.15,E
Total renewable surface water,Cameroon,2018,278.15,E
Total renewable groundwater,Cameroon,1997,100.0,E
Total renewable groundwater,Cameroon,2002,100.0,E
Total renewable groundwater,Cameroon,2007,100.0,E
Total renewable groundwater,Cameroon,2012,100.0,E
Total renewable groundwater,Cameroon,2017,100.0,E
Total renewable groundwater,Cameroon,2018,100.0,E
Water resources: total external renewable,Cameroon,1997,10.15,E
Water resources: total external renewable,Cameroon,2002,10.15,E
Water resources: total external renewable,Cameroon,2007,10.15,E
Water resources: total external renewable,Cameroon,2012,10.15,E
Water resources: total external renewable,Cameroon,2017,10.15,E
Water resources: total external renewable,Cameroon,2018,10.15,E
Total renewable water resources,Cameroon,1997,283.15,E
Total renewable water resources,Cameroon,2002,283.15,E
Total renewable water resources,Cameroon,2007,283.15,E
Total renewable water resources,Cameroon,2012,283.15,E
Total renewable water resources,Cameroon,2017,283.15,E
Total renewable water resources,Cameroon,2018,283.15,E
Total renewable water resources per capita,Cameroon,1997,19739.3430727106,E
Total renewable water resources per capita,Cameroon,2002,17309.9944600682,E
Total renewable water resources per capita,Cameroon,2007,15117.2310165965,E
Total renewable water resources per capita,Cameroon,2012,13178.7995167851,E
Total renewable water resources per capita,Cameroon,2017,11526.0587233458,E
Total renewable water resources per capita,Cameroon,2018,11228.8627020011,E
Total internal renewable water resources (IRWR),Canada,1997,2850.0,E
Total internal renewable water resources (IRWR),Canada,2002,2850.0,E
Total internal renewable water resources (IRWR),Canada,2007,2850.0,E
Total internal renewable water resources (IRWR),Canada,2012,2850.0,E
Total internal renewable water resources (IRWR),Canada,2017,2850.0,E
Total internal renewable water resources (IRWR),Canada,2018,2850.0,E
Total internal renewable water resources per capita,Canada,1997,95822.8564208475,E
Total internal renewable water resources per capita,Canada,2002,91409.8389637678,E
Total internal renewable water resources per capita,Canada,2007,86545.1346238417,E
Total internal renewable water resources per capita,Canada,2012,81610.376029114,E
Total internal renewable water resources per capita,Canada,2017,77588.8225270026,E
Total internal renewable water resources per capita,Canada,2018,76872.1151715832,E
Total renewable surface water,Canada,1997,2892.0,E
Total renewable surface water,Canada,2002,2892.0,E
Total renewable surface water,Canada,2007,2892.0,E
Total renewable surface water,Canada,2012,2892.0,E
Total renewable surface water,Canada,2017,2892.0,E
Total renewable surface water,Canada,2018,2892.0,E
Total renewable groundwater,Canada,1997,370.0,E
Total renewable groundwater,Canada,2002,370.0,E
Total renewable groundwater,Canada,2007,370.0,E
Total renewable groundwater,Canada,2012,370.0,E
Total renewable groundwater,Canada,2017,370.0,E
Total renewable groundwater,Canada,2018,370.0,E
Water resources: total external renewable,Canada,1997,52.0,E
Water resources: total external renewable,Canada,2002,52.0,E
Water resources: total external renewable,Canada,2007,52.0,E
Water resources: total external renewable,Canada,2012,52.0,E
Water resources: total external renewable,Canada,2017,52.0,E
Water resources: total external renewable,Canada,2018,52.0,E
Total renewable water resources,Canada,1997,2902.0,E
Total renewable water resources,Canada,2002,2902.0,E
Total renewable water resources,Canada,2007,2902.0,E
Total renewable water resources,Canada,2012,2902.0,E
Total renewable water resources,Canada,2017,2902.0,E
Total renewable water resources,Canada,2018,2902.0,E
Total renewable water resources per capita,Canada,1997,97571.2032748419,E
Total renewable water resources per capita,Canada,2002,93077.6676045102,E
Total renewable water resources per capita,Canada,2007,88124.2037468031,E
Total renewable water resources per capita,Canada,2012,83099.4074513996,E
Total renewable water resources per capita,Canada,2017,79004.4782362672,E
Total renewable water resources per capita,Canada,2018,78274.6941150647,E
Total internal renewable water resources (IRWR),Central African Republic,1997,141.0,E
Total internal renewable water resources (IRWR),Central African Republic,2002,141.0,E
Total internal renewable water resources (IRWR),Central African Republic,2007,141.0,E
Total internal renewable water resources (IRWR),Central African Republic,2012,141.0,E
Total internal renewable water resources (IRWR),Central African Republic,2017,141.0,E
Total internal renewable water resources (IRWR),Central African Republic,2018,141.0,E
Total internal renewable water resources per capita,Central African Republic,1997,41563.0538055839,E
Total internal renewable water resources per capita,Central African Republic,2002,37084.4958402242,E
Total internal renewable water resources per capita,Central African Republic,2007,33587.3425742197,E
Total internal renewable water resources per capita,Central African Republic,2012,31782.4117485826,E
Total internal renewable water resources per capita,Central African Republic,2017,30678.6976479448,E
Total internal renewable water resources per capita,Central African Republic,2018,30216.2195523371,E
Total renewable surface water,Central African Republic,1997,141.0,E
Total renewable surface water,Central African Republic,2002,141.0,E
Total renewable surface water,Central African Republic,2007,141.0,E
Total renewable surface water,Central African Republic,2012,141.0,E
Total renewable surface water,Central African Republic,2017,141.0,E
Total renewable surface water,Central African Republic,2018,141.0,E
Total renewable groundwater,Central African Republic,1997,56.0,E
Total renewable groundwater,Central African Republic,2002,56.0,E
Total renewable groundwater,Central African Republic,2007,56.0,E
Total renewable groundwater,Central African Republic,2012,56.0,E
Total renewable groundwater,Central African Republic,2017,56.0,E
Total renewable groundwater,Central African Republic,2018,56.0,E
Water resources: total external renewable,Central African Republic,1997,0.0,E
Water resources: total external renewable,Central African Republic,2002,0.0,E
Water resources: total external renewable,Central African Republic,2007,0.0,E
Water resources: total external renewable,Central African Republic,2012,0.0,E
Water resources: total external renewable,Central African Republic,2017,0.0,E
Water resources: total external renewable,Central African Republic,2018,0.0,E
Total renewable water resources,Central African Republic,1997,141.0,E
Total renewable water resources,Central African Republic,2002,141.0,E
Total renewable water resources,Central African Republic,2007,141.0,E
Total renewable water resources,Central African Republic,2012,141.0,E
Total renewable water resources,Central African Republic,2017,141.0,E
Total renewable water resources,Central African Republic,2018,141.0,E
Total renewable water resources per capita,Central African Republic,1997,41563.0538055839,E
Total renewable water resources per capita,Central African Republic,2002,37084.4958402242,E
Total renewable water resources per capita,Central African Republic,2007,33587.3425742197,E
Total renewable water resources per capita,Central African Republic,2012,31782.4117485826,E
Total renewable water resources per capita,Central African Republic,2017,30678.6976479448,E
Total renewable water resources per capita,Central African Republic,2018,30216.2195523371,E
Total internal renewable water resources (IRWR),Chad,1997,15.0,E
Total internal renewable water resources (IRWR),Chad,2002,15.0,E
Total internal renewable water resources (IRWR),Chad,2007,15.0,E
Total internal renewable water resources (IRWR),Chad,2012,15.0,E
Total internal renewable water resources (IRWR),Chad,2017,15.0,E
Total internal renewable water resources (IRWR),Chad,2018,15.0,E
Total internal renewable water resources per capita,Chad,1997,1999.0689669465,E
Total internal renewable water resources per capita,Chad,2002,1663.112595051,E
Total internal renewable water resources per capita,Chad,2007,1386.5748495289,E
Total internal renewable water resources per capita,Chad,2012,1173.2728446,E
Total internal renewable water resources per capita,Chad,2017,998.8843793329,E
Total internal renewable water resources per capita,Chad,2018,969.1344253411,E
Total renewable surface water,Chad,1997,44.2,E
Total renewable surface water,Chad,2002,44.2,E
Total renewable surface water,Chad,2007,44.2,E
Total renewable surface water,Chad,2012,44.2,E
Total renewable surface water,Chad,2017,44.2,E
Total renewable surface water,Chad,2018,44.2,E
Total renewable groundwater,Chad,1997,11.5,E
Total renewable groundwater,Chad,2002,11.5,E
Total renewable groundwater,Chad,2007,11.5,E
Total renewable groundwater,Chad,2012,11.5,E
Total renewable groundwater,Chad,2017,11.5,E
Total renewable groundwater,Chad,2018,11.5,E
Water resources: total external renewable,Chad,1997,30.7,E
Water resources: total external renewable,Chad,2002,30.7,E
Water resources: total external renewable,Chad,2007,30.7,E
Water resources: total external renewable,Chad,2012,30.7,E
Water resources: total external renewable,Chad,2017,30.7,E
Water resources: total external renewable,Chad,2018,30.7,E
Total renewable water resources,Chad,1997,45.7,E
Total renewable water resources,Chad,2002,45.7,E
Total renewable water resources,Chad,2007,45.7,E
Total renewable water resources,Chad,2012,45.7,E
Total renewable water resources,Chad,2017,45.7,E
Total renewable water resources,Chad,2018,45.7,E
Total renewable water resources per capita,Chad,1997,6090.4967859636,E
Total renewable water resources per capita,Chad,2002,5066.9497062555,E
Total renewable water resources per capita,Chad,2007,4224.431374898,E
Total renewable water resources per capita,Chad,2012,3574.571266548,E
Total renewable water resources per capita,Chad,2017,3043.2677423675,E
Total renewable water resources per capita,Chad,2018,2952.6295492058,E
Total internal renewable water resources (IRWR),Chile,1997,885.0,E
Total internal renewable water resources (IRWR),Chile,2002,885.0,E
Total internal renewable water resources (IRWR),Chile,2007,885.0,E
Total internal renewable water resources (IRWR),Chile,2012,885.0,E
Total internal renewable water resources (IRWR),Chile,2017,885.0,E
Total internal renewable water resources (IRWR),Chile,2018,885.0,E
Total internal renewable water resources per capita,Chile,1997,59853.0253168153,E
Total internal renewable water resources per capita,Chile,2002,56425.460468418,E
Total internal renewable water resources per capita,Chile,2007,53538.388385618,E
Total internal renewable water resources per capita,Chile,2012,50861.054667473,E
Total internal renewable water resources per capita,Chile,2017,47914.3998688932,E
Total internal renewable water resources per capita,Chile,2018,47252.5196004519,E
Total renewable surface water,Chile,1997,923.06,E
Total renewable surface water,Chile,2002,923.06,E
Total renewable surface water,Chile,2007,923.06,E
Total renewable surface water,Chile,2012,923.06,E
Total renewable surface water,Chile,2017,923.06,E
Total renewable surface water,Chile,2018,923.06,E
Total renewable groundwater,Chile,1997,140.0,E
Total renewable groundwater,Chile,2002,140.0,E
Total renewable groundwater,Chile,2007,140.0,E
Total renewable groundwater,Chile,2012,140.0,E
Total renewable groundwater,Chile,2017,140.0,E
Total renewable groundwater,Chile,2018,140.0,E
Water resources: total external renewable,Chile,1997,38.06,E
Water resources: total external renewable,Chile,2002,38.06,E
Water resources: total external renewable,Chile,2007,38.06,E
Water resources: total external renewable,Chile,2012,38.06,E
Water resources: total external renewable,Chile,2017,38.06,E
Water resources: total external renewable,Chile,2018,38.06,E
Total renewable water resources,Chile,1997,923.06,E
Total renewable water resources,Chile,2002,923.06,E
Total renewable water resources,Chile,2007,923.06,E
Total renewable water resources,Chile,2012,923.06,E
Total renewable water resources,Chile,2017,923.06,E
Total renewable water resources,Chile,2018,923.06,E
Total renewable water resources per capita,Chile,1997,62427.0435581237,E
Total renewable water resources per capita,Chile,2002,58852.0740564723,E
Total renewable water resources per capita,Chile,2007,55840.8415629701,E
Total renewable water resources per capita,Chile,2012,53048.3673687657,E
Total renewable water resources per capita,Chile,2017,49974.9897660797,E
Total renewable water resources per capita,Chile,2018,49284.6449066589,E
Total internal renewable water resources (IRWR),China,1997,2812.9,E
Total internal renewable water resources (IRWR),China,2002,2812.9,E
Total internal renewable water resources (IRWR),China,2007,2812.9,E
Total internal renewable water resources (IRWR),China,2012,2812.9,E
Total internal renewable water resources (IRWR),China,2017,2812.9,E
Total internal renewable water resources (IRWR),China,2018,2812.9,E
Total internal renewable water resources per capita,China,1997,2180.0262043505,E
Total internal renewable water resources per capita,China,2002,2104.2589237096,E
Total internal renewable water resources per capita,China,2007,2043.8641645391,E
Total internal renewable water resources per capita,China,2012,1987.6845611293,E
Total internal renewable water resources per capita,China,2017,1936.4251114446,E
Total internal renewable water resources per capita,China,2018,1927.4655009577,E
Total renewable surface water,China,1997,2739.32,E
Total renewable surface water,China,2002,2739.32,E
Total renewable surface water,China,2007,2739.32,E
Total renewable surface water,China,2012,2739.32,E
Total renewable surface water,China,2017,2739.32,E
Total renewable surface water,China,2018,2739.32,E
Total renewable groundwater,China,1997,828.8,E
Total renewable groundwater,China,2002,828.8,E
Total renewable groundwater,China,2007,828.8,E
Total renewable groundwater,China,2012,828.8,E
Total renewable groundwater,China,2017,828.8,E
Total renewable groundwater,China,2018,828.8,E
Water resources: total external renewable,China,1997,27.32,E
Water resources: total external renewable,China,2002,27.32,E
Water resources: total external renewable,China,2007,27.32,E
Water resources: total external renewable,China,2012,27.32,E
Water resources: total external renewable,China,2017,27.32,E
Water resources: total external renewable,China,2018,27.32,E
Total renewable water resources,China,1997,2840.22,E
Total renewable water resources,China,2002,2840.22,E
Total renewable water resources,China,2007,2840.22,E
Total renewable water resources,China,2012,2840.22,E
Total renewable water resources,China,2017,2840.22,E
Total renewable water resources,China,2018,2840.22,E
Total renewable water resources per capita,China,1997,2201.1994831386,E
Total renewable water resources per capita,China,2002,2124.6963206294,E
Total renewable water resources per capita,China,2007,2063.7149836138,E
Total renewable water resources per capita,China,2012,2006.9897416228,E
Total renewable water resources per capita,China,2017,1955.2324398405,E
Total renewable water resources per capita,China,2018,1946.1858100644,E
Total internal renewable water resources (IRWR),Colombia,1997,2145.0,E
Total internal renewable water resources (IRWR),Colombia,2002,2145.0,E
Total internal renewable water resources (IRWR),Colombia,2007,2145.0,E
Total internal renewable water resources (IRWR),Colombia,2012,2145.0,E
Total internal renewable water resources (IRWR),Colombia,2017,2145.0,E
Total internal renewable water resources (IRWR),Colombia,2018,2145.0,E
Total internal renewable water resources per capita,Colombia,1997,56860.6556073354,E
Total internal renewable water resources per capita,Colombia,2002,52476.6020409362,E
Total internal renewable water resources per capita,Colombia,2007,49042.5656546202,E
Total internal renewable water resources per capita,Colombia,2012,46553.8051951789,E
Total internal renewable water resources per capita,Colombia,2017,43856.2065191014,E
Total internal renewable water resources per capita,Colombia,2018,43192.8057579453,E
Total renewable surface water,Colombia,1997,2360.0,E
Total renewable surface water,Colombia,2002,2360.0,E
Total renewable surface water,Colombia,2007,2360.0,E
Total renewable surface water,Colombia,2012,2360.0,E
Total renewable surface water,Colombia,2017,2360.0,E
Total renewable surface water,Colombia,2018,2360.0,E
Total renewable groundwater,Colombia,1997,510.0,E
Total renewable groundwater,Colombia,2002,510.0,E
Total renewable groundwater,Colombia,2007,510.0,E
Total renewable groundwater,Colombia,2012,510.0,E
Total renewable groundwater,Colombia,2017,510.0,E
Total renewable groundwater,Colombia,2018,510.0,E
Water resources: total external renewable,Colombia,1997,215.0,E
Water resources: total external renewable,Colombia,2002,215.0,E
Water resources: total external renewable,Colombia,2007,215.0,E
Water resources: total external renewable,Colombia,2012,215.0,E
Water resources: total external renewable,Colombia,2017,215.0,E
Water resources: total external renewable,Colombia,2018,215.0,E
Total renewable water resources,Colombia,1997,2360.0,E
Total renewable water resources,Colombia,2002,2360.0,E
Total renewable water resources,Colombia,2007,2360.0,E
Total renewable water resources,Colombia,2012,2360.0,E
Total renewable water resources,Colombia,2017,2360.0,E
Total renewable water resources,Colombia,2018,2360.0,E
Total renewable water resources per capita,Colombia,1997,62559.9754001453,E
Total renewable water resources per capita,Colombia,2002,57736.4945531978,E
Total renewable water resources per capita,Colombia,2007,53958.2540535681,E
Total renewable water resources per capita,Colombia,2012,51220.0374175395,E
Total renewable water resources per capita,Colombia,2017,48252.050062974,E
Total renewable water resources per capita,Colombia,2018,47522.1545868303,E
Total internal renewable water resources (IRWR),Comoros,1997,1.2,E
Total internal renewable water resources (IRWR),Comoros,2002,1.2,E
Total internal renewable water resources (IRWR),Comoros,2007,1.2,E
Total internal renewable water resources (IRWR),Comoros,2012,1.2,E
Total internal renewable water resources (IRWR),Comoros,2017,1.2,E
Total internal renewable water resources (IRWR),Comoros,2018,1.2,E
Total internal renewable water resources per capita,Comoros,1997,2390.6620739392,E
Total internal renewable water resources per capita,Comoros,2002,2107.1892027625,E
Total internal renewable water resources per capita,Comoros,2007,1870.2658894673,E
Total internal renewable water resources per capita,Comoros,2012,1657.7539368202,E
Total internal renewable water resources per capita,Comoros,2017,1474.3970944548,E
Total internal renewable water resources per capita,Comoros,2018,1441.749707445,E
Total renewable surface water,Comoros,1997,0.2,E
Total renewable surface water,Comoros,2002,0.2,E
Total renewable surface water,Comoros,2007,0.2,E
Total renewable surface water,Comoros,2012,0.2,E
Total renewable surface water,Comoros,2017,0.2,E
Total renewable surface water,Comoros,2018,0.2,E
Total renewable groundwater,Comoros,1997,1.0,E
Total renewable groundwater,Comoros,2002,1.0,E
Total renewable groundwater,Comoros,2007,1.0,E
Total renewable groundwater,Comoros,2012,1.0,E
Total renewable groundwater,Comoros,2017,1.0,E
Total renewable groundwater,Comoros,2018,1.0,E
Total exploitable water resources,Comoros,1997,1.02,OF
Total exploitable water resources,Comoros,2002,1.02,OF
Total exploitable water resources,Comoros,2007,1.02,OF
Total exploitable water resources,Comoros,2012,1.02,OF
Water resources: total external renewable,Comoros,1997,0.0,E
Water resources: total external renewable,Comoros,2002,0.0,E
Water resources: total external renewable,Comoros,2007,0.0,E
Water resources: total external renewable,Comoros,2012,0.0,E
Water resources: total external renewable,Comoros,2017,0.0,E
Water resources: total external renewable,Comoros,2018,0.0,E
Total renewable water resources,Comoros,1997,1.2,E
Total renewable water resources,Comoros,2002,1.2,E
Total renewable water resources,Comoros,2007,1.2,E
Total renewable water resources,Comoros,2012,1.2,E
Total renewable water resources,Comoros,2017,1.2,E
Total renewable water resources,Comoros,2018,1.2,E
Total renewable water resources per capita,Comoros,1997,2390.6620739392,E
Total renewable water resources per capita,Comoros,2002,2107.1892027625,E
Total renewable water resources per capita,Comoros,2007,1870.2658894673,E
Total renewable water resources per capita,Comoros,2012,1657.7539368202,E
Total renewable water resources per capita,Comoros,2017,1474.3970944548,E
Total renewable water resources per capita,Comoros,2018,1441.749707445,E
Total internal renewable water resources (IRWR),Congo,1997,222.0,E
Total internal renewable water resources (IRWR),Congo,2002,222.0,E
Total internal renewable water resources (IRWR),Congo,2007,222.0,E
Total internal renewable water resources (IRWR),Congo,2012,222.0,E
Total internal renewable water resources (IRWR),Congo,2017,222.0,E
Total internal renewable water resources (IRWR),Congo,2018,222.0,E
Total internal renewable water resources per capita,Congo,1997,77425.2950531514,E
Total internal renewable water resources per capita,Congo,2002,67061.6456625766,E
Total internal renewable water resources per capita,Congo,2007,57273.7833900352,E
Total internal renewable water resources per capita,Congo,2012,49221.7749150315,E
Total internal renewable water resources per capita,Congo,2017,43438.3190544535,E
Total internal renewable water resources per capita,Congo,2018,42331.198150241,E
Total renewable surface water,Congo,1997,832.0,E
Total renewable surface water,Congo,2002,832.0,E
Total renewable surface water,Congo,2007,832.0,E
Total renewable surface water,Congo,2012,832.0,E
Total renewable surface water,Congo,2017,832.0,E
Total renewable surface water,Congo,2018,832.0,E
Total renewable groundwater,Congo,1997,122.0,E
Total renewable groundwater,Congo,2002,122.0,E
Total renewable groundwater,Congo,2007,122.0,E
Total renewable groundwater,Congo,2012,122.0,E
Total renewable groundwater,Congo,2017,122.0,E
Total renewable groundwater,Congo,2018,122.0,E
Water resources: total external renewable,Congo,1997,610.0,E
Water resources: total external renewable,Congo,2002,610.0,E
Water resources: total external renewable,Congo,2007,610.0,E
Water resources: total external renewable,Congo,2012,610.0,E
Water resources: total external renewable,Congo,2017,610.0,E
Water resources: total external renewable,Congo,2018,610.0,E
Total renewable water resources,Congo,1997,832.0,E
Total renewable water resources,Congo,2002,832.0,E
Total renewable water resources,Congo,2007,832.0,E
Total renewable water resources,Congo,2012,832.0,E
Total renewable water resources,Congo,2017,832.0,E
Total renewable water resources,Congo,2018,832.0,E
Total renewable water resources per capita,Congo,1997,290170.475154153,E
Total renewable water resources per capita,Congo,2002,251330.131492179,E
Total renewable water resources per capita,Congo,2007,214647.692704997,E
Total renewable water resources per capita,Congo,2012,184470.796077956,E
Total renewable water resources per capita,Congo,2017,162795.862402276,E
Total renewable water resources per capita,Congo,2018,158646.65252703,E
Total renewable surface water,Cook Islands,1997,0.0,E
Total renewable surface water,Cook Islands,2002,0.0,E
Total renewable surface water,Cook Islands,2007,0.0,E
Total renewable surface water,Cook Islands,2012,0.0,E
Total renewable surface water,Cook Islands,2017,0.0,E
Total renewable surface water,Cook Islands,2018,0.0,E
Total renewable groundwater,Cook Islands,1997,0.0,E
Total renewable groundwater,Cook Islands,2002,0.0,E
Total renewable groundwater,Cook Islands,2007,0.0,E
Total renewable groundwater,Cook Islands,2012,0.0,E
Total renewable groundwater,Cook Islands,2017,0.0,E
Total renewable groundwater,Cook Islands,2018,0.0,E
Water resources: total external renewable,Cook Islands,1997,0.0,E
Water resources: total external renewable,Cook Islands,2002,0.0,E
Water resources: total external renewable,Cook Islands,2007,0.0,E
Water resources: total external renewable,Cook Islands,2012,0.0,E
Water resources: total external renewable,Cook Islands,2017,0.0,E
Water resources: total external renewable,Cook Islands,2018,0.0,E
Total renewable water resources,Cook Islands,1997,0.0,E
Total renewable water resources,Cook Islands,2002,0.0,E
Total renewable water resources,Cook Islands,2007,0.0,E
Total renewable water resources,Cook Islands,2012,0.0,E
Total renewable water resources,Cook Islands,2017,0.0,E
Total renewable water resources,Cook Islands,2018,0.0,E
Total renewable water resources per capita,Cook Islands,1997,0.0,E
Total renewable water resources per capita,Cook Islands,2002,0.0,E
Total renewable water resources per capita,Cook Islands,2007,0.0,E
Total renewable water resources per capita,Cook Islands,2012,0.0,E
Total renewable water resources per capita,Cook Islands,2017,0.0,E
Total renewable water resources per capita,Cook Islands,2018,0.0,E
Total internal renewable water resources (IRWR),Costa Rica,1997,113.0,E
Total internal renewable water resources (IRWR),Costa Rica,2002,113.0,E
Total internal renewable water resources (IRWR),Costa Rica,2007,113.0,E
Total internal renewable water resources (IRWR),Costa Rica,2012,113.0,E
Total internal renewable water resources (IRWR),Costa Rica,2017,113.0,E
Total internal renewable water resources (IRWR),Costa Rica,2018,113.0,E
Total internal renewable water resources per capita,Costa Rica,1997,30384.9286451629,E
Total internal renewable water resources per capita,Costa Rica,2002,27554.7589873016,E
Total internal renewable water resources per capita,Costa Rica,2007,25654.8339610065,E
Total internal renewable water resources per capita,Costa Rica,2012,24104.0955631399,E
Total internal renewable water resources per capita,Costa Rica,2017,22828.4949718725,E
Total internal renewable water resources per capita,Costa Rica,2018,22602.5269625144,E
Total renewable surface water,Costa Rica,1997,113.0,E
Total renewable surface water,Costa Rica,2002,113.0,E
Total renewable surface water,Costa Rica,2007,113.0,E
Total renewable surface water,Costa Rica,2012,113.0,E
Total renewable surface water,Costa Rica,2017,113.0,E
Total renewable surface water,Costa Rica,2018,113.0,E
Total renewable groundwater,Costa Rica,1997,37.31,E
Total renewable groundwater,Costa Rica,2002,37.31,E
Total renewable groundwater,Costa Rica,2007,37.31,E
Total renewable groundwater,Costa Rica,2012,37.31,E
Total renewable groundwater,Costa Rica,2017,37.31,E
Total renewable groundwater,Costa Rica,2018,37.31,E
Water resources: total external renewable,Costa Rica,1997,0.0,E
Water resources: total external renewable,Costa Rica,2002,0.0,E
Water resources: total external renewable,Costa Rica,2007,0.0,E
Water resources: total external renewable,Costa Rica,2012,0.0,E
Water resources: total external renewable,Costa Rica,2017,0.0,E
Water resources: total external renewable,Costa Rica,2018,0.0,E
Total renewable water resources,Costa Rica,1997,113.0,E
Total renewable water resources,Costa Rica,2002,113.0,E
Total renewable water resources,Costa Rica,2007,113.0,E
Total renewable water resources,Costa Rica,2012,113.0,E
Total renewable water resources,Costa Rica,2017,113.0,E
Total renewable water resources,Costa Rica,2018,113.0,E
Total renewable water resources per capita,Costa Rica,1997,30384.9286451629,E
Total renewable water resources per capita,Costa Rica,2002,27554.7589873016,E
Total renewable water resources per capita,Costa Rica,2007,25654.8339610065,E
Total renewable water resources per capita,Costa Rica,2012,24104.0955631399,E
Total renewable water resources per capita,Costa Rica,2017,22828.4949718725,E
Total renewable water resources per capita,Costa Rica,2018,22602.5269625144,E
Total internal renewable water resources (IRWR),Croatia,1997,37.7,E
Total internal renewable water resources (IRWR),Croatia,2002,37.7,E
Total internal renewable water resources (IRWR),Croatia,2007,37.7,E
Total internal renewable water resources (IRWR),Croatia,2012,37.7,E
Total internal renewable water resources (IRWR),Croatia,2017,37.7,E
Total internal renewable water resources (IRWR),Croatia,2018,37.7,E
Total internal renewable water resources per capita,Croatia,1997,8317.8871419365,E
Total internal renewable water resources per capita,Croatia,2002,8576.3703026458,E
Total internal renewable water resources per capita,Croatia,2007,8641.9804026475,E
Total internal renewable water resources per capita,Croatia,2012,8775.8544353448,E
Total internal renewable water resources per capita,Croatia,2017,9012.9784498968,E
Total internal renewable water resources per capita,Croatia,2018,9070.3384294841,E
Total renewable surface water,Croatia,1997,95.0,E
Total renewable surface water,Croatia,2002,95.0,E
Total renewable surface water,Croatia,2007,95.0,E
Total renewable surface water,Croatia,2012,95.0,E
Total renewable surface water,Croatia,2017,95.0,E
Total renewable surface water,Croatia,2018,95.0,E
Total renewable groundwater,Croatia,1997,11.0,E
Total renewable groundwater,Croatia,2002,11.0,E
Total renewable groundwater,Croatia,2007,11.0,E
Total renewable groundwater,Croatia,2012,11.0,E
Total renewable groundwater,Croatia,2017,11.0,E
Total renewable groundwater,Croatia,2018,11.0,E
Water resources: total external renewable,Croatia,1997,67.8,E
Water resources: total external renewable,Croatia,2002,67.8,E
Water resources: total external renewable,Croatia,2007,67.8,E
Water resources: total external renewable,Croatia,2012,67.8,E
Water resources: total external renewable,Croatia,2017,67.8,E
Water resources: total external renewable,Croatia,2018,67.8,E
Total renewable water resources,Croatia,1997,105.5,E
Total renewable water resources,Croatia,2002,105.5,E
Total renewable water resources,Croatia,2007,105.5,E
Total renewable water resources,Croatia,2012,105.5,E
Total renewable water resources,Croatia,2017,105.5,E
Total renewable water resources,Croatia,2018,105.5,E
Total renewable water resources per capita,Croatia,1997,23276.8459807506,E
Total renewable water resources per capita,Croatia,2002,24000.187451701,E
Total renewable water resources per capita,Croatia,2007,24183.7913124486,E
Total renewable water resources per capita,Croatia,2012,24558.4255418799,E
Total renewable water resources per capita,Croatia,2017,25221.9953969261,E
Total renewable water resources per capita,Croatia,2018,25382.5120506784,E
Total internal renewable water resources (IRWR),Cuba,1997,38.12,E
Total internal renewable water resources (IRWR),Cuba,2002,38.12,E
Total internal renewable water resources (IRWR),Cuba,2007,38.12,E
Total internal renewable water resources (IRWR),Cuba,2012,38.12,E
Total internal renewable water resources (IRWR),Cuba,2017,38.12,E
Total internal renewable water resources (IRWR),Cuba,2018,38.12,E
Total internal renewable water resources per capita,Cuba,1997,3468.6924121534,E
Total internal renewable water resources per capita,Cuba,2002,3403.6774895932,E
Total internal renewable water resources per capita,Cuba,2007,3388.1065372858,E
Total internal renewable water resources per capita,Cuba,2012,3386.306105016,E
Total internal renewable water resources per capita,Cuba,2017,3361.7731819042,E
