,,Year,Value,Symbol
Total freshwater withdrawal,Seychelles,2012,0.011294,I
Total freshwater withdrawal,Seychelles,2017,0.011294,I
Total freshwater withdrawal,Seychelles,2018,0.011294,I
Total freshwater withdrawal,Sierra Leone,1997,0.1653153846,E
Total freshwater withdrawal,Sierra Leone,2002,0.19822,I
Total freshwater withdrawal,Sierra Leone,2007,0.2122,I
Total freshwater withdrawal,Sierra Leone,2012,0.2122,I
Total freshwater withdrawal,Sierra Leone,2017,0.2122,I
Total freshwater withdrawal,Sierra Leone,2018,0.2122,I
Total freshwater withdrawal,Singapore,1997,1.679295,E
Total freshwater withdrawal,Singapore,2002,2.0294715,E
Total freshwater withdrawal,Singapore,2007,1.890368,E
Total freshwater withdrawal,Singapore,2012,0.9602005,E
Fresh surface water withdrawal,Slovakia,1997,0.812,X
Fresh surface water withdrawal,Slovakia,2002,0.684,X
Fresh surface water withdrawal,Slovakia,2007,0.3295,X
Fresh surface water withdrawal,Slovakia,2012,0.3264,X
Fresh surface water withdrawal,Slovakia,2017,0.2441,OF
Fresh groundwater withdrawal,Slovakia,1997,0.498,X
Fresh groundwater withdrawal,Slovakia,2002,0.4104,X
Fresh groundwater withdrawal,Slovakia,2007,0.3584,X
Fresh groundwater withdrawal,Slovakia,2012,0.3389,X
Fresh groundwater withdrawal,Slovakia,2017,0.3122,OF
Total freshwater withdrawal,Slovakia,1997,1.31,E
Total freshwater withdrawal,Slovakia,2002,1.0944,E
Total freshwater withdrawal,Slovakia,2007,0.6879,E
Total freshwater withdrawal,Slovakia,2012,0.6653,X
Total freshwater withdrawal,Slovakia,2017,0.5563,OF
Fresh surface water withdrawal,Slovenia,2002,0.6913,X
Fresh surface water withdrawal,Slovenia,2007,0.7449,X
Fresh surface water withdrawal,Slovenia,2012,0.7484,X
Fresh surface water withdrawal,Slovenia,2017,0.7414,OF
Fresh groundwater withdrawal,Slovenia,2002,0.2079,X
Fresh groundwater withdrawal,Slovenia,2007,0.1905,X
Fresh groundwater withdrawal,Slovenia,2012,0.1796,X
Fresh groundwater withdrawal,Slovenia,2017,0.19,OF
Total freshwater withdrawal,Slovenia,2002,0.8992,E
Total freshwater withdrawal,Slovenia,2007,0.9354,E
Total freshwater withdrawal,Slovenia,2012,0.928,E
Total freshwater withdrawal,Slovenia,2017,0.9314,OF
Fresh surface water withdrawal,Somalia,2007,3.167,I
Fresh surface water withdrawal,Somalia,2012,3.167,I
Fresh surface water withdrawal,Somalia,2017,3.167,I
Fresh surface water withdrawal,Somalia,2018,3.167,I
Fresh groundwater withdrawal,Somalia,2007,0.131,I
Fresh groundwater withdrawal,Somalia,2012,0.131,I
Fresh groundwater withdrawal,Somalia,2017,0.131,I
Fresh groundwater withdrawal,Somalia,2018,0.131,I
Total freshwater withdrawal,Somalia,1997,2.7176153846,I
Total freshwater withdrawal,Somalia,2002,3.2953,I
Total freshwater withdrawal,Somalia,2007,3.298,I
Total freshwater withdrawal,Somalia,2012,3.298,I
Total freshwater withdrawal,Somalia,2017,3.298,I
Total freshwater withdrawal,Somalia,2018,3.298,I
Fresh surface water withdrawal,South Africa,2017,16.76,OF
Fresh groundwater withdrawal,South Africa,2002,1.154,I
Fresh groundwater withdrawal,South Africa,2007,1.539,I
Fresh groundwater withdrawal,South Africa,2012,2.034,I
Fresh groundwater withdrawal,South Africa,2017,2.62,OF
Total freshwater withdrawal,South Africa,1997,12.84,E
Total freshwater withdrawal,South Africa,2017,19.38,OF
Total freshwater withdrawal,South Sudan,2012,0.658,I
Total freshwater withdrawal,South Sudan,2017,0.658,I
Total freshwater withdrawal,South Sudan,2018,0.658,I
Fresh surface water withdrawal,Spain,2017,24.827,I
Fresh surface water withdrawal,Spain,2018,24.827,I
Fresh groundwater withdrawal,Spain,1997,4.25,X
Fresh groundwater withdrawal,Spain,2002,5.897,X
Fresh groundwater withdrawal,Spain,2007,6.496,X
Fresh groundwater withdrawal,Spain,2012,6.496,X
Fresh groundwater withdrawal,Spain,2017,6.394,I
Fresh groundwater withdrawal,Spain,2018,6.394,I
Total freshwater withdrawal,Spain,1997,34.5,E
Total freshwater withdrawal,Spain,2002,35.507,E
Total freshwater withdrawal,Spain,2007,34.976,E
Total freshwater withdrawal,Spain,2017,31.221,I
Total freshwater withdrawal,Spain,2018,31.221,I
Total freshwater withdrawal,Sri Lanka,1997,12.03812,I
Total freshwater withdrawal,Sri Lanka,2002,12.98476,I
Total freshwater withdrawal,Sri Lanka,2007,12.946,I
Total freshwater withdrawal,Sri Lanka,2012,12.946,I
Total freshwater withdrawal,Sri Lanka,2017,12.946,I
Total freshwater withdrawal,Sri Lanka,2018,12.946,I
Fresh groundwater withdrawal,State of Palestine,2017,0.2645,OF
Total freshwater withdrawal,State of Palestine,2002,0.3236333333,E
Total freshwater withdrawal,Sudan,2012,26.935,I
Total freshwater withdrawal,Sudan,2017,26.935,I
Total freshwater withdrawal,Sudan,2018,26.935,I
Fresh surface water withdrawal,Suriname,2007,0.5666,I
Fresh surface water withdrawal,Suriname,2012,0.5666,I
Fresh surface water withdrawal,Suriname,2017,0.5666,I
Fresh surface water withdrawal,Suriname,2018,0.5666,I
Fresh groundwater withdrawal,Suriname,2007,0.0493,I
Fresh groundwater withdrawal,Suriname,2012,0.0493,I
Fresh groundwater withdrawal,Suriname,2017,0.0493,I
Fresh groundwater withdrawal,Suriname,2018,0.0493,I
Total freshwater withdrawal,Suriname,1997,0.6215384615,I
Total freshwater withdrawal,Suriname,2002,0.6519666667,I
Total freshwater withdrawal,Suriname,2007,0.6159,I
Total freshwater withdrawal,Suriname,2012,0.6159,I
Total freshwater withdrawal,Suriname,2017,0.6159,I
Total freshwater withdrawal,Suriname,2018,0.6159,I
Fresh surface water withdrawal,Sweden,1997,2.057,X
Fresh surface water withdrawal,Sweden,2002,2.048,X
Fresh surface water withdrawal,Sweden,2007,2.284,X
Fresh surface water withdrawal,Sweden,2012,2.2086,I
Fresh surface water withdrawal,Sweden,2017,2.01,I
Fresh surface water withdrawal,Sweden,2018,2.01,I
Fresh groundwater withdrawal,Sweden,1997,0.654,X
Fresh groundwater withdrawal,Sweden,2002,0.628,X
Fresh groundwater withdrawal,Sweden,2007,0.346,X
Fresh groundwater withdrawal,Sweden,2012,0.3548,I
Fresh groundwater withdrawal,Sweden,2017,0.365,I
Fresh groundwater withdrawal,Sweden,2018,0.365,I
Total freshwater withdrawal,Sweden,1997,2.711,E
Total freshwater withdrawal,Sweden,2002,2.676,E
Total freshwater withdrawal,Sweden,2007,2.63,E
Total freshwater withdrawal,Sweden,2012,2.5634,I
Total freshwater withdrawal,Sweden,2017,2.375,I
Total freshwater withdrawal,Sweden,2018,2.375,I
Fresh surface water withdrawal,Switzerland,1997,1.678,X
Fresh surface water withdrawal,Switzerland,2002,1.6516961808,I
Fresh surface water withdrawal,Switzerland,2007,1.3255980904,I
Fresh surface water withdrawal,Switzerland,2012,0.9995,X
Fresh groundwater withdrawal,Switzerland,1997,0.8801,X
Fresh groundwater withdrawal,Switzerland,2002,0.8663038192,I
Fresh groundwater withdrawal,Switzerland,2007,0.9356519096,I
Fresh groundwater withdrawal,Switzerland,2012,1.005,X
Total freshwater withdrawal,Switzerland,1997,2.5581,E
Total freshwater withdrawal,Switzerland,2002,2.518,E
Total freshwater withdrawal,Syrian Arab Republic,1997,14.427,E
Total freshwater withdrawal,Syrian Arab Republic,2002,16.359,E
Total freshwater withdrawal,Syrian Arab Republic,2007,14.1444,E
Total freshwater withdrawal,Syrian Arab Republic,2012,13.9644,E
Total freshwater withdrawal,Syrian Arab Republic,2017,13.9644,E
Total freshwater withdrawal,Syrian Arab Republic,2018,13.9644,E
Fresh surface water withdrawal,Tajikistan,2007,9.0971981481,I
Fresh surface water withdrawal,Tajikistan,2012,9.5901993056,I
Fresh groundwater withdrawal,Tajikistan,2007,2.0114907407,I
Fresh groundwater withdrawal,Tajikistan,2012,1.0879340278,I
Total freshwater withdrawal,Tajikistan,2007,11.1086888889,I
Total freshwater withdrawal,Tajikistan,2012,10.6781333333,I
Fresh surface water withdrawal,Thailand,2007,47.48,E
Fresh surface water withdrawal,Thailand,2012,47.48,I
Fresh surface water withdrawal,Thailand,2017,47.48,I
Fresh surface water withdrawal,Thailand,2018,47.48,I
Fresh groundwater withdrawal,Thailand,2007,9.827,OF
Fresh groundwater withdrawal,Thailand,2012,9.827,I
Fresh groundwater withdrawal,Thailand,2017,9.827,I
Fresh groundwater withdrawal,Thailand,2018,9.827,I
Total freshwater withdrawal,Thailand,2007,57.307,E
Total freshwater withdrawal,Thailand,2012,57.307,I
Total freshwater withdrawal,Thailand,2017,57.307,I
Total freshwater withdrawal,Thailand,2018,57.307,I
Total freshwater withdrawal,Timor-Leste,2007,1.172,I
Total freshwater withdrawal,Timor-Leste,2012,1.172,I
Total freshwater withdrawal,Timor-Leste,2017,1.172,I
Total freshwater withdrawal,Timor-Leste,2018,1.172,I
Total freshwater withdrawal,Togo,1997,0.1515128205,E
Total freshwater withdrawal,Togo,2002,0.169,E
Total freshwater withdrawal,Togo,2007,0.223,E
Total freshwater withdrawal,Togo,2012,0.223,E
Total freshwater withdrawal,Togo,2017,0.223,E
Total freshwater withdrawal,Togo,2018,0.223,E
Fresh surface water withdrawal,Trinidad and Tobago,2012,0.2284,I
Fresh surface water withdrawal,Trinidad and Tobago,2017,0.2284,I
Fresh surface water withdrawal,Trinidad and Tobago,2018,0.2284,I
Fresh groundwater withdrawal,Trinidad and Tobago,2012,0.1078,I
Fresh groundwater withdrawal,Trinidad and Tobago,2017,0.1078,I
Fresh groundwater withdrawal,Trinidad and Tobago,2018,0.1078,I
Total freshwater withdrawal,Trinidad and Tobago,1997,0.297,E
Total freshwater withdrawal,Trinidad and Tobago,2002,0.3264,E
Total freshwater withdrawal,Trinidad and Tobago,2007,0.3180666667,I
Total freshwater withdrawal,Trinidad and Tobago,2012,0.3362,I
Total freshwater withdrawal,Trinidad and Tobago,2017,0.3362,I
Total freshwater withdrawal,Trinidad and Tobago,2018,0.3362,I
Fresh surface water withdrawal,Tunisia,2002,0.9267142857,I
Fresh surface water withdrawal,Tunisia,2007,0.9202857143,I
Fresh groundwater withdrawal,Tunisia,2002,1.8972857143,I
Fresh groundwater withdrawal,Tunisia,2007,1.9787142857,I
Total freshwater withdrawal,Tunisia,1997,2.7602,E
Total freshwater withdrawal,Tunisia,2002,2.824,I
Total freshwater withdrawal,Tunisia,2007,2.899,I
Fresh surface water withdrawal,Turkey,2002,29.90875,I
Fresh surface water withdrawal,Turkey,2007,29.454625,I
Fresh surface water withdrawal,Turkey,2012,36.95,X
Fresh groundwater withdrawal,Turkey,2002,9.9695833333,I
Fresh groundwater withdrawal,Turkey,2007,12.015,I
Fresh groundwater withdrawal,Turkey,2012,13.56,X
Fresh groundwater withdrawal,Turkey,2017,15.46,X
Total freshwater withdrawal,Turkey,1997,34.9736071429,E
Total freshwater withdrawal,Turkey,2002,39.8783333333,I
Total freshwater withdrawal,Turkey,2007,41.469625,E
Total freshwater withdrawal,Turkey,2012,50.51,X
Fresh surface water withdrawal,Turkmenistan,2007,27.56,I
Fresh surface water withdrawal,Turkmenistan,2012,27.56,I
Fresh surface water withdrawal,Turkmenistan,2017,27.56,I
Fresh surface water withdrawal,Turkmenistan,2018,27.56,I
Fresh groundwater withdrawal,Turkmenistan,2007,0.305,I
Fresh groundwater withdrawal,Turkmenistan,2012,0.305,I
Fresh groundwater withdrawal,Turkmenistan,2017,0.305,I
Fresh groundwater withdrawal,Turkmenistan,2018,0.305,I
Total freshwater withdrawal,Turkmenistan,1997,24.26255,E
Total freshwater withdrawal,Turkmenistan,2002,26.0023666667,E
Total freshwater withdrawal,Turkmenistan,2007,27.865,I
Total freshwater withdrawal,Turkmenistan,2012,27.865,I
Total freshwater withdrawal,Turkmenistan,2017,27.865,I
Total freshwater withdrawal,Turkmenistan,2018,27.865,I
Total freshwater withdrawal,Uganda,1997,0.31664,I
Total freshwater withdrawal,Uganda,2002,0.36155,E
Total freshwater withdrawal,Uganda,2007,0.5910916667,E
Total freshwater withdrawal,Uganda,2012,0.637,I
Total freshwater withdrawal,Uganda,2017,0.637,I
Total freshwater withdrawal,Uganda,2018,0.637,I
Fresh surface water withdrawal,Ukraine,2012,10.638,I
Fresh groundwater withdrawal,Ukraine,2012,2.2365,I
Total freshwater withdrawal,Ukraine,1997,21.177,E
Total freshwater withdrawal,Ukraine,2002,17.0024,E
Total freshwater withdrawal,Ukraine,2007,14.988,I
Total freshwater withdrawal,Ukraine,2012,12.8745,I
Fresh surface water withdrawal,United Arab Emirates,2007,0.0,I
Fresh surface water withdrawal,United Arab Emirates,2012,0.0,I
Fresh surface water withdrawal,United Arab Emirates,2017,0.0,OF
Fresh groundwater withdrawal,United Arab Emirates,2007,2.7707272727,I
Fresh groundwater withdrawal,United Arab Emirates,2012,2.6975454545,I
Fresh groundwater withdrawal,United Arab Emirates,2017,2.562,OF
Total freshwater withdrawal,United Arab Emirates,1997,2.04144,E
Total freshwater withdrawal,United Arab Emirates,2002,2.2499866667,E
Total freshwater withdrawal,United Arab Emirates,2007,2.7707272727,I
Total freshwater withdrawal,United Arab Emirates,2012,2.6975454545,I
Total freshwater withdrawal,United Arab Emirates,2017,2.562,OF
Fresh surface water withdrawal,United Kingdom of Great Britain and Northern Ireland,1997,9.579250097,I
Fresh surface water withdrawal,United Kingdom of Great Britain and Northern Ireland,2002,9.8873753395,I
Fresh surface water withdrawal,United Kingdom of Great Britain and Northern Ireland,2007,6.6583066998,I
Fresh surface water withdrawal,United Kingdom of Great Britain and Northern Ireland,2017,6.38,I
Fresh surface water withdrawal,United Kingdom of Great Britain and Northern Ireland,2018,6.38,I
Fresh groundwater withdrawal,United Kingdom of Great Britain and Northern Ireland,1997,2.6683317212,I
Fresh groundwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2002,2.7541610241,I
Fresh groundwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2007,1.8546933002,I
Fresh groundwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2012,2.046,X
Fresh groundwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2017,2.039,I
Fresh groundwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2018,2.039,I
Total freshwater withdrawal,United Kingdom of Great Britain and Northern Ireland,1997,12.2475818182,I
Total freshwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2002,12.6415363636,I
Total freshwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2007,8.513,E
Total freshwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2012,8.017,E
Total freshwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2017,8.419,I
Total freshwater withdrawal,United Kingdom of Great Britain and Northern Ireland,2018,8.419,I
Total freshwater withdrawal,United Republic of Tanzania,1997,2.87228125,E
Total freshwater withdrawal,United Republic of Tanzania,2002,5.184,E
Total freshwater withdrawal,United Republic of Tanzania,2007,5.184,I
Total freshwater withdrawal,United Republic of Tanzania,2012,5.184,I
Total freshwater withdrawal,United Republic of Tanzania,2017,5.184,I
Total freshwater withdrawal,United Republic of Tanzania,2018,5.184,I
Fresh surface water withdrawal,United States of America,1997,357.7,I
Fresh surface water withdrawal,United States of America,2002,362.72,I
Fresh surface water withdrawal,United States of America,2007,346.9,I
Fresh surface water withdrawal,United States of America,2012,321.5739441127,I
Fresh surface water withdrawal,United States of America,2017,333.0848602818,I
Fresh surface water withdrawal,United States of America,2018,333.0848602818,I
Fresh groundwater withdrawal,United States of America,1997,113.35,I
Fresh groundwater withdrawal,United States of America,2002,112.88,I
Fresh groundwater withdrawal,United States of America,2007,107.78,I
Fresh groundwater withdrawal,United States of America,2012,107.4645005971,I
Fresh groundwater withdrawal,United States of America,2017,111.3112514927,I
Fresh groundwater withdrawal,United States of America,2018,111.3112514927,I
Total freshwater withdrawal,United States of America,1997,471.05,E
Total freshwater withdrawal,United States of America,2002,475.6,E
Total freshwater withdrawal,United States of America,2007,454.68,E
Total freshwater withdrawal,United States of America,2012,429.0384447098,E
Total freshwater withdrawal,United States of America,2017,444.3961117745,E
Total freshwater withdrawal,United States of America,2018,444.3961117745,E
Fresh surface water withdrawal,Uruguay,2002,3.52,I
Fresh surface water withdrawal,Uruguay,2007,3.52,I
Fresh surface water withdrawal,Uruguay,2012,3.52,I
Fresh surface water withdrawal,Uruguay,2017,3.52,I
Fresh surface water withdrawal,Uruguay,2018,3.52,I
Fresh groundwater withdrawal,Uruguay,2002,0.14,I
Fresh groundwater withdrawal,Uruguay,2007,0.14,I
Fresh groundwater withdrawal,Uruguay,2012,0.14,I
Fresh groundwater withdrawal,Uruguay,2017,0.14,I
Fresh groundwater withdrawal,Uruguay,2018,0.14,I
Total freshwater withdrawal,Uruguay,1997,3.402,I
Total freshwater withdrawal,Uruguay,2002,3.66,I
Total freshwater withdrawal,Uruguay,2007,3.66,I
Total freshwater withdrawal,Uruguay,2012,3.66,I
Total freshwater withdrawal,Uruguay,2017,3.66,I
Total freshwater withdrawal,Uruguay,2018,3.66,I
Fresh surface water withdrawal,Uzbekistan,2007,44.4195063737,I
Fresh surface water withdrawal,Uzbekistan,2012,45.0682723081,I
Fresh surface water withdrawal,Uzbekistan,2017,58.41,OF
Fresh surface water withdrawal,Uzbekistan,2018,58.41,I
Fresh groundwater withdrawal,Uzbekistan,2007,5.0293825151,I
Fresh groundwater withdrawal,Uzbekistan,2012,5.102838803,I
Fresh groundwater withdrawal,Uzbekistan,2017,0.494,OF
Fresh groundwater withdrawal,Uzbekistan,2018,0.494,I
Total freshwater withdrawal,Uzbekistan,1997,53.5711428571,E
Total freshwater withdrawal,Uzbekistan,2002,52.595,E
Total freshwater withdrawal,Uzbekistan,2007,49.4488888889,I
Total freshwater withdrawal,Uzbekistan,2012,50.1711111111,I
Total freshwater withdrawal,Uzbekistan,2017,58.9,OF
Total freshwater withdrawal,Uzbekistan,2018,58.904,E
Total freshwater withdrawal,Venezuela (Bolivarian Republic of),1997,8.56249,E
Total freshwater withdrawal,Venezuela (Bolivarian Republic of),2002,13.02778,E
Total freshwater withdrawal,Venezuela (Bolivarian Republic of),2007,22.6211,E
Total freshwater withdrawal,Venezuela (Bolivarian Republic of),2012,22.6211,E
Total freshwater withdrawal,Venezuela (Bolivarian Republic of),2017,22.6211,E
Total freshwater withdrawal,Venezuela (Bolivarian Republic of),2018,22.6211,E
Fresh surface water withdrawal,Viet Nam,2007,80.46,I
Fresh surface water withdrawal,Viet Nam,2012,80.46,I
Fresh surface water withdrawal,Viet Nam,2017,80.46,I
Fresh surface water withdrawal,Viet Nam,2018,80.46,I
Fresh groundwater withdrawal,Viet Nam,2007,1.402,I
Fresh groundwater withdrawal,Viet Nam,2012,1.402,I
Fresh groundwater withdrawal,Viet Nam,2017,1.402,I
Fresh groundwater withdrawal,Viet Nam,2018,1.402,I
Total freshwater withdrawal,Viet Nam,1997,65.7252,E
Total freshwater withdrawal,Viet Nam,2002,75.9004,E
Total freshwater withdrawal,Viet Nam,2007,81.862,I
Total freshwater withdrawal,Viet Nam,2012,81.862,I
Total freshwater withdrawal,Viet Nam,2017,81.862,I
Total freshwater withdrawal,Viet Nam,2018,81.862,I
Fresh surface water withdrawal,Yemen,2002,1.0081166667,I
Fresh surface water withdrawal,Yemen,2007,1.0397916667,I
Fresh surface water withdrawal,Yemen,2012,1.0397916667,I
Fresh surface water withdrawal,Yemen,2017,1.0397916667,I
Fresh surface water withdrawal,Yemen,2018,1.0397916667,I
Fresh groundwater withdrawal,Yemen,2002,2.4482833333,I
Fresh groundwater withdrawal,Yemen,2007,2.5252083333,I
Fresh groundwater withdrawal,Yemen,2012,2.5252083333,I
Fresh groundwater withdrawal,Yemen,2017,2.5252083333,I
Fresh groundwater withdrawal,Yemen,2018,2.5252083333,I
Total freshwater withdrawal,Yemen,1997,3.2496,E
Total freshwater withdrawal,Yemen,2002,3.4564,I
Total freshwater withdrawal,Yemen,2007,3.565,I
Total freshwater withdrawal,Yemen,2012,3.565,I
Total freshwater withdrawal,Yemen,2017,3.565,I
Total freshwater withdrawal,Yemen,2018,3.565,I
Fresh surface water withdrawal,Zambia,1997,1.5922495707,I
Fresh surface water withdrawal,Zambia,2002,1.5117115054,I
Fresh surface water withdrawal,Zambia,2007,1.5117115054,I
Fresh surface water withdrawal,Zambia,2012,1.5117115054,I
Fresh surface water withdrawal,Zambia,2017,1.5117115054,I
Fresh surface water withdrawal,Zambia,2018,1.5117115054,I
Fresh groundwater withdrawal,Zambia,1997,0.0635004293,I
Fresh groundwater withdrawal,Zambia,2002,0.0602884946,I
Fresh groundwater withdrawal,Zambia,2007,0.0602884946,I
Fresh groundwater withdrawal,Zambia,2012,0.0602884946,I
Fresh groundwater withdrawal,Zambia,2017,0.0602884946,I
Fresh groundwater withdrawal,Zambia,2018,0.0602884946,I
Total freshwater withdrawal,Zambia,1997,1.65575,I
Total freshwater withdrawal,Zambia,2007,1.572,I
Total freshwater withdrawal,Zambia,2012,1.572,I
Total freshwater withdrawal,Zambia,2017,1.572,I
Total freshwater withdrawal,Zambia,2018,1.572,I
Fresh surface water withdrawal,Zimbabwe,2002,3.785,E
Fresh surface water withdrawal,Zimbabwe,2007,3.2134244946,I
Fresh surface water withdrawal,Zimbabwe,2012,2.7331591855,I
Fresh surface water withdrawal,Zimbabwe,2017,2.404,OF
Fresh groundwater withdrawal,Zimbabwe,2002,0.42,E
Fresh groundwater withdrawal,Zimbabwe,2007,0.3565755054,I
Fresh groundwater withdrawal,Zimbabwe,2012,0.7279033145,I
Fresh groundwater withdrawal,Zimbabwe,2017,0.935,OF
Total freshwater withdrawal,Zimbabwe,1997,3.21,I
Total freshwater withdrawal,Zimbabwe,2002,4.205,E
Total freshwater withdrawal,Zimbabwe,2007,3.57,E
Total freshwater withdrawal,Zimbabwe,2012,3.460625,I
Total freshwater withdrawal,Zimbabwe,2017,3.339,OF
