,,Year,Value,Symbol
Fresh groundwater withdrawal,Dominican Republic,2012,0.386,I
Fresh groundwater withdrawal,Dominican Republic,2017,0.386,I
Fresh groundwater withdrawal,Dominican Republic,2018,0.386,I
Total freshwater withdrawal,Ecuador,2002,9.5861,I
Total freshwater withdrawal,Ecuador,2007,9.9158,I
Total freshwater withdrawal,Ecuador,2012,9.9158,I
Total freshwater withdrawal,Ecuador,2017,9.9158,I
Total freshwater withdrawal,Ecuador,2018,9.9158,I
Fresh groundwater withdrawal,Egypt,2002,7.2434,I
Fresh groundwater withdrawal,Egypt,2007,7.7444,I
Fresh groundwater withdrawal,Egypt,2012,7.5,OF
Fresh groundwater withdrawal,Egypt,2017,6.5,OF
Fresh groundwater withdrawal,Egypt,2018,6.5,I
Total freshwater withdrawal,Egypt,1997,62.0929428571,E
Fresh surface water withdrawal,El Salvador,2007,1.483,I
Fresh surface water withdrawal,El Salvador,2012,1.483,I
Fresh surface water withdrawal,El Salvador,2017,1.483,I
Fresh surface water withdrawal,El Salvador,2018,1.483,I
Fresh groundwater withdrawal,El Salvador,2007,0.635,I
Fresh groundwater withdrawal,El Salvador,2012,0.635,I
Fresh groundwater withdrawal,El Salvador,2017,0.635,I
Fresh groundwater withdrawal,El Salvador,2018,0.635,I
Total freshwater withdrawal,El Salvador,1997,1.1332125,I
Total freshwater withdrawal,El Salvador,2002,1.67268,I
Total freshwater withdrawal,El Salvador,2007,2.118,I
Total freshwater withdrawal,El Salvador,2012,2.118,I
Total freshwater withdrawal,El Salvador,2017,2.118,I
Total freshwater withdrawal,El Salvador,2018,2.118,I
Total freshwater withdrawal,Equatorial Guinea,1997,0.0156923077,I
Total freshwater withdrawal,Equatorial Guinea,2002,0.01836,E
Total freshwater withdrawal,Equatorial Guinea,2007,0.0198,E
Total freshwater withdrawal,Equatorial Guinea,2012,0.0198,E
Total freshwater withdrawal,Equatorial Guinea,2017,0.0198,E
Total freshwater withdrawal,Equatorial Guinea,2018,0.0198,E
Total freshwater withdrawal,Eritrea,2002,0.4977,I
Total freshwater withdrawal,Eritrea,2007,0.582,I
Total freshwater withdrawal,Eritrea,2012,0.582,I
Total freshwater withdrawal,Eritrea,2017,0.582,I
Total freshwater withdrawal,Eritrea,2018,0.582,I
Fresh surface water withdrawal,Estonia,1997,1.1554378055,I
Fresh surface water withdrawal,Estonia,2002,1.177,X
Fresh surface water withdrawal,Estonia,2007,1.586,X
Fresh surface water withdrawal,Estonia,2012,1.357,OF
Fresh surface water withdrawal,Estonia,2017,1.538,OF
Fresh groundwater withdrawal,Estonia,1997,0.2183907659,I
Fresh groundwater withdrawal,Estonia,2002,0.2364,X
Fresh groundwater withdrawal,Estonia,2007,0.2479,X
Fresh groundwater withdrawal,Estonia,2012,0.2735,OF
Fresh groundwater withdrawal,Estonia,2017,0.2469,OF
Total freshwater withdrawal,Estonia,1997,1.3738285714,I
Total freshwater withdrawal,Estonia,2002,1.4134,E
Total freshwater withdrawal,Estonia,2007,1.8339,E
Total freshwater withdrawal,Estonia,2012,1.631,OF
Total freshwater withdrawal,Eswatini,1997,0.98425,I
Total freshwater withdrawal,Eswatini,2002,1.0524,E
Total freshwater withdrawal,Eswatini,2007,1.068,E
Total freshwater withdrawal,Eswatini,2012,1.068,E
Total freshwater withdrawal,Eswatini,2017,1.068,E
Total freshwater withdrawal,Eswatini,2018,1.068,E
Total freshwater withdrawal,Ethiopia,2002,5.558,E
Total freshwater withdrawal,Ethiopia,2007,8.3499909091,I
Total freshwater withdrawal,Ethiopia,2012,9.5710090909,E
Total freshwater withdrawal,Ethiopia,2017,10.5481,E
Total freshwater withdrawal,Ethiopia,2018,10.5481,E
Total freshwater withdrawal,Fiji,1997,0.0697692308,I
Total freshwater withdrawal,Fiji,2002,0.08298,I
Total freshwater withdrawal,Fiji,2007,0.0849,I
Total freshwater withdrawal,Fiji,2012,0.0849,I
Total freshwater withdrawal,Fiji,2017,0.0849,I
Total freshwater withdrawal,Fiji,2018,0.0849,I
Fresh surface water withdrawal,Finland,1997,2.1705,I
Fresh surface water withdrawal,Finland,2002,3.8665714286,I
Fresh groundwater withdrawal,Finland,1997,0.28635,I
Fresh groundwater withdrawal,Finland,2002,0.2847,X
Total freshwater withdrawal,Finland,1997,2.45685,I
Total freshwater withdrawal,Finland,2002,4.1512714286,E
Fresh surface water withdrawal,France,2012,22.9361057692,I
Fresh surface water withdrawal,France,2018,21.324,I
Fresh groundwater withdrawal,France,1997,6.101,X
Fresh groundwater withdrawal,France,2002,6.234,X
Fresh groundwater withdrawal,France,2007,5.662,X
Fresh groundwater withdrawal,France,2012,5.1268942308,I
Fresh groundwater withdrawal,France,2018,5.683,I
Total freshwater withdrawal,France,1997,30.331,E
Total freshwater withdrawal,France,2002,32.354,E
Total freshwater withdrawal,France,2007,30.992,E
Total freshwater withdrawal,France,2012,28.063,E
Total freshwater withdrawal,France,2018,27.007,I
Total freshwater withdrawal,Gabon,1997,0.1063846154,I
Total freshwater withdrawal,Gabon,2002,0.12782,I
Total freshwater withdrawal,Gabon,2007,0.1391,I
Total freshwater withdrawal,Gabon,2012,0.1391,I
Total freshwater withdrawal,Gabon,2017,0.1391,I
Total freshwater withdrawal,Gabon,2018,0.1391,I
Total freshwater withdrawal,Gambia,1997,0.0797794118,E
Total freshwater withdrawal,Gambia,2002,0.09494,E
Total freshwater withdrawal,Gambia,2007,0.1016,E
Total freshwater withdrawal,Gambia,2012,0.1016,E
Total freshwater withdrawal,Gambia,2017,0.1016,E
Total freshwater withdrawal,Gambia,2018,0.1016,E
Fresh surface water withdrawal,Georgia,2007,1.2014015444,I
Fresh groundwater withdrawal,Georgia,2007,0.6182651223,I
Total freshwater withdrawal,Georgia,1997,2.3812733333,E
Total freshwater withdrawal,Georgia,2002,1.87452,E
Total freshwater withdrawal,Georgia,2007,1.8196666667,I
Fresh surface water withdrawal,Germany,1997,40.120501912,I
Fresh surface water withdrawal,Germany,2002,36.2218928142,I
Fresh surface water withdrawal,Germany,2012,21.99,I
Fresh surface water withdrawal,Germany,2017,18.48,I
Fresh surface water withdrawal,Germany,2018,18.48,I
Fresh groundwater withdrawal,Germany,1997,7.262240928,I
Fresh groundwater withdrawal,Germany,2002,6.5565508892,I
Fresh groundwater withdrawal,Germany,2007,5.825,X
Fresh groundwater withdrawal,Germany,2012,5.891,I
Fresh groundwater withdrawal,Germany,2017,5.963,I
Fresh groundwater withdrawal,Germany,2018,5.963,I
Total freshwater withdrawal,Germany,1997,47.38274284,E
Total freshwater withdrawal,Germany,2002,42.7784437033,I
Total freshwater withdrawal,Germany,2012,27.8806666667,I
Total freshwater withdrawal,Germany,2017,24.443,I
Total freshwater withdrawal,Germany,2018,24.443,I
Total freshwater withdrawal,Ghana,1997,0.9138,I
Total freshwater withdrawal,Ghana,2002,1.03625,E
Total freshwater withdrawal,Ghana,2007,1.171875,E
Total freshwater withdrawal,Ghana,2012,1.3155,E
Total freshwater withdrawal,Ghana,2017,1.4486,E
Total freshwater withdrawal,Ghana,2018,1.4486,E
Fresh surface water withdrawal,Greece,1997,5.4283951232,I
Fresh surface water withdrawal,Greece,2002,5.7727872605,I
Fresh surface water withdrawal,Greece,2007,6.0126116945,I
Fresh surface water withdrawal,Greece,2012,4.32,X
Fresh groundwater withdrawal,Greece,1997,3.2566048768,I
Fresh groundwater withdrawal,Greece,2002,3.4632127395,I
Fresh groundwater withdrawal,Greece,2007,3.6070883055,I
Fresh groundwater withdrawal,Greece,2012,5.615,X
Total freshwater withdrawal,Greece,1997,8.685,E
Total freshwater withdrawal,Greece,2002,9.236,E
Total freshwater withdrawal,Greece,2007,9.6197,E
Total freshwater withdrawal,Greece,2012,9.935,X
Fresh surface water withdrawal,Grenada,2007,0.0106888889,I
Fresh surface water withdrawal,Grenada,2012,0.0124111111,I
Fresh surface water withdrawal,Grenada,2017,0.0131,I
Fresh surface water withdrawal,Grenada,2018,0.0131,I
Fresh groundwater withdrawal,Grenada,2007,0.0002222222,I
Fresh groundwater withdrawal,Grenada,2012,0.0007777778,I
Fresh groundwater withdrawal,Grenada,2017,0.001,I
Fresh groundwater withdrawal,Grenada,2018,0.001,I
Total freshwater withdrawal,Grenada,2007,0.0109111111,I
Total freshwater withdrawal,Grenada,2012,0.0131888889,I
Total freshwater withdrawal,Grenada,2017,0.0141,I
Total freshwater withdrawal,Grenada,2018,0.0141,I
Total freshwater withdrawal,Guatemala,2002,2.6067380952,E
Total freshwater withdrawal,Guatemala,2007,3.3241,I
Total freshwater withdrawal,Guatemala,2012,3.3241,I
Total freshwater withdrawal,Guatemala,2017,3.3241,I
Total freshwater withdrawal,Guatemala,2018,3.3241,I
Fresh surface water withdrawal,Guinea,1997,0.5538461538,I
Fresh surface water withdrawal,Guinea,2002,0.505125,I
Fresh surface water withdrawal,Guinea,2007,0.5602,I
Fresh surface water withdrawal,Guinea,2012,0.6692,I
Fresh surface water withdrawal,Guinea,2017,0.7782,I
Fresh groundwater withdrawal,Guinea,1997,0.0615384615,I
Fresh groundwater withdrawal,Guinea,2002,0.056125,I
Fresh groundwater withdrawal,Guinea,2007,0.0624153846,I
Fresh groundwater withdrawal,Guinea,2012,0.0749538462,I
Fresh groundwater withdrawal,Guinea,2017,0.0874923077,I
Total freshwater withdrawal,Guinea,1997,0.6153846154,I
Total freshwater withdrawal,Guinea,2002,0.56125,I
Total freshwater withdrawal,Guinea,2007,0.6226153846,I
Total freshwater withdrawal,Guinea,2012,0.7441538462,I
Total freshwater withdrawal,Guinea,2017,0.8656923077,I
Total freshwater withdrawal,Guinea,2018,0.89,E
Fresh surface water withdrawal,Guinea-Bissau,1997,0.144,I
Fresh surface water withdrawal,Guinea-Bissau,2002,0.144,I
Fresh surface water withdrawal,Guinea-Bissau,2007,0.144,I
Fresh surface water withdrawal,Guinea-Bissau,2012,0.144,I
Fresh surface water withdrawal,Guinea-Bissau,2017,0.144,I
Fresh surface water withdrawal,Guinea-Bissau,2018,0.144,I
Fresh groundwater withdrawal,Guinea-Bissau,1997,0.031,I
Fresh groundwater withdrawal,Guinea-Bissau,2002,0.031,I
Fresh groundwater withdrawal,Guinea-Bissau,2007,0.031,I
Fresh groundwater withdrawal,Guinea-Bissau,2012,0.031,I
Fresh groundwater withdrawal,Guinea-Bissau,2017,0.031,I
Fresh groundwater withdrawal,Guinea-Bissau,2018,0.031,I
Total freshwater withdrawal,Guinea-Bissau,1997,0.175,I
Total freshwater withdrawal,Guinea-Bissau,2002,0.175,I
Total freshwater withdrawal,Guinea-Bissau,2007,0.175,I
Total freshwater withdrawal,Guinea-Bissau,2012,0.175,I
Total freshwater withdrawal,Guinea-Bissau,2017,0.175,I
Total freshwater withdrawal,Guinea-Bissau,2018,0.175,I
Total freshwater withdrawal,Guyana,1997,1.5725,I
Total freshwater withdrawal,Guyana,2002,1.60928,E
Total freshwater withdrawal,Guyana,2007,1.5158,E
Total freshwater withdrawal,Guyana,2012,1.4447,I
Total freshwater withdrawal,Guyana,2017,1.4447,I
Total freshwater withdrawal,Guyana,2018,1.4447,I
Total freshwater withdrawal,Haiti,1997,1.3082285714,I
Total freshwater withdrawal,Haiti,2002,1.3673,I
Total freshwater withdrawal,Haiti,2007,1.4263714286,I
Total freshwater withdrawal,Haiti,2012,1.45,I
Total freshwater withdrawal,Haiti,2017,1.45,I
Total freshwater withdrawal,Haiti,2018,1.45,I
Fresh surface water withdrawal,Honduras,2007,1.443,I
Fresh surface water withdrawal,Honduras,2012,1.443,I
Fresh surface water withdrawal,Honduras,2017,1.443,I
Fresh surface water withdrawal,Honduras,2018,1.443,I
Fresh groundwater withdrawal,Honduras,2007,0.164,I
Fresh groundwater withdrawal,Honduras,2012,0.164,I
Fresh groundwater withdrawal,Honduras,2017,0.164,I
Fresh groundwater withdrawal,Honduras,2018,0.164,I
Total freshwater withdrawal,Honduras,2007,1.607,I
Total freshwater withdrawal,Honduras,2012,1.607,I
Total freshwater withdrawal,Honduras,2017,1.607,I
Total freshwater withdrawal,Honduras,2018,1.607,I
Fresh surface water withdrawal,Hungary,1997,5.1166666667,I
Fresh surface water withdrawal,Hungary,2002,5.03,I
Fresh surface water withdrawal,Hungary,2007,4.9433333333,I
Fresh surface water withdrawal,Hungary,2012,4.516,X
Fresh surface water withdrawal,Hungary,2017,3.916,X
Fresh surface water withdrawal,Hungary,2018,3.916,I
Fresh groundwater withdrawal,Hungary,1997,0.8521666667,I
Fresh groundwater withdrawal,Hungary,2002,0.73,X
Fresh groundwater withdrawal,Hungary,2007,0.5433333333,I
Fresh groundwater withdrawal,Hungary,2012,0.535,X
Fresh groundwater withdrawal,Hungary,2017,0.583,X
Total freshwater withdrawal,Hungary,1997,5.9688333333,E
Total freshwater withdrawal,Hungary,2002,5.76,E
Total freshwater withdrawal,Hungary,2007,5.4866666667,E
Total freshwater withdrawal,Hungary,2012,5.051,E
Total freshwater withdrawal,Hungary,2017,4.499,X
Total freshwater withdrawal,Hungary,2018,4.43,E
Fresh surface water withdrawal,Iceland,1997,0.00575,I
Fresh surface water withdrawal,Iceland,2002,0.005,X
Fresh surface water withdrawal,Iceland,2007,0.0075,I
Fresh surface water withdrawal,Iceland,2012,0.0098,OF
Fresh surface water withdrawal,Iceland,2017,0.04,OF
Fresh surface water withdrawal,Iceland,2018,0.04,I
Fresh groundwater withdrawal,Iceland,1997,0.15875,I
Fresh groundwater withdrawal,Iceland,2002,0.16,X
Fresh groundwater withdrawal,Iceland,2007,0.206575,I
Fresh groundwater withdrawal,Iceland,2012,0.2842,OF
Fresh groundwater withdrawal,Iceland,2017,0.25,OF
Fresh groundwater withdrawal,Iceland,2018,0.25,I
Total freshwater withdrawal,Iceland,1997,0.1645,I
Total freshwater withdrawal,Iceland,2002,0.165,E
Total freshwater withdrawal,Iceland,2007,0.214075,E
Total freshwater withdrawal,Iceland,2012,0.294,OF
Total freshwater withdrawal,Iceland,2017,0.29,OF
Total freshwater withdrawal,Iceland,2018,0.29,I
Fresh surface water withdrawal,India,2012,396.5,I
Fresh surface water withdrawal,India,2017,396.5,I
Fresh surface water withdrawal,India,2018,396.5,I
Fresh groundwater withdrawal,India,2007,240.7,I
Fresh groundwater withdrawal,India,2012,251.0,I
Fresh groundwater withdrawal,India,2017,251.0,I
Fresh groundwater withdrawal,India,2018,251.0,I
Total freshwater withdrawal,India,1997,577.2795,E
Total freshwater withdrawal,India,2002,640.51948,E
Total freshwater withdrawal,India,2012,647.5,I
Total freshwater withdrawal,India,2017,647.5,I
Total freshwater withdrawal,India,2018,647.5,I
Fresh surface water withdrawal,Indonesia,2002,107.2052634193,I
Fresh surface water withdrawal,Indonesia,2007,136.0684219674,I
Fresh surface water withdrawal,Indonesia,2012,164.9315805156,I
Fresh surface water withdrawal,Indonesia,2017,188.0221073541,I
Fresh surface water withdrawal,Indonesia,2018,188.0221073541,I
Fresh groundwater withdrawal,Indonesia,2002,19.7353615807,I
Fresh groundwater withdrawal,Indonesia,2007,25.0487655326,I
Fresh groundwater withdrawal,Indonesia,2012,30.3621694844,I
Fresh groundwater withdrawal,Indonesia,2017,34.6128926459,I
Fresh groundwater withdrawal,Indonesia,2018,34.6128926459,I
Total freshwater withdrawal,Indonesia,1997,101.58619,E
Total freshwater withdrawal,Indonesia,2002,126.940625,I
Total freshwater withdrawal,Indonesia,2007,161.1171875,I
Total freshwater withdrawal,Indonesia,2012,195.29375,I
Total freshwater withdrawal,Indonesia,2017,222.635,I
Total freshwater withdrawal,Indonesia,2018,222.635,I
Fresh surface water withdrawal,Iran (Islamic Republic of),2007,39.85,I
Fresh surface water withdrawal,Iran (Islamic Republic of),2012,39.85,I
Fresh surface water withdrawal,Iran (Islamic Republic of),2017,39.85,I
Fresh surface water withdrawal,Iran (Islamic Republic of),2018,39.85,I
Fresh groundwater withdrawal,Iran (Islamic Republic of),2007,53.1,I
Fresh groundwater withdrawal,Iran (Islamic Republic of),2012,53.1,I
Fresh groundwater withdrawal,Iran (Islamic Republic of),2017,53.1,I
Fresh groundwater withdrawal,Iran (Islamic Republic of),2018,53.1,I
Total freshwater withdrawal,Iran (Islamic Republic of),1997,85.197,I
Total freshwater withdrawal,Iran (Islamic Republic of),2002,90.7985,E
Total freshwater withdrawal,Iran (Islamic Republic of),2007,92.95,I
Total freshwater withdrawal,Iran (Islamic Republic of),2012,92.95,I
Total freshwater withdrawal,Iran (Islamic Republic of),2017,92.95,I
Total freshwater withdrawal,Iran (Islamic Republic of),2018,92.95,I
Total freshwater withdrawal,Iraq,1997,59.0326,E
Total freshwater withdrawal,Iraq,2002,62.2776571429,I
Total freshwater withdrawal,Iraq,2007,52.9903,I
Total freshwater withdrawal,Iraq,2012,43.6979428571,E
Fresh surface water withdrawal,Ireland,1997,0.8102727273,I
Fresh surface water withdrawal,Ireland,2002,0.5757272727,I
Fresh surface water withdrawal,Ireland,2007,0.517,X
Fresh surface water withdrawal,Ireland,2012,0.743,I
Fresh surface water withdrawal,Ireland,2017,1.0463333333,I
Fresh groundwater withdrawal,Ireland,1997,0.2629090909,I
Fresh groundwater withdrawal,Ireland,2002,0.3260909091,I
Fresh groundwater withdrawal,Ireland,2007,0.213,X
Fresh groundwater withdrawal,Ireland,2012,0.2373333333,I
Fresh groundwater withdrawal,Ireland,2017,0.3062222222,I
Total freshwater withdrawal,Ireland,1997,1.0731818182,I
Total freshwater withdrawal,Ireland,2002,0.9018181818,I
Total freshwater withdrawal,Ireland,2007,0.73,E
Total freshwater withdrawal,Ireland,2012,0.9803333333,I
Total freshwater withdrawal,Ireland,2017,1.3525555556,I
Fresh surface water withdrawal,Israel,1997,0.5620372749,I
Fresh surface water withdrawal,Israel,2002,0.5543868442,I
Fresh surface water withdrawal,Israel,2007,0.506834769,I
Fresh surface water withdrawal,Israel,2012,0.4548,I
Fresh groundwater withdrawal,Israel,1997,1.0027627251,I
Fresh groundwater withdrawal,Israel,2002,0.9891131558,I
Fresh groundwater withdrawal,Israel,2007,0.872665231,I
Fresh groundwater withdrawal,Israel,2012,0.8072,I
Total freshwater withdrawal,Israel,1997,1.5648,I
Total freshwater withdrawal,Israel,2002,1.5435,E
Total freshwater withdrawal,Israel,2007,1.3795,E
Total freshwater withdrawal,Israel,2012,1.2624,I
Total freshwater withdrawal,Italy,1997,44.6254063492,E
Total freshwater withdrawal,Italy,2002,41.7343758242,E
Total freshwater withdrawal,Italy,2007,33.4563153846,E
Total freshwater withdrawal,Italy,2012,33.9844692308,E
Total freshwater withdrawal,Italy,2017,34.0457,E
Total freshwater withdrawal,Italy,2018,34.0457,E
Fresh surface water withdrawal,Jamaica,1997,0.278952381,I
Fresh surface water withdrawal,Jamaica,2002,0.5351428571,I
Fresh surface water withdrawal,Jamaica,2007,0.7913333333,I
Fresh surface water withdrawal,Jamaica,2012,1.0475238095,I
Fresh surface water withdrawal,Jamaica,2017,1.21,I
Fresh surface water withdrawal,Jamaica,2018,1.21,I
Fresh groundwater withdrawal,Jamaica,1997,0.7671190476,I
Fresh groundwater withdrawal,Jamaica,2002,0.6591428571,I
Fresh groundwater withdrawal,Jamaica,2007,0.5511666667,I
Fresh groundwater withdrawal,Jamaica,2012,0.4431904762,I
Fresh groundwater withdrawal,Jamaica,2017,0.14,I
Fresh groundwater withdrawal,Jamaica,2018,0.14,I
Total freshwater withdrawal,Jamaica,1997,1.0460714286,I
Total freshwater withdrawal,Jamaica,2002,1.1942857143,I
Total freshwater withdrawal,Jamaica,2007,1.3425,I
Total freshwater withdrawal,Jamaica,2012,1.4907142857,I
Total freshwater withdrawal,Jamaica,2017,1.35,I
Total freshwater withdrawal,Jamaica,2018,1.35,I
Fresh surface water withdrawal,Japan,1997,77.0,E
Fresh surface water withdrawal,Japan,2018,70.5,I
Fresh groundwater withdrawal,Japan,1997,12.19,E
Fresh groundwater withdrawal,Japan,2002,10.64,X
Fresh groundwater withdrawal,Japan,2007,10.33,X
Fresh groundwater withdrawal,Japan,2018,8.8,I
Total freshwater withdrawal,Japan,1997,89.19,E
Total freshwater withdrawal,Japan,2002,84.45,E
Total freshwater withdrawal,Japan,2007,82.75,E
Total freshwater withdrawal,Japan,2018,79.3,I
Fresh surface water withdrawal,Jordan,2007,0.3366691295,I
Fresh surface water withdrawal,Jordan,2012,0.2976832915,I
Fresh surface water withdrawal,Jordan,2017,0.2888,I
Fresh surface water withdrawal,Jordan,2018,0.2888,I
Fresh groundwater withdrawal,Jordan,2007,0.5953308705,I
Fresh groundwater withdrawal,Jordan,2012,0.5513167085,I
Fresh groundwater withdrawal,Jordan,2017,0.6148,I
Fresh groundwater withdrawal,Jordan,2018,0.6148,I
Total freshwater withdrawal,Jordan,1997,0.825025,E
Total freshwater withdrawal,Jordan,2002,0.7386642857,E
Total freshwater withdrawal,Jordan,2007,0.932,E
Total freshwater withdrawal,Jordan,2012,0.849,E
Total freshwater withdrawal,Jordan,2017,0.9036,I
Total freshwater withdrawal,Jordan,2018,0.9036,I
Fresh surface water withdrawal,Kazakhstan,2002,21.1,OF
Fresh surface water withdrawal,Kazakhstan,2007,21.6,OF
Fresh surface water withdrawal,Kazakhstan,2012,21.46,OF
Fresh surface water withdrawal,Kazakhstan,2017,21.42,OF
Fresh groundwater withdrawal,Kazakhstan,2002,1.157,OF
Fresh groundwater withdrawal,Kazakhstan,2007,1.217,OF
Fresh groundwater withdrawal,Kazakhstan,2012,1.133,OF
Total freshwater withdrawal,Kazakhstan,1997,27.0054,E
Total freshwater withdrawal,Kazakhstan,2002,22.26,OF
Total freshwater withdrawal,Kazakhstan,2007,22.81,OF
Total freshwater withdrawal,Kazakhstan,2012,21.39,OF
Total freshwater withdrawal,Kazakhstan,2017,22.45,OF
Fresh surface water withdrawal,Kenya,2017,3.507,I
Fresh surface water withdrawal,Kenya,2018,3.507,I
Fresh groundwater withdrawal,Kenya,2017,0.525,I
Fresh groundwater withdrawal,Kenya,2018,0.525,I
Total freshwater withdrawal,Kenya,1997,1.7066461538,E
Total freshwater withdrawal,Kenya,2002,2.0666410256,E
Total freshwater withdrawal,Kenya,2007,2.8331428571,I
Total freshwater withdrawal,Kenya,2012,3.2188,I
Total freshwater withdrawal,Kenya,2017,4.032,I
Total freshwater withdrawal,Kenya,2018,4.032,I
Fresh surface water withdrawal,Kuwait,2002,0.0,OF
Fresh surface water withdrawal,Kuwait,2007,0.0,I
Fresh surface water withdrawal,Kuwait,2012,0.0,I
Fresh surface water withdrawal,Kuwait,2017,0.0,I
Fresh surface water withdrawal,Kuwait,2018,0.0,I
Fresh groundwater withdrawal,Kuwait,2007,0.5168461538,I
Fresh groundwater withdrawal,Kuwait,2012,0.6186923077,I
Fresh groundwater withdrawal,Kuwait,2017,0.7701,OF
Fresh groundwater withdrawal,Kuwait,2018,0.7701,I
Total freshwater withdrawal,Kuwait,1997,0.3132164683,E
Total freshwater withdrawal,Kuwait,2002,0.415,E
Total freshwater withdrawal,Kuwait,2007,0.5168461538,E
Total freshwater withdrawal,Kuwait,2012,0.6186923077,E
Total freshwater withdrawal,Kuwait,2017,0.7701,E
Total freshwater withdrawal,Kuwait,2018,0.7701,E
Fresh surface water withdrawal,Kyrgyzstan,1997,9.2895801839,I
Fresh surface water withdrawal,Kyrgyzstan,2002,8.7504402451,I
Fresh surface water withdrawal,Kyrgyzstan,2007,7.401,I
Fresh surface water withdrawal,Kyrgyzstan,2012,7.401,I
Fresh surface water withdrawal,Kyrgyzstan,2017,7.401,I
Fresh surface water withdrawal,Kyrgyzstan,2018,7.401,I
Fresh groundwater withdrawal,Kyrgyzstan,1997,0.6454198161,I
Fresh groundwater withdrawal,Kyrgyzstan,2002,0.5385597549,I
Fresh groundwater withdrawal,Kyrgyzstan,2007,0.306,I
Fresh groundwater withdrawal,Kyrgyzstan,2012,0.306,I
Fresh groundwater withdrawal,Kyrgyzstan,2017,0.306,I
Fresh groundwater withdrawal,Kyrgyzstan,2018,0.306,I
Total freshwater withdrawal,Kyrgyzstan,1997,9.935,I
Total freshwater withdrawal,Kyrgyzstan,2002,9.289,I
Total freshwater withdrawal,Kyrgyzstan,2007,7.707,I
Total freshwater withdrawal,Kyrgyzstan,2012,7.707,I
Total freshwater withdrawal,Kyrgyzstan,2017,7.707,I
Total freshwater withdrawal,Kyrgyzstan,2018,7.707,I
Total freshwater withdrawal,Lao People's Democratic Republic,2007,4.399,E
Total freshwater withdrawal,Lao People's Democratic Republic,2012,6.664,E
Total freshwater withdrawal,Lao People's Democratic Republic,2017,7.32,E
Total freshwater withdrawal,Lao People's Democratic Republic,2018,7.32,E
Fresh surface water withdrawal,Latvia,2017,0.0976,OF
Total freshwater withdrawal,Latvia,1997,0.35996,E
Total freshwater withdrawal,Latvia,2012,0.2482,E
Fresh surface water withdrawal,Lebanon,2007,0.447740146,I
Fresh surface water withdrawal,Lebanon,2012,0.5770905109,I
Fresh surface water withdrawal,Lebanon,2017,0.6547007299,I
Fresh surface water withdrawal,Lebanon,2018,0.6547007299,I
Fresh groundwater withdrawal,Lebanon,2007,0.791459854,I
Fresh groundwater withdrawal,Lebanon,2012,1.0201094891,I
Fresh groundwater withdrawal,Lebanon,2017,1.1572992701,I
Fresh groundwater withdrawal,Lebanon,2018,1.1572992701,I
Total freshwater withdrawal,Lebanon,1997,1.361,E
Total freshwater withdrawal,Lebanon,2002,1.2168,E
Total freshwater withdrawal,Lebanon,2007,1.2392,I
Total freshwater withdrawal,Lebanon,2012,1.5972,I
Total freshwater withdrawal,Lebanon,2017,1.812,I
Total freshwater withdrawal,Lebanon,2018,1.812,I
Total freshwater withdrawal,Lesotho,1997,0.0436794872,E
Total freshwater withdrawal,Lesotho,2002,0.0438,E
Total freshwater withdrawal,Lesotho,2007,0.0438,E
Total freshwater withdrawal,Lesotho,2012,0.0438,E
Total freshwater withdrawal,Lesotho,2017,0.0438,E
Total freshwater withdrawal,Lesotho,2018,0.0438,E
Total freshwater withdrawal,Liberia,1997,0.1306153846,I
Total freshwater withdrawal,Liberia,2002,0.13684,E
Total freshwater withdrawal,Liberia,2007,0.1459,E
Total freshwater withdrawal,Liberia,2012,0.1459,E
Total freshwater withdrawal,Liberia,2017,0.1459,E
Total freshwater withdrawal,Liberia,2018,0.1459,E
Fresh surface water withdrawal,Libya,2002,0.0244,I
Fresh surface water withdrawal,Libya,2007,0.0921428571,I
Fresh surface water withdrawal,Libya,2012,0.17,OF
Fresh surface water withdrawal,Libya,2017,0.17,I
Fresh surface water withdrawal,Libya,2018,0.17,I
Fresh groundwater withdrawal,Libya,2002,4.515,I
Fresh groundwater withdrawal,Libya,2007,5.0325,I
Fresh groundwater withdrawal,Libya,2012,5.55,E
Fresh groundwater withdrawal,Libya,2017,5.55,I
Fresh groundwater withdrawal,Libya,2018,5.55,I
Total freshwater withdrawal,Libya,1997,4.46284,I
Total freshwater withdrawal,Libya,2002,4.5394,E
Total freshwater withdrawal,Libya,2007,5.1246428571,E
Total freshwater withdrawal,Libya,2012,5.72,E
Total freshwater withdrawal,Libya,2017,5.72,I
Total freshwater withdrawal,Libya,2018,5.72,I
Fresh surface water withdrawal,Lithuania,2012,0.3734333333,I
Fresh surface water withdrawal,Lithuania,2017,0.1186,OF
Fresh groundwater withdrawal,Lithuania,1997,0.19548,I
Fresh groundwater withdrawal,Lithuania,2002,0.17168,I
Fresh groundwater withdrawal,Lithuania,2007,0.1754,X
Fresh groundwater withdrawal,Lithuania,2012,0.1633666667,I
Fresh groundwater withdrawal,Lithuania,2017,0.1404,OF
Total freshwater withdrawal,Lithuania,2012,0.5368,I
Total freshwater withdrawal,Lithuania,2017,0.259,OF
Fresh surface water withdrawal,Luxembourg,1997,0.0286,I
Fresh surface water withdrawal,Luxembourg,2002,0.02644,I
Fresh surface water withdrawal,Luxembourg,2007,0.02184,I
Fresh surface water withdrawal,Luxembourg,2012,0.0237,X
