,,,Value,Symbol
Denmark,Harvested irrigated temporary crop area: Sunflower,38,0.0,I
Denmark,Harvested irrigated temporary crop area: Other crops,41,5.0,I
Denmark,Harvested irrigated permanent crop area: Other crops,45,0.96,I
Djibouti,Harvested irrigated temporary crop area: Other cereals,4,0.002,I
Djibouti,Harvested irrigated temporary crop area: Vegetables,10,0.532,I
Djibouti,Harvested irrigated permanent crop area: Other crops,16,0.05,I
Dominican Republic,Harvested irrigated temporary crop area: Rice,2,160.1,I
Dominican Republic,Harvested irrigated temporary crop area: Maize,6,8.0,I
Dominican Republic,Harvested irrigated temporary crop area: Sorghum,10,2.2,I
Dominican Republic,Harvested irrigated temporary crop area: Potatoes,14,5.485,I
Dominican Republic,Harvested irrigated permanent crop area: Plantains,18,23.74,I
Dominican Republic,Harvested irrigated temporary crop area: Sugarcane,22,12.35,I
Dominican Republic,Harvested irrigated temporary crop area: Vegetables,26,35.6,I
Dominican Republic,Harvested irrigated temporary crop area: Fodder,30,4.0,I
Dominican Republic,Harvested irrigated temporary crop area: Groundnuts,34,1.24,I
Dominican Republic,Harvested irrigated temporary crop area: Other crops,38,27.24,I
Dominican Republic,Harvested irrigated permanent crop area: Other crops,42,8.5,I
Ecuador,Harvested irrigated temporary crop area: Rice,3,153.9,I
Ecuador,Harvested irrigated temporary crop area: Maize,8,60.64,I
Ecuador,Harvested irrigated temporary crop area: Potatoes,13,13.23,I
Ecuador,Harvested irrigated temporary crop area: Sugarcane,18,90.83,I
Ecuador,Harvested irrigated temporary crop area: Vegetables,23,80.74,I
Ecuador,Harvested irrigated permanent crop area: Bananas,28,148.5,I
Ecuador,Harvested irrigated permanent crop area: Citrus,33,7.889,I
Ecuador,Harvested irrigated permanent crop area: Cocoa beans,38,33.34,I
Ecuador,Harvested irrigated permanent crop area: Coffee,43,8.746,I
Ecuador,Harvested irrigated temporary crop area: Other crops,48,10.05,I
Ecuador,Harvested irrigated permanent crop area: Other crops,53,16.31,I
Egypt,Harvested irrigated temporary crop area: Wheat,4,1261.0,I
Egypt,Harvested irrigated temporary crop area: Rice,10,452.0,I
Egypt,Harvested irrigated temporary crop area: Barley,16,96.2,I
Egypt,Harvested irrigated temporary crop area: Maize,22,927.0,I
Egypt,Harvested irrigated temporary crop area: Millet,28,149.5,I
Egypt,Harvested irrigated temporary crop area: Sorghum,33,156.2,I
Egypt,Harvested irrigated temporary crop area: Other cereals,39,351.0,I
Egypt,Harvested irrigated temporary crop area: Potatoes,44,82.59,I
Egypt,Harvested irrigated temporary crop area: Sweet potatoes,48,8.388,I
Egypt,Harvested irrigated temporary crop area: Other roots and tubers,53,158.0,I
Egypt,Harvested irrigated temporary crop area: Sugarcane,59,131.0,I
Egypt,Harvested irrigated temporary crop area: Sugar beet,64,162.0,I
Egypt,Harvested irrigated temporary crop area: Leguminous crops,70,98.0,I
Egypt,Harvested irrigated temporary crop area: Vegetables,76,776.0,I
Egypt,Harvested irrigated permanent crop area: Bananas,81,24.16,I
Egypt,Harvested irrigated permanent crop area: Citrus,86,157.0,I
Egypt,Harvested irrigated temporary crop area: Cotton,92,155.0,I
Egypt,Harvested irrigated temporary crop area: Fodder,98,932.0,I
Egypt,Harvested irrigated temporary crop area: Soybeans,103,5.914,I
Egypt,Harvested irrigated temporary crop area: Groundnuts,108,38.0,I
Egypt,Harvested irrigated temporary crop area: Sunflower,113,15.49,I
Egypt,Harvested irrigated temporary crop area: Sesame,118,28.0,I
Egypt,Harvested irrigated temporary crop area: Flowers,123,26.05,I
Egypt,Harvested irrigated temporary crop area: Other crops,129,66.0,I
Egypt,Harvested irrigated permanent crop area: Other crops,135,383.0,I
El Salvador,Harvested irrigated temporary crop area: Rice,2,1.15,I
El Salvador,Harvested irrigated temporary crop area: Maize,8,3.08,I
El Salvador,Harvested irrigated temporary crop area: Sorghum,11,0.8,I
El Salvador,Harvested irrigated temporary crop area: Other cereals,14,0.205,I
El Salvador,Harvested irrigated temporary crop area: Potatoes,17,0.024,I
El Salvador,Harvested irrigated temporary crop area: Cassava,20,0.14,I
El Salvador,Harvested irrigated permanent crop area: Plantains,23,0.37,I
El Salvador,Harvested irrigated temporary crop area: Sugarcane,29,12.24,I
El Salvador,Harvested irrigated temporary crop area: Leguminous crops,32,0.39,I
El Salvador,Harvested irrigated temporary crop area: Vegetables,35,1.15,I
El Salvador,Harvested irrigated permanent crop area: Bananas,38,0.046,I
El Salvador,Harvested irrigated permanent crop area: Citrus,44,0.63,I
El Salvador,Harvested irrigated permanent crop area: Coffee,50,6.0,I
El Salvador,Harvested irrigated permanent crop area: Coconuts,53,0.116,I
El Salvador,Harvested irrigated temporary crop area: Other crops,56,1.078,I
El Salvador,Harvested irrigated permanent crop area: Other crops,59,0.92,I
Eritrea,Harvested irrigated temporary crop area: Cotton,4,1.86,I
Eritrea,Harvested irrigated temporary crop area: Other crops,10,4.109,I
Estonia,Harvested irrigated temporary crop area: Potatoes,1,0.025,I
Estonia,Harvested irrigated temporary crop area: Other crops,4,0.229,I
Eswatini,Harvested irrigated temporary crop area: Rice,3,0.05,I
Eswatini,Harvested irrigated temporary crop area: Maize,8,0.5,I
Eswatini,Harvested irrigated temporary crop area: Potatoes,13,0.075,I
Eswatini,Harvested irrigated temporary crop area: Sugarcane,18,41.52,I
Eswatini,Harvested irrigated temporary crop area: Vegetables,23,0.778,I
Eswatini,Harvested irrigated permanent crop area: Bananas,28,0.05,I
Eswatini,Harvested irrigated permanent crop area: Citrus,34,2.513,I
Eswatini,Harvested irrigated temporary crop area: Other crops,40,4.4,I
Eswatini,Harvested irrigated permanent crop area: Other crops,46,7.0,I
Ethiopia,Harvested irrigated temporary crop area: Wheat,3,23.16,I
Ethiopia,Harvested irrigated temporary crop area: Barley,8,5.791,I
Ethiopia,Harvested irrigated temporary crop area: Maize,13,86.86,I
Ethiopia,Harvested irrigated temporary crop area: Sorghum,18,17.37,I
Ethiopia,Harvested irrigated temporary crop area: Other cereals,23,2.895,I
Ethiopia,Harvested irrigated temporary crop area: Potatoes,28,37.64,I
Ethiopia,Harvested irrigated temporary crop area: Sweet potatoes,33,11.7,I
Ethiopia,Harvested irrigated temporary crop area: Other roots and tubers,38,2.895,I
Ethiopia,Harvested irrigated temporary crop area: Sugarcane,43,27.2,I
Ethiopia,Harvested irrigated temporary crop area: Leguminous crops,48,8.686,I
Ethiopia,Harvested irrigated temporary crop area: Vegetables,53,107.1,I
Ethiopia,Harvested irrigated permanent crop area: Bananas,58,5.828,I
Ethiopia,Harvested irrigated permanent crop area: Citrus,63,5.828,I
Ethiopia,Harvested irrigated temporary crop area: Cotton,68,57.91,I
Ethiopia,Harvested irrigated temporary crop area: Groundnuts,73,5.791,I
Ethiopia,Harvested irrigated permanent crop area: Other crops,78,3.885,I
Finland,Harvested irrigated temporary crop area: Other cereals,1,2.0,I
Finland,Harvested irrigated temporary crop area: Potatoes,4,4.7,I
Finland,Harvested irrigated temporary crop area: Sugar beet,7,1.4,I
Finland,Harvested irrigated temporary crop area: Vegetables,10,3.8,I
Finland,Harvested irrigated permanent crop area: Other crops,13,3.2,I
France,Harvested irrigated temporary crop area: Wheat,3,30.24,I
France,Harvested irrigated temporary crop area: Maize,8,756.0,I
France,Harvested irrigated temporary crop area: Other cereals,13,60.48,I
France,Harvested irrigated temporary crop area: Potatoes,18,60.48,I
France,Harvested irrigated temporary crop area: Sugar beet,23,30.24,I
France,Harvested irrigated temporary crop area: Leguminous crops,26,60.48,I
France,Harvested irrigated temporary crop area: Vegetables,31,166.3,I
France,Harvested irrigated permanent crop area: Citrus,36,2.23,I
France,Harvested irrigated temporary crop area: Fodder,41,136.1,I
France,Harvested irrigated temporary crop area: Soybeans,46,30.24,I
France,Harvested irrigated temporary crop area: Sunflower,51,15.12,I
France,Harvested irrigated permanent crop area: Other crops,55,136.1,I
Gabon,Harvested irrigated temporary crop area: Rice,4,3.0,I
Gabon,Harvested irrigated temporary crop area: Vegetables,10,1.45,I
Gambia,Harvested irrigated temporary crop area: Rice,3,2.0,I
Georgia,Harvested irrigated temporary crop area: Wheat,1,15.98,I
Georgia,Harvested irrigated temporary crop area: Barley,4,5.15,I
Georgia,Harvested irrigated temporary crop area: Maize,7,6.17,I
Georgia,Harvested irrigated temporary crop area: Potatoes,10,9.25,I
Georgia,Harvested irrigated temporary crop area: Leguminous crops,13,2.57,I
Georgia,Harvested irrigated temporary crop area: Vegetables,16,10.29,I
Georgia,Harvested irrigated permanent crop area: Citrus,19,3.6,I
Georgia,Harvested irrigated permanent crop area: Tea,22,3.1,I
Georgia,Harvested irrigated temporary crop area: Fodder,25,33.94,I
Georgia,Harvested irrigated temporary crop area: Sunflower,28,5.15,I
Georgia,Harvested irrigated permanent crop area: Other crops,31,30.86,I
Germany,Harvested irrigated temporary crop area: Barley,2,19.0,I
Germany,Harvested irrigated temporary crop area: Maize,6,41.0,I
Germany,Harvested irrigated temporary crop area: Other cereals,10,30.0,I
Germany,Harvested irrigated temporary crop area: Potatoes,14,22.7,I
Germany,Harvested irrigated temporary crop area: Sugar beet,18,36.0,I
Germany,Harvested irrigated temporary crop area: Leguminous crops,22,13.6,I
Germany,Harvested irrigated temporary crop area: Vegetables,26,10.9,I
Germany,Harvested irrigated temporary crop area: Sunflower,30,2.4,I
Germany,Harvested irrigated temporary crop area: Other crops,34,12.6,I
Germany,Harvested irrigated permanent crop area: Other crops,38,37.57,I
Ghana,Harvested irrigated temporary crop area: Rice,3,20.0,I
Ghana,Harvested irrigated temporary crop area: Vegetables,6,40.5,I
Greece,Harvested irrigated temporary crop area: Wheat,4,31.0,I
Greece,Harvested irrigated temporary crop area: Rice,7,21.7,I
Greece,Harvested irrigated temporary crop area: Maize,13,192.9,I
Greece,Harvested irrigated temporary crop area: Other cereals,16,31.0,I
Greece,Harvested irrigated temporary crop area: Potatoes,22,19.2,I
Greece,Harvested irrigated temporary crop area: Sugar beet,28,33.6,I
Greece,Harvested irrigated temporary crop area: Leguminous crops,31,18.9,I
Greece,Harvested irrigated temporary crop area: Vegetables,34,95.7,I
Greece,Harvested irrigated permanent crop area: Citrus,40,48.6,I
Greece,Harvested irrigated temporary crop area: Tobacco,43,24.4,I
Greece,Harvested irrigated temporary crop area: Cotton,46,161.2,I
Greece,Harvested irrigated temporary crop area: Fodder,51,32.6,I
Greece,Harvested irrigated temporary crop area: Soybeans,57,0.08,I
Greece,Harvested irrigated temporary crop area: Sunflower,63,1.32,I
Greece,Harvested irrigated permanent crop area: Other crops,69,140.0,I
Grenada,Harvested irrigated temporary crop area: Vegetables,1,0.365,I
Guatemala,Harvested irrigated temporary crop area: Rice,2,0.249,I
Guatemala,Harvested irrigated temporary crop area: Maize,6,70.0,I
Guatemala,Harvested irrigated temporary crop area: Potatoes,10,3.087,I
Guatemala,Harvested irrigated temporary crop area: Sugarcane,14,172.0,I
Guatemala,Harvested irrigated temporary crop area: Vegetables,18,8.625,I
Guatemala,Harvested irrigated permanent crop area: Bananas,22,43.73,I
Guatemala,Harvested irrigated permanent crop area: Citrus,26,12.32,I
Guatemala,Harvested irrigated permanent crop area: Coffee,30,16.46,I
Guatemala,Harvested irrigated temporary crop area: Cotton,34,3.871,I
Guatemala,Harvested irrigated permanent crop area: Other crops,38,17.15,I
Guinea,Harvested irrigated temporary crop area: Rice,3,13.73,I
Guinea,Harvested irrigated temporary crop area: Potatoes,8,0.2,I
Guinea,Harvested irrigated temporary crop area: Vegetables,13,3.0,I
Guinea,Harvested irrigated permanent crop area: Bananas,18,0.96,I
Guinea,Harvested irrigated permanent crop area: Rubber,23,1.0,I
Guinea,Harvested irrigated permanent crop area: Oil palm,28,1.0,I
Guinea,Harvested irrigated temporary crop area: Other crops,33,0.5,I
Guinea-Bissau,Harvested irrigated temporary crop area: Rice,4,0.661,I
Guinea-Bissau,Harvested irrigated temporary crop area: Vegetables,10,0.53,I
Guinea-Bissau,Harvested irrigated permanent crop area: Other crops,16,7.371,I
Guyana,Harvested irrigated temporary crop area: Rice,1,131.4,I
Guyana,Harvested irrigated temporary crop area: Sugarcane,4,41.6,I
Guyana,Harvested irrigated temporary crop area: Vegetables,7,4.0,I
Guyana,Harvested irrigated permanent crop area: Citrus,10,2.0,I
Haiti,Harvested irrigated temporary crop area: Rice,1,57.5,I
Haiti,Harvested irrigated temporary crop area: Maize,4,12.8,I
Haiti,Harvested irrigated temporary crop area: Sugarcane,7,10.0,I
Haiti,Harvested irrigated temporary crop area: Leguminous crops,10,5.0,I
Haiti,Harvested irrigated temporary crop area: Vegetables,13,14.0,I
Haiti,Harvested irrigated permanent crop area: Citrus,16,8.0,I
Haiti,Harvested irrigated temporary crop area: Cotton,19,1.0,I
Honduras,Harvested irrigated temporary crop area: Rice,2,3.0,I
Honduras,Harvested irrigated temporary crop area: Maize,6,31.0,I
Honduras,Harvested irrigated temporary crop area: Sorghum,9,0.7,I
Honduras,Harvested irrigated temporary crop area: Potatoes,12,2.5,I
Honduras,Harvested irrigated temporary crop area: Sweet potatoes,15,0.194,I
Honduras,Harvested irrigated temporary crop area: Cassava,18,1.931,I
Honduras,Harvested irrigated permanent crop area: Plantains,22,13.2,I
Honduras,Harvested irrigated temporary crop area: Sugarcane,26,12.0,I
Honduras,Harvested irrigated temporary crop area: Vegetables,30,5.0,I
Honduras,Harvested irrigated permanent crop area: Bananas,34,8.822,I
Honduras,Harvested irrigated permanent crop area: Citrus,38,6.0,I
Honduras,Harvested irrigated permanent crop area: Cocoa beans,41,0.086,I
Honduras,Harvested irrigated temporary crop area: Tobacco,44,1.997,I
Honduras,Harvested irrigated temporary crop area: Cotton,48,1.0,I
Hungary,Harvested irrigated temporary crop area: Wheat,2,0.0,I
Hungary,Harvested irrigated temporary crop area: Maize,6,14.2,I
Hungary,Harvested irrigated temporary crop area: Potatoes,10,9.3,I
Hungary,Harvested irrigated temporary crop area: Sugar beet,14,2.9,I
Hungary,Harvested irrigated temporary crop area: Leguminous crops,17,8.0,I
Hungary,Harvested irrigated temporary crop area: Vegetables,20,26.3,I
Hungary,Harvested irrigated permanent crop area: Citrus,24,0.0,I
Hungary,Harvested irrigated temporary crop area: Soybeans,28,0.2,I
Hungary,Harvested irrigated temporary crop area: Sunflower,32,2.3,I
Hungary,Harvested irrigated temporary crop area: Other crops,35,2.0,I
Hungary,Harvested irrigated permanent crop area: Other crops,39,21.5,I
Iceland,Harvested irrigated permanent crop area: Citrus,1,0.261,I
India,Harvested irrigated temporary crop area: Wheat,4,28487.0,I
India,Harvested irrigated temporary crop area: Rice,10,24924.0,I
India,Harvested irrigated temporary crop area: Barley,16,537.0,I
India,Harvested irrigated temporary crop area: Maize,22,2179.0,I
India,Harvested irrigated temporary crop area: Millet,24,699.0,I
India,Harvested irrigated temporary crop area: Sorghum,28,609.0,I
India,Harvested irrigated temporary crop area: Other cereals,34,116.0,I
India,Harvested irrigated temporary crop area: Sugarcane,40,5175.0,I
India,Harvested irrigated temporary crop area: Leguminous crops,46,4081.0,I
India,Harvested irrigated temporary crop area: Vegetables,52,2715.0,I
India,Harvested irrigated temporary crop area: Tobacco,56,234.0,I
India,Harvested irrigated temporary crop area: Cotton,60,4015.0,I
India,Harvested irrigated permanent crop area: Oil palm,64,5442.0,I
India,Harvested irrigated temporary crop area: Groundnuts,68,1052.0,I
Indonesia,Harvested irrigated temporary crop area: Rice,2,10734.0,I
Indonesia,Harvested irrigated temporary crop area: Maize,6,1269.0,I
Indonesia,Harvested irrigated temporary crop area: Potatoes,10,65.42,I
Indonesia,Harvested irrigated temporary crop area: Sweet potatoes,14,178.3,I
Indonesia,Harvested irrigated temporary crop area: Sugarcane,18,95.45,I
Indonesia,Harvested irrigated temporary crop area: Vegetables,22,244.4,I
Indonesia,Harvested irrigated temporary crop area: Tobacco,26,198.2,I
Indonesia,Harvested irrigated temporary crop area: Soybeans,30,279.9,I
Indonesia,Harvested irrigated temporary crop area: Groundnuts,34,324.0,I
Iran,Harvested irrigated temporary crop area: Wheat,4,2634.0,I
Iran,Harvested irrigated temporary crop area: Rice,10,628.1,I
Iran,Harvested irrigated temporary crop area: Barley,16,607.5,I
Iran,Harvested irrigated temporary crop area: Maize,20,275.9,I
Iran,Harvested irrigated temporary crop area: Other cereals,24,0.065,I
Iran,Harvested irrigated temporary crop area: Sweet potatoes,28,186.7,I
Iran,Harvested irrigated temporary crop area: Other roots and tubers,34,48.76,I
Iran,Harvested irrigated temporary crop area: Sugarcane,40,63.38,I
Iran,Harvested irrigated temporary crop area: Sugar beet,44,152.9,I
Iran,Harvested irrigated temporary crop area: Leguminous crops,50,159.7,I
Iran,Harvested irrigated temporary crop area: Vegetables,56,563.0,I
Iran,Harvested irrigated permanent crop area: Bananas,60,2.889,I
Iran,Harvested irrigated permanent crop area: Citrus,64,213.3,I
Iran,Harvested irrigated permanent crop area: Tea,68,2.934,I
Iran,Harvested irrigated temporary crop area: Tobacco,72,10.14,I
Iran,Harvested irrigated temporary crop area: Cotton,78,143.2,I
Iran,Harvested irrigated temporary crop area: Fodder,84,878.2,I
Iran,Harvested irrigated permanent crop area: Oil palm,90,140.7,I
Iran,Harvested irrigated temporary crop area: Soybeans,94,56.59,I
Iran,Harvested irrigated temporary crop area: Groundnuts,98,647.9,I
Iran,Harvested irrigated temporary crop area: Sunflower,102,77.78,I
Iran,Harvested irrigated temporary crop area: Flowers,106,61.86,I
Iran,Harvested irrigated temporary crop area: Other crops,112,123.6,I
Iran,Harvested irrigated permanent crop area: Other crops,118,1054.0,I
Iraq,Harvested irrigated temporary crop area: Wheat,4,959.5,I
Iraq,Harvested irrigated temporary crop area: Rice,10,47.97,I
Iraq,Harvested irrigated temporary crop area: Barley,16,361.8,I
Iraq,Harvested irrigated temporary crop area: Maize,19,113.1,I
Iraq,Harvested irrigated temporary crop area: Millet,22,3.1,I
Iraq,Harvested irrigated temporary crop area: Sorghum,25,17.1,I
Iraq,Harvested irrigated temporary crop area: Potatoes,28,13.03,I
Iraq,Harvested irrigated temporary crop area: Leguminous crops,31,12.22,I
Iraq,Harvested irrigated temporary crop area: Vegetables,34,260.7,I
Iraq,Harvested irrigated permanent crop area: Citrus,37,32.0,I
Iraq,Harvested irrigated temporary crop area: Cotton,40,20.57,I
Iraq,Harvested irrigated temporary crop area: Sunflower,43,5.664,I
Iraq,Harvested irrigated temporary crop area: Sesame,46,13.12,I
Ireland,Harvested irrigated temporary crop area: Potatoes,3,0.5,I
Ireland,Harvested irrigated temporary crop area: Vegetables,8,0.5,I
Israel,Harvested irrigated temporary crop area: Potatoes,2,18.01,I
Israel,Harvested irrigated temporary crop area: Vegetables,7,53.94,I
Israel,Harvested irrigated permanent crop area: Citrus,11,16.31,I
Israel,Harvested irrigated temporary crop area: Flowers,16,5.43,I
Israel,Harvested irrigated temporary crop area: Other crops,21,41.83,I
Israel,Harvested irrigated permanent crop area: Other crops,26,73.06,I
Italy,Harvested irrigated temporary crop area: Wheat,4,118.0,I
Italy,Harvested irrigated temporary crop area: Rice,7,241.0,I
Italy,Harvested irrigated temporary crop area: Maize,13,736.0,I
Italy,Harvested irrigated temporary crop area: Potatoes,19,31.5,I
Italy,Harvested irrigated temporary crop area: Sugar beet,25,96.5,I
Italy,Harvested irrigated temporary crop area: Vegetables,28,225.7,I
Italy,Harvested irrigated permanent crop area: Citrus,34,122.6,I
Italy,Harvested irrigated temporary crop area: Fodder,40,100.0,I
Italy,Harvested irrigated temporary crop area: Soybeans,46,84.7,I
Italy,Harvested irrigated temporary crop area: Sunflower,52,20.0,I
Italy,Harvested irrigated permanent crop area: Other crops,58,210.1,I
Jamaica,Harvested irrigated temporary crop area: Sugarcane,4,12.0,I
Jamaica,Harvested irrigated temporary crop area: Vegetables,10,8.682,I
Jamaica,Harvested irrigated permanent crop area: Bananas,16,2.0,I
Jamaica,Harvested irrigated permanent crop area: Citrus,19,8.0,I
Jamaica,Harvested irrigated permanent crop area: Coffee,25,0.154,I
Jamaica,Harvested irrigated temporary crop area: Fodder,31,1.424,I
Jamaica,Harvested irrigated temporary crop area: Other crops,37,0.425,I
Jamaica,Harvested irrigated permanent crop area: Other crops,43,0.574,I
Japan,Harvested irrigated temporary crop area: Wheat,4,127.0,I
Japan,Harvested irrigated temporary crop area: Rice,10,1691.0,I
Japan,Harvested irrigated temporary crop area: Barley,16,52.9,I
Japan,Harvested irrigated temporary crop area: Other cereals,22,56.0,I
Japan,Harvested irrigated temporary crop area: Potatoes,26,46.0,I
Japan,Harvested irrigated temporary crop area: Sugarcane,30,16.0,I
Japan,Harvested irrigated temporary crop area: Sugar beet,34,47.0,I
Japan,Harvested irrigated temporary crop area: Leguminous crops,40,35.0,I
Japan,Harvested irrigated temporary crop area: Vegetables,44,269.0,I
Japan,Harvested irrigated temporary crop area: Cotton,48,267.0,I
Japan,Harvested irrigated temporary crop area: Soybeans,52,71.0,I
Jordan,Harvested irrigated temporary crop area: Wheat,4,1.676,I
Jordan,Harvested irrigated temporary crop area: Barley,10,0.684,I
Jordan,Harvested irrigated temporary crop area: Potatoes,16,3.483,I
Jordan,Harvested irrigated temporary crop area: Leguminous crops,20,0.927,I
Jordan,Harvested irrigated temporary crop area: Vegetables,26,46.14,I
Jordan,Harvested irrigated permanent crop area: Bananas,30,1.9,I
Jordan,Harvested irrigated permanent crop area: Citrus,34,6.638,I
Jordan,Harvested irrigated permanent crop area: Oil palm,40,13.35,I
Jordan,Harvested irrigated temporary crop area: Other crops,46,9.682,I
Jordan,Harvested irrigated permanent crop area: Other crops,52,47.65,I
Kazakhstan,Harvested irrigated temporary crop area: Wheat,4,208.0,I
Kazakhstan,Harvested irrigated temporary crop area: Rice,10,94.0,I
Kazakhstan,Harvested irrigated temporary crop area: Barley,16,92.0,I
Kazakhstan,Harvested irrigated temporary crop area: Maize,22,95.6,I
Kazakhstan,Harvested irrigated temporary crop area: Other cereals,28,200.0,I
Kazakhstan,Harvested irrigated temporary crop area: Potatoes,31,60.0,I
Kazakhstan,Harvested irrigated temporary crop area: Other roots and tubers,37,69.0,I
Kazakhstan,Harvested irrigated temporary crop area: Sugar beet,40,8.72,I
Kazakhstan,Harvested irrigated temporary crop area: Leguminous crops,46,14.3,I
Kazakhstan,Harvested irrigated temporary crop area: Vegetables,52,182.6,I
Kazakhstan,Harvested irrigated temporary crop area: Tobacco,55,1.6,I
Kazakhstan,Harvested irrigated temporary crop area: Cotton,61,134.2,I
Kazakhstan,Harvested irrigated temporary crop area: Fodder,67,1007.0,I
Kazakhstan,Harvested irrigated permanent crop area: Oil palm,73,80.0,I
Kazakhstan,Harvested irrigated temporary crop area: Sunflower,76,40.0,I
Kazakhstan,Harvested irrigated temporary crop area: Other crops,82,4.83,I
Kazakhstan,Harvested irrigated permanent crop area: Other crops,85,54.0,I
Kenya,Harvested irrigated temporary crop area: Rice,4,25.0,I
Kenya,Harvested irrigated temporary crop area: Maize,10,6.0,I
Kenya,Harvested irrigated temporary crop area: Sugarcane,16,8.0,I
Kenya,Harvested irrigated temporary crop area: Vegetables,22,45.2,I
Kenya,Harvested irrigated permanent crop area: Bananas,28,1.0,I
Kenya,Harvested irrigated permanent crop area: Citrus,34,8.0,I
Kenya,Harvested irrigated permanent crop area: Coffee,40,20.0,I
Kenya,Harvested irrigated permanent crop area: Tea,44,8.0,I
Kenya,Harvested irrigated temporary crop area: Cotton,50,6.0,I
Kenya,Harvested irrigated temporary crop area: Flowers,56,5.0,I
Kenya,Harvested irrigated temporary crop area: Other crops,60,5.95,I
Kenya,Harvested irrigated permanent crop area: Other crops,66,0.03,I
Kuwait,Harvested irrigated temporary crop area: Wheat,4,0.29,I
Kuwait,Harvested irrigated temporary crop area: Barley,8,1.263,I
Kuwait,Harvested irrigated temporary crop area: Potatoes,14,0.76,I
Kuwait,Harvested irrigated temporary crop area: Leguminous crops,20,0.06,I
Kuwait,Harvested irrigated temporary crop area: Vegetables,26,3.66,I
Kuwait,Harvested irrigated temporary crop area: Fodder,32,1.47,I
Kuwait,Harvested irrigated temporary crop area: Other crops,36,0.39,I
Kuwait,Harvested irrigated permanent crop area: Other crops,42,1.692,I
Kyrgyzstan,Harvested irrigated temporary crop area: Wheat,4,360.7,I
Kyrgyzstan,Harvested irrigated temporary crop area: Rice,8,5.0,I
Kyrgyzstan,Harvested irrigated temporary crop area: Barley,14,86.6,I
Kyrgyzstan,Harvested irrigated temporary crop area: Maize,20,61.5,I
Kyrgyzstan,Harvested irrigated temporary crop area: Millet,24,0.08,I
Kyrgyzstan,Harvested irrigated temporary crop area: Sorghum,28,0.004,I
Kyrgyzstan,Harvested irrigated temporary crop area: Other cereals,34,1.516,I
Kyrgyzstan,Harvested irrigated temporary crop area: Potatoes,38,76.0,I
Kyrgyzstan,Harvested irrigated temporary crop area: Other roots and tubers,44,7.1,I
Kyrgyzstan,Harvested irrigated temporary crop area: Sugar beet,48,14.5,I
Kyrgyzstan,Harvested irrigated temporary crop area: Leguminous crops,52,20.8,I
Kyrgyzstan,Harvested irrigated temporary crop area: Vegetables,58,40.6,I
Kyrgyzstan,Harvested irrigated temporary crop area: Tobacco,62,5.6,I
Kyrgyzstan,Harvested irrigated temporary crop area: Cotton,68,45.5,I
Kyrgyzstan,Harvested irrigated temporary crop area: Fodder,74,35.8,I
Kyrgyzstan,Harvested irrigated permanent crop area: Oil palm,80,58.4,I
Kyrgyzstan,Harvested irrigated temporary crop area: Sunflower,84,59.2,I
Kyrgyzstan,Harvested irrigated temporary crop area: Other crops,88,27.7,I
Kyrgyzstan,Harvested irrigated permanent crop area: Other crops,94,36.2,I
Lao People's Democratic Republic,Harvested irrigated temporary crop area: Rice,4,310.7,I
Lao People's Democratic Republic,Harvested irrigated temporary crop area: Sugarcane,8,5.0,I
Lao People's Democratic Republic,Harvested irrigated temporary crop area: Vegetables,14,33.0,I
Lao People's Democratic Republic,Harvested irrigated permanent crop area: Citrus,18,15.0,I
Lao People's Democratic Republic,Harvested irrigated temporary crop area: Cotton,22,8.0,I
Latvia,Harvested irrigated temporary crop area: Potatoes,1,0.31,I
Latvia,Harvested irrigated temporary crop area: Vegetables,4,0.31,I
Lebanon,Harvested irrigated temporary crop area: Wheat,4,16.94,I
Lebanon,Harvested irrigated temporary crop area: Barley,10,5.14,I
Lebanon,Harvested irrigated temporary crop area: Maize,16,3.49,I
Lebanon,Harvested irrigated temporary crop area: Other cereals,21,29.9,I
Lebanon,Harvested irrigated temporary crop area: Potatoes,27,19.17,I
Lebanon,Harvested irrigated temporary crop area: Other roots and tubers,32,4.156,I
Lebanon,Harvested irrigated temporary crop area: Sugar beet,38,0.0,I
Lebanon,Harvested irrigated temporary crop area: Leguminous crops,43,4.31,I
Lebanon,Harvested irrigated temporary crop area: Vegetables,49,33.0,I
Lebanon,Harvested irrigated permanent crop area: Bananas,54,2.754,I
Lebanon,Harvested irrigated permanent crop area: Citrus,59,16.43,I
Lebanon,Harvested irrigated temporary crop area: Tobacco,64,8.983,I
Lebanon,Harvested irrigated permanent crop area: Oil palm,70,0.305,I
Lebanon,Harvested irrigated temporary crop area: Groundnuts,75,0.718,I
Lebanon,Harvested irrigated temporary crop area: Flowers,80,0.508,I
Lebanon,Harvested irrigated temporary crop area: Other crops,86,7.3,I
Lebanon,Harvested irrigated permanent crop area: Other crops,92,1.1,I
Lesotho,Harvested irrigated temporary crop area: Vegetables,4,0.067,I
Liberia,Harvested irrigated temporary crop area: Vegetables,4,0.1,I
Libya,Harvested irrigated temporary crop area: Wheat,3,70.0,I
Libya,Harvested irrigated temporary crop area: Barley,8,50.0,I
Libya,Harvested irrigated temporary crop area: Potatoes,13,10.0,I
Libya,Harvested irrigated temporary crop area: Leguminous crops,18,10.0,I
Libya,Harvested irrigated temporary crop area: Vegetables,23,60.0,I
Libya,Harvested irrigated permanent crop area: Citrus,28,10.0,I
