,,,Value,Symbol
Monaco,Not treated municipal wastewater,4,0.002,I
Monaco,Treated municipal wastewater,7,0.006,I
Mongolia,Desalinated water produced,2,0.0,I
Mongolia,Produced municipal wastewater,5,0.146,I
Mongolia,Not treated municipal wastewater,9,0.08,I
Mongolia,Treated municipal wastewater,14,0.12,I
Mongolia,Not treated municipal wastewater discharged (secondary water),18,0.08,I
Montenegro,Produced municipal wastewater,2,0.031,I
Montenegro,Not treated municipal wastewater,6,0.0215,I
Montenegro,Treated municipal wastewater,10,0.0095,I
Morocco,Desalinated water produced,4,0.007,I
Morocco,Direct use of treated municipal wastewater,7,0.07,I
Morocco,Produced municipal wastewater,13,0.7,I
Morocco,Not treated municipal wastewater,18,0.501,I
Morocco,Treated municipal wastewater,24,0.166,I
Morocco,Not treated municipal wastewater discharged (secondary water),29,0.25,I
Morocco,Direct use of not treated municipal wastewater for irrigation purposes,33,0.012,I
Mozambique,Treated municipal wastewater,4,0.0,I
Myanmar,Treated municipal wastewater,4,0.0,I
Namibia,Desalinated water produced,4,0.0003,I
Namibia,Direct use of treated municipal wastewater,10,0.0058,I
Namibia,Produced municipal wastewater,13,0.0195,I
Namibia,Treated municipal wastewater,19,0.006,I
Namibia,Treated municipal wastewater discharged (secondary water),25,0.0002,I
Nepal,Treated municipal wastewater,2,0.006,I
Netherlands,Produced municipal wastewater,4,1.921,
Netherlands,Collected municipal wastewater,9,1.921,
Netherlands,Not treated municipal wastewater,14,0.059,I
Netherlands,Treated municipal wastewater,20,1.921,
Netherlands,Treated municipal wastewater discharged (secondary water),24,1.831,I
Nicaragua,Desalinated water produced,4,0.0002,I
Nicaragua,Direct use of treated municipal wastewater,9,0.0011,I
Nicaragua,Produced municipal wastewater,15,0.304,I
Nicaragua,Collected municipal wastewater,18,0.1793,I
Nicaragua,Not treated municipal wastewater,24,0.1928,I
Nicaragua,Treated municipal wastewater,30,0.1112,I
Nicaragua,Treated municipal wastewater discharged (secondary water),35,0.0056,I
Niger,Produced municipal wastewater,1,0.0396,I
Nigeria,Desalinated water produced,4,0.003,I
Norway,Desalinated water produced,4,0.0001,I
Norway,Produced municipal wastewater,7,0.93,I
Norway,Collected municipal wastewater,10,0.883,I
Oman,Not treated municipal wastewater,20,0.0802,I
Pakistan,Produced municipal wastewater,3,3.06,I
Pakistan,Not treated municipal wastewater,7,1.022,I
Pakistan,Treated municipal wastewater,12,0.0306,I
Pakistan,Not treated municipal wastewater discharged (secondary water),15,1.438,I
Pakistan,Direct use of not treated municipal wastewater for irrigation purposes,19,1.022,I
Palestine,Desalinated water produced,0,0.004,
Palestine,Direct use of treated municipal wastewater,4,0.013,
Palestine,Collected municipal wastewater,6,0.122,
Palestine,Treated municipal wastewater,7,0.083,
Panama,Produced municipal wastewater,3,0.394,I
Paraguay,Desalinated water produced,1,8e-06,I
Paraguay,Produced municipal wastewater,5,0.2048,I
Peru,Desalinated water produced,4,0.0054,I
Peru,Direct use of treated municipal wastewater,9,0.0303,I
Peru,Produced municipal wastewater,12,0.995,I
Peru,Collected municipal wastewater,15,0.655,I
Peru,Not treated municipal wastewater,18,0.7339,I
Peru,Treated municipal wastewater,23,0.275,I
Peru,Treated municipal wastewater discharged (secondary water),27,0.2447,I
Peru,Not treated municipal wastewater discharged (secondary water),30,0.089,I
Philippines,Produced municipal wastewater,1,1.259,I
Poland,Desalinated water produced,4,0.007,I
Poland,Direct use of treated municipal wastewater,9,0.003,I
Poland,Produced municipal wastewater,12,2.168,I
Poland,Collected municipal wastewater,15,2.089,I
Poland,Not treated municipal wastewater,18,0.915,I
Poland,Treated municipal wastewater,21,1.316,
Portugal,Direct use of treated municipal wastewater,7,0.003,I
Portugal,Produced municipal wastewater,10,0.577,I
Portugal,Not treated municipal wastewater,14,0.307,I
Portugal,Treated municipal wastewater,17,0.27,I
Qatar,Desalinated water produced,4,0.605,
Qatar,Direct use of treated municipal wastewater,9,0.1334,
Qatar,Produced municipal wastewater,15,0.274,I
Qatar,Collected municipal wastewater,17,0.2315,
Qatar,Treated municipal wastewater,20,0.2287,
Qatar,Treated municipal wastewater discharged (secondary water),24,0.013,I
Republic of Korea,Desalinated water produced,3,0.0002,I
Republic of Korea,Direct use of treated municipal wastewater,7,1.118,I
Republic of Korea,Produced municipal wastewater,12,7.838,I
Republic of Korea,Not treated municipal wastewater,15,1.255,I
Republic of Korea,Treated municipal wastewater,21,6.583,I
Republic of Moldova,Produced municipal wastewater,0,0.0525,I
Republic of Moldova,Treated municipal wastewater,6,0.296,I
Republic of Serbia,Produced municipal wastewater,2,0.449,I
Republic of Serbia,Collected municipal wastewater,4,0.409,
Republic of Serbia,Treated municipal wastewater,5,0.0493,
Romania,Produced municipal wastewater,2,0.9831,
Romania,Not treated municipal wastewater,4,5.253,I
Romania,Treated municipal wastewater,7,0.907,
Russian Federation,Produced municipal wastewater,1,12.32,I
Saint Kitts and Nevis,Desalinated water produced,2,0.0033,I
Saint Vincent and the Grenadines,Desalinated water produced,0,0.0006,I
Saudi Arabia,Desalinated water produced,4,2.18,
Saudi Arabia,Direct use of treated municipal wastewater,10,0.254,
Saudi Arabia,Produced municipal wastewater,15,1.546,I
Saudi Arabia,Collected municipal wastewater,18,1.144,I
Saudi Arabia,Not treated municipal wastewater,23,0.483,I
Saudi Arabia,Treated municipal wastewater,29,1.6,
Saudi Arabia,Treated municipal wastewater discharged (secondary water),33,0.06,I
Senegal,Desalinated water produced,4,5e-05,I
Senegal,Produced municipal wastewater,7,0.0696,I
Senegal,Not treated municipal wastewater,10,0.0588,I
Senegal,Treated municipal wastewater,16,0.0112,I
Seychelles,Desalinated water produced,2,0.001,I
Seychelles,Direct use of treated municipal wastewater,6,6e-06,I
Seychelles,Produced municipal wastewater,12,0.0088,I
Singapore,Desalinated water produced,4,0.0072,I
Singapore,Direct use of treated municipal wastewater,9,0.1601,
Singapore,Produced municipal wastewater,10,0.511,I
Singapore,Collected municipal wastewater,12,0.511,I
Singapore,Treated municipal wastewater,14,0.5954,
Singapore,Treated municipal wastewater discharged (secondary water),15,0.317,I
Slovakia,Produced municipal wastewater,2,10.94,I
Slovenia,Produced municipal wastewater,2,0.2177,
Slovenia,Not treated municipal wastewater,5,0.0464,I
Slovenia,Treated municipal wastewater,9,0.156,
Somalia,Desalinated water produced,4,0.0001,I
Somalia,Treated municipal wastewater,8,0.0,I
South Africa,Desalinated water produced,4,0.018,I
South Africa,Direct use of treated municipal wastewater,9,1.61,I
South Africa,Produced municipal wastewater,15,2.5446666667,I
South Africa,Collected municipal wastewater,17,2.769,I
South Africa,Not treated municipal wastewater,22,1.623,I
South Africa,Treated municipal wastewater,27,2.1687777778,I
South Africa,Treated municipal wastewater discharged (secondary water),31,0.309,I
Spain,Desalinated water produced,4,0.364,I
Spain,Produced municipal wastewater,11,5.206,I
Spain,Not treated municipal wastewater,15,0.023,I
Spain,Treated municipal wastewater discharged (secondary water),22,2.767,I
Sri Lanka,Produced municipal wastewater,3,0.1181,I
Sudan,Produced municipal wastewater,1,0.4797,I
Sweden,Desalinated water produced,4,0.0002,I
Sweden,Produced municipal wastewater,7,1.0,I
Sweden,Collected municipal wastewater,9,1.0,I
Sweden,Not treated municipal wastewater,12,0.235,I
Sweden,Treated municipal wastewater,15,1.0,I
Switzerland,Desalinated water produced,0,0.0,
Switzerland,Produced municipal wastewater,4,1.409,I
Switzerland,Collected municipal wastewater,7,1.409,I
Switzerland,Not treated municipal wastewater,10,0.325,I
Switzerland,Treated municipal wastewater,13,1.084,I
Syrian Arab Republic,Direct use of treated municipal wastewater,2,0.55,I
Syrian Arab Republic,Produced municipal wastewater,8,1.37,I
Syrian Arab Republic,Not treated municipal wastewater,12,0.82,I
Syrian Arab Republic,Treated municipal wastewater,17,0.55,I
Syrian Arab Republic,Treated municipal wastewater discharged (secondary water),19,0.0,I
Syrian Arab Republic,Not treated municipal wastewater discharged (secondary water),22,0.311,I
Syrian Arab Republic,Direct use of not treated municipal wastewater for irrigation purposes,25,0.416,I
Tajikistan,Desalinated water produced,2,0.0,I
Tajikistan,Direct use of treated municipal wastewater,6,0.0,I
Tajikistan,Produced municipal wastewater,12,0.6514285714,I
Tajikistan,Not treated municipal wastewater,15,4.548,I
Tajikistan,Treated municipal wastewater,19,0.2105142857,I
Tajikistan,Treated municipal wastewater discharged (secondary water),22,0.1522,I
Thailand,Produced municipal wastewater,2,5.11,I
Thailand,Collected municipal wastewater,4,1.168,I
Thailand,Not treated municipal wastewater,7,3.942,I
Thailand,Treated municipal wastewater,13,1.168,I
The Bahamas,Desalinated water produced,4,0.0074,I
Trinidad and Tobago,Desalinated water produced,2,0.047,I
Tunisia,Not treated municipal wastewater,14,0.063,I
Tunisia,Treated municipal wastewater discharged (secondary water),22,0.158,I
Tunisia,Not treated municipal wastewater discharged (secondary water),27,0.1,I
Tunisia,Direct use of not treated municipal wastewater for irrigation purposes,31,0.0466,I
Turkey,Desalinated water produced,4,0.0085,I
Turkey,Direct use of treated municipal wastewater,7,0.035195,I
Turkey,Produced municipal wastewater,12,4.88972,I
Turkey,Not treated municipal wastewater,15,0.814,I
Turkey,Treated municipal wastewater,21,4.039,I
Turkey,Treated municipal wastewater discharged (secondary water),24,1.591,I
Turkmenistan,Desalinated water produced,2,0.0,I
Turkmenistan,Produced municipal wastewater,7,0.268,I
Turkmenistan,Treated municipal wastewater,11,0.336,I
Uganda,Produced municipal wastewater,1,0.0419,I
Ukraine,Not treated municipal wastewater,4,0.8392,I
United Arab Emirates,Desalinated water produced,4,1.975,
United Arab Emirates,Direct use of treated municipal wastewater,8,0.5492,
United Arab Emirates,Produced municipal wastewater,13,0.5,I
United Arab Emirates,Not treated municipal wastewater,19,0.307,I
United Arab Emirates,Treated municipal wastewater,24,0.7356,
United Arab Emirates,Treated municipal wastewater discharged (secondary water),28,0.047,I
United Kingdom,Desalinated water produced,4,0.0333,I
United Kingdom,Direct use of treated municipal wastewater,7,0.164,I
United Kingdom,Produced municipal wastewater,11,4.089,I
United Kingdom,Collected municipal wastewater,15,4.048,I
United Kingdom,Not treated municipal wastewater,19,0.041,I
United Kingdom,Treated municipal wastewater,23,4.048,I
United Kingdom,Treated municipal wastewater discharged (secondary water),27,3.642,I
United Kingdom,Not treated municipal wastewater discharged (secondary water),31,0.003,I
United Republic of Tanzania,Collected municipal wastewater,0,0.028,I
United States of America,Desalinated water produced,4,0.58,I
United States of America,Direct use of treated municipal wastewater,10,2.774,I
United States of America,Produced municipal wastewater,13,60.41,I
United States of America,Collected municipal wastewater,16,47.24,I
United States of America,Not treated municipal wastewater,19,15.72,I
United States of America,Treated municipal wastewater,24,45.35,I
United States of America,Treated municipal wastewater discharged (secondary water),30,41.92,I
Uruguay,Produced municipal wastewater,1,0.1152,I
Uzbekistan,Produced municipal wastewater,1,0.3397,I
Venezuela,Desalinated water produced,3,0.0052,I
Venezuela,Produced municipal wastewater,9,2.903,I
Venezuela,Treated municipal wastewater,12,0.93,I
Viet Nam,Direct use of treated municipal wastewater,2,0.175,I
Viet Nam,Produced municipal wastewater,5,1.972,I
Viet Nam,Collected municipal wastewater,7,0.197,I
Viet Nam,Not treated municipal wastewater,10,1.775,I
Viet Nam,Treated municipal wastewater,13,0.197,I
Yemen,Desalinated water produced,4,0.0251,I
Yemen,Direct use of treated municipal wastewater,9,0.006,I
Yemen,Produced municipal wastewater,12,0.1315,I
Yemen,Treated municipal wastewater,18,0.046,I
Zambia,Produced municipal wastewater,1,0.1184,I
Zimbabwe,Produced municipal wastewater,0,0.1473333333,I
Zimbabwe,Not treated municipal wastewater,2,0.099,I
Zimbabwe,Treated municipal wastewater,5,0.0785833333,I
